study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,c14_age,c14_age_se,c14_material,be7_activity,be7_activity_se,be7_unit
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,36,37,0.7616666666666667,0.08118043149649584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_gamma spectroscopy,37,38,0.7158333333333333,0.08088538091969844,NA,NA,dpm/g,1.679802030795835,0.3789863058794466,dpm/g,1.7139406512245117,0.1701271020555674,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,38,39,0.6508333333333333,0.08887512047363366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_gamma spectroscopy,39,40,0.784,0.07508591065292176,NA,NA,dpm/g,1.827007793031139,0.3515313202212497,dpm/g,1.812727845946719,0.15164162977875442,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,40,41,0.7987500000000001,0.06177777777777832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_gamma spectroscopy,41,42,0.8325,0.05529969638044516,NA,NA,dpm/g,2.051898501552451,0.3337948893611084,dpm/g,1.8480473215168378,0.15178772227624512,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,42,43,0.8757142857142858,0.057664731990440664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,42,43,NA,0.05805307319735357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB307M,push_core_no spectroscopy,43,44,0.8399999999999999,0.06465399343544853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,0,1,0.2896491228070175,0.14508042615416714,0.13522944015310367,0.05808819359588774,dpm/g,5.980930873185253,0.33116947039880573,dpm/g,1.4569510217855048,0.0955109933349093,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,1,2,0.5643333333333334,0.10038464180232191,0.1545226121412478,0.0573870135550746,dpm/g,5.285477583901009,0.32665254800352334,dpm/g,1.670000596369607,0.0999831239536169,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,2,3,0.5203333333333333,0.10559454995871258,0.1932080928375996,0.07964585022457868,dpm/g,6.06545319560468,0.3791730816757088,dpm/g,1.6075704217432607,0.11666266505019249,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,2,3,NA,0.10697722353911243,0.1932080928375996,0.07964585022457868,dpm/g,6.06545319560468,0.3791730816757088,dpm/g,1.6075704217432607,0.11666266505019249,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,3,4,0.6469565217391305,0.11824254527925104,0.15452858163104408,0.07134778730278792,dpm/g,5.463498053260065,0.3503443502059679,dpm/g,1.62354653103672,0.10811011968807223,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,4,5,0.4991666666666667,0.10902708469559848,0.17603282909680598,0.07068187158805946,dpm/g,4.70288646799684,0.38210676488087636,dpm/g,1.7944391394424724,0.12329417664371707,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,5,6,0.45409090909090905,0.14929870129870157,0.22989739696948683,0.11223063314768231,dpm/g,6.059946929407787,0.5598427985881935,dpm/g,1.955823018499323,0.1747117433493681,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,6,7,0.32795454545454544,0.2795706517901279,0.27983009353504257,0.07115313337151236,dpm/g,7.778847703681914,0.39789516006306636,dpm/g,1.3675883080152365,0.1040117470914886,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,6,7,NA,0.26788544858924196,0.27983009353504257,0.07115313337151236,dpm/g,7.778847703681914,0.39789516006306636,dpm/g,1.3675883080152365,0.1040117470914886,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,7,8,0.32875,0.2614436619718309,0.277348820308255,0.09008770293066297,dpm/g,5.938879295466217,0.4528357158322981,dpm/g,1.4726836169077688,0.13078128826198585,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,8,9,0.32555555555555554,0.28005223406508023,0.2684380687100893,0.0694027610079231,dpm/g,5.0879107176525835,0.35884685391095755,dpm/g,1.4460179111336022,0.10292500963776491,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,9,10,0.36972222222222223,0.21155057752887652,0.37196974071133043,0.06934941752342447,dpm/g,4.075118806974809,0.3149473241520497,dpm/g,1.663770571690277,0.10634330107663606,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,10,11,0.32875000000000004,0.22256910340956898,0.4757974122406352,0.08470372769248818,dpm/g,4.466034113890961,0.3855495697157231,dpm/g,1.4774728851986452,0.11493819252727337,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,11,12,0.33416666666666667,0.2174901220322389,0.5823004721190811,0.1349243552923141,dpm/g,4.228154522670515,0.5603830147839466,dpm/g,1.6943901754494801,0.1805890779106118,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,12,13,0.28086956521739126,0.25316410945344003,0.7002424077071484,0.15737030830005616,dpm/g,5.197638524095544,0.5818165470720211,dpm/g,1.6684548336248786,0.19059066430262933,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,13,14,0.28909090909090907,0.23039734631943046,0.7922424643608547,0.12975300519762908,dpm/g,4.425804984005616,0.448822538130834,dpm/g,1.8602670002877137,0.1601174189404238,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,14,15,0.3631249999999999,0.1871391806357376,0.547444879491135,0.06789215075170547,dpm/g,3.532944039899564,0.2776435133847846,dpm/g,1.5846335315866624,0.09272373266139423,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,14,15,NA,0.1746939907763798,0.547444879491135,0.06789215075170547,dpm/g,3.532944039899564,0.2776435133847846,dpm/g,1.5846335315866624,0.09272373266139423,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,15,16,0.45461538461538453,0.1327461032928464,0.5209519190522777,0.08654941040014083,dpm/g,3.0234717280882535,0.34545743717293115,dpm/g,1.535703192811038,0.12163109310043194,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,16,17,0.49666666666666676,0.12202585614083312,0.9713354967165555,0.10333834898744174,dpm/g,3.244315326675336,0.33648067185126695,dpm/g,1.6534845940218856,0.12044916829048237,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,17,18,0.3536363636363636,0.17970660146699258,1.7055838222595903,0.1588156700525993,dpm/g,4.212946799692667,0.48475330357563107,dpm/g,1.740495616958397,0.16195045338365188,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,17,18,NA,0.1812567600572209,1.7055838222595903,0.1588156700525993,dpm/g,4.212946799692667,0.48475330357563107,dpm/g,1.740495616958397,0.16195045338365188,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,18,19,0.3233333333333333,0.18988673422870597,1.5319043712738523,0.16838770046398338,dpm/g,3.953142740514028,0.5464604723082938,dpm/g,1.7160420766189834,0.16964533880118327,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,19,20,0.3723076923076923,0.14844564990611303,0.7775100676681254,0.14331974091406374,dpm/g,3.5927757380996255,0.49764481037796554,dpm/g,1.772012929147249,0.17053901514386954,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,20,21,0.5,0.09778996059619696,0.3790985413463833,0.09762744910403458,dpm/g,2.74474576170004,0.4042213715887077,dpm/g,1.564249981581225,0.1330112417300314,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,21,22,0.46434782608695657,0.12111095814977986,0.4127327490713894,0.0822612549100267,dpm/g,2.6993319698377545,0.3130880899828887,dpm/g,1.6479325463919474,0.10765039968306181,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,21,22,NA,0.12240549828178734,0.4127327490713894,0.0822612549100267,dpm/g,2.6993319698377545,0.3130880899828887,dpm/g,1.6479325463919474,0.10765039968306181,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,22,23,0.3184615384615385,0.17556532663316524,0.5403992473919136,0.12977540659018375,dpm/g,3.392869915920523,0.45716891310348673,dpm/g,1.7773541067063006,0.16861264830772568,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,23,24,0.33692307692307694,0.1819322459222083,0.27814527571041425,0.12729176681813212,dpm/g,2.920519612912342,0.5546413508924255,dpm/g,1.8920063581315443,0.1993321296827825,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,24,25,0.5310344827586206,0.10301516136760275,0.0760037645516279,0.039081012575000317,dpm/g,2.028660092780982,0.19510679956738836,dpm/g,1.6278515272598602,0.07436610143366525,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,25,26,0.6634782608695652,0.07517084282460132,NA,NA,dpm/g,1.9393907548541698,0.247917637047412,dpm/g,1.6451204773728936,0.09314328138737508,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,26,27,0.6746153846153846,0.07055413469735751,NA,NA,dpm/g,1.7972244155386097,0.27438593953514034,dpm/g,1.6906598590551456,0.10185405414634505,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,26,27,NA,0.06768224107964507,NA,NA,dpm/g,1.7972244155386097,0.27438593953514034,dpm/g,1.6906598590551456,0.10185405414634505,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,27,28,0.7265384615384616,0.060681261898286584,NA,NA,dpm/g,2.1023904490512155,0.3436395515162958,dpm/g,1.6865380093290978,0.11909608424698075,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,28,29,0.8056,0.05421441649148994,NA,NA,dpm/g,1.879187940872766,0.2272684231548616,dpm/g,1.725959383226555,0.0890540053113991,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,29,30,0.75,0.052427448712278335,NA,NA,dpm/g,1.9635522286391704,0.2548815060712251,dpm/g,1.7609523440082937,0.09755843423003324,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,30,31,0.8650000000000001,0.040028787826862255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,31,32,0.8753571428571428,0.04718711781492036,NA,NA,dpm/g,1.6059566828489118,0.20057269264752967,dpm/g,1.6156249784888783,0.07665998059941653,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,31,32,NA,0.046338731031673804,NA,NA,dpm/g,1.6059566828489118,0.20057269264752967,dpm/g,1.6156249784888783,0.07665998059941653,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,32,33,0.9203846153846154,0.04433597722188352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,33,34,0.9607142857142856,0.0382290365067033,NA,NA,dpm/g,1.5560620580244229,0.1983653616192385,dpm/g,1.5036604152692474,0.07525415335211584,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,34,35,0.9575000000000001,0.03892590212722727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,35,36,0.8740740740740741,0.05020550969801964,NA,NA,dpm/g,1.8564142650123308,0.1947098380440156,dpm/g,1.5139956775337962,0.07496249030032982,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,36,37,0.8453333333333333,0.05411564625850414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,36,37,NA,0.053177030241250804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,37,38,0.7706896551724138,0.0570263381478334,NA,NA,dpm/g,1.830472638908816,0.17172224666918612,dpm/g,1.5766731032941226,0.0645714328131531,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,38,39,0.8118181818181818,0.05619851589624854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,39,40,0.831111111111111,0.05306511453759457,NA,NA,dpm/g,1.7581501809370121,0.15739386054591678,dpm/g,1.62682338070978,0.057976226354446804,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,40,41,0.8248275862068966,0.05112266041645464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,41,42,0.8519230769230769,0.05063162184189101,NA,NA,dpm/g,1.6005670018011577,0.22721376070434304,dpm/g,1.5572656123688438,0.08163794803546001,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,41,42,NA,0.05052388864399337,NA,NA,dpm/g,1.6005670018011577,0.22721376070434304,dpm/g,1.5572656123688438,0.08163794803546001,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,42,43,0.8536363636363636,0.056501600708398825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,43,44,0.83,0.05463700074845286,NA,NA,dpm/g,1.6256597994710908,0.2306268103914741,dpm/g,1.6277190854963193,0.08311097741684842,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,44,45,0.89,0.044979185704132195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,45,46,0.8982352941176471,0.04838928450322187,NA,NA,dpm/g,1.7826217619590348,0.24791206231621168,dpm/g,1.7186304330971875,0.08729843046506859,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,45,46,NA,0.05009986120984383,NA,NA,dpm/g,1.7826217619590348,0.24791206231621168,dpm/g,1.7186304330971875,0.08729843046506859,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,46,47,0.7275,0.07402610681299145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,47,48,0.6682142857142856,0.09592893644750781,NA,NA,dpm/g,1.577209822490871,0.19678892522222666,dpm/g,1.5062998198887563,0.07270237231593207,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,48,49,0.8300000000000001,0.06730769230769235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_gamma spectroscopy,49,50,0.7579411764705882,0.0920800874675416,NA,NA,dpm/g,1.7224647596288627,0.1485312770125503,dpm/g,1.6761906676260145,0.05307119902147466,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB308M,push_core_no spectroscopy,50,51,0.6717857142857142,0.10602426153108088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB200G,surface sample_no spectroscopy,0,1,0.7283333333333334,0.04248727594600536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB200G_2,surface sample_no spectroscopy,0,1,0.9450000000000001,0.032429280846016345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB200G_3,surface sample_no spectroscopy,0,1,NA,0.03248003851863797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB230G,surface sample_no spectroscopy,0,1,1.0678048780487805,0.0228512960436557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB231G,surface sample_no spectroscopy,0,1,1.4428915662650603,0.008889778756632206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB232G,surface sample_no spectroscopy,0,1,0.9218181818181819,0.028540484165346734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB233G,surface sample_no spectroscopy,0,1,0.8508333333333334,0.02883784489861528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB233G_2,surface sample_no spectroscopy,0,1,NA,0.029446644288557648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB234G,surface sample_no spectroscopy,0,1,1.2961666666666667,0.016789402065156455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB235G,surface sample_no spectroscopy,0,1,1.2076543209876542,0.019691591970964338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB236G,surface sample_no spectroscopy,0,1,1.333921568627451,0.017228599475129124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB237G_2,surface sample_no spectroscopy,0,1,0.9223333333333333,0.02698253362778547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB238G,surface sample_no spectroscopy,0,1,0.8176415094339623,0.02572185855989717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB238G_2,surface sample_no spectroscopy,0,1,NA,0.025645138652176592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB239G,surface sample_no spectroscopy,0,1,1.2338333333333333,0.019051634144383406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB240G_2,surface sample_no spectroscopy,0,1,0.655,0.04344323377172631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB241G_2,surface sample_no spectroscopy,0,1,1.0939560439560438,0.0254453437230132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB242G_2,surface sample_no spectroscopy,0,1,1.1532222222222221,0.023021293692246463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB243G_2,surface sample_no spectroscopy,0,1,0.678090909090909,0.040364347177719716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB243G_3,surface sample_no spectroscopy,0,1,NA,0.04036855628713672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB244G,surface sample_no spectroscopy,0,1,1.1204999999999998,0.014690283198238662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB245G,surface sample_no spectroscopy,0,1,0.6131249999999999,0.06149447274630988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB250G,surface sample_no spectroscopy,0,1,1.1405833333333333,0.01634582640572137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB251G,surface sample_no spectroscopy,0,1,0.76525,0.031344001925159765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB252G,surface sample_no spectroscopy,0,1,0.793875,0.03608610725145523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB253G,surface sample_no spectroscopy,0,1,0.9544,0.03748313158371764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB254G_3,surface sample_no spectroscopy,0,1,1.4208510638297873,0.01121547735875527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB254G_4,surface sample_no spectroscopy,0,1,1.2436666666666667,0.01181568336375881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB256G,surface sample_no spectroscopy,0,1,1.2378651685393258,0.012362004367774302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB256G_2,surface sample_no spectroscopy,0,1,NA,0.012711949232278585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB258G,surface sample_no spectroscopy,0,1,1.0902727272727273,0.02382004418557957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB260G,surface sample_no spectroscopy,0,1,1.192,0.017383440514469634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB263G,surface sample_no spectroscopy,0,1,1.4248333333333334,0.010969802905189691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB265G,surface sample_no spectroscopy,0,1,0.6341228070175438,0.04818472497672711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB265G_2,surface sample_no spectroscopy,0,1,NA,0.04848852492164643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB34S,surface_sample_gamma spectroscopy,0,1,0.19266666666666668,0.2621064016488783,NA,NA,dpm/g,12.750438110135462,0.719053498391895,dpm/g,1.2236886567944565,0.16878684616354567,dpm/g,NA,NA,NA,1.4168036751049085,0.7784695434866972,dpm/g
Marot_et_al_2020,16CCT03,16CCT03_GB280S,surface_sample_no spectroscopy,0,1,0.4815217391304348,0.23654859664174546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT03,16CCT03_GB281S,surface_sample_no spectroscopy,0,1,1.3259999999999998,0.05021122510561272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
