study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Keshta_et_al_2020,Patuxent Wetland Park,PWP_MF_P3,wetland cores,40,45,0.43104463754055,0.1763919499945799
Keshta_et_al_2020,Patuxent Wetland Park,PWP_MF_P3,wetland cores,45,50,0.3382042540702776,0.19623253493014023
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,0,5,0.2321009586756807,0.1914511288256773
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,5,10,0.2630477531657715,0.2281389458448923
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,10,15,0.20336464950631075,0.2462207877104103
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,15,20,0.30504697425946603,0.23610135082376804
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,20,25,0.2652582384864922,0.3020341707714197
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,25,30,0.23873241463784292,0.3211249438114416
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,30,35,0.4332551228612706,0.21632378598429805
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,35,40,0.4973591971621729,0.21507321109037408
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,40,45,0.4244131815783875,0.2228696822733232
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P1,wetland cores,45,50,0.3802034751639721,0.241824932171926
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,0,5,0.13926057520540844,0.1961807687584432
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,5,10,0.2696792091279337,0.20249119069081345
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,10,15,0.2829421210522584,0.2016041407376673
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,15,20,0.04420970641441537,NA
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,20,25,0.14147106052612915,0.2063205236316919
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,25,30,0.391255901767576,0.18225224868248985
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,30,35,0.6012520072360491,0.1515201224846904
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,35,40,0.63883025768830215,0.1504048904414093
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,40,45,0.4796753145964068,0.22365291238278623
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P2,wetland cores,45,50,0.5017801678036146,0.22795171263126968
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,0,5,0.25420581188288843,0.2272000631549856
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,5,10,0.2696792091279338,0.2395464339188552
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,10,15,0.2542058118828884,0.2295609531836641
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,15,20,0.0464201917351361,NA
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,20,25,0.4310446375405498,0.19269184778785917
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,25,30,0.391255901767576,0.21439428753225645
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,30,35,0.7626174356486651,0.15181801356149005
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,35,40,0.5703052127459584,0.17820337272989334
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,40,45,0.5835681246702829,0.17721899773499422
Keshta_et_al_2020,Patuxent Wetland Park,PWP_LM_P3,wetland cores,45,50,0.4796753145964068,0.194811054709532
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,0,5,0.15915494309189532,0.328990346891479
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,5,10,0.18789125226126527,0.3736964513466869
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,10,15,0.17904931097838225,0.4195283091342084
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,15,20,0.20557513482703144,0.39459280469039176
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,20,25,0.28736309169369995,0.31062193664594123
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,25,30,0.2895735770144207,0.30325111065672794
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,30,35,0.3094679449009076,0.3083307715954499
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,35,40,0.30283648893874526,0.3152787092192982
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,40,45,0.23652192931712224,0.26390837254727834
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P1,wetland cores,45,50,0.1901017375819861,0.231828163348158
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,0,5,0.1016823247531554,0.337251421306403
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,5,10,0.1304186339225253,0.37482314101556274
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,10,15,0.13483960456396687,0.4659982210722095
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,15,20,0.2652582384864922,0.30552411748854724
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,20,25,0.4973591971621729,0.20016968025876225
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,25,30,0.4155712402955046,0.2201333813987021
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,30,35,0.4575704613891992,0.21331860614266407
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,35,40,0.3779929898432514,0.1884799375183051
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,40,45,0.4354656081819915,0.1935583031627836
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P2,wetland cores,45,50,0.3846244458054137,0.2038103523270984
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,0,5,0.0994718394324346,0.3803635280095361
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,5,10,0.11494523667748,0.4604459627038539
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,10,15,0.1259976632810838,0.4580462773791997
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,15,20,0.13483960456396685,0.4194006120390479
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,20,25,0.15694445777117452,0.33070582662245274
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,25,30,0.30504697425946603,0.25663872339677746
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,30,35,0.32715182746667376,0.2987066642716006
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,35,40,0.4023083283711798,0.26221723817700726
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,40,45,0.4376760935027122,0.21848000897632536
Keshta_et_al_2020,Patuxent Wetland Park,PWP_HM_P3,wetland cores,45,50,0.468622887992803,0.21273351824978373
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,0,5,0.07736698622522686,0.4189178876678883
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,5,10,0.039788735772973774,0.41610700378125154
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,10,15,0.1901017375819861,0.3909383988726088
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,15,20,0.2321009586756807,0.35215574548907924
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,20,25,0.2652582384864922,0.3289055930254507
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,25,30,0.2011541641855899,0.3415585682239354
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,30,35,0.2895735770144207,0.28448533253713565
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,35,40,0.32052037150451146,0.2361040978830851
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,40,45,0.3116784302216284,0.2462455158995568
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P1,wetland cores,45,50,0.267468723807213,0.2712035912720314
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,0,5,0.10389281007387612,0.49070850698700647
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,5,10,0.0751565009045061,0.6130707104005274
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,10,15,0.23431144399640144,0.33449253651489985
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,15,20,0.1746283403369407,0.4685948589710581
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,20,25,0.20115416418558996,0.5069356872635554
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,25,30,0.1901017375819861,0.4291174975013587
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,30,35,0.26083726784505074,0.2794721966951611
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,35,40,0.35809862195676456,0.2177124379340205
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,40,45,0.3669405632396475,0.2273500253274481
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P2,wetland cores,45,50,0.25199532656216767,0.2604073656013608
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,0,5,0.06410407430090226,0.511544155896122
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,5,10,0.050841162376577695,0.5919512840878997
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,10,15,0.08399844218738915,0.43794137564090185
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,15,20,0.14147106052612915,0.37801249369225104
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,20,25,0.0751565009045061,0.40484701605574186
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,25,30,0.27631066509009605,0.34599096053240364
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,30,35,0.29620503297658296,0.3159414091735268
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,35,40,0.24094289995856372,0.33282399006780616
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,40,45,0.1901017375819861,0.34499990124237184
Keshta_et_al_2020,Patuxent Wetland Park,PWP_S_P3,wetland cores,45,50,0.23652192931712224,0.260003434655676
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,0,5,0.32561727567377674,0.12642629786125031
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,5,10,0.5302241813933851,0.11448740520043305
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,10,15,0.34783173972333425,0.09105709525972946
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,15,20,1.0680480478563557,0.06200773306601671
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,20,25,1.1522291747809943,0.03138513042265305
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,25,30,NA,0.019961738391080865
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,30,35,1.400680417440519,0.012922204128801565
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,35,40,1.2159496111336727,0.013406390630590776
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,40,45,1.2650552685063785,0.017084323467992123
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P1,upland cores,45,50,2.3126426257907733,0.02349212910337256
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,0,5,0.3986911705736369,0.07463651614707043
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,5,10,0.6325276342531894,0.06038807543832796
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,10,15,1.3550823070230065,0.04008951518436316
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,15,20,1.380219726868558,0.04058876765193101
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,20,25,1.042326036851605,0.0622118603958129
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,25,30,0.879809694594316,0.06307763830776351
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,30,35,0.550684871965346,0.04892668681797288
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,35,40,1.3743738152765694,0.06188757739764275
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,40,45,1.2393332575016278,0.06453622930389841
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P2,upland cores,45,50,1.3580052628190007,0.06199299142320568
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,0,5,0.4752726124286903,0.110486779444877
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,5,10,0.9008549763254756,0.06616669831023383
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,10,15,1.183797097377734,0.04193276721173489
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,15,20,1.6806995826967832,0.05487643840784767
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,20,25,1.1779511857857454,0.05329729355095832
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,25,30,0.7535380042073577,0.05667564311529961
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,30,35,0.6506499601883546,0.05958942830895331
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,35,40,0.8593490040223551,0.06252193238975227
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,40,45,1.838539195680481,0.0512318826814582
Keshta_et_al_2020,Patuxent Wetland Park,PWP_U_P3,upland cores,45,50,1.4316637488780597,0.04385264695392281
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,0,5,0.15252348712973302,0.09910757056934488
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,5,10,0.21662756143063527,0.07769092949538249
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,10,15,0.4863067705585691,0.038159806295398654
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,15,20,0.7184077292342498,0.040447254938723615
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,20,25,0.7957747154594768,0.033667847994665906
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,25,30,0.8444053925153336,0.03066414765295693
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,30,35,0.946087717268489,0.02680732969866263
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,35,40,0.9040884961747944,0.02574758021228423
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,40,45,1.2157669263964228,0.02724704220377879
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P1,wetland cores,45,50,1.1317684842090336,0.02602434299499288
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,0,5,0.26083726784505074,0.03589734031647789
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,5,10,0.7449335530828991,0.02834295536498294
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,10,15,1.1118741163225463,0.02448133521559666
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,15,20,1.5230243859766095,0.02365335950007741
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,20,25,1.4544993410342657,0.023542865440816036
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,25,30,1.5186034153351682,0.026803205699020644
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,30,35,1.4368154584684996,0.024479719039589308
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,35,40,1.3771323548090388,0.02452159364216293
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,40,45,1.4567098263549862,0.023613057242203386
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P2,wetland cores,45,50,1.2865024566594874,0.024210600507471036
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,0,5,0.03536776513153233,0.02346696465986855
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,5,10,0.0795774715459477,0.014721775960273483
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,10,15,0.0773669862252269,0.015087634764801692
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,15,20,0.11715572199820072,0.014731590422501184
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,20,25,0.267468723807213,0.014194828293883976
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,25,30,0.5990415219153283,0.015010118076975889
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,30,35,1.2533451768486756,0.01439361550520227
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,35,40,1.290923427300929,0.012192118226600702
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,40,45,1.3108177951874158,0.01306300981203417
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_MF_P3,wetland cores,45,50,1.328501677753182,0.012303047129866495
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,0,5,0.26083726784505074,0.09734961226184018
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,5,10,0.4973591971621729,0.07734500526344908
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,10,15,0.6918819053856006,0.06045216867923051
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,15,20,0.6918819053856006,0.07400660594535116
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,20,25,0.6653560815369514,0.08857628996517976
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,25,30,0.5570423008216336,0.10735989196488796
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,30,35,0.6189358898018151,0.0934598341515445
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,35,40,0.5769366687081205,0.0968625671808466
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,40,45,0.5238850210108221,0.10553515571875412
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P1,wetland cores,45,50,0.5106221090864975,0.09728993545585515
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,0,5,0.3956768724090176,0.08031621957718976
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,5,10,0.5747261833873999,0.06634497040264209
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,10,15,0.7427230677621781,0.06186916597100946
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,15,20,0.5680947274252375,0.08774765182340209
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,20,25,0.7073553026306458,0.08655084255509717
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,25,30,0.4796753145964068,0.06783915218490223
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,30,35,0.5769366687081205,0.09487071830936589
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,35,40,0.4730438586342445,0.1153251081048906
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,40,45,0.1613654284126161,0.15003934598233878
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P2,wetland cores,45,50,NA,NA
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,0,5,0.019894367886486925,0.06277676478249711
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,5,10,0.6167254044810945,0.029194143679267665
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,10,15,0.8864046136090281,0.08180959576879539
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,15,20,0.7338811264792953,0.1124985895362406
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,20,25,0.7847222888558729,0.0957869706485626
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,25,30,0.8156690833459638,0.11036941250480532
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,30,35,0.6476721989711852,0.11415863602668636
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,35,40,0.8311424805910089,0.10168899028554632
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,40,45,0.8289319952702883,0.09801962533452256
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_LM_P3,wetland cores,45,50,0.7515650090450613,0.08749036732596957
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,0,5,0.10610329539459692,0.12722045155682477
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,5,10,0.1967331935441484,0.1234770280448365
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,10,15,0.20999610546847303,0.03690223071101641
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,15,20,0.5835681246702829,0.01864738005223458
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,20,25,0.7206182145549707,0.01907586338850063
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,25,30,1.2599766328108384,0.01606727087302061
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,30,35,1.441236429109941,0.017992758332560595
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,35,40,1.469972738279311,0.018370765268448
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,40,45,1.3506065309603894,0.01983780874793475
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P1,wetland cores,45,50,1.222398382358585,0.020459081836327588
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P2,wetland cores,0,5,NA,NA
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P2,wetland cores,5,10,0.16578639905405768,0.04059881932906802
Keshta_et_al_2020,Wootons Landing Wetland Park,WLWP_HM_P2,wetland cores,10,15,0.5548318155009129,0.03339045453774294
