study_id,site_id,core_id,impact_class
Bukoski_et_al_2020,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_180,Krabi_River_Estuary_180_574,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_180,Krabi_River_Estuary_180_575,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_180,Krabi_River_Estuary_180_576,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_578,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_579,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_580,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_181,Krabi_River_Estuary_181_581,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_583,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_584,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_586,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_182,Krabi_River_Estuary_182_587,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_588,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_589,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_590,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_183,Krabi_River_Estuary_183_591,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_593,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_594,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_596,Intact
Bukoski_et_al_2020,Krabi_River_Estuary_184,Krabi_River_Estuary_184_597,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_599,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_600,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_601,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_185,Pak_Panang_Mangrove_185_602,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_603,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_605,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_606,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_186,Pak_Panang_Mangrove_186_607,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_609,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_610,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_611,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_187,Pak_Panang_Mangrove_187_612,Degraded
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_613,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_614,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_615,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_188,Pak_Panang_Mangrove_188_617,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_618,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_620,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_621,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_189,Pak_Panang_Mangrove_189_622,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_623,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_624,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_626,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_190,Pak_Panang_Mangrove_190_627,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_628,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_629,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_630,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_191,Pak_Panang_Mangrove_191_631,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_634,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_635,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_636,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_192,Pak_Panang_Mangrove_192_637,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_638,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_639,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_641,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_642,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_643,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_644,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_645,Intact
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_646,Intact
MacKenzie_et_al_2021,Catanauan_213,Catanauan_213_711,Plantation
MacKenzie_et_al_2021,Catanauan_214,Catanauan_214_712,Plantation
MacKenzie_et_al_2021,Catanauan_215,Catanauan_215_713,Plantation
MacKenzie_et_al_2021,Catanauan_216,Catanauan_216_714,Plantation
MacKenzie_et_al_2021,Catanauan_217,Catanauan_217_715,Plantation
MacKenzie_et_al_2021,Catanauan_218,Catanauan_218_716,Plantation
MacKenzie_et_al_2021,Catanauan_219,Catanauan_219_717,Plantation
MacKenzie_et_al_2021,Catanauan_220,Catanauan_220_718,Plantation
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_648,Degraded
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_649,Degraded
