study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,0,15,1.8,0.027391304347826103
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,15,30,1.25,0.023671497584541103
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,30,50,1.22,0.034927536231884104
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,50,100,1.26,0.0323188405797101
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_563,100,260,1.07,0.031256038647343
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,0,15,1.63259778097233,0.008
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,15,30,1.52478170176643,0.0079
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,30,50,1.68517278299855,0.0066
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,50,105,1.54547044495728,0.0073
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_564,105,198,1.62854534673907,0.0118
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,0,15,1.35,0.0192270531400966
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,15,30,1.18,0.0197101449275362
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,30,50,1.14,0.0246859903381643
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,50,100,0.99,0.044782608695652204
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_565,100,272,1.05,0.035314009661835705
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,0,15,1.33623686691379,0.009399999999999999
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,15,30,1.32610578133065,0.0091
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,30,50,1.49876080826867,0.0101
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,50,93,1.22927393175701,0.0181
KRE_Soil,Krabi_River_Estuary_178,Krabi_River_Estuary_178_566,93,173,1.08957159371574,0.0165
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,0,15,0.32,0.0633816425120773
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,15,30,0.71,0.0440579710144928
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,30,50,0.7,0.048550724637681196
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,50,100,0.63,0.0466666666666667
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_568,100,250,0.86,0.06285024154589369
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,0,15,0.634845815541725,0.047
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,15,30,0.685927815482005,0.0406
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,30,50,0.745754541925632,0.0395
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,50,95,0.745967827937908,0.0409
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_569,95,196,0.673343940757677,0.0526
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,0,15,0.59,0.0494202898550725
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,15,30,0.54,0.0414975845410628
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,30,50,0.57,0.0481642512077295
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,50,100,0.61,0.049468599033816396
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_570,100,273,0.66,0.050434782608695695
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,0,15,0.721866508550636,0.0394
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,15,30,0.768149573214689,0.0355
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,30,50,0.772308650454086,0.0405
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,50,96,0.731037807078536,0.0537
KRE_Soil,Krabi_River_Estuary_179,Krabi_River_Estuary_179_571,96,187,0.785319097202967,0.0483
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,0,15,0.73338395321358,0.0533
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,15,30,0.642950684008242,0.049100000000000005
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,30,50,0.637191961676769,0.0862
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,50,80,0.60967806609307,0.055
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_573,80,169,0.666732074377098,0.0736
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_574,0,15,0.52191087204119,0.0803
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_574,15,30,0.502608487930145,0.0799
KRE_Soil,Krabi_River_Estuary_180,Krabi_River_Estuary_180_574,30,50,0.488638254126018,0.0872
