study_id,location_description,allometric_eq_id,allometric_eq_formula,genus,species,output_unit,parameter_names,R2,RSE,diameter_max,diameter_min
KohKong_Veg,NA,NA,NA,Avicennia,officinalis,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Bruguiera,gymnorrhiza,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Lumnitzera,littorea,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Xylocarpus,NA,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Bruguiera,cylindrica,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Intsia,bijuga,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Scyphiphora,hydrophyllacea,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Heritiera,littoralis,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Ceriops,decandra,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Lumnitzera,NA,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Weinmannia,blumei,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Excoecaria,agallocha,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Avicennia,alba,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Lumnitzera,racemosa,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Aegiceras,floridum,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Rhizophora,mucronata,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Ceriops,NA,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Ceriops,decandra,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Ceriops,tagal,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Lumnitzera,racemosa,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Excoecaria,agallocha,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Bruguiera,cylindrica,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Lumnitzera,NA,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Aviciennia,species,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Excoecaria,species,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Rhizophora,NA,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Bruguiera,NA,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Sonneratia,species,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Lumnitzera,littorea,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Dehaasia,triandra,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Avicennia,alba,NA,NA,NA,NA,NA,NA
PreyNob_Veg,NA,NA,NA,Sonneratia,ovata,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Ceriops,tagal,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Xylocarpus,granatum,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Bruguiera,gymnorrhiza,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Rhizophora,mucronata,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Avicennia,marina,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Mangrove,NA,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Laguncularia,racemosa,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,Heritiera,littoralis,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Ceriops,tagal,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Rhizophora,mucronata,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Xylocarpus,granatum,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Bruguiera,gymnorrhiza,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Avicennia,marina,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Sonneratia,alba,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Heritiera,littoralis,NA,NA,NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,Laguncularia,racemosa,NA,NA,NA,NA,NA,NA
KRE_Veg,Non specific,41,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
KRE_Veg,Malaysia,5,0.00698*DBH^2.61,NA,NA,kg,DBH - diameter at breast height (cm),0.99,NA,77,15
KRE_Veg,"Southeast Sulawesi, Indonesia",36,1.184 * DBH^2.384,NA,NA,kg,DBH - diameter at breast height (cm),0.98,NA,NA,NA
KRE_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KRE_Veg,Northern Australia,34,10^(-0.7749 + 2.4167 * Log10(DBH)),NA,NA,kg,"DBH - diameter at breast height (cm), Log10 - logarithm to the base 10",0.993,1.17,21,2
KRE_Veg,Bangladesh,35,Exp(1)^(-1.9737 + 1.0996 * Log(DBH^2)),NA,NA,kg,"DBH - diameter at breast height (cm), Exp - exponential function, Log - natural logarithm",0.9953,NA,NA,NA
KRE_Veg,Non specific,42,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
KRE_Veg,Malaysia,38,0.235*DBH^2.42,NA,NA,kg,DBH - diameter at breast height (cm),0.98,NA,28,NA
PPM_Veg,Southern Thailand,37,DBH * 2.8929,NA,NA,kg,DBH represents the number of NYFR fronds. 2.8929 is a mean dry-weight mass per frond,NA,NA,NA,NA
PPM_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PPM_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),NA,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PPM_Veg,"Southeast Sulawesi, Indonesia",36,1.184 * DBH^2.384,NA,NA,kg,DBH - diameter at breast height (cm),0.98,NA,NA,NA
PPM_Veg,Non specific,41,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
PPM_Veg,Malaysia,5,0.00698*DBH^2.61,NA,NA,kg,DBH - diameter at breast height (cm),0.99,NA,77,15
PPM_Veg,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPM_Veg,Northern Australia,39,10^(-1.0844 + 2.5883 * Log10(DBH)),NA,NA,kg,"DBH - diameter at breast height (cm), Log10 - logarithm to the base 10",0.994,1.13,17,3
PPM_Veg,Bangladesh,35,Exp(1)^(-1.9737 + 1.0996 * Log(DBH^2)),NA,NA,kg,"DBH - diameter at breast height (cm), Exp - exponential function, Log - natural logarithm",0.9953,NA,NA,NA
PPM_Veg,Non specific,42,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
Catanauan_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
Catanauan_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
Catanauan_Veg,Indonesia,23,0.1848*DBH^2.3524,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
Catanauan_Veg,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catanauan_Veg,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRE_Veg,Non specific,41,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
PRE_Veg,Malaysia,5,0.00698*DBH^2.61,NA,NA,kg,DBH - diameter at breast height (cm),0.99,NA,77,15
PRE_Veg,Malaysia,38,0.235*DBH^2.42,NA,NA,kg,DBH - diameter at breast height (cm),0.98,NA,28,NA
PRE_Veg,Non specific,42,"NA",NA,NA,"NA","NA",NA,NA,NA,NA
PRE_Veg,"Southeast Sulawesi, Indonesia",36,1.184 * DBH^2.384,NA,NA,kg,DBH - diameter at breast height (cm),0.98,NA,NA,NA
PRE_Veg,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA
KohKong_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
KohKong_Veg,Indonesia,21,0.043*DBH^2.63,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,NA,NA,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
KohKong_Veg,Australia,9,1.28*DBH^1.17,NA,NA,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
KohKong_Veg,Micronesia,1,0.0754*DBH^2.505*Sg,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.91,NA,132,NA
KohKong_Veg,Australia,2,0.0679*DBH^1.4914,NA,NA,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
KohKong_Veg,Thailand,10,0.0188*((DBH^2)*(DDBH/((0.025*DBH)+0.583)))^0.909,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,33,NA
PreyNob_Veg,Micronesia,1,0.0754*DBH^2.505*Sg,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.91,NA,132,NA
PreyNob_Veg,Australia,2,0.0679*DBH^1.4914,NA,NA,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
PreyNob_Veg,Thailand,10,0.0188*((DBH^2)*(DDBH/((0.025*DBH)+0.583)))^0.909,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,33,NA
PreyNob_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
PreyNob_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,NA,NA,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
PreyNob_Veg,Australia,9,1.28*DBH^1.17,NA,NA,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
PreyNob_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,NA,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Tanzania,30,1.4204*DBH^1.65760,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Tanzania,28,1.4204*DBH^1.68979,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KRE_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
