study_id,site_id,plot_id,plot_area,plot_shape,plot_center_latitude,plot_center_longitude,elevation,year,month,day,field_or_manipulation_code,geomorphic_id,habitat,dominant_species,mean_height,plant_plot_detail_present
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_116,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_117,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_118,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_62,Zambezi_River_Delta_62_119,153.9380400259,circular,-18.808457,36.3035,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_62,Zambezi_River_Delta_62_120,153.9380400259,circular,-18.808457,36.3035,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,7.22,yes
Trettin_et_al_2020,Zambezi_River_Delta_62,Zambezi_River_Delta_62_121,153.9380400259,circular,-18.808457,36.3035,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_62,Zambezi_River_Delta_62_122,153.9380400259,circular,-18.808457,36.3035,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_62,Zambezi_River_Delta_62_123,153.9380400259,circular,-18.808457,36.3035,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_63,Zambezi_River_Delta_63_124,153.9380400259,circular,-18.818504,36.24601,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_63,Zambezi_River_Delta_63_125,153.9380400259,circular,-18.818504,36.24601,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_63,Zambezi_River_Delta_63_126,153.9380400259,circular,-18.818504,36.24601,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_63,Zambezi_River_Delta_63_127,153.9380400259,circular,-18.818504,36.24601,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_63,Zambezi_River_Delta_63_128,153.9380400259,circular,-18.818504,36.24601,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_64,Zambezi_River_Delta_64_129,153.9380400259,circular,-18.831799,36.240201,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,12.710500000000001,yes
Trettin_et_al_2020,Zambezi_River_Delta_64,Zambezi_River_Delta_64_130,153.9380400259,circular,-18.831533,36.240036,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,10.324864864864864,yes
Trettin_et_al_2020,Zambezi_River_Delta_64,Zambezi_River_Delta_64_131,153.9380400259,circular,-18.831774,36.240393,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,15.618846153846153,yes
Trettin_et_al_2020,Zambezi_River_Delta_64,Zambezi_River_Delta_64_132,153.9380400259,circular,-18.831961,36.240132,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,12.589545454545455,yes
Trettin_et_al_2020,Zambezi_River_Delta_64,Zambezi_River_Delta_64_133,153.9380400259,circular,-18.831805,36.239894,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,10.010980392156863,yes
Trettin_et_al_2020,Zambezi_River_Delta_65,Zambezi_River_Delta_65_134,153.9380400259,circular,-18.840148,36.264355,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_65,Zambezi_River_Delta_65_135,153.9380400259,circular,-18.840148,36.264355,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_65,Zambezi_River_Delta_65_136,153.9380400259,circular,-18.840148,36.264355,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_65,Zambezi_River_Delta_65_137,153.9380400259,circular,-18.840148,36.264355,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_65,Zambezi_River_Delta_65_138,153.9380400259,circular,-18.840148,36.264355,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_66,Zambezi_River_Delta_66_139,153.9380400259,circular,-18.845148,36.213549,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,10.035135135135135,yes
Trettin_et_al_2020,Zambezi_River_Delta_66,Zambezi_River_Delta_66_140,153.9380400259,circular,-18.845148,36.213549,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_66,Zambezi_River_Delta_66_141,153.9380400259,circular,-18.845148,36.213549,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,9.695,yes
Trettin_et_al_2020,Zambezi_River_Delta_66,Zambezi_River_Delta_66_142,153.9380400259,circular,-18.845148,36.213549,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_66,Zambezi_River_Delta_66_143,153.9380400259,circular,-18.845148,36.213549,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_67,Zambezi_River_Delta_67_144,153.9380400259,circular,-18.845914,36.306805,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_67,Zambezi_River_Delta_67_145,153.9380400259,circular,-18.845914,36.306805,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_67,Zambezi_River_Delta_67_146,153.9380400259,circular,-18.845914,36.306805,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_67,Zambezi_River_Delta_67_147,153.9380400259,circular,-18.845914,36.306805,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_67,Zambezi_River_Delta_67_148,153.9380400259,circular,-18.845914,36.306805,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,9.465172413793104,yes
Trettin_et_al_2020,Zambezi_River_Delta_68,Zambezi_River_Delta_68_149,153.9380400259,circular,-18.854252,36.123515,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_68,Zambezi_River_Delta_68_150,153.9380400259,circular,-18.854252,36.123515,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_68,Zambezi_River_Delta_68_151,153.9380400259,circular,-18.854252,36.123515,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_68,Zambezi_River_Delta_68_152,153.9380400259,circular,-18.854252,36.123515,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_68,Zambezi_River_Delta_68_153,153.9380400259,circular,-18.854252,36.123515,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_69,Zambezi_River_Delta_69_154,153.9380400259,circular,-18.854268,36.237751,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,11.963888888888889,yes
Trettin_et_al_2020,Zambezi_River_Delta_69,Zambezi_River_Delta_69_155,153.9380400259,circular,-18.854268,36.237751,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_69,Zambezi_River_Delta_69_156,153.9380400259,circular,-18.854268,36.237751,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,10.104,yes
Trettin_et_al_2020,Zambezi_River_Delta_69,Zambezi_River_Delta_69_157,153.9380400259,circular,-18.854268,36.237751,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_69,Zambezi_River_Delta_69_158,153.9380400259,circular,-18.854268,36.237751,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_70,Zambezi_River_Delta_70_159,153.9380400259,circular,-18.860066,36.269428,NA,2013,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_70,Zambezi_River_Delta_70_160,153.9380400259,circular,-18.859817,36.269438,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_70,Zambezi_River_Delta_70_161,153.9380400259,circular,-18.860025,36.269648,NA,2013,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_70,Zambezi_River_Delta_70_162,153.9380400259,circular,-18.860349,36.269503,NA,2013,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_70,Zambezi_River_Delta_70_163,153.9380400259,circular,-18.86015,36.269204,NA,2013,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_71,Zambezi_River_Delta_71_164,153.9380400259,circular,-18.86529,36.141464,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_71,Zambezi_River_Delta_71_165,153.9380400259,circular,-18.86495,36.141608,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_71,Zambezi_River_Delta_71_166,153.9380400259,circular,-18.865297,36.141758,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,8.272413793103448,yes
Trettin_et_al_2020,Zambezi_River_Delta_71,Zambezi_River_Delta_71_167,153.9380400259,circular,-18.865541,36.141428,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,7.543478260869565,yes
Trettin_et_al_2020,Zambezi_River_Delta_71,Zambezi_River_Delta_71_168,153.9380400259,circular,-18.865199,36.141195,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_72,Zambezi_River_Delta_72_169,153.9380400259,circular,-18.868526,36.282128,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_72,Zambezi_River_Delta_72_170,153.9380400259,circular,-18.868526,36.282128,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,4.847297297297297,yes
Trettin_et_al_2020,Zambezi_River_Delta_73,Zambezi_River_Delta_73_171,153.9380400259,circular,-18.870943,36.20356,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_73,Zambezi_River_Delta_73_172,153.9380400259,circular,-18.870943,36.20356,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_73,Zambezi_River_Delta_73_173,153.9380400259,circular,-18.870943,36.20356,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_73,Zambezi_River_Delta_73_174,153.9380400259,circular,-18.870943,36.20356,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,6.9440625,yes
Trettin_et_al_2020,Zambezi_River_Delta_73,Zambezi_River_Delta_73_175,153.9380400259,circular,-18.870943,36.20356,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_74,Zambezi_River_Delta_74_176,153.9380400259,circular,-18.871772,36.280204,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_74,Zambezi_River_Delta_74_177,153.9380400259,circular,-18.871772,36.280204,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,4.514237288135594,yes
Trettin_et_al_2020,Zambezi_River_Delta_74,Zambezi_River_Delta_74_178,153.9380400259,circular,-18.871772,36.280204,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,3.5812500000000003,yes
Trettin_et_al_2020,Zambezi_River_Delta_74,Zambezi_River_Delta_74_179,153.9380400259,circular,-18.871772,36.280204,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,2.879642857142857,yes
Trettin_et_al_2020,Zambezi_River_Delta_74,Zambezi_River_Delta_74_180,153.9380400259,circular,-18.871772,36.280204,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,3.6199999999999997,yes
Trettin_et_al_2020,Zambezi_River_Delta_75,Zambezi_River_Delta_75_181,153.9380400259,circular,-18.87926,36.152707,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_75,Zambezi_River_Delta_75_182,153.9380400259,circular,-18.87926,36.152707,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_75,Zambezi_River_Delta_75_183,153.9380400259,circular,-18.87926,36.152707,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_75,Zambezi_River_Delta_75_184,153.9380400259,circular,-18.87926,36.152707,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_75,Zambezi_River_Delta_75_185,153.9380400259,circular,-18.87926,36.152707,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_76,Zambezi_River_Delta_76_186,153.9380400259,circular,-18.881442,36.168942,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_76,Zambezi_River_Delta_76_187,153.9380400259,circular,-18.881181,36.169008,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_76,Zambezi_River_Delta_76_188,153.9380400259,circular,-18.881462,36.16924,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_76,Zambezi_River_Delta_76_189,153.9380400259,circular,-18.881692,36.168932,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_76,Zambezi_River_Delta_76_190,153.9380400259,circular,-18.881372,36.168701,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_77,Zambezi_River_Delta_77_191,153.9380400259,circular,-18.88302,36.174246,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_77,Zambezi_River_Delta_77_192,153.9380400259,circular,-18.88302,36.174246,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_77,Zambezi_River_Delta_77_193,153.9380400259,circular,-18.88302,36.174246,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_77,Zambezi_River_Delta_77_194,153.9380400259,circular,-18.88302,36.174246,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_77,Zambezi_River_Delta_77_195,153.9380400259,circular,-18.88302,36.174246,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_78,Zambezi_River_Delta_78_196,153.9380400259,circular,-18.831602,36.264041,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_78,Zambezi_River_Delta_78_197,153.9380400259,circular,-18.831361,36.264123,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_78,Zambezi_River_Delta_78_198,153.9380400259,circular,-18.831615,36.264295,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_78,Zambezi_River_Delta_78_199,153.9380400259,circular,-18.831868,36.264059,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_78,Zambezi_River_Delta_78_200,153.9380400259,circular,-18.831618,36.263792,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_79,Zambezi_River_Delta_79_201,153.9380400259,circular,-18.850342,36.26043,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_79,Zambezi_River_Delta_79_202,153.9380400259,circular,-18.850342,36.26043,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_79,Zambezi_River_Delta_79_203,153.9380400259,circular,-18.850342,36.26043,NA,2013,12,31,field,River delta,mangrove,NA,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_79,Zambezi_River_Delta_79_204,153.9380400259,circular,-18.850342,36.26043,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_79,Zambezi_River_Delta_79_205,153.9380400259,circular,-18.850342,36.26043,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_80,Zambezi_River_Delta_80_206,153.9380400259,circular,-18.875474,36.275058,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_80,Zambezi_River_Delta_80_207,153.9380400259,circular,-18.875474,36.275058,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_80,Zambezi_River_Delta_80_208,153.9380400259,circular,-18.875474,36.275058,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_80,Zambezi_River_Delta_80_209,153.9380400259,circular,-18.875474,36.275058,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_80,Zambezi_River_Delta_80_210,153.9380400259,circular,-18.875474,36.275058,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_81,Zambezi_River_Delta_81_211,153.9380400259,circular,-18.833962,36.18594,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,13.210344827586207,yes
Trettin_et_al_2020,Zambezi_River_Delta_81,Zambezi_River_Delta_81_212,153.9380400259,circular,-18.833962,36.18594,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_81,Zambezi_River_Delta_81_213,153.9380400259,circular,-18.833962,36.18594,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,5.9714285714285715,yes
Trettin_et_al_2020,Zambezi_River_Delta_81,Zambezi_River_Delta_81_214,153.9380400259,circular,-18.833962,36.18594,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,12.845,yes
Trettin_et_al_2020,Zambezi_River_Delta_82,Zambezi_River_Delta_82_215,153.9380400259,circular,-18.824439,36.218115,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_82,Zambezi_River_Delta_82_216,153.9380400259,circular,-18.824439,36.218115,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_82,Zambezi_River_Delta_82_217,153.9380400259,circular,-18.824439,36.218115,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_82,Zambezi_River_Delta_82_218,153.9380400259,circular,-18.824439,36.218115,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_82,Zambezi_River_Delta_82_219,153.9380400259,circular,-18.824439,36.218115,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_83,Zambezi_River_Delta_83_220,153.9380400259,circular,-18.870643,36.270942,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_83,Zambezi_River_Delta_83_221,153.9380400259,circular,-18.870643,36.270942,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_83,Zambezi_River_Delta_83_222,153.9380400259,circular,-18.870643,36.270942,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_83,Zambezi_River_Delta_83_223,153.9380400259,circular,-18.870643,36.270942,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_84,Zambezi_River_Delta_84_224,153.9380400259,circular,-18.822449,36.132373,NA,2013,12,31,field,River delta,mangrove,NA,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_84,Zambezi_River_Delta_84_225,153.9380400259,circular,-18.82219,36.132326,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_84,Zambezi_River_Delta_84_226,153.9380400259,circular,-18.822381,36.132549,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_84,Zambezi_River_Delta_84_227,153.9380400259,circular,-18.822718,36.132334,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_84,Zambezi_River_Delta_84_228,153.9380400259,circular,-18.82251,36.13205,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_85,Zambezi_River_Delta_85_229,153.9380400259,circular,-18.812733,36.128404,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,11.086363636363636,yes
Trettin_et_al_2020,Zambezi_River_Delta_85,Zambezi_River_Delta_85_230,153.9380400259,circular,-18.812486,36.128439,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_85,Zambezi_River_Delta_85_231,153.9380400259,circular,-18.812747,36.128636,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_85,Zambezi_River_Delta_85_232,153.9380400259,circular,-18.813068,36.128445,NA,2013,12,31,field,River delta,mangrove,NA,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_85,Zambezi_River_Delta_85_233,153.9380400259,circular,-18.812845,36.128008,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_86,Zambezi_River_Delta_86_234,153.9380400259,circular,-18.845133,36.118808,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_86,Zambezi_River_Delta_86_235,153.9380400259,circular,-18.845133,36.118808,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_86,Zambezi_River_Delta_86_236,153.9380400259,circular,-18.845133,36.118808,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_86,Zambezi_River_Delta_86_237,153.9380400259,circular,-18.845133,36.118808,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_86,Zambezi_River_Delta_86_238,153.9380400259,circular,-18.845133,36.118808,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_87,Zambezi_River_Delta_87_239,153.9380400259,circular,-18.891503,36.177483,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_87,Zambezi_River_Delta_87_240,153.9380400259,circular,-18.89125,36.177332,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_87,Zambezi_River_Delta_87_241,153.9380400259,circular,-18.8916,36.177723,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_87,Zambezi_River_Delta_87_242,153.9380400259,circular,-18.891803,36.177337,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_87,Zambezi_River_Delta_87_243,153.9380400259,circular,-18.891503,36.177483,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_88,Zambezi_River_Delta_88_244,153.9380400259,circular,-18.884576,36.170079,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_88,Zambezi_River_Delta_88_245,153.9380400259,circular,-18.884272,36.170074,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_88,Zambezi_River_Delta_88_246,153.9380400259,circular,-18.884576,36.170079,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_88,Zambezi_River_Delta_88_247,153.9380400259,circular,-18.884776,36.170048,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_88,Zambezi_River_Delta_88_248,153.9380400259,circular,-18.884551,36.169838,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_89,Zambezi_River_Delta_89_249,153.9380400259,circular,-18.895905,36.16247,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_89,Zambezi_River_Delta_89_250,153.9380400259,circular,-18.895905,36.16247,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_89,Zambezi_River_Delta_89_251,153.9380400259,circular,-18.895905,36.16247,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_89,Zambezi_River_Delta_89_252,153.9380400259,circular,-18.895905,36.16247,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
