Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year,Year_restored
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,13.5,117.2,0.1501,13.6824,0.4926,0.4142,0.0873,13.2682,0.5002,7.0853,0.1764,0,0,    ,    ,    ,    ,59.3,4.3,1.3,189,,1956.3,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,14.5,116.2,0.1248,10.2256,0.5358,0.6276,0.1477,9.598,0.5558,8.2178,0.2079,0,0,    ,    ,    ,    ,65.2,5.1,1.7,210,,1950.3,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,15.5,115.2,0.1313,8.0406,0.4101,0.3573,0.0922,7.6833,0.4203,6.1171,0.1719,0,0,27.94,1.74,-21.12,5.53,71.3,6.2,1.7,217,61,1944.3,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,16.5,114.2,0.1043,7.5272,0.5781,0.721,0.1715,6.8062,0.603,2.9676,0.1463,0,0,    ,    ,    ,    ,76.3,7.2,2,206,,1939.3,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,17.5,113.2,0.1727,5.2289,0.4141,0.3285,0.1025,4.9004,0.4266,1.0043,0.096,0,0,    ,    ,    ,    ,83.6,9.1,1.4,237,,1932,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,18.5,112.2,0.116,6.0936,0.4576,0.3872,0.1208,5.7064,0.4733,1.0306,0.1046,0,0,33.61,1.88,-21.26,5.12,90.8,11.4,1.4,163,55,1924.8,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,19.5,111.2,0.1476,4.7717,0.3574,0.3495,0.1001,4.4222,0.3711,0.9183,0.0919,0,0,    ,    ,    ,    ,99.8,15,1.1,163,,1915.8,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,20.5,110.2,0.2544,2.4677,0.2048,0.5056,0.0604,1.9621,0.2135,0.5832,0.0485,0,0,    ,    ,    ,    ,109,20,1.1,277,,1906.6,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,21.5,109.2,0.6386,1.0852,0.1042,0.4842,0.0348,0.601,0.1098,0.2856,0.0219,0,0,6.34,0.33,-21.19,3.66,118.4,26.9,1.1,678,43,1897.2,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,22.5,108.2,0.9027,0.6939,0.0851,0.5021,0.0327,0.1918,0.0912,0.1642,0.0195,0,0,    ,    ,    ,    ,123.7,31.8,1.9,1685,,1891.8,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,23.5,107.2,1.2155,0.6462,0.0697,0.5112,0.0253,0.135,0.0742,0.0844,0.0116,0,0,    ,    ,    ,    ,129.8,38.5,1.7,2006,,1885.8,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,24.5,106.2,0.8484,0.6394,0.0795,0.4703,0.0259,0.169,0.0836,0.0771,0.0122,0,0,1.12,0.04,-18.76,2.99,136.2,47.1,1.6,1319,15,1879.4,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,25.5,105.2,0.7992,0.8154,0.071,0.6321,0.0302,0.1833,0.0772,0.0607,0.0108,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,26.5,104.2,1.2105,0.576,0.0639,0.491,0.0215,0.085,0.0674,0.0563,0.0091,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,27.5,103.2,0.9802,0.6493,0.0737,0.5618,0.0293,0.0876,0.0793,0.0532,0.0139,0,0,0.8,0.03,-18.23,2.34,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,28.5,102.2,1.2087,0.6167,0.0633,0.5474,0.0228,0.0692,0.0673,0.0513,0.008,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,29.5,101.2,1.4178,0.6216,0.0562,0.5191,0.0244,0.1025,0.0613,0.0493,0.0099,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,31,99.7,1.4611,0.5022,0.0483,0.4737,0.0156,0.0285,0.0507,0.0202,0.005,0,0,0.4,0.02,-22.67,2.14,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,33,97.7,    ,0.4793,0.0471,0.4756,0.0164,0.0037,0.0499,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,35,95.7,2.0168,0.4591,0.0564,0.5044,0.0151,-0.0453,0.0584,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,37,93.7,1.7562,0.4917,0.0509,0.4791,0.0165,0.0126,0.0535,0,0,0,0,0.46,0.03,-25.61,2.05,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,39,91.7,1.0999,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,41,89.7,0.4323,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,43,87.7,0.4326,1.0252,0.1132,0.8517,0.0388,0.1735,0.1196,0,0,0,0,18.19,1.39,-24.91,1.87,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,45,85.7,0.3115,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,47,83.7,0.3182,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,49,81.7,0.4106,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,15.79,0.97,-19.93,2.38,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,51,79.7,0.2804,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,53,77.7,0.4128,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,55,75.7,0.3969,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,12.46,0.63,-16.45,2.12,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,57,73.7,0.3258,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,59,71.7,0.2642,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,61,69.7,0.2268,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,20.84,1.1,-14.38,2.34,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,63,67.7,0.2019,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,65,65.7,0.3256,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,67,63.7,0.4173,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,12.92,0.87,-15.77,5.06,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,69,61.7,0.4462,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,71,59.7,0.2664,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,73,57.7,0.225,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,10.9,0.75,-14.57,4.28,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,75,55.7,0.2104,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,77,53.7,0.1528,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,79,51.7,0.1507,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,16,0.97,-14.19,4.52,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,0,127.3,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,0.5,126.8,0.2383,21.412,0.6466,1.1245,0.1201,20.2876,0.6577,0.344,0.0728,8.1696,1.1911,19.07,1.41,-18.65,5.79,3.3,0.8,3,719,137,2012.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,1.5,125.8,0.2777,20.9287,0.6572,0.7756,0.127,20.1531,0.6693,0,0,0,0,    ,    ,    ,    ,7.6,0.9,2.3,643,,2007.9,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,2.5,124.8,0.1173,21.3325,0.8682,0.8643,0.1901,20.4682,0.8888,0.7914,0.1345,0,0,    ,    ,    ,    ,9.7,1,4.9,573,,2005.9,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,3.5,123.8,0.1266,18.0488,0.7743,0.864,0.1525,17.1848,0.7892,0,0,0,0,29.95,1.94,-23.09,5.44,11.7,1,5.1,641,192,2003.9,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,4.5,122.8,0.1514,22.9677,0.8843,0.6,0.1,22.3677,0.8899,0,0,0,0,    ,    ,    ,    ,15,1.1,3,453,,2000.6,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,5.5,121.8,0.1358,24.1707,0.6768,0.609,0.1072,23.5617,0.6852,0.6135,0.0843,0,0,    ,    ,    ,    ,18.5,1.2,2.8,387,,1997.1,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,6.5,120.8,0.1614,13.7861,0.5473,0.6,0.1,13.1861,0.5564,0.2942,0.0779,0,0,33.14,1.72,-22.38,4.94,21.1,1.3,3.9,629,208,1994.5,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,7.5,119.8,0.197,10.4359,0.4915,0.589,0.1062,9.8469,0.5029,0.6383,0.082,0,0,    ,    ,    ,    ,23.6,1.4,4,778,,1992,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,8.5,118.8,0.1524,10.9571,0.3824,0.3325,0.0898,10.6246,0.3928,0.4738,0.0625,0,0,    ,    ,    ,    ,25.9,1.4,4.4,669,,1989.7,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,9.5,117.8,0.1674,10.626,0.357,0.6,0.1,10.026,0.3708,0,0,0,0,33.61,1.9,-20.7,4.57,28.4,1.6,3.9,658,221,1987.2,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,10.5,116.8,0.1361,12.077,0.5978,0.5621,0.1349,11.5149,0.6128,0,0,0,0,    ,    ,    ,    ,31,1.7,3.9,529,,1984.6,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,11.5,115.8,0.1489,10.8813,0.5811,0.3806,0.1093,10.5007,0.5912,0.7609,0.9418,0,0,    ,    ,    ,    ,33.8,1.8,3.6,534,,1981.8,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,12.5,114.8,0.2727,4.9774,0.2235,0.2266,0.0567,4.7507,0.2306,0.4837,0.0569,0,0,35.7,1.77,-21.08,4.6,36.3,1.9,4,1087,388,1979.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,13.5,113.8,0.2115,10.5661,0.4459,0.3473,0.0903,10.2188,0.4549,2.219,0.1121,0,0,    ,    ,    ,    ,41,2.2,2.1,452,,1974.6,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,14.5,112.8,0.1586,11.4563,0.4411,0.6,0.1,10.8563,0.4523,4.5106,0.157,0,0,    ,    ,    ,    ,45.3,2.6,2.3,370,,1970.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,15.5,111.8,0.1574,11.817,0.6535,0.6,0.1,11.217,0.6611,8.9087,0.269,0,0,30.86,1.79,-21.92,4.94,50.3,3,2,310,96,1965.2,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,16.5,110.8,0.1629,9.9747,0.5426,0.7427,0.1304,9.232,0.5581,7.3958,0.23,0,0,    ,    ,    ,    ,55.4,3.5,2,321,,1960.2,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,17.5,109.8,0.1594,7.8906,0.3811,0.795,0.1231,7.0956,0.4005,4.1345,0.1509,0,0,    ,    ,    ,    ,59.8,4,2.3,361,,1955.8,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,18.5,108.8,0.2281,5.8054,0.2711,0.4997,0.0706,5.3057,0.2802,1.6851,0.0871,0,0,26.24,1.44,-21.62,4.37,65.3,4.8,1.8,413,108,1950.2,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,19.5,107.8,0.1002,6.1545,0.4721,0.5892,0.1349,5.5653,0.491,1.6904,0.1339,0,0,    ,    ,    ,    ,68.2,5.2,3.4,346,,1947.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,20.5,106.8,0.1361,7.2647,0.4526,0.6,0.1,6.6647,0.4635,1.2444,0.1155,0,0,    ,    ,    ,    ,73.6,6.1,1.9,254,,1942,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,21.5,105.8,0.0907,7.1215,0.5448,0.7693,0.1785,6.3521,0.5733,0.93,0.1105,0,0,27.88,1.8,-23.12,3.8,77.5,7,2.5,230,64,1938,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,22.5,104.8,0.1451,5.7426,0.3434,0.2925,0.0848,5.4501,0.3537,0.903,0.0899,0,0,    ,    ,    ,    ,83.9,8.5,1.6,229,,1931.7,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,23.5,103.8,0.2123,3.6198,0.2432,0.5085,0.0664,3.1113,0.2522,0.4151,0.0566,0,0,    ,    ,    ,    ,90.3,10.3,1.6,329,,1925.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,24.5,102.8,0.1749,3.5584,0.2701,0.6999,0.0932,2.8585,0.2857,0.9259,0.0711,0,0,22,1.46,-22.28,3.63,96.2,12.4,1.7,296,65,1919.3,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,25.5,101.8,0.2484,2.8378,0.2622,0.5131,0.087,2.3247,0.2763,0.6071,0.0595,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,26.5,100.8,0.4065,1.8248,0.8467,0.5599,0.0364,1.265,0.8475,0.2524,0.0229,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,27.5,99.8,0.4043,1.8178,0.1462,0.7662,0.0555,1.0517,0.1563,0.353,0.0335,0,0,12.66,0.79,-22.04,2.96,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,28.5,98.8,0.7245,1.4799,0.0885,0.8548,0.028,0.6251,0.0928,0.2169,0.0149,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,29.5,97.8,1.0566,1.114,0.0792,0.9314,0.0258,0.1826,0.0833,0.1195,0.0106,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,31,96.3,1.1823,0.7731,0.0651,0.7508,0.0207,0.0223,0.0683,0.0789,0.0092,0,0,1.73,0.12,-23.65,3.05,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,33,94.3,1.3956,0.9188,0.0643,0.8261,0.0234,0.0927,0.0684,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,35,92.3,1.7916,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,37,90.3,1.6249,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.46,0.03,-23.82,2.73,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,39,88.3,1.6785,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,41,86.3,1.3927,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,43,84.3,0.9175,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,9.58,0.8,-26.13,1.3,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,45,82.3,0.4307,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,47,80.3,0.3576,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,49,78.3,0.3142,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,20.44,1.63,-26.83,1.17,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,51,76.3,0.4011,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,53,74.3,0.2629,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,55,72.3,1.0341,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,7.13,0.52,-27.63,1.09,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,57,70.3,1.6394,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,59,68.3,1.1396,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,61,66.3,1.2485,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,2.67,0.2,-27.65,0.93,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,63,64.3,1.5378,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,65,62.3,1.7626,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2010
Stony,Restored,SBRB,6/29/2015,41.75296,-70.11286,67.5,60.3,2.6248,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.42,0.03,-26.18,2.54,   ,   ,  ,,,   ,2010
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,0,115.8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,0.5,115.3,0.212,20.0311,0.6871,1.1118,0.1213,18.9193,0.6977,0,0,15.4005,1.5693,14.86,1.17,-16.71,4.13,2.2,0.6,4.6,970,144,2013.4,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,1.5,114.3,0.2128,17.1836,0.6031,0.4541,0.097,16.7295,0.6109,0,0,0,0,    ,    ,    ,    ,4.3,0.7,4.8,1027,,2011.3,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,2.5,113.3,0.2323,14.2158,0.4705,0.6648,0.0966,13.5511,0.4804,0,0,0,0,    ,    ,    ,    ,6.2,0.7,5.1,1191,,2009.4,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,3.5,112.3,0.2158,13.4178,0.4777,0.6142,0.0899,12.8036,0.4861,0,0,0,0,17.22,0.92,-16.04,3.61,8,0.7,5.5,1188,205,2007.6,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,4.5,111.3,0.1897,13.9909,0.5373,0.9174,0.1225,13.0736,0.551,0,0,0,0,    ,    ,    ,    ,9.7,0.8,5.8,1102,,2005.9,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,5.5,110.3,0.2622,13.9196,0.4928,0.5939,0.0976,13.3257,0.5023,0,0,0,0,    ,    ,    ,    ,12.3,0.8,3.9,1011,,2003.3,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,6.5,109.3,0.2461,12.166,0.4635,0.6225,0.1173,11.5436,0.4781,0,0,0,0,18.82,0.91,-15.94,3.67,14.6,0.9,4.4,1082,204,2001,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,7.5,108.3,0.2694,11.9091,0.4656,0.5464,0.1014,11.3628,0.4766,0,0,0,0,    ,    ,    ,    ,17.3,0.9,3.8,1018,,1998.3,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,8.5,107.3,0.182,10.4015,0.5232,0.7592,0.1184,9.6423,0.5364,0,0,0,0,    ,    ,    ,    ,18.9,1,6.2,1122,,1996.7,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,9.5,106.3,0.2291,8.8594,0.5006,0.5729,0.1155,8.2866,0.5137,0,0,0,0,20.24,1.09,-15.73,3.7,20.7,1,5.4,1237,250,1994.9,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,10.5,105.3,0.2173,10.0531,0.5479,0.5,0.1,9.5531,0.5569,0,0,0,0,    ,    ,    ,    ,23,1.1,4.4,957,,1992.6,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,11.5,104.3,0.2238,10.6267,0.5345,0.5734,0.1077,10.0532,0.5453,0,0,0,0,    ,    ,    ,    ,25.5,1.2,4,888,,1990.1,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,12.5,103.3,0.2328,9.1073,0.4872,0.6162,0.1011,8.4911,0.4976,0,0,0,0,21.82,1.11,-15.26,4.03,27.9,1.3,4.2,974,213,1987.7,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,13.5,102.3,0.2163,7.4655,0.3897,0.5118,0.1139,6.9536,0.406,0,0,0,0,    ,    ,    ,    ,29.9,1.3,5.1,1112,,1985.7,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,14.5,101.3,0.1774,7.1898,0.3782,0.5803,0.0879,6.6095,0.3883,0,0,0,0,    ,    ,    ,    ,31.5,1.4,6.2,1107,,1984.1,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,15.5,100.3,0.207,6.7052,0.3406,0.5852,0.0981,6.12,0.3545,0,0,0,0,20.74,1.1,-15.72,4.41,33.3,1.5,5.5,1133,235,1982.3,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,16.5,99.3,0.1667,6.5335,0.3345,0.7739,0.0888,5.7595,0.3461,0,0,0,0,    ,    ,    ,    ,34.8,1.5,6.9,1144,,1980.9,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,17.5,98.3,0.2007,6.6241,0.3107,0.7613,0.0955,5.8628,0.325,0,0,0,0,    ,    ,    ,    ,36.6,1.6,5.3,1067,,1979,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,18.5,97.3,0.188,6.4488,0.3147,0.7142,0.0736,5.7345,0.3232,0,0,0,0,15.92,1.02,-15.94,4.17,38.5,1.7,5.5,1030,164,1977.1,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,19.5,96.3,0.202,5.9596,0.2569,0.6539,0.0648,5.3057,0.2649,0,0,0,0,    ,    ,    ,    ,40.4,1.8,5.2,1050,,1975.2,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,20.5,95.3,0.1403,7.2717,0.3541,0.6449,0.0955,6.6268,0.3668,0.4284,0.0558,0,0,    ,    ,    ,    ,42.1,1.9,5.7,794,,1973.5,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,21.5,94.3,0.1296,7.5878,0.4204,0.6963,0.118,6.8915,0.4366,0,0,0,0,15.42,1.04,-16.08,4.59,43.9,2,5.6,722,111,1971.7,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,22.5,93.3,0.2215,6.5392,0.2648,0.7838,0.0697,5.7554,0.2739,0.4458,0.0472,0,0,    ,    ,    ,    ,46.7,2.2,3.6,806,,1968.9,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,23.5,92.3,0.198,5.5431,0.3403,0.6538,0.0994,4.8893,0.3546,0.4916,0.0604,0,0,    ,    ,    ,    ,48.9,2.4,4.4,878,,1966.7,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,24.5,91.3,0.2361,5.5705,0.2507,0.7044,0.0696,4.8661,0.2602,0.4793,0.0508,0,0,16.26,1.02,-15.66,4.73,51.8,2.6,3.4,814,132,1963.8,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,25.5,90.3,0.1569,5.9969,0.34,0.7218,0.1111,5.2751,0.3577,0.8701,0.08,0,0,    ,    ,    ,    ,54.1,2.8,4.4,693,,1961.5,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,26.5,89.3,0.213,5.2326,0.2622,0.7185,0.0724,4.5141,0.272,1.1779,0.0633,0,0,    ,    ,    ,    ,57,3,3.5,748,,1958.6,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,27.5,88.3,0.1902,5.2143,0.3061,0.6669,0.089,4.5475,0.3188,2.303,0.0986,0,0,14.48,0.95,-16.01,5.19,59.8,3.3,3.6,680,98,1955.8,
