core_id,study_id,site_id,depth_min,depth_max,fraction_organic_matter,dry_bulk_density,method_id
BM01,Thorne_et_al_2015,Bandon,16,17,0.11090573012939003,0.5857142857142856,single set of methods
BM01,Thorne_et_al_2015,Bandon,7,8,0.15044247787610615,0.29571428571428576,single set of methods
BM01,Thorne_et_al_2015,Bandon,8,9,0.13895781637717122,0.3885714285714286,single set of methods
BM01,Thorne_et_al_2015,Bandon,6,7,0.13200000000000003,0.17285714285714285,single set of methods
BM01,Thorne_et_al_2015,Bandon,18,19,0.1334894613583137,0.42571428571428566,single set of methods
BM01,Thorne_et_al_2015,Bandon,27,28,0.05585392051557477,1.1471428571428572,single set of methods
BM01,Thorne_et_al_2015,Bandon,28,29,0.06314580941446621,1.06,single set of methods
BM01,Thorne_et_al_2015,Bandon,17,18,0.14136125654450254,0.35999999999999993,single set of methods
BM01,Thorne_et_al_2015,Bandon,26,27,0.07402234636871512,0.8371428571428572,single set of methods
BM01,Thorne_et_al_2015,Bandon,31,32,0.05245153933865439,1.0699999999999998,single set of methods
BM01,Thorne_et_al_2015,Bandon,19,20,0.1299559471365639,0.4614285714285714,single set of methods
BM01,Thorne_et_al_2015,Bandon,29,30,0.06337135614702148,0.9385714285714285,single set of methods
BM01,Thorne_et_al_2015,Bandon,30,31,0.06017925736235597,0.9299999999999999,single set of methods
BM01,Thorne_et_al_2015,Bandon,22,23,0.1252955082742318,0.41857142857142865,single set of methods
BM01,Thorne_et_al_2015,Bandon,23,24,0.11718750000000014,0.5485714285714286,single set of methods
BM01,Thorne_et_al_2015,Bandon,20,21,0.14164305949008507,0.3185714285714285,single set of methods
BM01,Thorne_et_al_2015,Bandon,21,22,0.12181303116147305,0.3171428571428571,single set of methods
BM01,Thorne_et_al_2015,Bandon,0,1,0.13777777777777772,0.13285714285714284,single set of methods
BM01,Thorne_et_al_2015,Bandon,1,2,0.10679611650485427,0.39999999999999997,single set of methods
BM01,Thorne_et_al_2015,Bandon,2,3,0.11764705882352942,0.3971428571428572,single set of methods
BM01,Thorne_et_al_2015,Bandon,3,4,0.1376146788990826,0.27714285714285714,single set of methods
BM01,Thorne_et_al_2015,Bandon,4,5,0.13807531380753132,0.15571428571428572,single set of methods
BM01,Thorne_et_al_2015,Bandon,5,6,0.13565891472868216,0.17714285714285713,single set of methods
BM01,Thorne_et_al_2015,Bandon,9,10,0.1263858093126386,0.45428571428571424,single set of methods
BM01,Thorne_et_al_2015,Bandon,32,33,0.04856512141280362,1.1085714285714288,single set of methods
BM01,Thorne_et_al_2015,Bandon,33,34,0.04121687929342485,1.2714285714285711,single set of methods
BM01,Thorne_et_al_2015,Bandon,34,35,0.04446460980036306,1.3885714285714283,single set of methods
BM01,Thorne_et_al_2015,Bandon,13,14,0.06291390728476813,0.6714285714285715,single set of methods
BM01,Thorne_et_al_2015,Bandon,24,25,0.12195121951219505,0.4585714285714286,single set of methods
BM01,Thorne_et_al_2015,Bandon,25,26,0.09738372093023244,0.7985714285714286,single set of methods
BM01,Thorne_et_al_2015,Bandon,12,13,0.10333333333333343,0.6728571428571428,single set of methods
BM01,Thorne_et_al_2015,Bandon,36,37,0.03407407407407419,0.7785714285714286,single set of methods
BM01,Thorne_et_al_2015,Bandon,14,15,0.10450819672131147,0.5114285714285715,single set of methods
BM01,Thorne_et_al_2015,Bandon,15,16,0.0874587458745873,0.6757142857142856,single set of methods
BM01,Thorne_et_al_2015,Bandon,11,12,0.09808612440191382,0.4071428571428571,single set of methods
BM01,Thorne_et_al_2015,Bandon,35,36,0.0394036208732696,1.1557142857142857,single set of methods
BM01,Thorne_et_al_2015,Bandon,10,11,0.1118012422360249,0.5042857142857143,single set of methods
BM03,Thorne_et_al_2015,Bandon,9,10,0.09917355371900811,0.10899999999999999,single set of methods
BM03,Thorne_et_al_2015,Bandon,5,6,0.10204081632653043,0.16199999999999998,single set of methods
BM03,Thorne_et_al_2015,Bandon,6,7,0.09057971014492751,0.14499999999999996,single set of methods
BM03,Thorne_et_al_2015,Bandon,7,8,0.1330645161290323,0.11399999999999999,single set of methods
BM03,Thorne_et_al_2015,Bandon,10,11,0.08192771084337352,0.28300000000000003,single set of methods
BM03,Thorne_et_al_2015,Bandon,11,12,0.0347349177330895,0.413,single set of methods
BM03,Thorne_et_al_2015,Bandon,12,13,0.032998565279770416,0.567,single set of methods
BM03,Thorne_et_al_2015,Bandon,2,3,0.1209964412811388,0.15,single set of methods
BM03,Thorne_et_al_2015,Bandon,3,4,0.11842105263157904,0.09599999999999997,single set of methods
BM03,Thorne_et_al_2015,Bandon,4,5,0.10139860139860148,0.15399999999999997,single set of methods
BM03,Thorne_et_al_2015,Bandon,1,2,0.1467576791808874,0.159,single set of methods
BM03,Thorne_et_al_2015,Bandon,15,16,0.025993883792048963,0.521,single set of methods
BM03,Thorne_et_al_2015,Bandon,16,17,0.02099447513812166,0.774,single set of methods
BM03,Thorne_et_al_2015,Bandon,8,9,0.07627118644067793,0.10499999999999998,single set of methods
BM03,Thorne_et_al_2015,Bandon,14,15,0.025,0.671,single set of methods
BM03,Thorne_et_al_2015,Bandon,0,1,0.11403508771929821,0.09799999999999998,single set of methods
BM03,Thorne_et_al_2015,Bandon,13,14,0.02997275204359667,0.6,single set of methods
BM03,Thorne_et_al_2015,Bandon,17,18,0.02275600505688999,0.657,single set of methods
BM05,Thorne_et_al_2015,Bandon,3,4,0.26433121019108285,0.18,single set of methods
BM05,Thorne_et_al_2015,Bandon,7,8,0.184873949579832,0.10499999999999998,single set of methods
BM05,Thorne_et_al_2015,Bandon,4,5,0.2132352941176471,0.14200000000000002,single set of methods
BM05,Thorne_et_al_2015,Bandon,5,6,0.22083333333333313,0.10699999999999998,single set of methods
BM05,Thorne_et_al_2015,Bandon,15,16,0.1732673267326733,0.27,single set of methods
BM05,Thorne_et_al_2015,Bandon,8,9,0.1952054794520548,0.16199999999999998,single set of methods
BM05,Thorne_et_al_2015,Bandon,9,10,0.17629179331306985,0.198,single set of methods
BM05,Thorne_et_al_2015,Bandon,18,19,0.12698412698412695,0.31100000000000005,single set of methods
BM05,Thorne_et_al_2015,Bandon,6,7,0.21145374449339202,0.096,single set of methods
BM05,Thorne_et_al_2015,Bandon,16,17,0.13020833333333343,0.254,single set of methods
BM05,Thorne_et_al_2015,Bandon,17,18,0.13546798029556656,0.27099999999999996,single set of methods
BM05,Thorne_et_al_2015,Bandon,20,21,0.11461318051575944,0.217,single set of methods
BM05,Thorne_et_al_2015,Bandon,10,11,0.16886543535620063,0.25,single set of methods
BM05,Thorne_et_al_2015,Bandon,0,1,0.1720430107526883,0.05600000000000001,single set of methods
BM05,Thorne_et_al_2015,Bandon,19,20,0.11666666666666671,0.28700000000000003,single set of methods
BM05,Thorne_et_al_2015,Bandon,13,14,0.13380281690140833,0.292,single set of methods
BM05,Thorne_et_al_2015,Bandon,14,15,0.1340909090909092,0.30900000000000005,single set of methods
BM05,Thorne_et_al_2015,Bandon,21,22,0.13351498637602177,0.23399999999999999,single set of methods
BM05,Thorne_et_al_2015,Bandon,1,2,0.2343096234309624,0.10600000000000001,single set of methods
BM05,Thorne_et_al_2015,Bandon,2,3,0.23921568627450968,0.12499999999999997,single set of methods
BM05,Thorne_et_al_2015,Bandon,22,23,0.10160427807486641,0.24300000000000002,single set of methods
BM05,Thorne_et_al_2015,Bandon,11,12,0.15981735159817348,0.303,single set of methods
BM05,Thorne_et_al_2015,Bandon,12,13,0.16949152542372886,0.223,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,10,11,0.19938650306748457,0.19899999999999998,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,21,22,0.07368421052631575,0.348,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,22,23,0.08333333333333329,0.3390000000000001,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,23,24,0.08658008658008669,0.33599999999999997,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,11,12,0.1617161716171617,0.172,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,12,13,0.17687074829931973,0.165,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,30,31,0.2072829131652661,0.20800000000000002,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,31,32,0.13495575221238937,0.324,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,32,33,0.12289156626506027,0.285,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,29,30,0.16285714285714278,0.221,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,34,35,0.12771739130434795,0.23700000000000002,single set of methods
CB00,Thorne_et_al_2015,Coos Bay,35,36,0.12955465587044543,0.36500000000000005,single set of methods
