study_id,coring_method,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method
Thorne_et_al_2015,none specified,not specified,550,8,to constant mass,550,8,gamma
