study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,soil_moisture,total_carbon_stock
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,5,10,0.2696792091279338,0.23954643391885516,0.10415248931819027,223.77049180327867,1.4043880474017563
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,10,15,0.2542058118828884,0.2295609531836641,0.10009039575511455,248.69565217391303,1.2721780157304252
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,15,20,0.0464201917351361,NA,NA,1076.1904761904773,NA
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,20,25,0.4310446375405498,0.19269184778785914,0.08509204368010109,165.12820512820517,1.8339234562836901
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,25,30,0.391255901767576,0.21439428753225645,0.09392059616812193,193.22033898305085,1.8373493774153442
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,30,35,0.7626174356486651,0.15181801356149005,0.06846456791681416,107.82608695652173,2.610613660875734
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,35,40,0.5703052127459584,0.17820337272989334,0.07919813202652061,111.62790697674416,2.258355376723366
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,40,45,0.5835681246702829,0.17721899773499422,0.07879768827859565,121.59090909090912,2.2991909588546795
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,45,50,0.47967531459640683,0.19481105470953197,0.08595413705583761,135.4838709677419,2.0615038866560784
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,0,5,0.15915494309189532,0.328990346891479,0.14053827311545364,276.38888888888886,1.1183680429961635
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,5,10,0.18789125226126532,0.3736964513466869,0.15872471640783223,334.11764705882354,1.4911492865340903
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,10,15,0.17904931097838223,0.41952830913420835,0.17736911615579593,372.83950617283966,1.5878909018269953
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,15,20,0.20557513482703146,0.39459280469039176,0.16722535294805138,363.4408602150538,1.7188687239396792
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,20,25,0.28736309169369995,0.31062193664594123,0.1330660038275689,273.8461538461538,1.9119129129607952
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,25,30,0.2895735770144207,0.30325111065672794,0.13006755181515695,275.57251908396944,1.8832063116311746
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,30,35,0.3094679449009076,0.3083307715954499,0.13213395788502902,248.57142857142853,2.0445612199151504
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,35,40,0.30283648893874526,0.3152787092192982,0.1349603789104105,254.7445255474452,2.04354636475357
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,40,45,0.23652192931712226,0.26390837254727834,0.11406292595223283,281.30841121495325,1.348919165488908
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,45,50,0.19010173758198606,0.231828163348158,0.10101269685003068,374.4186046511629,0.9601344594516621
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,0,5,0.10168232475315539,0.337251421306403,0.14389887818744473,445.65217391304327,0.7315986231735253
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,5,10,0.1304186339225253,0.37482314101556274,0.15918305376513095,533.8983050847459,1.0380218207832137
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,10,15,0.13483960456396687,0.46599822107220945,0.1962730763321748,654.0983606557378,1.3232691999591866
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,15,20,0.2652582384864922,0.30552411748854724,0.13099221099434102,325,1.737338157190491
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,20,25,0.4973591971621729,0.20016968025876225,0.08813402592926449,188,2.1917134189424554
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,25,30,0.4155712402955046,0.22013338139870206,0.09625525955299201,201.06382978723397,2.00004587987013
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,30,35,0.45757046138919916,0.21331860614266407,0.09348300897883575,189.85507246376807,2.1387531775248263
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,35,40,0.37799298984325147,0.1884799375183051,0.08337863858244653,177.77777777777774,1.575827044341942
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,40,45,0.4354656081819915,0.19355830316278358,0.08544451772662036,183.7563451776649,1.8604074438819844
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,45,50,0.3846244458054137,0.20381035232709838,0.08961505132666363,165.51724137931038,1.7234069726170849
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,0,5,0.0994718394324346,0.3803635280095361,0.16143688319427926,462.2222222222223,0.8029211861787025
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,5,10,0.11494523667748,0.4604459627038539,0.1940144176279278,680.7692307692306,1.1150516576542804
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,10,15,0.1259976632810838,0.4580462773791997,0.19303822563785844,670.1754385964914,1.2161182677148386
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,15,20,0.13483960456396685,0.4194006120390479,0.1773171689774847,640.9836065573774,1.1954688473663062
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,20,25,0.15694445777117452,0.33070582662245274,0.14123613027001378,591.549295774648,1.108311394146314
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,25,30,0.30504697425946603,0.25663872339677746,0.11110563267780908,328.2608695652174,1.6946218535774658
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,30,35,0.32715182746667376,0.2987066642716006,0.12821887102568713,327.0270270270271,2.0973518985883643
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,35,40,0.4023083283711798,0.26221723817700726,0.11337497249040655,248.35164835164844,2.2805847830871975
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,40,45,0.4376760935027122,0.21848000897632536,0.09558266765156916,213.63636363636368,2.091712429215342
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,45,50,0.468622887992803,0.21273351824978373,0.09324499522401203,222.64150943396223,2.184836947637582
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,0,5,0.07736698622522686,0.4189178876678883,0.17712079670329697,697.1428571428575,0.6851651119372593
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,5,10,0.039788735772973774,0.41610700378125154,0.1759773291382131,1261.1111111111131,0.3500957725557
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,10,15,0.19010173758198606,0.3909383988726088,0.16573874066137723,529.0697674418606,1.5753611292188991
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,15,20,0.2321009586756807,0.35215574548907924,0.14996195726495742,423.8095238095238,1.740315702303904
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,20,25,0.2652582384864922,0.3289055930254507,0.14050379524275336,420,1.8634894613379773
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,25,30,0.2011541641855899,0.3415585682239354,0.1456510255534969,427.47252747252753,1.4649155153993834
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,30,35,0.2895735770144207,0.28448533253713565,0.12243363327610679,332.82442748091603,1.7726772567317026
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,35,40,0.32052037150451146,0.2361040978830851,0.10275214701883902,314.4827586206897,1.6467078167682232
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,40,45,0.3116784302216284,0.2462455158995568,0.10687767586793971,368.7943262411347,1.6655733120127731
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,45,50,0.267468723807213,0.2712035912720314,0.11703062092946238,325.61983471074376,1.5651015413184504
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,0,5,0.10389281007387612,0.49070850698700647,0.20632522064231423,582.9787234042553,1.0717853480821269
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,5,10,0.0751565009045061,0.6130707104005274,0.2561021649909345,897.0588235294123,0.9623871297393569
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,10,15,0.23431144399640144,0.33449253651489985,0.14277656385426124,391.50943396226427,1.6727091422768183
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,15,20,0.1746283403369407,0.4685948589710581,0.19732938862942645,564.5569620253165,1.722965181802996
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,20,25,0.20115416418558993,0.5069356872635554,0.21292643757881435,582.4175824175825,2.141551979209079
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,25,30,0.19010173758198606,0.4291174975013587,0.1812699979835527,498.83720930232556,1.722987079407824
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,30,35,0.26083726784505074,0.2794721966951611,0.12039428961559154,316.10169491525426,1.5701658783738328
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,35,40,0.35809862195676456,0.2177124379340205,0.09527041975155955,270.9876543209876,1.7058103013137997
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,40,45,0.3669405632396475,0.2273500253274481,0.0991909903032059,333.132530120482,1.8198598925078393
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,45,50,0.25199532656216767,0.2604073656013608,0.11263871632663358,367.54385964912274,1.41922150521367
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,0,5,0.06410407430090226,0.511544155896122,0.21480116261854243,1024.1379310344832,0.6884814844209616
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,5,10,0.050841162376577695,0.5919512840878997,0.2475107823669576,1039.1304347826083,0.6291867938136135
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,10,15,0.08399844218738915,0.43794137564090185,0.18485955161071888,905.2631578947376,0.7763957179379825
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,15,20,0.14147106052612915,0.37801249369225104,0.1604804824340077,700.0000000000001,1.1351672021841956
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,20,25,0.0751565009045061,0.40484701605574186,0.17139676613147578,900.0000000000003,0.644079060439484
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,25,30,0.27631066509009605,0.34599096053240364,0.1474541227445818,359.99999999999994,2.037157336291603
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,30,35,0.29620503297658296,0.3159414091735268,0.1352299652517907,381.34328358208955,2.002789815841442
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,35,40,0.24094289995856374,0.33282399006780616,0.14209779915958354,442.2018348623854,1.7118727903619808
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,40,45,0.19010173758198606,0.34499990124237184,0.14705095982539687,476.74418604651174,1.3977321487953385
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,45,50,0.23652192931712224,0.260003434655676,0.112474397217929,365.42056074766356,1.3301330714382464
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,0,5,0.32561727567377674,0.12642629786125031,0.05813521796995662,61.4003590664273,0.9464915648039234
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,5,10,0.5302241813933851,0.11448740520043305,0.05327847643553616,44.43219404630652,1.412476827695946
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,10,15,0.34783173972333425,0.09105709525972946,0.04374702635165795,42.016806722689076,0.7608302141809865
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,15,20,1.0680480478563557,0.06200773306601671,0.0319297458112556,34.20908593322387,1.7051251341130595
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,20,25,1.1522291747809945,0.03138513042265305,0.019472471055935258,28.361237950279033,1.121837462786354
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,25,30,NA,0.019961738391080865,0.014825435177491695,NA,NA
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,30,35,1.400680417440519,0.012922204128801563,0.011961752639596477,27.963272120200344,0.8377296340275111
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,35,40,1.2159496111336727,0.013406390630590775,0.012158719708524326,23.125,0.7392195250731737
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,40,45,1.2650552685063785,0.017084323467992123,0.013654902786779196,20.933456561922373,0.8637103355678727
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,45,50,2.3126426257907733,0.023492129103372558,0.016261598119251958,17.997977755308405,1.8803632487030573
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,0,5,0.3986911705736369,0.07463651614707043,0.037067134768628246,36.803519061583565,0.7389169675357576
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,5,10,0.6325276342531894,0.06038807543832796,0.03127086908831181,32.34750462107209,0.988984442273553
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,10,15,1.3550823070230065,0.040089515184363156,0.023013414776998933,18.766177739430542,1.559253559424653
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,15,20,1.380219726868558,0.040588767651931014,0.023216510680805536,28.420160948750528,1.6021943015351192
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,20,25,1.042326036851605,0.0622118603958129,0.03201278480901668,35.22153673583846,1.668387955928281
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,25,30,0.879809694594316,0.06307763830776351,0.0323649832635982,35.81395348837208,1.423751302034824
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,30,35,0.550684871965346,0.04892668681797288,0.026608376197551367,26.963906581740982,0.7326415119777169
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,35,40,1.3743738152765694,0.06188757739764275,0.03188086648536107,39.30242450021268,2.1908114052904306
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,40,45,1.2393332575016278,0.06453622930389841,0.03295833808082588,37.877358490566046,2.042318224777494
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,45,50,1.3580052628190007,0.06199299142320568,0.03192374891096007,32.80241067585019,2.167630951499806
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,0,5,0.4752726124286903,0.11048677944487699,0.051651021878175954,51.291512915129154,1.227415805132606
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,5,10,0.9008549763254757,0.06616669831023383,0.033621612872603124,34.133679428942244,1.5144098634186598
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,10,15,1.183797097377734,0.04193276721173489,0.023763249701733755,27.111111111111114,1.406543301058736
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,15,20,1.6806995826967832,0.05487643840784767,0.029028735144312433,26.991304347826095,2.439429152163068
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,20,25,1.1779511857857454,0.053297293550958316,0.028386339016529843,24.714640198511173,1.671886085231875
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,25,30,0.7535380042073577,0.05667564311529961,0.029760651619303878,30.17843289371606,1.1212891012560355
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,30,35,0.6506499601883546,0.05958942830895331,0.030945979436082207,32.43486073674754,1.0067500144038264
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,35,40,0.8593490040223551,0.06252193238975227,0.032138922096151226,31.56462585034014,1.3809275346839809
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,40,45,1.838539195680481,0.051231882681458195,0.027546129874817193,13.640699523052474,2.532231973207823
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,45,50,1.4316637488780597,0.04385264695392281,0.024544256780855797,10.820743160473663,1.7569561338152875
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,0,5,0.15252348712973302,0.09910757056934488,0.047021959707609494,860.8695652173916,0.35859766331392007
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,5,10,0.21662756143063527,0.07769092949538249,0.0383096701187216,351.02040816326536,0.41494652085153677
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,10,15,0.4863067705585691,0.038159806295398654,0.02222840920096817,116.81818181818183,0.5404912946588606
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,15,20,0.7184077292342498,0.040447254938723615,0.023158943309072765,47.076923076923066,0.8318781937067844
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,20,25,0.7957747154594768,0.033667847994665906,0.020401080564230088,52.500000000000014,0.8117332040533031
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,25,30,0.8444053925153336,0.03066414765295693,0.01917917526522288,72.25130890052354,0.8097499508975453
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,30,35,0.946087717268489,0.02680732969866263,0.017610221721415957,54.439252336448604,0.833040723450319
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,35,40,0.9040884961747944,0.02574758021228423,0.017179115630357223,47.67726161369193,0.7765720407931284
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,40,45,1.2157669263964228,0.02724704220377879,0.01778909676849721,48.72727272727273,1.0813697750802194
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,45,50,1.1317684842090336,0.02602434299499288,0.017291702730363102,50.390624999999986,0.9785102094268127
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,0,5,0.26083726784505074,0.03589734031647789,0.021308038040743205,130.50847457627117,0.27789652128429326
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,5,10,0.7449335530828991,0.02834295536498294,0.01823491424247506,69.73293768545994,0.6791899728404454
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,10,15,1.1118741163225465,0.02448133521559666,0.016664007165704722,65.8051689860835,0.9264139120880259
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,15,20,1.5230243859766095,0.02365335950007741,0.01632718664463149,60.81277213352687,1.2433351707082687
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,20,25,1.4544993410342657,0.023542865440816033,0.016282237661323962,52.27963525835867,1.1841251974479505
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,25,30,1.5186034153351682,0.026803205699020644,0.017608544078361595,46.14264919941776,1.3370197588239883
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,30,35,1.4368154584684996,0.024479719039589308,0.01666334970530493,45.999999999999986,1.197107922322432
