"","study_id","site_id","core_id","core_longitude","core_latitude","core_elevation","core_date","core_notes","core_elevation_datum"
"34","Osland_et_al_2016","Grand_Bay","grand_bay_34",-88.44212904,30.37464389,0.449,2013-09-25,"succulent/salt panne transition - mixed","NAVD88"
"35","Osland_et_al_2016","Grand_Bay","grand_bay_35",-88.44209889,30.37462621,0.475,2013-09-25,"succulent/salt panne transition - 2nd dom","NAVD88"
"36","Osland_et_al_2016","Grand_Bay","grand_bay_36",-88.44193863,30.37451463,0.562,2013-09-25,"salt panne/high SPPA transition - 1st dom","NAVD88"
"37","Osland_et_al_2016","Grand_Bay","grand_bay_37",-88.44192273,30.37450468,0.533,2013-09-25,"salt panne/high SPPA transition - mixed","NAVD88"
"38","Osland_et_al_2016","Grand_Bay","grand_bay_38",-88.44190643,30.37449512,0.536,2013-09-25,"salt panne/high SPPA transition - 2nd dom","NAVD88"
"39","Osland_et_al_2016","Grand_Bay","grand_bay_39",-88.44175121,30.37437652,0.581,2013-09-25,"20 m into high SPPA","NAVD88"
"40","Osland_et_al_2016","Grand_Bay","grand_bay_40",-88.44158959,30.37426533,0.563,2013-09-25,"40 m into high SPPA","NAVD88"
"41","Osland_et_al_2016","Grand_Bay","grand_bay_41",-88.4235832,30.37237873,-0.123,2013-09-26,"water/SPAL transition - 1st dom","NAVD88"
"42","Osland_et_al_2016","Grand_Bay","grand_bay_42",-88.42359719,30.37236377,-0.035,2013-09-26,"water/SPAL transition - mixed","NAVD88"
"43","Osland_et_al_2016","Grand_Bay","grand_bay_43",-88.42360075,30.37235427,0.055,2013-09-26,"SPAL/JURO transition - 1st dom","NAVD88"
"44","Osland_et_al_2016","Grand_Bay","grand_bay_44",-88.42360785,30.37233583,0.216,2013-09-26,"SPAL/JURO transition - mixed","NAVD88"
"45","Osland_et_al_2016","Grand_Bay","grand_bay_45",-88.42361955,30.37231125,0.295,2013-09-26,"SPAL/JURO transition - 2nd dom","NAVD88"
"46","Osland_et_al_2016","Grand_Bay","grand_bay_46",-88.42365253,30.37220738,0.51,2013-09-26,"JURO/DISP+SPPA transition - 1st dom","NAVD88"
"47","Osland_et_al_2016","Grand_Bay","grand_bay_47",-88.42365733,30.37219318,0.578,2013-09-26,"JURO/DISP+SPPA transition - mixed","NAVD88"
"48","Osland_et_al_2016","Grand_Bay","grand_bay_48",-88.42366487,30.37218124,0.588,2013-09-26,"JURO/DISP+SPPA transition - 2nd dom","NAVD88"
"49","Osland_et_al_2016","Grand_Bay","grand_bay_49",-88.42366945,30.37217118,0.581,2013-09-26,"DISP+SPPA/CLMA transition - 1st dom","NAVD88"
"50","Osland_et_al_2016","Grand_Bay","grand_bay_50",-88.42367099,30.37216194,0.577,2013-09-26,"DISP+SPPA/CLMA transition - mixed","NAVD88"
"51","Osland_et_al_2016","Grand_Bay","grand_bay_51",-88.42367653,30.37214712,0.586,2013-09-26,"DISP+SPPA/CLMA transition - 2nd dom","NAVD88"
"52","Osland_et_al_2016","Grand_Bay","grand_bay_52",-88.42368208,30.3721343,0.612,2013-09-26,"CLMA/SPPA transition - 1st dom","NAVD88"
"53","Osland_et_al_2016","Grand_Bay","grand_bay_53",-88.42369289,30.37211275,0.61,2013-09-26,"CLMA/SPPA transition - mixed","NAVD88"
"54","Osland_et_al_2016","Grand_Bay","grand_bay_54",-88.42369622,30.37210282,0.629,2013-09-26,"CLMA/SPPA transition - 2nd dom","NAVD88"
"55","Osland_et_al_2016","Grand_Bay","grand_bay_55",-88.42372877,30.37199152,0.674,2013-09-26,"SPPA/woody transition - 1st dom","NAVD88"
"56","Osland_et_al_2016","Grand_Bay","grand_bay_56",-88.4237541,30.37193984,0.727,2013-09-26,"SPPA/woody transition - mixed","NAVD88"
"57","Osland_et_al_2016","Grand_Bay","grand_bay_57",-88.42375891,30.37191431,0.77,2013-09-26,"SPPA/woody transition - 2nd dom","NAVD88"
"58","Osland_et_al_2016","Grand_Bay","grand_bay_58",-88.4393264,30.3815607,-0.17,2013-09-26,"water/SPAL transition - 1st dom","NAVD88"
"59","Osland_et_al_2016","Grand_Bay","grand_bay_59",-88.43933555,30.38156581,-0.032,2013-09-26,"water/SPAL transition - 2nd dom","NAVD88"
"60","Osland_et_al_2016","Grand_Bay","grand_bay_60",-88.43934205,30.38157178,0.107,2013-09-26,"SPAL/JURO transition - 1st dom","NAVD88"
"61","Osland_et_al_2016","Grand_Bay","grand_bay_61",-88.43935133,30.38157901,0.193,2013-09-26,"SPAL/JURO transition - mixed","NAVD88"
"62","Osland_et_al_2016","Grand_Bay","grand_bay_62",-88.43936833,30.38159776,0.247,2013-09-26,"SPAL/JURO transition - 2nd dom","NAVD88"
"63","Osland_et_al_2016","Grand_Bay","grand_bay_63",-88.43938986,30.38162694,0.255,2013-09-26,"'JURO dominant'","NAVD88"
"64","Osland_et_al_2016","Grand_Bay","grand_bay_64",-88.43940773,30.38165116,0.259,2013-09-26,"'JURO dominant'","NAVD88"
"65","Osland_et_al_2016","Grand_Bay","grand_bay_65",-88.43944622,30.38170192,0.383,2013-09-26,"JURO/SPPA transition - 1st dom","NAVD88"
"66","Osland_et_al_2016","Grand_Bay","grand_bay_66",-88.43945771,30.38171799,0.567,2013-09-26,"JURO/SPPA transition - mixed","NAVD88"
"67","Osland_et_al_2016","Grand_Bay","grand_bay_67",-88.43946182,30.38172336,0.626,2013-09-26,"JURO/SPPA transition - 2nd dom","NAVD88"
"68","Osland_et_al_2016","Grand_Bay","grand_bay_68",-88.439463,30.38172899,0.594,2013-09-26,"SPPA/woody transition - 1st dom","NAVD88"
"69","Osland_et_al_2016","Grand_Bay","grand_bay_69",-88.4394671,30.38173488,0.674,2013-09-26,"SPPA/woody transition - mixed","NAVD88"
"70","Osland_et_al_2016","Grand_Bay","grand_bay_70",-88.43951407,30.38177287,0.93,2013-09-26,"SPPA/woody transition - 2nd dom","NAVD88"
"71","Osland_et_al_2016","Grand_Bay","grand_bay_71",-88.43362041,30.38292398,-0.425,2013-09-27,"water/SPAL transition - 1st dom","NAVD88"
"72","Osland_et_al_2016","Grand_Bay","grand_bay_72",-88.43362717,30.38292195,0.066,2013-09-27,"SPAL/JURO transition - 1st dom","NAVD88"
"73","Osland_et_al_2016","Grand_Bay","grand_bay_73",-88.43363076,30.38292082,0.197,2013-09-27,"SPAL/JURO transition - mixed","NAVD88"
"74","Osland_et_al_2016","Grand_Bay","grand_bay_74",-88.43364519,30.38291109,0.345,2013-09-27,"SPAL/JURO transition - 2nd dom","NAVD88"
"75","Osland_et_al_2016","Grand_Bay","grand_bay_75",-88.43374764,30.38275642,0.354,2013-09-27,"20 m into JURO zone","NAVD88"
"76","Osland_et_al_2016","Grand_Bay","grand_bay_76",-88.43378178,30.38271076,0.392,2013-09-27,"JURO/DISP transition - 1st dom","NAVD88"
"77","Osland_et_al_2016","Grand_Bay","grand_bay_77",-88.43380011,30.38268006,0.405,2013-09-27,"JURO/DISP transition - mixed","NAVD88"
"78","Osland_et_al_2016","Grand_Bay","grand_bay_78",-88.43381153,30.38267054,0.411,2013-09-27,"JURO/DISP transition - 2nd dom","NAVD88"
"79","Osland_et_al_2016","Grand_Bay","grand_bay_79",-88.43385411,30.38260859,0.589,2013-09-27,"DISP/unvegetated transition - 1st dom","NAVD88"
"80","Osland_et_al_2016","Grand_Bay","grand_bay_80",-88.43386855,30.3825869,0.596,2013-09-27,"DISP/unvegetated transition - mixed","NAVD88"
"81","Osland_et_al_2016","Grand_Bay","grand_bay_81",-88.43388858,30.38255695,0.581,2013-09-27,"DISP/unvegetated transition - 2nd dom","NAVD88"
"82","Osland_et_al_2016","Grand_Bay","grand_bay_82",-88.43400135,30.38240502,0.591,2013-09-27,"20 m into unvegetated zone","NAVD88"
"83","Osland_et_al_2016","Grand_Bay","grand_bay_83",-88.43411121,30.3822673,0.522,2013-09-27,"unvegetated/DISP transition - 1st dom","NAVD88"
"84","Osland_et_al_2016","Grand_Bay","grand_bay_84",-88.43413245,30.38224094,0.513,2013-09-27,"unvegetated/DISP transition - mixed","NAVD88"
"85","Osland_et_al_2016","Grand_Bay","grand_bay_85",-88.43414545,30.38222195,0.506,2013-09-27,"unvegetated/DISP transition - 2nd dom","NAVD88"
"86","Osland_et_al_2016","Grand_Bay","grand_bay_86",-88.43424657,30.38209356,0.48,2013-09-27,"DISP/JURO transition - 1st dom","NAVD88"
"87","Osland_et_al_2016","Grand_Bay","grand_bay_87",-88.4342806,30.38204803,0.5,2013-09-27,"DISP/JURO transition - mixed","NAVD88"
"88","Osland_et_al_2016","Grand_Bay","grand_bay_88",-88.43430858,30.38201179,0.476,2013-09-27,"DISP/JURO transition - 2nd dom","NAVD88"
"89","Osland_et_al_2016","Grand_Bay","grand_bay_89",-88.43443402,30.38186664,0.527,2013-09-27,"20 m into JURO zone","NAVD88"
"90","Osland_et_al_2016","Grand_Bay","grand_bay_90",-88.43455288,30.38172161,0.515,2013-09-27,"40 m into JURO zone","NAVD88"
"91","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_1",-97.3635019,26.35445132,-0.036,2013-12-03,"water/succulent transition - 1st dom","NAVD88"
"92","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_2",-97.36350001,26.35444612,0.005,2013-12-03,"water/succulent transition - mixed","NAVD88"
"93","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_3",-97.36349779,26.35443954,0.282,2013-12-03,"water/succulent transition - 2nd dom","NAVD88"
"94","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_4",-97.36349692,26.35443284,0.251,2013-12-03,"succulent/AVGE transition - mixed","NAVD88"
"95","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_5",-97.36349159,26.35441273,0.223,2013-12-03,"succulent/AVGE transition - 2nd dom","NAVD88"
"96","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_6",-97.36344948,26.3543306,0.237,2013-12-03,"AVGE/succulent transition - 1st dom","NAVD88"
"97","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_7",-97.36338298,26.3541963,0.18,2013-12-03,"AVGE/succulent transition - mixed","NAVD88"
"98","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_8",-97.3633227,26.35406638,0.252,2013-12-03,"AVGE/succulent transition - 2nd dom","NAVD88"
"99","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_9",-97.36324154,26.35392023,0.238,2013-12-03,"20 m into succulent zone","NAVD88"
"100","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_10",-97.36323329,26.35390823,0.293,2013-12-03,"succulent/MOLI transition - 1st dom","NAVD88"
"101","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_11",-97.36322653,26.35389727,0.302,2013-12-03,"succulent/MOLI transition - mixed","NAVD88"
"102","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_12",-97.3632216,26.35388895,0.308,2013-12-03,"succulent/MOLI transition - 2nd dom","NAVD88"
"103","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_13",-97.36321734,26.35388198,0.355,2013-12-03,"MOLI/mud flat transition - 1st dom","NAVD88"
"104","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_14",-97.36321279,26.3538753,0.354,2013-12-03,"MOLI/mud flat transition - mixed extra","NAVD88"
"105","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_15",-97.36320524,26.35386267,0.405,2013-12-03,"MOLI/mud flat transition - mixed","NAVD88"
"106","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_16",-97.36318498,26.35382876,0.381,2013-12-03,"MOLI/mud flat transition - 2nd dom","NAVD88"
"107","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_17",-97.36309472,26.35366251,0.391,2013-12-03,"flat/algae transition - 1st dom","NAVD88"
"108","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_18",-97.3630832,26.3536445,0.275,2013-12-03,"flat/algae transition - mixed","NAVD88"
"109","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_19",-97.36307501,26.3536326,0.262,2013-12-03,"flat/algae transition - 2nd dom","NAVD88"
"110","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_20",-97.36305369,26.35359357,0.291,2013-12-03,"flat/MOLI+succulent transition - 1st dom","NAVD88"
"111","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_21",-97.36304177,26.35357257,0.378,2013-12-03,"flat/MOLI+succulent transition - mixed","NAVD88"
"112","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_22",-97.36303609,26.3535617,0.435,2013-12-03,"flat/MOLI+succulent transition - 2nd dom","NAVD88"
"113","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_23",-97.36295424,26.35342079,0.373,2013-12-03,"flat/algae transition - 1st dom","NAVD88"
"114","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_24",-97.36292741,26.35337257,0.274,2013-12-03,"flat/algae transition - mixed","NAVD88"
"115","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_25",-97.36288533,26.35330188,0.253,2013-12-03,"flat/algae transition - 2nd dom","NAVD88"
"116","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_26",-97.36279479,26.35314004,0.265,2013-12-03,"20 m into algae zone","NAVD88"
"117","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_27",-97.36270611,26.35297687,0.229,2013-12-03,"40 m into algae zone","NAVD88"
"118","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_28",-97.34921152,26.35752157,-0.036,2013-12-03,"water/AVGE+succulent transition - 1st dom","NAVD88"
"119","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_29",-97.34921475,26.35750029,0.016,2013-12-03,"water/AVGE+succulent transition - mixed","NAVD88"
"120","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_30",-97.34921599,26.35749029,0.098,2013-12-03,"water/AVGE+succulent transition - 2nd dom","NAVD88"
"121","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_31",-97.34921711,26.3574816,0.164,2013-12-03,"AVGE+succulent/flat transition - 1st dom","NAVD88"
"122","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_32",-97.34922169,26.35746261,0.284,2013-12-03,"AVGE+succulent/flat transition - mixed","NAVD88"
"123","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_33",-97.34921747,26.35744494,0.329,2013-12-03,"AVGE+succulent/flat transition - 2nd dom","NAVD88"
"124","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_34",-97.34920387,26.35729796,0.369,2013-12-03,"flat/upland mix transition - 1st dom","NAVD88"
"125","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_35",-97.34920299,26.35728803,0.4875,2013-12-03,"flat/upland mix transition - mixed","NAVD88"
"126","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_36",-97.34920095,26.35728156,0.8885,2013-12-03,"FLIP - flat/upland mix transition - 2nd dom","NAVD88"
"127","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_37",-97.18183716,26.04588595,-0.463,2013-12-04,"dense seagrass/sparse seagrass transition - 1st dom","NAVD88"
"128","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_38",-97.18176475,26.04588894,-0.368,2013-12-04,"dense seagrass/sparse seagrass transition - mixed","NAVD88"
"129","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_39",-97.18171281,26.04589216,-0.245,2013-12-04,"dense seagrass/sparse seagrass transition - 2nd dom","NAVD88"
"130","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_40",-97.18157377,26.04589859,-0.08,2013-12-04,"sparse seagrass/SPAL transition - 1st dom","NAVD88"
"131","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_41",-97.18154176,26.04589933,-0.117,2013-12-04,"sparse seagrass/SPAL transition - mixed","NAVD88"
"132","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_42",-97.18151791,26.04589875,-0.11,2013-12-04,"sparse seagrass/SPAL transition - 2nd dom","NAVD88"
"133","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_43",-97.18146435,26.04590287,-0.043,2013-12-04,"SPAL/AVGE transition - 1st dom","NAVD88"
"134","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_44",-97.1814334,26.04590503,0.007,2013-12-04,"SPAL/AVGE transition - mixed","NAVD88"
"135","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_45",-97.18135909,26.04591275,0.047,2013-12-04,"SPAL/AVGE transition - 2nd dom","NAVD88"
"136","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_46",-97.18116746,26.04595973,0.059,2013-12-04,"20 m into AVGE zone","NAVD88"
"137","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_47",-97.18098022,26.04601062,0.149,2013-12-04,"40 m into AVGE zone","NAVD88"
"138","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_48",-97.18471397,26.04638141,-0.117,2013-12-04,"seagrass/flat transition - 1st dom","NAVD88"
"139","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_49",-97.18472485,26.04638537,-0.162,2013-12-04,"seagrass/flat transition - mixed","NAVD88"
"140","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_50",-97.18474499,26.04639059,-0.107,2013-12-04,"seagrass/flat transition - 2nd dom","NAVD88"
"141","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_51",-97.18493816,26.04643389,0.045,2013-12-04,"20 m into flat","NAVD88"
"142","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_52",-97.1849556,26.04643956,0.04,2013-12-04,"flat/AVGE transition - 1st dom","NAVD88"
"143","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_53",-97.18497709,26.04644577,0.076,2013-12-04,"flat/AVGE transition - mixed","NAVD88"
"144","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_54",-97.18499551,26.04644735,0.192,2013-12-04,"flat/AVGE transition - 2nd dom","NAVD88"
"145","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_55",-97.1850118,26.04645092,0.436,2013-12-04,"15 cm elevation gain","NAVD88"
"146","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_56",-97.18502739,26.04645453,0.336,2013-12-04,"AVGE/succulent transition - 1st dom","NAVD88"
"147","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_57",-97.18504495,26.04645916,0.39,2013-12-04,"AVGE/succulent transition - mixed","NAVD88"
"148","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_58",-97.18505253,26.0464602,0.338,2013-12-04,"AVGE/succulent transition - 2nd dom (flip)","NAVD88"
"149","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_59",-97.1850614,26.04646155,0.31,2013-12-04,"succulent/algal flat transition - 1st dom (flip)","NAVD88"
"150","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_60",-97.18507218,26.04646612,0.301,2013-12-04,"succulent/algal flat transition - mixed","NAVD88"
"151","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_61",-97.18508788,26.04647013,0.264,2013-12-04,"succulent/algal flat transition - 2nd dom","NAVD88"
"152","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_62",-97.18529627,26.04648827,0.278,2013-12-04,"20 m into algal flat","NAVD88"
"153","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_63",-97.18550598,26.04650437,0.268,2013-12-04,"40 m into algal flat","NAVD88"
"154","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_64",-97.18154988,26.04805651,-0.034,2013-12-04,"water/SPAL transition - 1st dom","NAVD88"
"155","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_65",-97.18153603,26.04805601,-0.042,2013-12-04,"water/SPAL transition - mixed","NAVD88"
"156","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_66",-97.1815146,26.04805249,-0.037,2013-12-04,"water/SPAL transition - 2nd dom","NAVD88"
"157","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_67",-97.18148316,26.04804961,0.05,2013-12-04,"SPAL/AVGE transition - 1st dom","NAVD88"
"158","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_68",-97.18142637,26.04804278,0.045,2013-12-04,"SPAL/AVGE transition - mixed","NAVD88"
"159","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_69",-97.18135137,26.04803589,0.191,2013-12-04,"SPAL/AVGE transition - 2nd dom","NAVD88"
"160","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_70",-97.18121711,26.04802326,0.217,2013-12-04,"AVGE/succulent transition - 1st dom","NAVD88"
"161","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_71",-97.18115667,26.04801355,0.224,2013-12-04,"AVGE/succulent transition - mixed","NAVD88"
"162","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_72",-97.18113353,26.04801346,0.221,2013-12-04,"AVGE/succulent transition - 2nd dom","NAVD88"
"163","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_73",-97.18112553,26.04801143,0.241,2013-12-04,"succulent/algal flat transition - mixed (flip?)","NAVD88"
"164","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_74",-97.18108377,26.04800995,0.225,2013-12-04,"succulent/algal flat transition - 2nd dom","NAVD88"
"165","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_75",-97.18088601,26.04798669,0.241,2013-12-04,"20 m into algal flat","NAVD88"
"166","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_76",-97.18068691,26.04796162,0.233,2013-12-04,"40 m into algal flat","NAVD88"
"167","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_77",-97.30346011,26.17126816,0.059,2013-12-05,"water/AVGE transition - 1st dom","NAVD88"
"168","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_78",-97.30348389,26.17127619,0.146,2013-12-05,"water/AVGE transition - mixed","NAVD88"
"169","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_79",-97.30349459,26.17127803,0.287,2013-12-05,"water/AVGE transition - 2nd dom","NAVD88"
