study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Osland_et_al_2016,Grand_Bay,grand_bay_1,15,0,1.4286636194217792,0.01803278688524464
Osland_et_al_2016,Grand_Bay,grand_bay_2,15,0,1.1098361791074849,0.02707275803722448
Osland_et_al_2016,Grand_Bay,grand_bay_3,15,0,1.0040640425103255,0.029513888888887962
Osland_et_al_2016,Grand_Bay,grand_bay_4,15,0,0.86933048755918207,0.03298611111111073
Osland_et_al_2016,Grand_Bay,grand_bay_5,15,0,0.86253085020650755,0.0410958904109581
Osland_et_al_2016,Grand_Bay,grand_bay_6,15,0,0.86089390047345626,0.05199306759098741
Osland_et_al_2016,Grand_Bay,grand_bay_7,15,0,0.32989259091366985,0.19243986254295586
Osland_et_al_2016,Grand_Bay,grand_bay_8,15,0,0.28682822101339783,0.243859649122807
Osland_et_al_2016,Grand_Bay,grand_bay_9,15,0,0.65904540646721077,0.06608695652173957
Osland_et_al_2016,Grand_Bay,grand_bay_10,15,0,0.5058017276115645,0.08205128205128281
Osland_et_al_2016,Grand_Bay,grand_bay_11,15,0,0.46550758033645617,0.12499999999999983
Osland_et_al_2016,Grand_Bay,grand_bay_12,15,0,0.47281089453006953,0.11149228130360063
Osland_et_al_2016,Grand_Bay,grand_bay_13,15,0,0.45933753903495528,0.1227758007117436
Osland_et_al_2016,Grand_Bay,grand_bay_14,15,0,0.36854978845572678,0.1482758620689634
Osland_et_al_2016,Grand_Bay,grand_bay_15,15,0,0.446241941170545,0.14655172413793013
Osland_et_al_2016,Grand_Bay,grand_bay_16,15,0,0.69077704744635837,0.05699481865284946
Osland_et_al_2016,Grand_Bay,grand_bay_17,15,0,0.59180454820187367,0.08121827411167525
Osland_et_al_2016,Grand_Bay,grand_bay_18,15,0,0.41841379570867326,0.16666666666666696
Osland_et_al_2016,Grand_Bay,grand_bay_19,15,0,0.43163531278331818,0.1275510204081632
Osland_et_al_2016,Grand_Bay,grand_bay_20,15,0,0.45505628588697483,0.13000000000000078
Osland_et_al_2016,Grand_Bay,grand_bay_21,15,0,0.29450929283771526,0.26666666666666655
Osland_et_al_2016,Grand_Bay,grand_bay_22,15,0,0.40028142943487449,0.1481481481481487
Osland_et_al_2016,Grand_Bay,grand_bay_23,15,0,0.66546728618918105,0.06999999999999851
Osland_et_al_2016,Grand_Bay,grand_bay_24,15,0,0.45581180114838316,0.09844559585492112
Osland_et_al_2016,Grand_Bay,grand_bay_25,15,0,0.37081633423995158,0.11999999999999922
Osland_et_al_2016,Grand_Bay,grand_bay_26,15,0,0.72213093079480206,0.07253886010362724
Osland_et_al_2016,Grand_Bay,grand_bay_27,15,0,0.75310705651254151,0.09090909090909177
Osland_et_al_2016,Grand_Bay,grand_bay_28,15,0,0.73950778180719245,0.07000000000000028
Osland_et_al_2016,Grand_Bay,grand_bay_29,15,0,0.86303452704744632,0.061611374407582485
Osland_et_al_2016,Grand_Bay,grand_bay_30,15,0,1.2838565276518585,0.019230769230768836
Osland_et_al_2016,Grand_Bay,grand_bay_31,15,0,1.4179604865518283,0.009756097560977131
Osland_et_al_2016,Grand_Bay,grand_bay_32,15,0,1.3431644756724084,0.014634146341463962
Osland_et_al_2016,Grand_Bay,grand_bay_33,15,0,1.4122941220912661,0.02955665024630652
Osland_et_al_2016,Grand_Bay,grand_bay_34,15,0,1.4104053339377454,0.015151515151515723
Osland_et_al_2016,Grand_Bay,grand_bay_35,15,0,1.563019416742218,0.02590673575129571
Osland_et_al_2016,Grand_Bay,grand_bay_36,15,0,1.6351711242067088,0.015706806282723106
Osland_et_al_2016,Grand_Bay,grand_bay_37,15,0,1.2951892565729828,0.02072538860103583
Osland_et_al_2016,Grand_Bay,grand_bay_38,15,0,1.2211487609549712,0.025000000000000355
Osland_et_al_2016,Grand_Bay,grand_bay_39,15,0,0.76481754306436989,0.09405940594059455
Osland_et_al_2016,Grand_Bay,grand_bay_40,15,0,0.95331860078573583,0.05820105820105799
Osland_et_al_2016,Grand_Bay,grand_bay_41,15,0,1.2041496675732848,0.0346534653465348
Osland_et_al_2016,Grand_Bay,grand_bay_42,15,0,0.97598405862798421,0.04040404040404133
Osland_et_al_2016,Grand_Bay,grand_bay_43,15,0,0.83356943185252341,0.055276381909547506
Osland_et_al_2016,Grand_Bay,grand_bay_44,15,0,0.4225691296464188,0.11979166666666678
Osland_et_al_2016,Grand_Bay,grand_bay_45,15,0,0.39650385312783309,0.11374407582938317
Osland_et_al_2016,Grand_Bay,grand_bay_46,15,0,1.0284923692958596,0.046153846153846094
