study_id,site_id,core_id,method_id,depth_min,representative_depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes
Howard_and_Fourqurean_2020,Arraial do Cabo,Arraial do Cabo - 2,single set of methods,15,24,1.283622222,0.0075319440000000005,0.0024818857,corer minimizes compaction
Howard_and_Fourqurean_2020,Arraial do Cabo,Arraial do Cabo - 2,single set of methods,21,30,1.295733333,0.0077787379999999995,0.00155018102,corer minimizes compaction
Howard_and_Fourqurean_2020,Arraial do Cabo,Arraial do Cabo - 2,single set of methods,27,36,1.317844444,0.006997084999999999,0.00205686863,corer minimizes compaction
Howard_and_Fourqurean_2020,Arraial do Cabo,Arraial do Cabo - 2,single set of methods,33,42,1.359822222,0.007517603,0.0018652433800000002,corer minimizes compaction
Howard_and_Fourqurean_2020,Arraial do Cabo,Arraial do Cabo - 2,single set of methods,39,48,1.075977778,0.008144897,0.00230885855,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,0,9,0.866511111,0.008654197,0.00536451005,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,3,12,1.406722222,0.00544394,0.00701787674,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,12,21,1.442355556,0.0056957729999999995,0.0036502692399999997,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,21,30,1.3824,0.00427549,0.00117675605,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,30,39,1.260911111,0.003986417,0.00150310848,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,39,48,1.347777778,0.003831105,0.00317288948,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,48,57,1.434466667,0.0044328119999999995,0.00199167983,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,57,66,1.339811111,0.006425246999999999,0.00114021126,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,66,75,1.233811111,0.005671834999999999,0.00147944838,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 1,single set of methods,78,87,1.293077778,0.005183178,0.00201406181,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,0,9,1.158744444,0.009526559,4.8333144e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,3,12,1.366188889,0.0065572140000000004,0.00287283367,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,12,21,1.330944444,0.00674423,0.00272656982,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,21,30,1.273955556,0.005297375,0.00181683817,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,30,39,1.351566667,0.004980216,0.00120108329,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,39,48,1.345633333,0.004651549,5.5816554e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,57,66,1.346855556,0.006726905,0.0026241919400000003,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,66,75,1.349966667,0.005750595,0.00197736546,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,78,87,1.377022222,0.0071530280000000005,5.001863699999999e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 1,Ilha do Japones - site 1 - 2,single set of methods,90,99,1.363766667,0.005933351,0.0024681399800000003,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,0,9,1.110366667,0.007817127,0.00191845134,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,3,12,0.954922222,0.018216102,0.00763456047,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,12,21,1.202455556,0.011106655,0.0069053483,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,21,30,1.354766667,0.012167486,0.00384783447,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,30,39,1.374155556,0.009517055,0.00564892411,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,42,51,1.365966667,0.007310789,0.0033556228900000003,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,54,63,1.365455556,0.005654500999999999,0.005434873099999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,66,75,1.409033333,0.004776802,9.0505215e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,78,87,1.349677778,0.005670071,0.00220011573,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 1,single set of methods,90,99,1.337333333,0.006587539,0.00585037469,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,0,9,0.714666667,0.016396052,0.0049263981,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,3,12,1.081688889,0.011421272,0.00331400782,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,12,21,1.261244444,0.010469754,0.0031468450999999997,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,21,30,1.314266667,0.0091542599999999991,0.0033291143200000002,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,30,39,1.270866667,0.009223789999999999,0.00414035738,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,42,51,1.295044444,0.007677108,0.0036541360099999996,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,54,63,1.315566667,0.005988683999999999,0.0033103798299999997,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,66,75,1.265233333,0.005689841,0.00211653918,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,78,87,1.217655556,0.004246402,7.184875e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha do Japones - site 2,Ilha do Japones - site 2 - 2,single set of methods,90,99,1.196877778,0.009215237,0.00251192272,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,0,9,0.905711111,0.029880232000000003,0.00732756745,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,3,12,0.999277778,0.033800461999999996,0.007737806769999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,9,18,1.271666667,0.026526209000000002,0.00925946375,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,15,24,1.258422222,0.02901976,0.009968802209999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,21,30,0.588555556,0.09700555899999999,0.02796041074,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,27,36,0.544711111,0.039292511,0.01424645156,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,33,42,0.655288889,0.029491328,0.01009728647,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 1,single set of methods,39,48,0.6127,0.025496747,0.00525194575,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,0,9,0.934333333,0.034793017,0.011729561710000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,3,12,1.233122222,0.026273011,0.0063863196600000005,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,9,18,1.268066667,0.031067155,0.00980165585,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,15,24,0.793777778,0.027854988,0.01105745424,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,21,30,0.878788889,0.025411312000000002,0.008296778040000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,27,36,1.211244444,0.026567672,0.00975937695,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia dos Ossos,Praia dos Ossos - 2,single set of methods,33,42,1.202888889,0.031722429,0.0117359925,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,0,9,1.164165993,0.028056523000000003,0.013604353579999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,3,12,0.86373266,0.028410212,0.00471963722,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,12,21,1.303988215,0.023398968,9.2553968e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,21,30,1.55013266,0.023604656999999998,0.006292533340000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,30,39,1.440521549,0.027738649999999997,0.00904110072,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,42,51,1.547110438,0.031591937,0.0042593961800000005,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 1,single set of methods,54,63,1.502621549,0.026110856999999998,0.00567040982,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,0,9,1.562377104,0.037723784999999996,0.00884779706,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,3,12,1.572777104,0.030249679999999998,0.0066119535900000005,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,12,21,1.175410438,0.02640143,0.00286391846,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,21,30,1.587199327,0.025493421000000002,0.00204459863,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,30,39,1.241643771,0.063929261,0.01760447394,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,42,51,0.952410438,0.03690385,0.00222445001,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,54,63,1.293443771,0.028452784000000002,0.0037542839,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,66,75,0.677065993,0.02989873,0.0043139423900000005,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,78,87,0.917443771,0.024304539,0.00586269229,corer minimizes compaction
Howard_and_Fourqurean_2020,Praia da Ferradura,Praia da Ferradura - 2,single set of methods,90,99,0.857721549,0.043954275,0.01124796623,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,0,9,0.780843771,0.029639295,0.00927777833,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,3,12,0.892265993,0.037880378,0.008118170139999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,9,18,1.253665993,0.022845983,0.00768060237,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,15,24,1.313088215,0.023668189000000003,0.0061340612699999995,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,21,30,1.380121549,0.038794727,0.00328217745,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,27,36,0.91853266,0.043415601,0.00212355046,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 1,single set of methods,33,42,0.905299327,0.034506919,0.00196089745,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,0,9,0.665154882,0.034209428,0.00820672831,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,3,12,0.996365993,0.035212805,0.00806992751,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,9,18,1.188665993,0.024270868,0.0062604587599999996,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,15,24,1.122254882,0.025727069,0.00844552344,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,21,30,1.542388215,0.028981507,0.00156667352,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,27,36,1.281077104,0.022701232000000002,0.0066665995,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,33,42,1.491410438,0.031637257,0.00157771721,corer minimizes compaction
Howard_and_Fourqurean_2020,Manguinhos,Manguinhos - 2,single set of methods,39,48,1.555910438,0.018109091,0.00187818632,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,0,9,1.035088889,0.022140836,0.0037567934400000004,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,10,19,0.849277778,0.041632224,0.01488670588,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,20,29,0.953088889,0.028365423,0.01004390001,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,30,39,1.202166667,0.035964736,0.00670018494,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,40,49,1.221444444,0.025051994999999997,0.00595131993,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,50,59,1.055144444,0.024938030000000003,0.012581903759999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,60,69,0.954033333,0.016484692999999998,0.00797323327,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,70,79,1.193122222,0.016878865,0.00731554547,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,80,89,1.065066667,0.01647001,0.0039048370599999997,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 1,single set of methods,90,99,0.621488889,0.048771521,0.01312910663,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,0,9,0.594755556,0.032338674,0.0057798814799999996,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,10,19,1.076377778,0.034922695,0.01394510925,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,20,29,0.747066667,0.028213165999999998,0.01300351262,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,30,39,1.066722222,0.054408353,0.021122841229999998,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,40,49,0.970911111,0.027375428,0.01192402124,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,50,59,1.209,0.025809717,0.00473081344,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,60,69,0.8139,0.014345695999999998,0.00593921602,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,70,79,0.776266667,0.022720736000000002,0.010034117410000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,80,89,0.537,0.023820378,0.00666786535,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 1,Ilha Grande - site 1 - 2,single set of methods,90,99,0.222766667,0.043719572,0.01755060369,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,0,9,1.113566667,0.038262258,0.0031925666,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,10,19,1.206633333,0.013613268000000001,0.00308460745,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,20,29,0.6687,0.007066930999999999,0.00645714787,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,30,39,0.920077778,0.018512285,0.00103466114,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,40,49,0.993,0.03823423,0.01414006378,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,50,59,0.821233333,0.044464049,0.01570522929,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,60,69,1.086777778,0.043619025000000006,0.01738281861,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,70,79,0.786466667,0.033904835,0.014969414930000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,80,89,0.767277778,0.050601062,0.02353101847,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 1,single set of methods,90,99,0.962433333,0.036557502,0.01649455594,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,0,9,1.165633333,0.0094552,0.0020262776900000002,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,10,19,1.253277778,0.015912897999999998,0.00327992365,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,20,29,0.797666667,0.017465358,0.0054326719,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,30,39,0.799522222,0.044759675000000006,0.02007570139,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,40,49,0.961877778,0.052297593,0.02139284091,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,50,59,0.8015,0.042048985,0.01589510386,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,60,69,0.970211111,0.061959209,0.02482197569,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,70,79,0.454144444,0.057837111,0.01526817702,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,80,89,0.610711111,0.054219087000000006,0.01939959775,corer minimizes compaction
Howard_and_Fourqurean_2020,Ilha Grande - site 2,Ilha Grande - site 2 - 2,single set of methods,90,99,0.836566667,0.052444387,0.026909909949999998,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,0,9,1.182411111,0.014889285,8.1004785e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,3,12,1.1785,0.016545738,0.00101456623,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,12,21,1.222911111,0.013121731000000001,7.830341899999999e-4,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,21,30,0.8969,0.014741276000000001,0.00105277412,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,30,39,1.1104,0.027331547999999997,0.00530296922,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,39,48,0.955566667,0.033385157,0.00878832102,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,54,63,0.936322222,0.047883212,0.007780043479999999,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,69,78,1.060488889,0.043715738999999997,0.00892276239,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 1,single set of methods,84,93,0.965366667,0.047831964,0.00906957209,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 2,single set of methods,0,9,0.936755556,0.017163904,0.0011707976500000001,corer minimizes compaction
Howard_and_Fourqurean_2020,Bracui - site 1,Bracui - site 1 - 2,single set of methods,3,12,1.203277778,0.013799873,8.4079526e-4,corer minimizes compaction
