"study_id","site_id","core_id","sample_id","depth_min","depth_max","representative_depth_min","representative_depth_max","dry_bulk_density","method_id","fraction_organic_matter","fraction_carbon","depth_interval_notes"
"CEC_2015","SUI","SUI-10","10b","5","10","5","10",0.32,"no documented methods",0.175,0.053,NA
"CEC_2015","SUI","SUI-10","10c","10","15","10","15",0.26,"no documented methods",0.23399999999999999,0.08900000000000001,NA
"CEC_2015","SUI","SUI-10","10d","15","20","15","20",0.36,"no documented methods",0.26899999999999996,0.111,NA
"CEC_2015","SUI","SUI-10","10e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-11","11a","0","5","0","5",0.15,"no documented methods",0.511,0.244,NA
"CEC_2015","SUI","SUI-11","11b","5","10","5","10",0.27,"no documented methods",0.299,0.12,NA
"CEC_2015","SUI","SUI-11","11c","10","15","10","15",0.22,"no documented methods",0.36,0.157,NA
"CEC_2015","SUI","SUI-11","11d","15","20","15","20",0.29,"no documented methods",0.337,0.14,NA
"CEC_2015","SUI","SUI-11","11e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-12","12a","0","5","0","5",0.16,"no documented methods",0.53,0.27699999999999997,NA
"CEC_2015","SUI","SUI-12","12b","5","10","5","10",0.22,"no documented methods",0.44,0.198,NA
"CEC_2015","SUI","SUI-12","12c","10","15","10","15",0.22,"no documented methods",0.39899999999999997,0.179,NA
"CEC_2015","SUI","SUI-12","12d","15","20","15","20",0.23,"no documented methods",0.499,0.237,NA
"CEC_2015","SUI","SUI-12","12e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-13","13a","0","5","0","5",0.19,"no documented methods",0.515,0.23399999999999999,NA
"CEC_2015","SUI","SUI-13","13b","5","10","5","10",0.26,"no documented methods",0.349,0.154,NA
"CEC_2015","SUI","SUI-13","13c","10","15","10","15",0.28,"no documented methods",0.45,0.207,NA
"CEC_2015","SUI","SUI-13","13d","15","20","15","20",0.25,"no documented methods",0.402,0.18,NA
"CEC_2015","SUI","SUI-13","13e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-14","14b","5","10","5","10",0.27,"no documented methods",0.353,0.16,NA
"CEC_2015","SUI","SUI-14","14c","10","15","10","15",0.28,"no documented methods",0.43799999999999994,0.20600000000000002,NA
"CEC_2015","SUI","SUI-14","14d","15","20","15","20",0.23,"no documented methods",0.341,0.147,NA
"CEC_2015","SUI","SUI-14","14e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-15","15a","0","5","0","5",0.38,"no documented methods",0.16699999999999998,0.059000000000000004,NA
"CEC_2015","SUI","SUI-15","15b","5","10","5","10",0.48,"no documented methods",0.12300000000000001,0.035,NA
"CEC_2015","SUI","SUI-15","15c","10","15","10","15",0.5,"no documented methods",0.166,0.057,NA
"CEC_2015","SUI","SUI-15","15d","15","20","15","20",0.46,"no documented methods",0.201,0.073,NA
"CEC_2015","SUI","SUI-15","15e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-16","16a","0","5","0","5",0.19,"no documented methods",0.581,0.27399999999999997,NA
"CEC_2015","SUI","SUI-16","16b","5","10","5","10",0.19,"no documented methods",0.37799999999999995,0.166,NA
"CEC_2015","SUI","SUI-16","16c","10","15","10","15",0.27,"no documented methods",0.42,0.198,NA
"CEC_2015","SUI","SUI-16","16d","15","20","15","20",0.2,"no documented methods",0.444,0.20199999999999999,NA
"CEC_2015","SUI","SUI-16","16e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-17","17a","0","5","0","5",0.52,"no documented methods",0.161,0.063,NA
"CEC_2015","SUI","SUI-17","17b","5","10","5","10",0.45,"no documented methods",0.264,0.12,NA
"CEC_2015","SUI","SUI-17","17c","10","15","10","15",0.36,"no documented methods",0.18,0.068,NA
"CEC_2015","SUI","SUI-17","17d","15","20","15","20",0.42,"no documented methods",0.14800000000000002,0.036000000000000004,NA
"CEC_2015","SUI","SUI-17","17e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-18","18a","0","5","0","5",0.51,"no documented methods",0.156,0.054000000000000006,NA
"CEC_2015","SUI","SUI-18","18b","5","10","5","10",0.44,"no documented methods",0.14,0.044000000000000004,NA
"CEC_2015","SUI","SUI-18","18c","10","15","10","15",0.76,"no documented methods",0.129,0.037000000000000005,NA
"CEC_2015","SUI","SUI-18","18d","15","20","15","20",0.46,"no documented methods",0.163,0.047,NA
"CEC_2015","SUI","SUI-18","18e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-19","19a","0","5","0","5",0.29,"no documented methods",0.316,0.13,NA
"CEC_2015","SUI","SUI-19","19b","5","10","5","10",0.28,"no documented methods",0.365,0.158,NA
"CEC_2015","SUI","SUI-19","19c","10","15","10","15",0.34,"no documented methods",0.33799999999999997,0.155,NA
"CEC_2015","SUI","SUI-19","19d","15","20","15","20",0.39,"no documented methods",0.273,0.121,NA
"CEC_2015","SUI","SUI-19","19e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"CEC_2015","SUI","SUI-20","20a","0","5","0","5",0.22,"no documented methods",0.151,0.045,NA
"CEC_2015","SUI","SUI-20","20b","5","10","5","10",0.21,"no documented methods",0.157,0.05,NA
"CEC_2015","SUI","SUI-20","20c","10","15","10","15",0.18,"no documented methods",0.205,0.076,NA
"CEC_2015","SUI","SUI-20","20d","15","20","15","20",0.19,"no documented methods",0.21600000000000003,0.095,NA
"CEC_2015","SUI","SUI-20","20e","20","30","20","30",NA,"no documented methods",NA,NA,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21a","0","1","0","1",1.62,"no documented methods",NA,0.013000000000000001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21b","1","2","1","2",1.64,"no documented methods",NA,0.008,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21c","2","3","2","3",1.68,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21d","3","4","3","4",1.65,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21e","4","5","4","5",1.65,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21f","5","6","5","6",1.69,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21g","6","7","6","7",1.66,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21h","7","8","7","8",1.65,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21i","8","9","8","9",1.7,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21j","9","10","9","10",1.67,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21k","10","12","10","12",1.7,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21l","12","14","12","14",1.66,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21m","14","16","14","16",1.7,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21n","16","18","16","18",1.65,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21o","18","20","18","20",1.7,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21p","20","25","20","25",1.67,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21q","25","30","25","30",1.66,"no documented methods",NA,0.008,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21r","30","35","30","35",1.74,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21s","35","40","35","40",1.76,"no documented methods",NA,0.009000000000000001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21t","40","45","40","45",1.74,"no documented methods",NA,0.015,NA
"Hodgson_and_Spooner_2016","KOM","KOM-21","21u","45","50","45","50",NA,"no documented methods",NA,NA,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22a","0","1","0","1",1.63,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22b","1","2","1","2",NA,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22c","2","3","2","3",1.7,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22d","3","4","3","4",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22e","4","5","4","5",1.63,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22f","5","6","5","6",NA,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22g","6","7","6","7",1.66,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22h","7","8","7","8",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22i","8","9","8","9",1.71,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22j","9","10","9","10",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22k","10","12","10","12",1.68,"no documented methods",NA,0.003,"A Spooner: unclear where mixed layer ends"
"Hodgson_and_Spooner_2016","KOM","KOM-22","22l","12","14","12","14",NA,"no documented methods",NA,0.001,"A Spooner: unclear where mixed layer ends"
"Hodgson_and_Spooner_2016","KOM","KOM-22","22m","14","16","14","16",1.66,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22n","16","18","16","18",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22o","18","20","18","20",1.66,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22p","20","25","20","25",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22q","25","30","25","30",1.72,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22r","30","35","30","35",1.7,"no documented methods",NA,0.008,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22s","35","40","35","40",1.68,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22t","40","45","40","45",NA,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22u","45","50","45","50",NA,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-22","22v","50","52.5","50","52.5",1.62,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23a","0","1","0","1",1.59,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23b","1","2","1","2",1.58,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23c","2","3","2","3",1.56,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23d","3","4","3","4",1.57,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23e","4","5","4","5",1.58,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23f","5","6","5","6",1.61,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23g","6","7","6","7",1.61,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23h","7","8","7","8",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23i","8","9","8","9",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23j","9","10","9","10",1.58,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23k","10","12","10","12",1.59,"no documented methods",NA,0.011000000000000001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23l","12","14","12","14",1.61,"no documented methods",NA,0.008,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23m","14","16","14","16",1.57,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23n","16","18","16","18",1.63,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23o","18","20","18","20",1.61,"no documented methods",NA,0.006999999999999999,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23p","20","25","20","25",1.62,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23q","25","30","25","30",1.6,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23r","30","35","30","35",1.6,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23s","35","40","35","40",1.59,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23t","40","45","40","45",1.59,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-23","23u","45","50","45","50",1.63,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24a","0","1","0","1",1.56,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24b","1","2","1","2",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24c","2","3","2","3",1.56,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24d","3","4","3","4",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24e","4","5","4","5",1.55,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24f","5","6","5","6",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24g","6","7","6","7",1.57,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24h","7","8","7","8",1.53,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24i","8","9","8","9",1.57,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24j","9","10","9","10",1.49,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24k","10","12","10","12",1.6,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24l","12","14","12","14",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24m","14","16","14","16",1.57,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24n","16","18","16","18",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24o","18","20","18","20",1.57,"no documented methods",NA,0.008,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24p","20","25","20","25",1.53,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24q","25","30","25","30",1.53,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24r","30","35","30","35",1.58,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24s","35","40","35","40",1.66,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24t","40","45","40","45",1.56,"no documented methods",NA,0.009000000000000001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-24","24u","45","50","45","50",1.6,"no documented methods",NA,0.01,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25a","0","1","0","1",1.65,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25b","1","2","1","2",1.62,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25c","2","3","2","3",1.73,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25d","3","4","3","4",1.73,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25e","4","5","4","5",1.73,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25f","5","6","5","6",1.74,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25g","6","7","6","7",1.74,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25h","7","8","7","8",1.81,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25i","8","9","8","9",1.75,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25j","9","10","9","10",1.71,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25k","10","12","10","12",1.67,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25l","12","14","12","14",1.69,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25m","14","16","14","16",1.64,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25n","16","18","16","18",1.68,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25o","18","20","18","20",1.66,"no documented methods",NA,0.001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25p","20","25","20","25",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25q","25","30","25","30",1.53,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25r","30","35","30","35",1.48,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25s","35","40","35","40",1.6,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25t","40","45","40","45",1.6,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-25","25u","45","50","45","50",1.65,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26a","0","1","0","1",1.7,"no documented methods",NA,0.009000000000000001,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26b","1","2","1","2",1.7,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26c","2","3","2","3",1.73,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26d","3","4","3","4",1.72,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26e","4","5","4","5",1.74,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26f","5","6","5","6",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26g","6","7","6","7",1.69,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26h","7","8","7","8",1.65,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26i","8","9","8","9",1.66,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26j","9","10","9","10",1.66,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26k","10","12","10","12",1.63,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26l","12","14","12","14",1.64,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26m","14","16","14","16",1.57,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26n","16","18","16","18",1.58,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26o","18","20","18","20",1.6,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26p","20","25","20","25",1.55,"no documented methods",NA,0.002,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26q","25","30","25","30",1.63,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26r","30","35","30","35",1.41,"no documented methods",NA,0.012,NA
"Hodgson_and_Spooner_2016","KOM","KOM-26","26s","35","40","35","40",1.52,"no documented methods",NA,0.11,"Layer of bark/wood/needles in core"
"Hodgson_and_Spooner_2016","KOM","KOM-26","26t","40","45","40","45",1.52,"no documented methods",NA,0.308,"Layer of bark/wood/needles in core"
"Hodgson_and_Spooner_2016","KOM","KOM-26","26u","45","50","45","50",NA,"no documented methods",NA,NA,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27a","0","1","0","1",1.63,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27b","1","2","1","2",1.64,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27c","2","3","2","3",1.61,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27d","3","4","3","4",1.63,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27e","4","5","4","5",1.62,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27f","5","6","5","6",1.64,"no documented methods",NA,0.006999999999999999,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27g","6","7","6","7",1.66,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27h","7","8","7","8",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27i","8","9","8","9",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27j","9","10","9","10",1.64,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27k","10","12","10","12",1.66,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27l","12","14","12","14",1.69,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27m","14","16","14","16",1.66,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27n","16","18","16","18",1.66,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27o","18","20","18","20",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27p","20","25","20","25",1.7,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27q","25","30","25","30",1.65,"no documented methods",NA,0.006,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27r","30","35","30","35",1.63,"no documented methods",NA,0.015,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27s","35","40","35","40",1.65,"no documented methods",NA,0.01,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27t","40","45","40","45",1.54,"no documented methods",NA,0.003,NA
"Hodgson_and_Spooner_2016","KOM","KOM-27","27u","45","50","45","50",NA,"no documented methods",NA,NA,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28a","0","1","0","1",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28b","1","2","1","2",1.68,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28c","2","3","2","3",1.67,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28d","3","4","3","4",1.7,"no documented methods",NA,0.004,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28e","4","5","4","5",1.69,"no documented methods",NA,0.005,NA
"Hodgson_and_Spooner_2016","KOM","KOM-28","28f","5","6","5","6",1.71,"no documented methods",NA,0.003,NA
