study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,delta_c13
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,95,96,16580,0.2157,NA,0.393100759,no compaction observed,-26.916007905138336
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,100,101,16581,0.741,NA,0.095888501,no compaction observed,-27.253952569169957
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,0,1,16554,0.213349999999999,NA,0.191735034,no compaction observed,-24.721185941488315
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,10,11,16555,0.2761,NA,0.151287094999999,no compaction observed,-18.067936383271153
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,20,21,16556,0.484999999999999,NA,0.11870344,no compaction observed,-24.71725898291773
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,30,31,16557,0.5465,NA,0.088842323,no compaction observed,-24.985273905360295
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,40,41,16558,0.50485,NA,0.107696286,no compaction observed,-25.855095228745338
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,50,51,16559,0.356,NA,0.141765414,no compaction observed,-26.125073630473196
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-2,Kulesza_2018,60,61,16560,0.38315,NA,0.153613607,no compaction observed,-26.231225296442684
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,0,1,16981,0.4254,NA,0.071811048,NA,-16.507088755098074
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,10,11,16982,0.42245,NA,0.10834068,NA,-14.96795494270732
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,20,21,16983,0.5037,NA,0.063376107,NA,-15.21363371528452
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,30,31,16984,0.869999999999999,NA,0.047846288,NA,-21.92173237521849
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,40,41,16985,0.844199999999999,NA,0.043109677,NA,-25.077684987376188
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,50,51,16986,0.453599999999999,NA,0.107300454,NA,-23.336570207807338
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,60,61,16987,0.449949999999999,NA,0.084469193,NA,-21.48863857059623
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,70,71,16988,0.71715,NA,0.07611283,NA,-17.613128762866573
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,80,81,16989,0.3596,NA,0.115770886999999,NA,-19.092056710040783
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,90,91,16990,0.384399999999999,NA,0.108250479,NA,-15.94775684598951
Johnson_et_al_2024_marsh,Milbridge,Millbridge_3,Kulesza_2018,99,100,16991,0.365349999999999,NA,0.120822731,NA,-17.207224703825982
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,0,1,16992,0.3415,NA,0.073826721,NA,-18.089920372887935
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,10,11,16993,0.41715,NA,0.115337527,NA,-15.557389784424156
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,20,21,16994,0.5307,NA,0.0529461009999999,NA,-16.178869683433675
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,30,31,16995,0.4048,NA,0.050438599,NA,-18.803651194406676
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,40,41,16996,0.6695,NA,0.042155711,NA,-23.9357156729462
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,44,45,16997,0.63685,NA,0.0458365919999999,NA,-23.482229559137693
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,45,46,16998,0.4699,NA,0.070336919,NA,-23.183142357739364
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,46,47,16999,0.43465,NA,0.0777203779999999,NA,-23.860943872596614
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,50,51,17000,0.561899999999999,NA,0.150481527,NA,-25.179646533307437
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,60,61,17001,0.4294,NA,0.080468626,NA,-22.64323169547485
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,70,71,17002,0.4421,NA,0.118351296,NA,-24.36492522819965
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,80,81,17003,0.3969,NA,0.0920781689999999,NA,-24.037677218877448
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,90,91,17004,0.192699999999999,NA,0.220325267,NA,-21.44688288988153
Johnson_et_al_2024_marsh,Milbridge,Millbridge_4,Kulesza_2018,97,98,17005,0.19665,NA,0.308576515,NA,-22.95591376966401
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,0,1,16653,0.164249999999999,NA,0.204602937,NA,-16.85375494071146
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,10,11,16654,0.18135,NA,0.19624078,NA,-19.18873517786561
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,20,21,16655,0.2865,NA,0.140353698,NA,-20.733201581027664
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,30,31,16656,0.3719,NA,0.115478522,NA,-16.145256916996043
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,31,32,16657,0.932449999999999,NA,0.035737217,NA,-15.55039525691699
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,32,33,16658,0.54515,NA,0.073374642,NA,-16.327075098814227
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,40,41,16659,0.2377,NA,0.202695393,NA,-14.28260869565217
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,50,51,16660,0.290599999999999,NA,0.153763638,NA,-13.387351778656122
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,60,61,16661,0.192,NA,0.199804875,NA,-14.498023715415016
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,70,71,16662,0.211349999999999,NA,0.194884771,NA,-13.444664031620553
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,80,81,16663,0.330049999999999,NA,0.105151433999999,NA,-13.835968379446635
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,90,91,16664,0.24555,NA,0.151870618999999,NA,-13.444664031620553
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,99,100,16665,0.2747,NA,0.132254982,NA,-14.36067193675889
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,100,101,16666,0.16875,NA,0.203560966,NA,-13.887351778656122
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,110,111,16667,0.213449999999999,NA,0.18086009,NA,-13.84387351778656
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,120,121,16668,0.25035,NA,0.130279858,NA,-14.503553099091985
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,130,131,16669,0.171049999999999,NA,0.208448638,NA,-16.88215554678247
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,140,141,16670,0.2488,NA,0.135712566,NA,-19.445321752862217
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,141,142,16671,0.314599999999999,NA,0.089564941,NA,-20.540860639557835
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,142,143,16672,0.369299999999999,NA,0.103808771,NA,-19.558823529411764
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,149,150,16673,0.809249999999999,NA,0.02801644,NA,-18.629095933675483
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,150,151,16674,0.833699999999999,NA,0.027989504,NA,-18.8995262534544
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,151,152,16675,0.51375,NA,0.0494557079999999,NA,-17.779313067508884
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,161,162,16676,0.22045,NA,0.188029557999999,NA,-20.35432293722858
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,162,163,16677,0.27365,NA,0.129433775,NA,-18.40801421239637
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,163,164,16678,0.5942,NA,0.0482895469999999,NA,-18.235294117647054
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,170,171,16679,0.19305,NA,0.196642075,NA,-15.486577181208055
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,180,181,16680,0.2285,NA,0.14465054,NA,-15.667193051717332
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,190,191,16681,0.21965,NA,0.162295163,NA,-15.476707461508092
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,199,200,16682,0.25975,NA,0.169732922,NA,-12.798065534938807
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,200,201,16683,0.16685,NA,0.192845878,NA,-16.509080142123963
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,210,211,16684,0.1636,NA,0.236474637,NA,-16.376825898144496
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,220,221,16685,0.195799999999999,NA,0.217746029,NA,-14.50750098697197
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,230,231,16686,0.188699999999999,NA,0.20463785,NA,-13.61231741018555
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,240,241,16687,0.16385,NA,0.22591005,NA,-13.51954204500592
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,250,251,16688,0.2506,NA,0.172079962,NA,-13.831425187524676
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,260,261,16689,0.5584,NA,0.039890196,NA,-18.355704697986575
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,270,271,16690,0.5092,NA,0.045152344,NA,-17.433872878010263
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,280,281,16691,0.881949999999999,NA,0.021677133,NA,-19.428543229372288
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,290,291,16692,0.90535,NA,0.020721224,NA,-19.834188709040664
Johnson_et_al_2024_marsh,Scarborough,ClamShack,Kulesza_2018,299,300,16693,0.856599999999999,NA,0.02122353,NA,-20.55270430319779
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,0,1,16614,0.1799,NA,0.24732644,NA,-16.730749974967456
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,10,11,16615,0.170249999999999,NA,0.249469124,NA,-16.367277460698908
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,20,21,16616,0.203099999999999,NA,0.194582297,NA,-16.997096225092623
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,30,31,16617,0.31025,NA,0.109511435,NA,-18.20666866927005
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,39,40,16618,1.08045,NA,0.013968231,NA,-16.379293081005308
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,40,41,16619,0.91,NA,0.027096075,NA,-14.892360068088516
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,41,42,16620,0.7719,NA,0.026588533,NA,-14.364674076299188
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,50,51,16621,0.17575,NA,0.26532371,NA,-14.177430659857814
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,60,61,16622,0.182599999999999,NA,0.162499771,NA,-14.695103634725143
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,70,71,16623,0.166549999999999,NA,0.162785671,NA,-16.479423250225295
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,80,81,16624,0.29405,NA,0.093221307,NA,-16.55852608390908
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,90,91,16625,0.431749999999999,NA,0.051626447,NA,-16.93301291679183
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,95,96,16626,0.2473,NA,0.102495376,NA,-14.904375688394914
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,99,100,16627,0.34945,NA,0.083593435,NA,-15.894663061980571
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,112,113,16628,0.1629,NA,0.173092595,NA,-16.20506658656253
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,117,118,16629,0.2067,NA,0.089399472,NA,-16.63963152097727
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,122,123,16630,0.3751,NA,0.052642271,NA,-17.72334576870214
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,132,133,16631,0.4463,NA,0.037510462,NA,-17.845081484390338
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,142,143,16632,0.495449999999999,NA,0.029036889,NA,-18.144512075397603
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,152,153,16633,0.6319,NA,0.023964706,NA,-18.123895542902023
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,162,163,16634,0.5485,NA,0.038549662,NA,-18.138621637541725
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,172,173,16635,0.52135,NA,0.046238996,NA,-18.39583742391518
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,181,182,16636,0.62665,NA,0.025249828,NA,-17.717455330846256
Johnson_et_al_2024_marsh,Scarborough,Ferry_Rd,Kulesza_2018,192,193,16637,0.5002,NA,0.038505069,NA,-17.532888278028665
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,0,1,16694,0.183549999999999,NA,0.348344561,NA,-15.18547828667524
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,10,11,16695,0.25305,NA,0.473913251999999,NA,-22.90829953506777
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,20,21,16696,0.2557,NA,0.27473822,NA,-19.95251755861114
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,30,31,16697,0.1527,NA,0.279177062,NA,-21.811257295479276
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,40,41,16698,0.19945,NA,0.189382457,NA,-18.372737164902563
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,50,51,16699,0.14565,NA,0.292353235,NA,-20.53022059550895
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,60,61,16700,0.1976,NA,0.24272858,NA,-21.46799881293897
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,70,71,16701,0.1717,NA,0.21047276,NA,-17.74161638144228
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,80,81,16702,0.196699999999999,NA,0.233799971,NA,-14.44356513997428
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,90,91,16703,0.1981,NA,0.221843918,NA,-14.79473736274607
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,100,101,16704,0.198,NA,0.179650822,NA,-15.482243545355624
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,101,102,16705,0.246799999999999,NA,0.142384892,NA,-15.049955485211198
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,110,111,16706,0.206899999999999,NA,0.170838141,NA,-15.823523592838065
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,120,121,16707,0.171599999999999,NA,0.272418768,NA,-12.60559897121377
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,130,131,16708,0.19645,NA,0.131971193,NA,-16.376496191512516
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,140,141,16709,0.14605,NA,0.190660728,NA,-13.919279849638938
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,150,151,16710,0.28815,NA,0.085499135,NA,-16.81471955683055
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,160,161,16711,0.32217,NA,0.069509434,NA,-17.30240379859531
Johnson_et_al_2024_marsh,Scarborough,Orchard_Hill,Kulesza_2018,166,167,16712,0.442899999999999,NA,0.065356777,NA,-17.477495301216738
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,0,1,16638,0.162549999999999,NA,0.165527589,0.5cm compaction,-22.502454349106618
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,10,11,16639,0.107099999999999,NA,0.259818473,0.5cm compaction,-15.54682898095425
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,20,21,16640,0.0677499999999999,NA,0.298804842,0.5cm compaction,-15.421166306695463
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,30,31,16641,0.0889499999999999,NA,0.332685998,0.5cm compaction,-19.729039858629488
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,40,41,16642,0.104049999999999,NA,0.339111666,0.5cm compaction,-16.17023365403495
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,50,51,16643,0.1012,NA,0.365452743999999,0.5cm compaction,-15.058904378558806
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,60,61,16644,0.1018,NA,0.392346284,0.5cm compaction,-16.997840172786173
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,70,71,16645,0.10915,NA,0.355469791,0.5cm compaction,-16.284115452581972
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,80,81,16646,0.120949999999999,NA,0.361293907,0.5cm compaction,-21.00530139407029
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,86,87,16647,0.57855,NA,0.011766973,0.5cm compaction,-25.44963675633222
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,90,91,16648,0.56385,NA,0.019559912,0.5cm compaction,-24.787944237188295
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,100,101,16649,0.5303,NA,0.0242696939999999,0.5cm compaction,-23.27606518751227
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,110,111,16650,0.626499999999999,NA,0.016843922,0.5cm compaction,-23.1798418972332
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,120,121,16651,0.6265,NA,0.007624562,0.5cm compaction,-23.252503436088745
Johnson_et_al_2024_marsh,Scarborough,Rt._1,Kulesza_2018,126,127,16652,0.76415,NA,0.0221292799999999,0.5cm compaction,-19.43648144512075
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,0,1,16592,0.4315,NA,0.073722558,NA,-22.79363172123761
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,10,11,16593,0.3645,NA,0.097934207,NA,-25.17973365374987
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,20,21,16594,0.50715,NA,0.140086486,NA,-21.522979873835983
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,30,31,16595,0.3121,NA,0.108367884,NA,-20.30039050765996
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,40,41,16596,0.42055,NA,0.125046487,NA,-16.20506658656253
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,50,51,16597,0.31505,NA,0.169484824,NA,-15.43406428356864
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,60,61,16598,0.34445,NA,0.176848961,NA,-15.453089015720437
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,70,71,16599,0.68295,NA,0.118281183,NA,-15.328927605887657
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,80,81,16600,0.3818,NA,0.094271942,NA,-15.618303794933412
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,90,91,16601,0.67065,NA,0.087717606,NA,-17.1603084009212
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,99,100,16602,1.00999999999999,NA,0.052695952,NA,-19.883849003704817
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,100,101,16603,0.42615,NA,0.07082698,NA,-18.64023230199259
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,110,111,16604,0.3597,NA,0.074629826,NA,-16.71272654450786
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,120,121,16605,0.35,NA,0.0874409439999999,NA,-18.092520276359267
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,130,131,16606,0.3929,NA,0.108253385,NA,-17.21237608891559
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,140,141,16607,0.2808,NA,0.052709801,NA,-15.783518574146392
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,150,151,16608,0.21685,NA,0.123910862,NA,-15.237809151897466
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,160,161,16609,0.242649999999999,NA,0.0953449069999999,NA,-16.28016421347752
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,170,171,16610,0.310899999999999,NA,0.030983662,NA,-15.99178932612396
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,180,181,16611,0.36885,NA,0.079080574,NA,-17.19335135676379
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,190,191,16612,0.36005,NA,0.052434459,NA,-24.961449884850307
Johnson_et_al_2024_marsh,Scarborough,Woodside_Dr,Kulesza_2018,199,200,16613,0.53725,NA,0.024872171,NA,-23.93511565034545
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,0,1,17155,0.2682,NA,0.116922077,NA,NA
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,10,11,17156,0.3738,NA,0.111920307,NA,-26.19498717189658
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,20,21,17157,0.3409,NA,0.120804249,NA,-26.02230116439707
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,30,31,17158,0.330899999999999,NA,0.140594307,NA,-19.875666074600353
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,40,41,17159,0.54885,NA,0.0802421189999999,NA,-16.32721531478192
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,50,51,17160,0.678799999999999,NA,0.047383176,NA,-15.798302743240573
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,60,61,17161,0.374,NA,0.091280772,NA,-15.898954016183144
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,70,71,17162,0.345549999999999,NA,0.101548359,NA,-14.125715413459638
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,80,81,17163,0.526099999999999,NA,0.066539705,NA,-14.20663114268798
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,90,91,17164,0.189449999999999,NA,0.160927672,NA,-14.051707124531278
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,100,101,17165,0.283949999999999,NA,0.138791285,NA,-13.918492204460232
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 1,Kulesza_2018,110,111,17166,0.383049999999999,NA,0.089963365,NA,-14.979277679100058
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,0,1,17167,0.304199999999999,NA,0.131593451,NA,-15.138148805999602
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,10,11,17168,0.33835,NA,0.107512033,NA,-17.933688573120186
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,20,21,17169,0.3267,NA,0.085626323,NA,-25.373001776198933
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,30,31,17170,0.42515,NA,0.109332081,NA,-17.265640418393524
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,40,41,17171,0.6863,NA,0.038532782,NA,-16.686402210380894
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,50,51,17172,0.7379,NA,0.036104876,NA,-18.097493585948293
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,60,61,17173,0.448699999999999,NA,0.068283144,NA,-16.901519636865995
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,70,71,17174,0.438799999999999,NA,0.070840778,NA,-15.141109137556736
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,80,81,17175,0.25595,NA,0.130546232,NA,-13.621472271561078
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,90,91,17176,0.7481,NA,0.0278108919999999,NA,-16.68344187882376
Johnson_et_al_2024_marsh,South_Thomaston,S._Thomaston 2,Kulesza_2018,102,103,17177,0.526899999999999,NA,0.049433556,NA,-15.35030590092757
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,0,1,16582,0.3578,NA,0.132570936,NA,-26.599253877871583
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,10,11,16583,0.497449999999999,NA,0.04147139,NA,-24.937168662870604
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,20,21,16584,1.00125,NA,0.027643755,NA,-19.735912036128017
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,30,31,16585,0.9561,NA,0.0214539409999999,NA,-22.50343608874926
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,40,41,16586,0.7422,NA,0.039270151,NA,-21.78382093068918
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,50,51,16587,0.5208,NA,0.073946885,NA,-20.72550559591596
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,60,61,16588,0.9407,NA,0.023345247,NA,-22.70272923620656
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,70,71,16589,0.9149,NA,0.0385020359999999,NA,-22.13332024347143
