study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,method_id,cs137_unit
Piazza_et_al_2020,CRMS1277,1277_1,32,34,0.0549,0.920653,0.4951,7.7802,8.7805,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,34,36,0.0486,0.923398,0.501186,18.6763,15.5109,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,36,38,0.0483,NA,0.496337,10.3793,6.5784,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,38,40,0.0498,NA,0.499248,10.0655,20.9052,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,0,2,0.0215,0.905427,0.408887,14.8579,16.6267,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,2,4,0.0379,0.881328,0.427085,-1.9462,16.2772,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,4,6,0.0368,0.8576609999999999,0.426764,60.3059,23.0335,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,6,8,0.0291,0.870163,0.435567,-0.752,52.1387,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,8,10,0.0407,0.890308,0.4462489999999999,18.1752,8.1574,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,10,12,0.0493,NA,0.449208,44.996,7.5239,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,12,14,0.0457,0.89837,0.446932,55.565,13.4754,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,14,16,0.0574,0.823911,0.393485,224.5281,8.9865,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,16,18,0.047,0.723207,0.3514,378.2993,10.4526,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,18,20,0.0639,0.621544,0.307844,295.8537,8.6909,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,20,22,0.0578,0.821182,0.160402,57.7721,5.8036,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,22,24,0.0917,0.749372,0.402536,33.1197,3.6619,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,24,26,0.0754,0.658069,0.08683199999999999,53.2315,8.7395,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,26,28,0.0555,0.6,0.275767,114.6244,7.6595,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,28,30,0.0513,0.624306,0.312601,183.8202,8.5989,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,30,32,0.0525,0.8284619999999999,0.446419,70.749,7.2357,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,32,34,0.0501,0.873158,0.47479999999999994,53.6286,7.7782,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,34,36,0.0352,0.897764,0.478968,91.6592,11.1833,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,36,38,0.0307,0.902012,0.491915,99.946,9.5546,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_2,38,40,0.0345,0.893226,0.477616,130.2852,12.2911,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,0,2,0.0715,0.698732,0.29157,36.2742,4.4645,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,2,4,0.1094,0.6458499999999999,0.264907,20.6067,2.2896,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,4,6,0.1362,0.665316,0.261584,23.904,1.9737,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,6,8,0.1165,0.761165,0.28248999999999996,38.3077,2.4363,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,8,10,0.1009,0.6401990000000001,0.31242000000000003,77.3964,2.8131,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,10,12,0.0874,0.615847,0.241054,134.6996,3.7179,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,12,14,0.0857,0.652496,0.281718,168.9876,3.8773,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,14,16,0.0981,0.659153,0.29413900000000004,137.2336,4.8099,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,16,18,0.1109,0.638129,0.279823,162.1787,4.5552,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,18,20,0.1753,0.482056,0.225013,132.334,3.1893,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,20,22,0.2435,0.351254,0.166987,103.9654,2.2846,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,22,24,0.2595,0.28451899999999997,0.114393,70.0392,2.0318,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,24,26,0.5098,0.17459599999999997,0.067773,18.0765,0.8687,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,26,28,0.7055,0.120238,0.04630799999999999,2.0995,0.646,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_1,28,30,0.8768,0.097159,0.032986,0.5594,0.5058,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,0,2,0.0774,0.623122,0.247951,75.946,4.8289,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,2,4,0.1538,0.470775,0.186508,47.728,2.5141,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,4,6,0.1925,0.456544,0.18862400000000001,38.1427,2.0092,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,6,8,0.1849,0.48426399999999997,0.216162,45.3964,2.2423,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,8,10,0.1559,0.527501,0.204744,61.3722,2.7654,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,10,12,0.155,0.561143,0.19957,66.1465,2.3991,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,12,14,0.1378,0.544196,0.207059,63.1515,3.0872,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,14,16,0.1359,0.568867,0.211302,56.4917,3.0604,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,16,18,0.1168,0.574257,0.242293,50.4819,3.9545,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,18,20,0.1253,0.620736,0.245912,56.2747,3.3413,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,20,22,0.1271,0.603203,0.25276499999999996,62.1527,3.1179,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,22,24,0.205,0.417501,0.137154,50.3815,2.2884,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,24,26,0.3898,0.226474,0.078394,11.0701,1.1683,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,26,28,0.564,0.156355,0.059298,3.4865,0.7498,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,28,30,0.7629,0.113276,0.040099,1.7161,0.4882,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,30,32,0.9351,0.105329,0.03557599999999999,0.1352,0.5032,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,32,34,0.9748,0.100913,0.036295,0.2719,0.4683,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,34,36,0.9458,0.109127,0.035332,-0.6067,0.5122,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,36,38,0.9086,0.110085,0.173665,0.3224,0.4658,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS2156,2156_2,38,40,0.8481,0.102604,0.033331,-0.669,0.5898,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,0,2,0.3061,0.239214,0.097731,20.0861,1.3391,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,2,4,0.2495,0.212892,0.087164,23.5025,1.7678,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,4,6,0.245,0.210876,0.084207,25.443,1.5748,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,6,8,0.255,0.23319,0.090884,20.1188,1.6961,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,8,10,0.2228,0.234118,0.08843999999999999,20.0739,1.3077,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,10,12,0.2756,0.194444,0.067109,8.1888,1.272,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,12,14,0.1576,0.453753,0.185072,9.2424,2.0949,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,14,16,0.127,0.491327,0.20493099999999995,11.4722,2.6004,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,16,18,0.1419,0.510277,0.196116,11.8058,2.5261,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,18,20,0.1213,0.480079,0.215401,17.6184,2.732,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,20,22,0.1372,0.571491,0.266086,105.0959,3.427,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,22,24,0.1319,0.590213,0.265657,195.1789,3.8371,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,24,26,0.1627,0.5081289999999999,0.244892,103.9634,2.9285,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,26,28,0.1473,0.405054,0.17906300000000003,30.8358,2.6835,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,28,30,0.2197,0.269017,0.114317,8.1189,1.8004,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,30,32,0.4492,0.137794,0.045773,2.4915,0.9288,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,32,34,0.5846,0.097359,0.020933,0.0508,0.8644,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,34,36,0.7305,0.090957,0.02230799999999999,0.6899,0.4651,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,36,38,0.6069,0.08562099999999999,0.020522,-0.3185,0.7248,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_1,38,40,0.5716,0.107317,0.034699,-0.1823,0.8333,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,0,2,0.1774,0.264721,0.106898,16.2025,6.8369,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,2,4,0.2223,0.234994,0.095694,14.6818,5.5239,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,4,6,0.3172,0.227642,0.094446,18.6236,3.9263,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,6,8,0.2529,0.23167,0.081904,14.2106,4.601,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,8,10,0.2176,0.294501,0.114506,5.619,5.6892,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,10,12,0.1255,0.434966,0.189604,16.7016,10.1305,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,12,14,0.1488,0.467054,0.212879,5.7053,7.8837,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,14,16,0.1178,0.462029,0.21991599999999997,18.9273,10.1916,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,16,18,0.1356,0.490183,0.242713,21.581,8.0127,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,18,20,0.1062,0.570387,0.285577,10.1683,11.0399,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,20,22,0.0993,0.569335,0.277999,55.0654,12.0258,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,22,24,0.1124,0.588908,0.260609,67.7545,10.876,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,24,26,0.0856,0.597043,0.33966799999999997,86.8419,14.0193,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,26,28,0.1169,0.480028,0.213325,1.0006,10.5779,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,28,30,0.2981,0.189655,0.061517,5.2848,4.3082,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,30,32,0.4289,0.149646,0.04282,0.4845,2.7955,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,32,34,0.5444,0.105743,0.016996,0.3806,2.2249,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,34,36,0.5878,0.08452,0.012378,2.0313,2.0584,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,36,38,0.7003,0.072533,0.017181,1.1358,1.6827,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,38,40,0.4548,0.085519,0.026258,3.9363,2.6617,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0128_H,0128_H_2,40,42,0.3465,0.177121,0.066515,0.3684,3.3612,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,0,2,0.2644,0.141241,0.036664,3.0496,1.0165,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,2,4,0.3717,0.102941,0.013925,2.4434,1.0615,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,4,6,0.1651,0.338752,0.129514,9.3576,2.0417,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,6,8,0.1735,0.568827,0.10902,9.6836,1.4203,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,8,10,0.1134,0.653409,0.153641,8.9565,2.2062,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,10,12,0.1436,0.373339,0.134411,11.7002,1.69,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,12,14,0.1456,0.391502,0.116512,8.7171,2.5126,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,14,16,0.1216,0.451327,0.137683,16.0202,2.662,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,16,18,0.1049,0.493229,0.188416,20.2512,3.3867,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,18,20,0.1139,0.447705,0.206044,32.8796,3.0586,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,20,22,0.1636,0.30761,0.111829,38.5744,1.7804,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,22,24,0.2868,0.190528,0.04142299999999999,32.3229,1.5355,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,24,26,0.685,0.145699,0.011102,13.5993,0.7507,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,26,28,0.1584,0.326389,0.070042,45.3795,2.6344,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,28,30,0.1472,0.408863,0.133967,25.8453,2.6821,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,30,32,0.1703,0.359375,0.100644,18.5881,2.2089,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,32,34,0.1618,0.403455,0.132934,15.047,2.2103,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,34,36,0.1747,0.33751600000000004,0.141858,12.3974,1.6459,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,36,38,0.1961,0.267516,0.111223,9.8789,1.9684,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,38,40,0.2559,0.167525,0.060492,6.4998,1.4444,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,40,42,0.307,0.170287,0.050525,2.8536,1.4152,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,42,44,0.1396,0.53633,0.164693,5.4418,2.3322,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,44,46,0.1259,0.5,0.224735,3.3703,2.6608,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,46,48,0.1073,0.559434,0.247515,5.9195,2.5689,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,48,50,0.1407,0.425558,0.198524,6.8784,2.3395,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,50,52,0.1428,0.434657,0.202991,-0.6833,1.7257,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,52,54,0.2137,0.300504,0.10761,2.0086,1.1528,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_1,54,56,0.2627,0.23527,0.083339,2.4243,1.4095,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,0,2,0.062,0.249735,0.072742,0.458,12.2733,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,2,4,0.2155,0.21438,0.062707,5.2921,3.2375,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,4,6,0.2457,0.26779800000000004,0.048479,5.67,3.1151,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,6,8,0.2393,0.25724,0.046728,3.605,3.1659,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,8,10,0.1431,0.367604,0.096834,6.0857,3.8457,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,10,12,0.1444,0.382098,0.144102,14.2006,5.1389,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,12,14,0.1519,0.33886099999999997,0.114046,14.4772,4.9742,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,14,16,0.1687,0.311441,0.137004,19.3348,4.2427,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,16,18,0.146,0.323574,0.131288,6.6468,5.3025,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,18,20,0.1526,0.341331,0.145899,6.0054,5.1929,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,20,22,0.1744,0.302564,0.090922,20.1206,4.4912,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,22,24,0.2324,0.21889,0.077603,26.9583,2.4663,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,24,26,0.4624,0.08476,0.022162,13.4812,1.8079,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,26,28,0.841,0.03728899999999999,0.01401899999999999,8.0545,0.9506,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,28,30,0.3288,0.118841,0.02101999999999999,23.6594,2.4697,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,30,32,0.1435,0.381246,0.08149800000000001,21.5819,5.6734,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,32,34,0.1679,0.327696,0.098446,11.6477,4.5987,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,34,36,0.1295,0.389034,0.123162,7.6927,3.3721,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,36,38,0.1576,0.375859,0.162606,9.9347,4.6362,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,38,40,0.1893,0.316351,0.131743,7.9112,3.6494,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,40,42,0.2025,0.247924,0.089168,5.1299,2.6631,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,42,44,0.4029,0.117668,0.026501,2.7376,1.9415,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,44,46,0.5479,0.080938,0.017953,-1.1753,1.4278,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,46,48,0.221,0.252259,0.08852600000000001,3.2359,3.2828,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,48,50,0.1441,0.417609,0.167549,-7.6085,5.1062,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,50,52,0.1105,0.530809,0.199306,8.677,4.8519,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,52,54,0.1382,0.411765,0.196103,5.7099,5.1779,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0135_H,0135_H_2,54,56,0.1363,0.44097,0.185878,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0147_H,0147_H_1,0,2,0.6493,0.092547,0.01051199999999999,0.1989,0.7477,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,2,4,0.5485,0.121544,0.025141,1.135,0.8513,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,4,6,0.6398,0.113605,0.019595,2.1716,0.7445,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,6,8,0.5916,0.113567,0.020835,1.6355,0.5851,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,8,10,0.7443,0.075325,0.013002,-0.076,0.669,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,10,12,0.5786,0.107248,0.020118,1.6899,0.7666,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,12,14,0.4085,0.219842,0.030559,1.3616,0.8406,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,14,16,0.4373,0.165766,0.044162,2.9754,1.1252,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,16,18,0.5093,0.15928699999999998,0.031625,1.5761,1.0199,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,18,20,0.4593,0.168297,0.03919,3.8087,1.0315,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,20,22,0.4702,0.159945,0.034998,3.0839,1.0396,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,22,24,0.3751,0.209636,0.058063,5.0035,1.2637,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,24,26,0.3931,0.201327,0.059497,8.7989,1.3249,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,26,28,0.5167,0.14846399999999998,0.037968,10.5408,1.0156,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,28,30,0.5415,0.133256,0.035148,14.2551,0.9966,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,30,32,0.5011,0.174975,0.032847,15.5118,1.1096,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,32,34,0.5788,0.11684,0.023601,10.1536,0.8173,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,34,36,0.4438,0.16437200000000002,0.046111,9.9135,1.1519,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,36,38,0.5358,0.13498200000000002,0.0344,4.6679,0.9238,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,38,40,0.4631,0.156976,0.04259699999999999,3.5075,1.0604,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,40,42,0.4551,0.172936,0.05157,1.3238,1.1111,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_1,42,44,0.4207,0.189147,0.05474599999999999,1.0573,1.0784,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,0,2,0.662,0.089434,0.02294999999999999,0.0415,0.7725,NA,single set of methods,becquerelsPerKilogram
