study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_sample_mass,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_volume,loss_on_ignition_sample_mass,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,c14_counting_method,dating_notes,age_depth_model_reference,age_depth_model_notes
Rodriguez_et_al_2022,single set of methods,vibracore,,sediment sieved,0.063,not specified,105,16,,,time approximate,550,4,,,time approximate,modeled,FALSE,none specified,Craft regression,organic carbon,,,,,,,AMS,CALIB 7.1 or CALIBomb used to calibrate ages. Dates were chosen base on highest certainty unless stratigraphic position or aerial photography provided a better estimate.,core collection date,
