study_id,site_id,core_id,position_method,position_notes,habitat,latitude,longitude
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_25,NA,NA,unvegetated,2.299466,104.093812
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_26,NA,NA,unvegetated,2.280786,104.104179
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_3,NA,NA,seagrass,2.306298,104.093123
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_4,NA,NA,seagrass,2.303648,104.093509
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_5,NA,NA,seagrass,2.301143,104.093759
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_6,NA,NA,seagrass,2.298872,104.095089
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_7,NA,NA,seagrass,2.294371,104.097415
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_8,NA,NA,seagrass,2.290997,104.099739
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_9,NA,NA,seagrass,2.289241,104.107267
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_1,NA,NA,unvegetated,25.1481,-80.5752
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_2,NA,NA,seagrass,25.0642,-80.6277
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_3,NA,NA,unvegetated,25.0642,-80.6277
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_4,NA,NA,seagrass,25.024,-80.6543
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_5,NA,NA,unvegetated,25.024,-80.6543
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_6,NA,NA,seagrass,25.0738,-80.7367
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_7,NA,NA,seagrass,25.0536,-80.7541
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_8,NA,NA,seagrass,25.1481,-80.5752
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_1,NA,NA,seagrass,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_10,NA,NA,seagrass,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_11,NA,NA,seagrass,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_2,NA,NA,seagrass,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_3,NA,NA,seagrass,-26.0566,32.0566
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_4,NA,NA,seagrass,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_5,NA,NA,seagrass,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_6,NA,NA,seagrass,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_7,NA,NA,seagrass,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_8,NA,NA,seagrass,-26.0566,32.0566
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_9,NA,NA,seagrass,-26.0566,32.0566
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_1,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_10,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_11,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_12,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_13,NA,NA,unvegetated,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_2,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_3,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_4,NA,NA,unvegetated,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_5,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_6,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_7,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_8,NA,NA,seagrass,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_9,NA,NA,unvegetated,7.50765,99.3033
Pulich_1985,Redfish_Bay,Pulich_1985_1,NA,NA,seagrass,27.75,-97.23
Pulich_1985,Laguna_Madre,Pulich_1985_2,NA,NA,seagrass,27.52,-97.3
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_1,NA,NA,unvegetated,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_2,NA,NA,seagrass,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_3,NA,NA,unvegetated,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_4,NA,NA,unvegetated,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_5,NA,NA,seagrass,-34.32,150.5
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_1,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_10,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_11,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_12,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_13,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_14,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_15,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_16,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_17,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_18,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_19,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_2,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_20,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_21,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_22,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_23,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_24,NA,NA,seagrass,43.423,3.643
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_3,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_4,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_5,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_6,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_7,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_8,NA,NA,seagrass,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_9,NA,NA,seagrass,45.233,12.26
Rosenfeld_1979,Florida_Bay,Rosenfeld_1979_1,NA,NA,unvegetated,25.0293,-80.5403
Serrano_unpublished,Portlligat_II,Serrano_unpublished_1,NA,NA,seagrass,42.293,3.293
Sfriso_and_Marcomini_1999,Petta_di_Po_-_Venice,Sfriso_and_Marcomini_1999_1,NA,NA,seagrass,45.39,12.33
Spivak_et_al_2009,Goodwin_islands,Spivak_et_al_2009_1,NA,NA,seagrass,37.2266,-76.3888
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_1,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_10,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_11,NA,NA,unvegetated,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_12,NA,NA,unvegetated,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_2,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_3,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_4,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_5,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_6,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_7,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_8,NA,NA,seagrass,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_9,NA,NA,seagrass,-40.4,144.5
Thimdee_et_al_2003,Khung_Krabaen_bay,Thimdee_et_al_2003_1,NA,NA,seagrass,12.5667,101.9
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_1,NA,NA,seagrass,34.7487,-76.4496
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_10,NA,NA,seagrass,34.6768,-76.501
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_11,NA,NA,seagrass,34.6722,-76.5958
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_12,NA,NA,seagrass,34.6809,-76.6107
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_13,NA,NA,seagrass,34.6554,-76.5228
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_14,NA,NA,seagrass,34.7214,-76.5755
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_15,NA,NA,seagrass,34.6684,-76.5828
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_16,NA,NA,seagrass,34.7221,-76.5775
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_17,NA,NA,seagrass,34.6925,-76.6188
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_18,NA,NA,seagrass,34.6925,-76.6188
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_2,NA,NA,seagrass,34.6909,-76.4983
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_3,NA,NA,seagrass,34.677,-76.5062
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_4,NA,NA,seagrass,34.6635,-76.5199
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_5,NA,NA,seagrass,34.6769,-76.5274
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_6,NA,NA,seagrass,34.7,-76.5946
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_7,NA,NA,seagrass,34.6947,-76.5962
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_8,NA,NA,seagrass,34.6725,-76.5263
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_9,NA,NA,seagrass,34.733,-76.4482
Van_Engeland_2010,Bay_of_Cadiz,Van_Engeland_2010_1,NA,NA,seagrass,36.47021944,-6.251963889
Van_Engeland_2010,Bay_of_Cadiz,Van_Engeland_2010_2,NA,NA,seagrass,36.47021944,-6.251963889
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_1,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,seagrass,54.96712,10.541442
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_2,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,seagrass,54.96712,10.541442
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_3,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,unvegetated,55.466667,11.083333
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_4,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,unvegetated,55.466667,11.083333
Yamamuro_et_al_1993,Dravuni_Is._Fiji,Yamamuro_et_al_1993_1,NA,NA,seagrass,-18.75,178.5
Yamamuro_et_al_1993,Dravuni_Is,Yamamuro_et_al_1993_2,NA,NA,unvegetated,-18.75,178.5
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_1,NA,NA,seagrass,25.083166666666667,-80.48901666666667
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_2,NA,NA,seagrass,25.05625,-80.71355
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_3,NA,NA,seagrass,25.12175,-80.80155
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_4,NA,NA,seagrass,24.98905,-80.84038333333334
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_5,NA,NA,seagrass,25.0534,-80.9101
