site_id,study_id,site_longitude_max,site_longitude_min,site_latitude_max,site_latitude_min,site_description
09WCC01,Smith_et_al_2015,-92.57195999999999,-92.65164,29.641306999999998,29.583503,Rockefeller Wildlife Refuge
