study_id,coring_method,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,cs137_counting_method,pb210_counting_method,excess_pb210_model,age_depth_model_reference
Messerschmidt_and_Kirwan_2020,push core,no obvious compaction,60,72,to constant weight,550,6,5,gamma,gamma,CRS,CE
