study_id,core_id,country,core_latitude,core_longitude
Osland_et_al_2016,lake_pontchartrain_24,United States,30.25044584,-89.87122302
Osland_et_al_2016,lake_pontchartrain_25,United States,30.25045579,-89.8712297
Osland_et_al_2016,lake_pontchartrain_26,United States,30.25047283,-89.87123274
Osland_et_al_2016,lake_pontchartrain_27,United States,30.25049856,-89.87124551
Osland_et_al_2016,lake_pontchartrain_28,United States,30.25051083,-89.87125071
Osland_et_al_2016,lake_pontchartrain_29,United States,30.25054106,-89.87126135
Osland_et_al_2016,lake_pontchartrain_3,United States,30.27926393,-89.98536122
Osland_et_al_2016,lake_pontchartrain_30,United States,30.25055274,-89.87126744
Osland_et_al_2016,lake_pontchartrain_31,United States,30.25057191,-89.87127368
Osland_et_al_2016,lake_pontchartrain_32,United States,30.25061008,-89.87128255
Osland_et_al_2016,lake_pontchartrain_33,United States,30.25064372,-89.87128948
Osland_et_al_2016,lake_pontchartrain_34,United States,30.2506628,-89.87130566
Osland_et_al_2016,lake_pontchartrain_35,United States,30.25083613,-89.87136405
Osland_et_al_2016,lake_pontchartrain_36,United States,30.25100827,-89.87142688
Osland_et_al_2016,lake_pontchartrain_37,United States,30.24360887,-89.86117802
Osland_et_al_2016,lake_pontchartrain_38,United States,30.24360927,-89.86116908
Osland_et_al_2016,lake_pontchartrain_39,United States,30.24361196,-89.86115504
Osland_et_al_2016,lake_pontchartrain_4,United States,30.27926006,-89.98535166
Osland_et_al_2016,lake_pontchartrain_40,United States,30.2436151,-89.86112737
Osland_et_al_2016,lake_pontchartrain_41,United States,30.24361819,-89.86112062
Osland_et_al_2016,lake_pontchartrain_42,United States,30.24362892,-89.86104163
Osland_et_al_2016,lake_pontchartrain_43,United States,30.24363312,-89.8610477
Osland_et_al_2016,lake_pontchartrain_44,United States,30.24363606,-89.86102218
Osland_et_al_2016,lake_pontchartrain_45,United States,30.24364586,-89.86097614
Osland_et_al_2016,lake_pontchartrain_46,United States,30.24368545,-89.86077155
Osland_et_al_2016,lake_pontchartrain_47,United States,30.24369177,-89.86073688
Osland_et_al_2016,lake_pontchartrain_48,United States,30.24370094,-89.86069884
Osland_et_al_2016,lake_pontchartrain_49,United States,30.24370662,-89.86067798
Osland_et_al_2016,lake_pontchartrain_5,United States,30.27925585,-89.98534188
Osland_et_al_2016,lake_pontchartrain_50,United States,30.24372395,-89.8606028
Osland_et_al_2016,lake_pontchartrain_51,United States,30.24372933,-89.86058592
Osland_et_al_2016,lake_pontchartrain_52,United States,30.24373015,-89.86057493
Osland_et_al_2016,lake_pontchartrain_53,United States,30.24915031,-89.84746498
Osland_et_al_2016,lake_pontchartrain_54,United States,30.2491584,-89.84746495
Osland_et_al_2016,lake_pontchartrain_55,United States,30.2491783,-89.847461
Osland_et_al_2016,lake_pontchartrain_56,United States,30.24920695,-89.84745598
Osland_et_al_2016,lake_pontchartrain_57,United States,30.24924193,-89.84745328
Osland_et_al_2016,lake_pontchartrain_58,United States,30.24925963,-89.84744985
Osland_et_al_2016,lake_pontchartrain_59,United States,30.24926603,-89.84744505
Osland_et_al_2016,lake_pontchartrain_6,United States,30.27925228,-89.98533379
Osland_et_al_2016,lake_pontchartrain_60,United States,30.24927824,-89.84744193
Osland_et_al_2016,lake_pontchartrain_61,United States,30.24929376,-89.84744372
Osland_et_al_2016,lake_pontchartrain_62,United States,30.24931796,-89.84743779
Osland_et_al_2016,lake_pontchartrain_63,United States,30.24934245,-89.84743502
Osland_et_al_2016,lake_pontchartrain_64,United States,30.24937534,-89.84742969
Osland_et_al_2016,lake_pontchartrain_65,United States,30.24955019,-89.8473762
Osland_et_al_2016,lake_pontchartrain_66,United States,30.24973208,-89.8473202
Osland_et_al_2016,lake_pontchartrain_67,United States,30.28103236,-89.94584411
Osland_et_al_2016,lake_pontchartrain_68,United States,30.28102347,-89.94583404
Osland_et_al_2016,lake_pontchartrain_69,United States,30.2810111,-89.94582685
Osland_et_al_2016,lake_pontchartrain_7,United States,30.27924966,-89.98532475
Osland_et_al_2016,lake_pontchartrain_70,United States,30.28100184,-89.94582295
Osland_et_al_2016,lake_pontchartrain_71,United States,30.28099292,-89.9458171
Osland_et_al_2016,lake_pontchartrain_72,United States,30.28098851,-89.94580847
Osland_et_al_2016,lake_pontchartrain_73,United States,30.28097411,-89.94580158
Osland_et_al_2016,lake_pontchartrain_74,United States,30.28096298,-89.94578744
Osland_et_al_2016,lake_pontchartrain_75,United States,30.28094561,-89.94577465
Osland_et_al_2016,lake_pontchartrain_76,United States,30.28092494,-89.94575436
Osland_et_al_2016,lake_pontchartrain_77,United States,30.28090629,-89.94573864
Osland_et_al_2016,lake_pontchartrain_78,United States,30.28088429,-89.94571305
Osland_et_al_2016,lake_pontchartrain_79,United States,30.28087358,-89.9456997
Osland_et_al_2016,lake_pontchartrain_8,United States,30.27924804,-89.98531437
Osland_et_al_2016,lake_pontchartrain_80,United States,30.28076223,-89.94558287
Osland_et_al_2016,lake_pontchartrain_81,United States,30.28075376,-89.94557346
Osland_et_al_2016,lake_pontchartrain_82,United States,30.28074317,-89.94556332
Osland_et_al_2016,lake_pontchartrain_83,United States,30.28072896,-89.94554699
Osland_et_al_2016,lake_pontchartrain_84,United States,30.28071308,-89.94552929
Osland_et_al_2016,lake_pontchartrain_85,United States,30.28069343,-89.94551181
Osland_et_al_2016,lake_pontchartrain_86,United States,30.28065589,-89.94549656
Osland_et_al_2016,lake_pontchartrain_87,United States,30.26396082,-89.94946436
Osland_et_al_2016,lake_pontchartrain_88,United States,30.26397081,-89.94945428
Osland_et_al_2016,lake_pontchartrain_89,United States,30.26398047,-89.94944498
Osland_et_al_2016,lake_pontchartrain_9,United States,30.2792485,-89.98530374
Osland_et_al_2016,lake_pontchartrain_90,United States,30.2639942,-89.9494274
Osland_et_al_2016,lake_pontchartrain_91,United States,30.26400212,-89.94941234
Osland_et_al_2016,lake_pontchartrain_92,United States,30.26401191,-89.94939748
Osland_et_al_2016,lake_pontchartrain_93,United States,30.26401995,-89.94938631
Osland_et_al_2016,lake_pontchartrain_94,United States,30.26403168,-89.94937388
Osland_et_al_2016,lake_pontchartrain_95,United States,30.26404809,-89.94934992
Osland_et_al_2016,lake_pontchartrain_96,United States,30.26406757,-89.94932691
Osland_et_al_2016,lake_pontchartrain_97,United States,30.26408227,-89.9493084
Osland_et_al_2016,lake_pontchartrain_98,United States,30.26410923,-89.94927439
Osland_et_al_2016,lake_pontchartrain_99,United States,30.26423239,-89.94911924
Nyman_et_al_1993,lapeur1,United States,29.302356,-90.514482
Nyman_et_al_1993,lapeur2,United States,29.302356,-90.514482
Larned_2003,Larned_2003_1,United States,44.6,-124
Larned_2003,Larned_2003_2,United States,44.6,-124
Larned_2003,Larned_2003_3,United States,44.6,-124
Larned_2003,Larned_2003_4,United States,44.6,-124
Larned_2003,Larned_2003_5,United States,44.6,-124
Larned_2003,Larned_2003_6,United States,44.6,-124
Boyd_2012,LC1,United States,39.145008,-75.423547
Boyd_2012,LC2,United States,39.151014,-75.414794
Boyd_2012,LC3,United States,39.157496,-75.426916
Lewis_et_al_2007,Lewis_et_al_2007_1,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_10,United States,29.868,-85.366
Lewis_et_al_2007,Lewis_et_al_2007_11,United States,29.868,-85.366
Lewis_et_al_2007,Lewis_et_al_2007_14,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_15,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_16,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_17,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_18,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_19,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_2,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_20,United States,30.335,-87.239
Lewis_et_al_2007,Lewis_et_al_2007_21,United States,30.416,-86.573
Lewis_et_al_2007,Lewis_et_al_2007_22,United States,30.081,-85.494
Lewis_et_al_2007,Lewis_et_al_2007_23,United States,29.868,-85.366
Lewis_et_al_2007,Lewis_et_al_2007_24,United States,29.868,-85.366
Lewis_et_al_2007,Lewis_et_al_2007_3,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_4,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_5,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_6,United States,30.376,-87.012
Lewis_et_al_2007,Lewis_et_al_2007_7,United States,30.335,-87.239
Lewis_et_al_2007,Lewis_et_al_2007_8,United States,30.416,-86.573
Lewis_et_al_2007,Lewis_et_al_2007_9,United States,30.081,-85.494
Gerlach_et_al_2017,LI_15_5D,United States,26.968293,-82.005617
Poppe_and_Rybczyk_2019,LM1_10,United States,48.187,-122.363
Poppe_and_Rybczyk_2019,LM1_9,United States,48.188,-122.363
Poppe_and_Rybczyk_2019,LM3_13,United States,48.201,-122.373
Poppe_and_Rybczyk_2019,LM3_16,United States,48.201,-122.373
Poppe_and_Rybczyk_2019,LM4_23,United States,48.216,-122.37
Poppe_and_Rybczyk_2019,LM4_24,United States,48.216,-122.37
Poppe_and_Rybczyk_2019,LM5_3,United States,48.226,-122.384
Poppe_and_Rybczyk_2019,LM5_4,United States,48.226,-122.383
Gerlach_et_al_2017,LMR_14_9B,United States,27.698092,-82.455872
Osland_et_al_2016,lower_laguna_madre_1,United States,26.35445132,-97.3635019
Osland_et_al_2016,lower_laguna_madre_10,United States,26.35390823,-97.36323329
Osland_et_al_2016,lower_laguna_madre_11,United States,26.35389727,-97.36322653
Osland_et_al_2016,lower_laguna_madre_12,United States,26.35388895,-97.3632216
Osland_et_al_2016,lower_laguna_madre_13,United States,26.35388198,-97.36321734
Osland_et_al_2016,lower_laguna_madre_14,United States,26.3538753,-97.36321279
Osland_et_al_2016,lower_laguna_madre_15,United States,26.35386267,-97.36320524
Osland_et_al_2016,lower_laguna_madre_16,United States,26.35382876,-97.36318498
Osland_et_al_2016,lower_laguna_madre_17,United States,26.35366251,-97.36309472
Osland_et_al_2016,lower_laguna_madre_18,United States,26.3536445,-97.3630832
Osland_et_al_2016,lower_laguna_madre_19,United States,26.3536326,-97.36307501
Osland_et_al_2016,lower_laguna_madre_2,United States,26.35444612,-97.36350001
Osland_et_al_2016,lower_laguna_madre_20,United States,26.35359357,-97.36305369
Osland_et_al_2016,lower_laguna_madre_21,United States,26.35357257,-97.36304177
Osland_et_al_2016,lower_laguna_madre_22,United States,26.3535617,-97.36303609
Osland_et_al_2016,lower_laguna_madre_23,United States,26.35342079,-97.36295424
Osland_et_al_2016,lower_laguna_madre_24,United States,26.35337257,-97.36292741
Osland_et_al_2016,lower_laguna_madre_25,United States,26.35330188,-97.36288533
Osland_et_al_2016,lower_laguna_madre_26,United States,26.35314004,-97.36279479
Osland_et_al_2016,lower_laguna_madre_27,United States,26.35297687,-97.36270611
Osland_et_al_2016,lower_laguna_madre_28,United States,26.35752157,-97.34921152
Osland_et_al_2016,lower_laguna_madre_29,United States,26.35750029,-97.34921475
Osland_et_al_2016,lower_laguna_madre_3,United States,26.35443954,-97.36349779
Osland_et_al_2016,lower_laguna_madre_30,United States,26.35749029,-97.34921599
Osland_et_al_2016,lower_laguna_madre_31,United States,26.3574816,-97.34921711
Osland_et_al_2016,lower_laguna_madre_32,United States,26.35746261,-97.34922169
Osland_et_al_2016,lower_laguna_madre_33,United States,26.35744494,-97.34921747
Osland_et_al_2016,lower_laguna_madre_34,United States,26.35729796,-97.34920387
Osland_et_al_2016,lower_laguna_madre_35,United States,26.35728803,-97.34920299
Osland_et_al_2016,lower_laguna_madre_36,United States,26.35728156,-97.34920095
Osland_et_al_2016,lower_laguna_madre_4,United States,26.35443284,-97.36349692
Osland_et_al_2016,lower_laguna_madre_5,United States,26.35441273,-97.36349159
Osland_et_al_2016,lower_laguna_madre_6,United States,26.3543306,-97.36344948
Osland_et_al_2016,lower_laguna_madre_7,United States,26.3541963,-97.36338298
Osland_et_al_2016,lower_laguna_madre_8,United States,26.35406638,-97.3633227
Osland_et_al_2016,lower_laguna_madre_9,United States,26.35392023,-97.36324154
Nuttle_1996,lsc,United States,37.458128,-75.832121
Nuttle_1996,lsp,United States,37.454314,-75.828382
Chen_and_Twilley_1999,M0018,United States,25.362304,-81.108188
Chen_and_Twilley_1999,M0019,United States,25.365286,-81.08602
Chen_and_Twilley_1999,M0020,United States,25.378163,-81.033439
Chen_and_Twilley_1999,M0021,United States,25.417346,-80.954333
Bianchi_et_al_2012,M0201,United States,27.942287,-97.027392
Bianchi_et_al_2012,M0202,United States,27.94253,-97.027563
Osland_et_al_2012,M0331,United States,27.5195,-82.6707
Osland_et_al_2012,M0332,United States,27.5353,-82.6324
Osland_et_al_2012,M0333,United States,27.67697663,-82.50315615
Osland_et_al_2012,M0334,United States,27.66978655,-82.51478185
Osland_et_al_2012,M0335,United States,27.69477443,-82.51293104
Osland_et_al_2012,M0336,United States,27.60241533,-82.56042559
Osland_et_al_2012,M0337,United States,27.74003721,-82.46203998
Osland_et_al_2012,M0338,United States,27.78192745,-82.41624855
Osland_et_al_2012,M0339,United States,27.83455574,-82.38990985
Marchio_et_al_2016,M0340,United States,26.086661,-81.77043
Marchio_et_al_2016,M0341,United States,26.100468,-81.7826
Marchio_et_al_2016,M0342,United States,26.089686,-81.784264
Marchio_et_al_2016,M0343,United States,26.096171,-81.784197
Marchio_et_al_2016,M0344,United States,26.088179,-81.78075
Marchio_et_al_2016,M0345,United States,26.096911,-81.782674
Marchio_et_al_2016,M0346,United States,26.088127,-81.772269
Breithaupt_et_al_2014,M0647,United States,25.363829,-81.07877
Breithaupt_et_al_2014,M0648,United States,25.363643,-81.078785
Breithaupt_et_al_2014,M0649,United States,25.363845,-81.076752
Breithaupt_et_al_2014,M0650,United States,25.36285,-81.078073
Breithaupt_et_al_2014,M0651,United States,25.36268,-81.07793
Smoak_et_al_2013,M0690,United States,25.42348611,-81.06044722
Chmura_et_al_2003,M0973,United States,26,-81.7
Chmura_et_al_2003,M0974,United States,26,-81.7
Cahoon_and_Lynch_1997,M1302,United States,26.020678,-81.734284
Cahoon_and_Lynch_1997,M1303,United States,26.020463,-81.733491
Cahoon_and_Lynch_1997,M1304,United States,26.028615,-81.742777
Cahoon_and_Lynch_1997,M1305,United States,26.024445,-81.746804
Lee_and_Baker_1972,M1332,United States,21.437496,-157.811985
NCSS,M1710,United States,25.88,-81.37
NCSS,M1735,United States,26.48,-81.96
NCSS,M1737,United States,26.87,-82.04
NCSS,M1738,United States,27.72,-80.41
Poppe_et_al_2019,MA_A,United States,48.0382,-122.1634
Poppe_et_al_2019,MA_B,United States,48.0382,-122.1634
Hill_and_Anisfeld_2015,MC,United States,40.95388,-73.69877
Doughty_et_al_2016,MC-01A,United States,28.580888,-80.671843
Doughty_et_al_2016,MC-01B,United States,28.580905,-80.671836
Doughty_et_al_2016,MC-01C,United States,28.580887,-80.671875
Doughty_et_al_2016,MC-02A,United States,28.581291,-80.67299
Doughty_et_al_2016,MC-02B,United States,28.581354,-80.672805
Doughty_et_al_2016,MC-02C,United States,28.581485,-80.672599
Doughty_et_al_2016,MC-03A,United States,28.581137,-80.671097
Doughty_et_al_2016,MC-03B,United States,28.581147,-80.671113
Doughty_et_al_2016,MC-03C,United States,28.581157,-80.67109
Doughty_et_al_2016,MC-04A,United States,28.579554,-80.670966
Doughty_et_al_2016,MC-04B,United States,28.579554,-80.670988
Doughty_et_al_2016,MC-04C,United States,28.579578,-80.670964
Doughty_et_al_2016,MC-05A,United States,28.581055,-80.671117
Doughty_et_al_2016,MC-05B,United States,28.581001,-80.671087
Doughty_et_al_2016,MC-05C,United States,28.580958,-80.671069
Doughty_et_al_2016,MC-06A,United States,28.581564,-80.670823
Doughty_et_al_2016,MC-06B,United States,28.581573,-80.670814
Doughty_et_al_2016,MC-06C,United States,28.581595,-80.670766
Doughty_et_al_2016,MC-07A,United States,28.580784,-80.671628
Doughty_et_al_2016,MC-07B,United States,28.580747,-80.671592
Doughty_et_al_2016,MC-07C,United States,28.580822,-80.671575
Doughty_et_al_2016,MC-08A,United States,28.580901,-80.673758
Doughty_et_al_2016,MC-08B,United States,28.58084,-80.673743
Doughty_et_al_2016,MC-08C,United States,28.580961,-80.673786
Doughty_et_al_2016,MC-09A,United States,28.581002,-80.673914
Doughty_et_al_2016,MC-09B,United States,28.581012,-80.673938
Doughty_et_al_2016,MC-10A,United States,28.709707,-80.738656
Doughty_et_al_2016,MC-10B,United States,28.709732,-80.738672
Doughty_et_al_2016,MC-10C,United States,28.709742,-80.738696
Doughty_et_al_2016,MC-11A,United States,28.709622,-80.738771
Doughty_et_al_2016,MC-11B,United States,28.709587,-80.738723
Doughty_et_al_2016,MC-11C,United States,28.709591,-80.738687
Doughty_et_al_2016,MC-12A,United States,28.709298,-80.73815
Doughty_et_al_2016,MC-12B,United States,28.709307,-80.738184
Doughty_et_al_2016,MC-12C,United States,28.709381,-80.738117
Doughty_et_al_2016,MC-13A,United States,28.709172,-80.738231
Doughty_et_al_2016,MC-13B,United States,28.709139,-80.738306
Doughty_et_al_2016,MC-13C,United States,28.709175,-80.738305
Doughty_et_al_2016,MC-14A,United States,28.709361,-80.738955
Doughty_et_al_2016,MC-14B,United States,28.709352,-80.738939
Doughty_et_al_2016,MC-14C,United States,28.709339,-80.738954
Doughty_et_al_2016,MC-15A,United States,28.707924,-80.738135
Doughty_et_al_2016,MC-15B,United States,28.707926,-80.738173
Doughty_et_al_2016,MC-15C,United States,28.707953,-80.738194
Doughty_et_al_2016,MC-16A,United States,28.708039,-80.738085
Doughty_et_al_2016,MC-16B,United States,28.70806,-80.738134
Doughty_et_al_2016,MC-16C,United States,28.708052,-80.738162
Doughty_et_al_2016,MC-17A,United States,28.707999,-80.738076
Doughty_et_al_2016,MC-17B,United States,28.708023,-80.738149
Doughty_et_al_2016,MC-17C,United States,28.708024,-80.738208
Doughty_et_al_2016,MC-18A,United States,28.70822,-80.738028
Doughty_et_al_2016,MC-18B,United States,28.708207,-80.737974
Doughty_et_al_2016,MC-18C,United States,28.708193,-80.737976
Doughty_et_al_2016,MC-19A,United States,28.490304,-80.723394
Doughty_et_al_2016,MC-19B,United States,28.49026,-80.723387
Doughty_et_al_2016,MC-19C,United States,28.490288,-80.723423
Doughty_et_al_2016,MC-20A,United States,28.490444,-80.723378
Doughty_et_al_2016,MC-20B,United States,28.490484,-80.723356
Doughty_et_al_2016,MC-20C,United States,28.490504,-80.723322
Doughty_et_al_2016,MC-21A,United States,28.490523,-80.723405
Doughty_et_al_2016,MC-21B,United States,28.490526,-80.723411
Doughty_et_al_2016,MC-21C,United States,28.49047,-80.72343
Doughty_et_al_2016,MC-22A,United States,28.490777,-80.722877
Doughty_et_al_2016,MC-22B,United States,28.49075,-80.722922
Doughty_et_al_2016,MC-22C,United States,28.490709,-80.722914
Doughty_et_al_2016,MC-23,United States,28.581773,-80.670524
Doughty_et_al_2016,MC-23A,United States,28.58174,-80.670576
Doughty_et_al_2016,MC-23B,United States,28.581749,-80.670544
Nyman_et_al_1993,mdeMangu1,United States,29.330633,-90.578615
Nyman_et_al_1993,mdeMangu2,United States,29.330633,-90.578615
Boyd_2012,MH1,United States,39.172129,-75.415222
Boyd_2012,MH2,United States,39.162247,-75.420234
Boyd_2012,MH3,United States,39.162596,-75.427651
Nyman_et_al_1993,mid1,United States,29.323486,-90.592312
Nyman_et_al_1993,mid2,United States,29.323486,-90.592312
Osland_et_al_2016,mission_aransas_bay_40,United States,28.06102113,-97.23431079
Osland_et_al_2016,mission_aransas_bay_41,United States,28.06101122,-97.23430312
Osland_et_al_2016,mission_aransas_bay_42,United States,28.0610008,-97.23429651
Osland_et_al_2016,mission_aransas_bay_43,United States,28.06099702,-97.23428801
Osland_et_al_2016,mission_aransas_bay_44,United States,28.06098662,-97.23428621
Osland_et_al_2016,mission_aransas_bay_45,United States,28.06097755,-97.23428066
Osland_et_al_2016,mission_aransas_bay_46,United States,28.06084181,-97.23415969
Osland_et_al_2016,mission_aransas_bay_47,United States,28.06077415,-97.23409655
Osland_et_al_2016,mission_aransas_bay_48,United States,28.06076626,-97.2340902
Osland_et_al_2016,mission_aransas_bay_49,United States,28.06075448,-97.23408206
Osland_et_al_2016,mission_aransas_bay_50,United States,28.06074726,-97.23407575
Osland_et_al_2016,mission_aransas_bay_51,United States,28.06072494,-97.23405323
Osland_et_al_2016,mission_aransas_bay_52,United States,28.06069906,-97.23403383
Osland_et_al_2016,mission_aransas_bay_53,United States,28.06058645,-97.23393549
Osland_et_al_2016,mission_aransas_bay_54,United States,28.06057202,-97.23392358
Osland_et_al_2016,mission_aransas_bay_55,United States,28.06055797,-97.23391247
Osland_et_al_2016,mission_aransas_bay_56,United States,28.06054519,-97.23390097
Osland_et_al_2016,mission_aransas_bay_57,United States,28.06053795,-97.23389392
Osland_et_al_2016,mission_aransas_bay_58,United States,28.06052923,-97.23388353
Osland_et_al_2016,mission_aransas_bay_59,United States,28.06048125,-97.23383759
Osland_et_al_2016,mission_aransas_bay_60,United States,28.06047244,-97.23382729
Osland_et_al_2016,mission_aransas_bay_61,United States,28.06046564,-97.23382173
Osland_et_al_2016,mission_aransas_bay_62,United States,28.06045831,-97.23381483
Osland_et_al_2016,mission_aransas_bay_63,United States,28.06045126,-97.23380932
Osland_et_al_2016,mission_aransas_bay_64,United States,28.06044594,-97.23380387
Osland_et_al_2016,mission_aransas_bay_65,United States,28.06043364,-97.23379908
Osland_et_al_2016,mission_aransas_bay_66,United States,28.06004905,-97.23657697
Osland_et_al_2016,mission_aransas_bay_67,United States,28.06005781,-97.23658339
Osland_et_al_2016,mission_aransas_bay_68,United States,28.0600653,-97.23658347
Osland_et_al_2016,mission_aransas_bay_69,United States,28.06021327,-97.23669976
Osland_et_al_2016,mission_aransas_bay_70,United States,28.06031705,-97.23678418
Osland_et_al_2016,mission_aransas_bay_71,United States,28.06035501,-97.23681232
Osland_et_al_2016,mission_aransas_bay_72,United States,28.06034174,-97.23680211
Osland_et_al_2016,mission_aransas_bay_73,United States,28.06036325,-97.23681956
Osland_et_al_2016,mission_aransas_bay_74,United States,28.06037633,-97.23683055
Osland_et_al_2016,mission_aransas_bay_75,United States,28.06038172,-97.23683556
Osland_et_al_2016,mission_aransas_bay_76,United States,28.06038783,-97.23683873
Osland_et_al_2016,mission_aransas_bay_77,United States,28.06039594,-97.23684691
Osland_et_al_2016,mission_aransas_bay_78,United States,28.06040462,-97.23684821
Osland_et_al_2016,mission_aransas_bay_79,United States,28.05975371,-97.23671468
Osland_et_al_2016,mission_aransas_bay_80,United States,28.0597589,-97.23671908
Osland_et_al_2016,mission_aransas_bay_81,United States,28.0597632,-97.23673035
Osland_et_al_2016,mission_aransas_bay_82,United States,28.05985793,-97.23689891
Osland_et_al_2016,mission_aransas_bay_83,United States,28.05988166,-97.23694776
Osland_et_al_2016,mission_aransas_bay_84,United States,28.05989542,-97.23696656
Osland_et_al_2016,mission_aransas_bay_85,United States,28.05991801,-97.2370087
Osland_et_al_2016,mission_aransas_bay_86,United States,28.06000565,-97.23717417
Osland_et_al_2016,mission_aransas_bay_87,United States,28.060055,-97.237439
Merrill_1999,Monie_Bay_1,United States,38.2281,-75.7822
Merrill_1999,Monie_Bay_3,United States,38.23,-75.8116
Merrill_1999,Monie_Bay_4,United States,38.2199,-75.8242
Merrill_1999,Monie_Bay_5,United States,38.2085,-75.8036
Merrill_1999,Monie_Bay_6,United States,38.1971,-75.8291
Merrill_1999,Monie_Bay_7,United States,38.2286,-75.7959
Boyd_et_al_2017,MR1,United States,39.242347,-75.011272
Unger_et_al_2016,MR1U,United States,39.242347,-75.011272
Boyd_et_al_2017,MR2,United States,39.26585,-74.995256
Unger_et_al_2016,MR2U,United States,39.26585,-74.995256
Boyd_et_al_2017,MR3,United States,39.2834639,-74.9861528
Unger_et_al_2016,MR3U,United States,39.2834639,-74.9861528
Poppe_and_Rybczyk_2018,Mud_1G,United States,48.549,-122.501
Watson_and_Byrne_2013,Mud_Slough_1,United States,37.469833,-121.949917
Watson_and_Byrne_2013,Mud_Slough_2,United States,37.465556,-121.933333
Watson_and_Byrne_2013,Mud_Slough_3,United States,37.4795,-121.952
Callaway_et_al_2019,Muzzi_A_high,United States,37.928145,-122.508436
Callaway_et_al_2019,Muzzi_A_low,United States,37.929569,-122.503666
Callaway_et_al_2019,Muzzi_A_mid,United States,37.928829,-122.505893
Callaway_et_al_2019,Muzzi_B_high,United States,37.926451,-122.509081
Callaway_et_al_2019,Muzzi_B_low,United States,37.927304,-122.503612
Callaway_et_al_2019,Muzzi_B_mid,United States,37.926955,-122.50623
Boyd_2012,NCBD1,United States,39.666314,-75.567868
Boyd_2012,NCBD2,United States,39.66571,-75.559982
Boyd_2012,NCBD3,United States,39.667368,-75.564615
Boyd_2012,NCBW1,United States,39.676677,-75.554368
Boyd_2012,NCBW2,United States,39.672176,-75.552823
Boyd_2012,NCBW3,United States,39.674905,-75.552347
Boyd_2012,NCGB1,United States,39.655706,-75.574378
Boyd_2012,NCGB2,United States,39.656914,-75.570169
Boyd_2012,NCGB3,United States,39.657391,-75.575393
Boyd_2012,NCLM1,United States,39.687158,-75.544244
Boyd_2012,NCLM2,United States,39.686761,-75.542156
Boyd_2012,NCLM3,United States,39.686297,-75.540714
Boyd_2012,NCRE1,United States,39.639179,-75.604275
Boyd_2012,NCRE2,United States,39.638171,-75.601251
Boyd_2012,NCRE3,United States,39.638604,-75.599228
Thom_1992,ND1,United States,47.096739,-122.700648
Thom_1992,ND2,United States,47.09647,-122.701526
Thom_1992,ND3,United States,47.093902,-122.702241
Thom_1992,ND4,United States,47.095121,-122.701792
Nyman_et_al_1993,ndeMangu1,United States,29.343,-90.574
Nyman_et_al_1993,ndeMangu2,United States,29.343,-90.574
Poppe_et_al_2019,NE_A,United States,48.0352,-122.1626
Nyman_et_al_1993,nmadbay1,United States,29.364302,-90.583647
Nyman_et_al_1993,nmadbay2,United States,29.364302,-90.583647
Thorne_et_al_2015,NQ01,United States,47.09135613,-122.6963339
Thorne_et_al_2015,NQ04,United States,47.0918875,-122.6931291
Thorne_et_al_2015,NQ06,United States,47.09197115,-122.6907701
Abbott_et_al_2019,NR1-1,United States,29.93348341,-93.44007715
Abbott_et_al_2019,NR1-2,United States,29.92954917,-93.43281781
Abbott_et_al_2019,NR1-3,United States,29.92801862,-93.44179089
Abbott_et_al_2019,NR2-1,United States,29.94491767,-93.43713867
Abbott_et_al_2019,NR2-2,United States,29.94713572,-93.43876714
Abbott_et_al_2019,NR2-3,United States,29.94056832,-93.44128529
Hill_and_Anisfeld_2015,OC,United States,40.94637,-73.72143
Poppe_et_al_2019,OI_A,United States,48.0085,-122.1483
Poppe_et_al_2019,OI_B,United States,48.0084,-122.1486
Orem_et_al_1999,Orem_et_al_1999_1,United States,25.1481,-80.5752
Orem_et_al_1999,Orem_et_al_1999_8,United States,25.1481,-80.5752
Merrill_1999,Otter_Point_Creek_1,United States,39.4385,-76.2828
Merrill_1999,Otter_Point_Creek_2,United States,39.4385,-76.2828
Merrill_1999,Otter_Point_Creek_3,United States,39.4385,-76.2828
Nuttle_1996,pan,United States,37.454632,-75.829301
Nuttle_1996,pat,United States,37.459246,-75.830766
Merrill_1999,Patuxent_River_01,United States,38.8122,-76.7117
Merrill_1999,Patuxent_River_02,United States,38.7895,-76.7176
Merrill_1999,Patuxent_River_03,United States,38.8114,-76.7368
Merrill_1999,Patuxent_River_04,United States,38.782,-76.7106
Merrill_1999,Patuxent_River_05,United States,38.748,-76.6985
Merrill_1999,Patuxent_River_06,United States,38.689,-76.6895
Merrill_1999,Patuxent_River_07,United States,38.6782,-76.6901
