study_id,site_id,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_notes
Palinkas_and_Cornwell_2024,Corsica River,39.0928986988065,39.0462,-76.0644,-76.1481285095215,brackish,Salinity data from the Maryland Department of Natural Resources: http://www.eyesonthebay.net
