study_id,site_id,core_id,impact_class
Lafratta_et_al_2018,False bay,1Rs,natural
Lafratta_et_al_2018,False bay,2Rs,natural
Lafratta_et_al_2018,False bay,3Rs,natural
Lafratta_et_al_2018,False bay,1Rc,restored
Lafratta_et_al_2018,False bay,2Rc,restored
Lafratta_et_al_2018,False bay,3Rc,restored
Lafratta_et_al_2018,False bay,4Rc,restored
Lafratta_et_al_2018,False bay,5Rc,restored
Lafratta_et_al_2018,False bay,6Rc,restored
Lafratta_et_al_2018,False bay,1B,disturbed
Lafratta_et_al_2018,False bay,2B,disturbed
Lafratta_et_al_2018,False bay,3B,disturbed
