study_id,site_id,core_id,species_code,code_type,habitat
Lafratta_et_al_2018,False bay,1Rs,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,1Rs,Posidonia sinuosa,Genus species,seagrass
Lafratta_et_al_2018,False bay,2Rs,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,2Rs,Posidonia sinuosa,Genus species,seagrass
Lafratta_et_al_2018,False bay,3Rs,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,3Rs,Posidonia sinuosa,Genus species,seagrass
Lafratta_et_al_2018,False bay,1Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,2Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,3Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,4Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,5Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,6Rc,Posidonia australis,Genus species,seagrass
Lafratta_et_al_2018,False bay,1B,previously vegetated soils,description,seagrass
Lafratta_et_al_2018,False bay,2B,previously vegetated soils,description,seagrass
Lafratta_et_al_2018,False bay,3B,previously vegetated soils,description,seagrass
