"study_id","site_id","transect_id","plot_id","core_id","depth_min","depth_max","cn_ratio","dry_weight","dry_bulk_density","soil_carbon","fraction_carbon","fraction_nitrogen"
"Cifuentes_and_Torres_2024","Boca Guarumal","1","1","Boca Guarumal_1_1","15","30","28.8","21.65","0.376652748782185","48.8141962421712",0.0864,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","1","1","Boca Guarumal_1_1","30","50","31.2258064516129","22.44","0.390396659707724","75.5807933194154",0.0968,0.0031
"Cifuentes_and_Torres_2024","Boca Guarumal","1","1","Boca Guarumal_1_1","50","100","35.2083333333333","42.04","0.731384829505915","309.010090466249",0.08449999999999999,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","1","2","Boca Guarumal_1_2","0","15","31.8545454545455","21.24","0.369519832985386","97.1098121085595",0.1752,0.0055000000000000005
"Cifuentes_and_Torres_2024","Boca Guarumal","1","2","Boca Guarumal_1_2","15","30","30.9636363636364","10.36","0.180236604036186","46.0414405010438",0.1703,0.0055000000000000005
"Cifuentes_and_Torres_2024","Boca Guarumal","1","2","Boca Guarumal_1_2","30","50","30.2","27.55","0.479297146833681","86.848643006263",0.0906,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","1","2","Boca Guarumal_1_2","50","100","30.25","30.52","0.530967292971468","192.741127348643",0.0726,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","1","3","Boca Guarumal_1_3","0","15","28.7142857142857","13.45","0.233994432846207","70.5493215031315",0.201,0.006999999999999999
"Cifuentes_and_Torres_2024","Boca Guarumal","1","3","Boca Guarumal_1_3","15","30","30.4157303370787","8.06","0.140222686151705","56.9374217118998",0.2707,0.0089
"Cifuentes_and_Torres_2024","Boca Guarumal","1","3","Boca Guarumal_1_3","30","50","30.1756756756757","14.45","0.251391788448156","112.271572720946",0.22329999999999997,0.0074
"Cifuentes_and_Torres_2024","Boca Guarumal","1","3","Boca Guarumal_1_3","50","100","22.3","21.02","0.365692414752958","81.5494084899095",0.0446,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","1","4","Boca Guarumal_1_4","0","15","27.5584415584416","10.3","0.17919276270007","57.0370563674322",0.2122,0.0077
"Cifuentes_and_Torres_2024","Boca Guarumal","1","4","Boca Guarumal_1_4","15","30","27.5301204819277","10.17","0.176931106471816","60.643136743215",0.2285,0.0083
"Cifuentes_and_Torres_2024","Boca Guarumal","1","4","Boca Guarumal_1_4","30","50","28.6428571428571","10.12","0.176061238691719","84.7206680584551",0.24059999999999998,0.0084
"Cifuentes_and_Torres_2024","Boca Guarumal","1","4","Boca Guarumal_1_4","50","100","31.1428571428571","13.71","0.238517745302714","207.987473903967",0.1744,0.005600000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","1","5","Boca Guarumal_1_5","0","15","27.2178217821782","9.13","0.15883785664579","65.4967901878914",0.2749,0.0101
"Cifuentes_and_Torres_2024","Boca Guarumal","1","5","Boca Guarumal_1_5","15","30","24.0630630630631","9.1","0.158315935977731","63.4292797494781",0.2671,0.0111
"Cifuentes_and_Torres_2024","Boca Guarumal","1","5","Boca Guarumal_1_5","30","50","27.1702127659574","10.48","0.18232428670842","93.1312456506611",0.2554,0.009399999999999999
"Cifuentes_and_Torres_2024","Boca Guarumal","1","5","Boca Guarumal_1_5","50","100","29.5961538461538","16.83","0.292797494780793","225.30767223382",0.1539,0.0052
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","Boca Guarumal_2_1","0","15","20.5","25.25","0.4392832289492","27.0159185803758",0.040999999999999995,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","Boca Guarumal_2_1","15","30","20.24","24.83","0.431976339596381","32.7870041753653",0.0506,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","Boca Guarumal_2_1","30","50","20.52","37.03","0.644224077940153","66.0973903966597",0.0513,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","Boca Guarumal_2_1","50","100","24.0434782608696","31.46","0.5473208072373","151.334203201113",0.0553,0.0023
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","Boca Guarumal_2_2","0","15","19.6785714285714","23.27","0.404836464857342","33.4597338204593",0.055099999999999996,0.0028000000000000004
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","Boca Guarumal_2_2","15","30","20.3333333333333","30.76","0.535142658315936","48.9655532359081",0.061,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","Boca Guarumal_2_2","30","50","21.6333333333333","33.85","0.588900487125957","76.4392832289492",0.0649,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","Boca Guarumal_2_2","50","100","22.9354838709677","27.6","0.480167014613779","170.699373695198",0.0711,0.0031
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","Boca Guarumal_2_3","0","15","21.8","26.03","0.45285316631872","44.4248956158664",0.0654,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","Boca Guarumal_2_3","15","30","23","31.37","0.545755045233125","50.8370824634655",0.0621,0.0027
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","Boca Guarumal_2_3","30","50","23.92","35.15","0.61151704940849","73.1374391092554",0.059800000000000006,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","Boca Guarumal_2_3","50","100","24.4583333333333","28.54","0.49652052887961","145.728775226166",0.0587,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","Boca Guarumal_2_4","0","15","25.2333333333333","19.23","0.33455114822547","37.9882828810021",0.0757,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","Boca Guarumal_2_4","15","30","24.1923076923077","16.37","0.284794711203897","26.8703810020877",0.0629,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","Boca Guarumal_2_4","30","50","25.9259259259259","17.39","0.302540013917884","42.3556019485038",0.07,0.0027
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","Boca Guarumal_2_4","50","100","23.8965517241379","23.63","0.411099512874043","142.445981210856",0.0693,0.0029
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","Boca Guarumal_2_5","0","15","25.6","19.76","0.343771746694503","39.6025052192067",0.0768,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","Boca Guarumal_2_5","15","30","27.8076923076923","27.27","0.474425887265136","51.451487473904",0.0723,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","Boca Guarumal_2_5","30","50","25.1538461538462","25.39","0.441718858733473","57.7768267223382",0.0654,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","Boca Guarumal_2_5","50","100","25.2692307692308","28.05","0.487995824634656","160.306628392484",0.06570000000000001,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","Boca Guarumal_3_1","0","15","24.7096774193548","19.41","0.33768267223382","38.799739039666",0.0766,0.0031
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","Boca Guarumal_3_1","15","30","29.2903225806452","25.18","0.438065414057063","59.664509394572",0.0908,0.0031
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","Boca Guarumal_3_1","30","50","30.051282051282","21.18","0.368475991649269","86.3707724425887",0.11720000000000001,0.0039000000000000003
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","Boca Guarumal_3_1","50","100","35.2264150943396","17.85","0.310542797494781","289.891701461378",0.1867,0.0053
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","Boca Guarumal_3_2","0","15","25.6571428571429","25.71","0.447286012526096","60.2494258872651",0.0898,0.0034999999999999996
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","Boca Guarumal_3_2","15","30","30.5918367346939","19.17","0.333507306889353","74.989117954071",0.1499,0.0049
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","Boca Guarumal_3_2","30","50","29.6666666666667","15.03","0.261482254697286","93.0876826722338",0.17800000000000002,0.006
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","Boca Guarumal_3_2","50","100","33.1311475409836","11.98","0.208420320111343","210.608733472512",0.2021,0.0060999999999999995
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","Boca Guarumal_3_3","0","15","26.0833333333333","15.31","0.266353514265832","50.0211899791232",0.1252,0.0048
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","Boca Guarumal_3_3","15","30","28.5818181818182","16.16","0.281141266527488","66.2931106471816",0.1572,0.0055000000000000005
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","Boca Guarumal_3_3","30","50","31.5352112676056","11.11","0.193284620737648","86.5528531663187",0.22390000000000002,0.0070999999999999995
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","Boca Guarumal_3_3","50","100","33.7755102040816","13.09","0.227731384829506","188.447720946416",0.1655,0.0049
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","Boca Guarumal_3_4","0","15","27.7142857142857","16.51","0.28723034098817","58.5088204592902",0.1358,0.0049
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","Boca Guarumal_3_4","15","30","29.6506024096386","8.93","0.1553583855254","57.3505480167015",0.24609999999999999,0.0083
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","Boca Guarumal_3_4","30","50","30.2873563218391","8.86","0.154140570633264","81.23208072373",0.2635,0.0087
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","Boca Guarumal_3_4","50","100","35.03125","8.27","0.143876130828114","161.285142658316",0.2242,0.0064
"Cifuentes_and_Torres_2024","Boca Guarumal","3","5","Boca Guarumal_3_5","0","15","24.9577464788732","16.52","0.287404314544189","76.3920668058455",0.1772,0.0070999999999999995
"Cifuentes_and_Torres_2024","Boca Guarumal","3","5","Boca Guarumal_3_5","15","30","27.1272727272727","8.16","0.1419624217119","63.5423799582463",0.2984,0.011000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","3","5","Boca Guarumal_3_5","30","50","30.7","8.68","0.151009046624913","83.4475991649269",0.2763,0.009000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","3","5","Boca Guarumal_3_5","50","100","30.53125","10.47","0.182150313152401","177.960855949896",0.1954,0.0064
"Cifuentes_and_Torres_2024","Boca Guarumal","4","1","Boca Guarumal_4_1","0","15","19.8333333333333","31.05","0.540187891440501","38.5694154488518",0.047599999999999996,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","4","1","Boca Guarumal_4_1","15","30","28.6153846153846","20.24","0.352122477383438","39.2968684759917",0.07440000000000001,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","4","1","Boca Guarumal_4_1","30","50","44.3076923076923","20.68","0.359777313848295","82.8926931106472",0.1152,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","4","1","Boca Guarumal_4_1","50","100","44.85","23.17","0.403096729297147","180.78888308977",0.0897,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","4","2","Boca Guarumal_4_2","0","15","15.9642857142857","31.76","0.552540013917885","37.0478079331942",0.0447,0.0028000000000000004
"Cifuentes_and_Torres_2024","Boca Guarumal","4","2","Boca Guarumal_4_2","15","30","26.5483870967742","27.49","0.478253305497564","59.0403705636743",0.0823,0.0031
"Cifuentes_and_Torres_2024","Boca Guarumal","4","2","Boca Guarumal_4_2","30","50","34.32","20.88","0.363256784968685","62.3348643006263",0.0858,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","2","Boca Guarumal_4_2","50","100","45.2631578947368","19.62","0.34133611691023","146.774530271399",0.086,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","4","3","Boca Guarumal_4_3","0","15","23.6","26.24","0.456506610995129","40.4008350730689",0.059000000000000004,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","3","Boca Guarumal_4_3","15","30","24.4","28.9","0.502783576896312","46.0046972860125",0.061,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","3","Boca Guarumal_4_3","30","50","26.04","29.9","0.52018093249826","67.7275574112735",0.06509999999999999,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","3","Boca Guarumal_4_3","50","100","35.36","27.72","0.482254697286013","213.156576200418",0.08839999999999999,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","4","Boca Guarumal_4_4","0","15","28.3529411764706","37.12","0.645789839944328","46.690605427975",0.0482,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","4","4","Boca Guarumal_4_4","15","30","26.6666666666667","26.66","0.463813500347947","38.9603340292276",0.055999999999999994,0.0021
"Cifuentes_and_Torres_2024","Boca Guarumal","4","4","Boca Guarumal_4_4","30","50","27.6315789473684","29.88","0.519832985386221","54.5824634655532",0.0525,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","4","4","Boca Guarumal_4_4","50","100","33.3461538461538","32.84","0.571329157967989","247.671189979123",0.0867,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","4","5","Boca Guarumal_4_5","0","15","27.9230769230769","27.02","0.470076548364649","51.1913361169102",0.0726,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","4","5","Boca Guarumal_4_5","15","30","23.375","27.48","0.478079331941545","40.230375782881",0.056100000000000004,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","4","5","Boca Guarumal_4_5","30","50","25.52","31.83","0.553757828810021","70.6594989561587",0.0638,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","4","5","Boca Guarumal_4_5","50","100","30.6","28.52","0.496172581767571","189.786012526096",0.0765,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","5","1","Boca Guarumal_5_1","0","15","18.9411764705882","38.82","0.675365344467641","32.6201461377871",0.0322,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","5","1","Boca Guarumal_5_1","15","30","25.9375","45.77","0.796276965901183","49.5682411273486",0.0415,0.0016
"Cifuentes_and_Torres_2024","Boca Guarumal","5","1","Boca Guarumal_5_1","30","50","20.1333333333333","51.96","0.903966597077244","54.5995824634656",0.0302,0.0015
"Cifuentes_and_Torres_2024","Boca Guarumal","5","1","Boca Guarumal_5_1","50","100","16.8181818181818","40.84","0.710508002783577","65.7219902574809",0.018500000000000003,0.0011
"Cifuentes_and_Torres_2024","Boca Guarumal","5","2","Boca Guarumal_5_2","0","15","20.625","54.83","0.953897007654837","23.6089509394572",0.0165,8e-4
"Cifuentes_and_Torres_2024","Boca Guarumal","5","2","Boca Guarumal_5_2","15","30","26.2","54.09","0.941022964509395","36.9822025052192",0.0262,0.001
"Cifuentes_and_Torres_2024","Boca Guarumal","5","2","Boca Guarumal_5_2","30","50","25.5333333333333","31.72","0.551844119693807","42.2712595685456",0.0383,0.0015
"Cifuentes_and_Torres_2024","Boca Guarumal","5","2","Boca Guarumal_5_2","50","100","25.7142857142857","37.35","0.649791231732777","116.9624217119",0.036000000000000004,0.0014000000000000002
"Cifuentes_and_Torres_2024","Boca Guarumal","5","3","Boca Guarumal_5_3","0","15","20.1071428571429","20.56","0.357689631176061","30.2068893528184",0.056299999999999996,0.0028000000000000004
"Cifuentes_and_Torres_2024","Boca Guarumal","5","3","Boca Guarumal_5_3","15","30","23.5833333333333","25.22","0.438761308281141","37.2508350730689",0.056600000000000004,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","5","3","Boca Guarumal_5_3","30","50","22.3214285714286","16.48","0.286708420320111","35.8385525400139",0.0625,0.0028000000000000004
"Cifuentes_and_Torres_2024","Boca Guarumal","5","3","Boca Guarumal_5_3","50","100","24.1923076923077","21.01","0.365518441196938","114.955549756437",0.0629,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","5","4","Boca Guarumal_5_4","0","15","21.6153846153846","24.28","0.42240779401531","35.6089770354906",0.0562,0.0026
"Cifuentes_and_Torres_2024","Boca Guarumal","5","4","Boca Guarumal_5_4","15","30","26.72","28.93","0.50330549756437","50.4312108559499",0.0668,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","5","4","Boca Guarumal_5_4","30","50","26.0434782608696","26.82","0.466597077244259","55.8983298538622",0.0599,0.0023
"Cifuentes_and_Torres_2024","Boca Guarumal","5","4","Boca Guarumal_5_4","50","100","30.0588235294118","44.21","0.769137091162143","196.514526791928",0.051100000000000007,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","5","5","Boca Guarumal_5_5","0","15","25.7142857142857","31.9","0.554975643702157","44.9530271398747",0.054000000000000006,0.0021
"Cifuentes_and_Torres_2024","Boca Guarumal","5","5","Boca Guarumal_5_5","15","30","30.8333333333333","26.14","0.454766875434934","37.8593423799582",0.0555,0.0018
"Cifuentes_and_Torres_2024","Boca Guarumal","5","5","Boca Guarumal_5_5","30","50","30.2777777777778","26.1","0.454070981210856","49.4937369519833",0.0545,0.0018
"Cifuentes_and_Torres_2024","Boca Guarumal","5","5","Boca Guarumal_5_5","50","100","22.9230769230769","50.98","0.886917188587335","132.150661099513",0.0298,0.0013
"Cifuentes_and_Torres_2024","Boca Guarumal","6","1","Boca Guarumal_6_1","0","15","16.4545454545455","51.4","0.894224077940153","24.2781837160752",0.0181,0.0011
"Cifuentes_and_Torres_2024","Boca Guarumal","6","1","Boca Guarumal_6_1","15","30","29.1428571428571","31.8","0.553235908141962","16.9290187891441",0.0204,7.000000000000001e-4
"Cifuentes_and_Torres_2024","Boca Guarumal","6","1","Boca Guarumal_6_1","30","50","27.5","46.84","0.814892136395268","53.7828810020877",0.033,0.0012
"Cifuentes_and_Torres_2024","Boca Guarumal","6","1","Boca Guarumal_6_1","50","100","27.5","45.22","0.786708420320111","129.806889352818",0.033,0.0012
"Cifuentes_and_Torres_2024","Boca Guarumal","6","2","Boca Guarumal_6_2","0","15","25.5333333333333","25.34","0.440848990953375","25.3267745302714",0.0383,0.0015
"Cifuentes_and_Torres_2024","Boca Guarumal","6","2","Boca Guarumal_6_2","15","30","28.5714285714286","40.15","0.698503827418232","62.8653444676409",0.06,0.0021
"Cifuentes_and_Torres_2024","Boca Guarumal","6","2","Boca Guarumal_6_2","30","50","24.7916666666667","44.99","0.782707028531663","93.1421363952679",0.059500000000000004,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","6","2","Boca Guarumal_6_2","50","100","30.09375","40.13","0.698155880306194","336.162056367432",0.09630000000000001,0.0032
"Cifuentes_and_Torres_2024","Boca Guarumal","6","3","Boca Guarumal_6_3","0","15","25.3513513513514","23.48","0.408489909533751","57.4745302713988",0.09380000000000001,0.0037
"Cifuentes_and_Torres_2024","Boca Guarumal","6","3","Boca Guarumal_6_3","15","30","25.8235294117647","24.27","0.42223382045929","55.6081941544885",0.08779999999999999,0.0034000000000000002
"Cifuentes_and_Torres_2024","Boca Guarumal","6","3","Boca Guarumal_6_3","30","50","28.0263157894737","20.95","0.364474599860821","77.6330897703549",0.1065,0.0038
"Cifuentes_and_Torres_2024","Boca Guarumal","6","3","Boca Guarumal_6_3","50","100","28.8409090909091","19.86","0.345511482254697","219.227035490605",0.12689999999999999,0.0044
"Cifuentes_and_Torres_2024","Boca Guarumal","6","4","Boca Guarumal_6_4","0","15","27.4347826086956","21.91","0.381176061238692","72.1566283924844",0.12619999999999998,0.0046
"Cifuentes_and_Torres_2024","Boca Guarumal","6","4","Boca Guarumal_6_4","15","30","31.0888888888889","18.52","0.322199025748086","67.6134655532359",0.1399,0.0045000000000000005
"Cifuentes_and_Torres_2024","Boca Guarumal","6","4","Boca Guarumal_6_4","30","50","30.7446808510638","15.79","0.274704244954767","79.3895267919276",0.1445,0.004699999999999999
"Cifuentes_and_Torres_2024","Boca Guarumal","6","4","Boca Guarumal_6_4","50","100","32.6818181818182","14.58","0.253653444676409","91.1884133611691",0.0719,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","6","5","Boca Guarumal_6_5","0","15","26.4736842105263","24.64","0.428670842032011","64.6864300626305",0.10060000000000001,0.0038
"Cifuentes_and_Torres_2024","Boca Guarumal","6","5","Boca Guarumal_6_5","15","30","27.8333333333333","27.11","0.471642310368824","70.8878392484342",0.1002,0.0036
"Cifuentes_and_Torres_2024","Boca Guarumal","6","5","Boca Guarumal_6_5","30","50","30.6666666666667","23.54","0.409533750869868","75.3542101600557",0.092,0.003
"Cifuentes_and_Torres_2024","Boca Guarumal","6","5","Boca Guarumal_6_5","50","100","30.8888888888889","26.15","0.454940848990953","126.473556019485",0.0556,0.0018
"Cifuentes_and_Torres_2024","Boca Guarumal","7","1","Boca Guarumal_7_1","0","15","23.4117647058824","50.58","0.879958246346555","52.5335073068894",0.0398,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","7","1","Boca Guarumal_7_1","15","30","26.0714285714286","39.3","0.683716075156576","37.4334551148225",0.0365,0.0014000000000000002
"Cifuentes_and_Torres_2024","Boca Guarumal","7","1","Boca Guarumal_7_1","30","50","26.6818181818182","33.45","0.581941544885178","68.3199373695198",0.0587,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","7","1","Boca Guarumal_7_1","50","100","30.2631578947368","27.02","0.470076548364649","135.147007654836",0.0575,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","7","2","Boca Guarumal_7_2","0","15","18.2222222222222","31.12","0.541405706332638","26.6371607515658",0.032799999999999996,0.0018
"Cifuentes_and_Torres_2024","Boca Guarumal","7","2","Boca Guarumal_7_2","15","30","25.9473684210526","22.9","0.398399443284621","29.4616388308977",0.0493,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","7","2","Boca Guarumal_7_2","30","50","22.7083333333333","22.7","0.394919972164231","43.0462769659012",0.0545,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","7","2","Boca Guarumal_7_2","50","100","29.5652173913043","24.58","0.427627000695894","145.393180236604",0.068,0.0023
"Cifuentes_and_Torres_2024","Boca Guarumal","7","3","Boca Guarumal_7_3","0","15","28.2631578947368","43.83","0.762526096033403","61.4214770354906",0.0537,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","7","3","Boca Guarumal_7_3","15","30","30.6363636363636","29.27","0.509220598469033","51.4822025052192",0.0674,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","7","3","Boca Guarumal_7_3","30","50","25.3157894736842","31.78","0.552887961029924","53.1878218510786",0.0481,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","7","3","Boca Guarumal_7_3","50","100","30.6666666666667","27.06","0.470772442588727","108.277661795407",0.046,0.0015
"Cifuentes_and_Torres_2024","Boca Guarumal","7","4","Boca Guarumal_7_4","0","15","20.2","29.5","0.513221990257481","38.8765657620042",0.050499999999999996,0.0025
"Cifuentes_and_Torres_2024","Boca Guarumal","7","4","Boca Guarumal_7_4","15","30","22.9375","43.62","0.758872651356994","41.7759394572025",0.036699999999999997,0.0016
"Cifuentes_and_Torres_2024","Boca Guarumal","7","4","Boca Guarumal_7_4","30","50","24.5833333333333","45.76","0.796102992345164","46.9700765483647",0.029500000000000002,0.0012
"Cifuentes_and_Torres_2024","Boca Guarumal","7","4","Boca Guarumal_7_4","50","100","27.0714285714286","40.88","0.711203897007655","134.773138482951",0.0379,0.0014000000000000002
"Cifuentes_and_Torres_2024","Boca Guarumal","7","5","Boca Guarumal_7_5","0","15","24.8","31.22","0.543145441892832","40.4100208768267",0.0496,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","7","5","Boca Guarumal_7_5","15","30","24.5909090909091","30.35","0.528009742519137","42.847990605428",0.0541,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","7","5","Boca Guarumal_7_5","30","50","23.8333333333333","28.56","0.496868475991649","56.8417536534447",0.0572,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","7","5","Boca Guarumal_7_5","50","100","26.6842105263158","32.76","0.569937369519833","144.479123173278",0.0507,0.0019
"Cifuentes_and_Torres_2024","Boca Guarumal","8","1","Boca Guarumal_8_1","0","15","18.3","58.75","1.02209464161447","28.0564979123173",0.0183,0.001
"Cifuentes_and_Torres_2024","Boca Guarumal","8","1","Boca Guarumal_8_1","15","30","29.2","36.62","0.637091162143354","27.9045929018789",0.0292,0.001
"Cifuentes_and_Torres_2024","Boca Guarumal","8","1","Boca Guarumal_8_1","30","50","24.5833333333333","34.52","0.600556715379262","35.4328462073765",0.029500000000000002,0.0012
"Cifuentes_and_Torres_2024","Boca Guarumal","8","1","Boca Guarumal_8_1","50","100","21.2142857142857","31.77","0.552713987473904","82.0780271398747",0.0297,0.0014000000000000002
"Cifuentes_and_Torres_2024","Boca Guarumal","8","2","Boca Guarumal_8_2","0","15","25.7777777777778","35.92","0.62491301322199","43.4939457202505",0.0464,0.0018
"Cifuentes_and_Torres_2024","Boca Guarumal","8","2","Boca Guarumal_8_2","15","30","28.6363636363636","25.15","0.437543493389005","41.347860125261",0.063,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","8","2","Boca Guarumal_8_2","30","50","28.3181818181818","24.59","0.427800974251914","53.3040013917885",0.0623,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","8","2","Boca Guarumal_8_2","50","100","23","27.64","0.480862908837857","116.128392484342",0.0483,0.0021
"Cifuentes_and_Torres_2024","Boca Guarumal","8","3","Boca Guarumal_8_3","0","15","19.625","35.48","0.617258176757133","43.6092901878914",0.0471,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","8","3","Boca Guarumal_8_3","15","30","20.9166666666667","34.48","0.599860821155184","45.1695198329854",0.050199999999999995,0.0024
"Cifuentes_and_Torres_2024","Boca Guarumal","8","3","Boca Guarumal_8_3","30","50","24.1304347826087","31.13","0.541579679888657","60.1153444676409",0.0555,0.0023
"Cifuentes_and_Torres_2024","Boca Guarumal","8","3","Boca Guarumal_8_3","50","100","27.85","35.21","0.612560890744607","170.598208072373",0.0557,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","8","4","Boca Guarumal_8_4","0","15","19","33.2","0.57759220598469","36.2150313152401",0.0418,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","8","4","Boca Guarumal_8_4","15","30","20.5909090909091","29.75","0.517571329157968","35.1689718162839",0.0453,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","8","4","Boca Guarumal_8_4","30","50","21.9545454545455","34.69","0.603514265831594","58.299478079332",0.0483,0.0022
"Cifuentes_and_Torres_2024","Boca Guarumal","8","4","Boca Guarumal_8_4","50","100","24.0869565217391","33.78","0.58768267223382","162.788100208768",0.0554,0.0023
"Cifuentes_and_Torres_2024","Boca Guarumal","8","5","Boca Guarumal_8_5","0","15","17.3809523809524","34.62","0.602296450939457","32.9757306889353",0.0365,0.0021
"Cifuentes_and_Torres_2024","Boca Guarumal","8","5","Boca Guarumal_8_5","15","30","17.55","41.23","0.717292971468337","37.7654749478079",0.0351,0.002
"Cifuentes_and_Torres_2024","Boca Guarumal","8","5","Boca Guarumal_8_5","30","50","17.8235294117647","39.15","0.681106471816284","41.2750521920668",0.030299999999999997,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","8","5","Boca Guarumal_8_5","50","100","19.3157894736842","43.65","0.759394572025052","139.348903966597",0.036699999999999997,0.0019
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","Boca Zacate_1_1","0","15","19.4375","28.39","0.493910925539318","23.0409446764092",0.0311,0.0016
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","Boca Zacate_1_1","15","30","19","33.28","0.578983994432846","31.3519832985386",0.0361,0.0019
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","Boca Zacate_1_1","30","50","29.1904761904762","18","0.313152400835073","38.39248434238",0.0613,0.0021
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","Boca Zacate_1_1","50","100","36.9259259259259","23.67","0.411795407098121","205.280010438413",0.09970000000000001,0.0027
