"study_id","site_id","transect_id","plot_id","year","latitude","longitude","position_method","position_notes","core_length_flag","impact_class","AGC_trees","AGCK_trees","BGC_trees","total_C_trees","total_C_trees_K","AGC_saplings","AGCK_saplings","BGC_saplings","total_C_saplings","total_C_saplings_K","understory_carbon","litter_carbon","downed_wood_carbon","AGC_total","root_carbon","AGCK_total","plot_plant_carbon","plot_plant_carbon_K","plot_basal_density","soil_carbon_stock","TEC","TECK"
"Cifuentes_and_Torres_2024","Boca Sierpe","1","1",2012,8.818244473841052,-83.53396789071823,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","15.0315896745655","20.5722059531023","8.32181591372339","23.3534055882889","28.8940218668257","1.63146859153546","1.74160530876762","1.18385772129597","2.81532631283142","2.92546303006359","0","0.101606822954049","0.167351845441088","16.9320169344961","9.50567363501936","22.5827699302651","26.4376905695155","32.0884435652844","4.97607142940865","214.734864300626","241.172554870142","246.823307865911"
"Cifuentes_and_Torres_2024","Boca Zacate","1","1",2012,8.884809241356098,-83.56559101139469,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","59.8952452442148","81.2615050817336","31.308622965975","91.2038682101898","112.570128047709","0","0","0","0","0","0","0.239782118190103","7.16857349250687","67.3036008549118","31.308622965975","88.6698606924306","98.6122238208868","119.978483658406","16.520153064004","298.065422755741","396.677646576628","418.043906414147"
"Cifuentes_and_Torres_2024","Boca Zacate","1","2",2012,8.884696492521874,-83.5658303593874,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","56.6838310248294","77.5402375734327","33.5431951505412","90.2270261753706","111.083432723974","0","0","0","0","0","0","0.270741649853251","2.04131257998322","58.9958852546659","33.5431951505412","79.8522918032691","92.5390804052071","113.39548695381","16.520153064004","253.804914752958","346.343995158165","367.200401706768"
"Cifuentes_and_Torres_2024","Boca Zacate","1","3",2012,8.884581496771782,-83.5660037915743,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","49.2538183313535","67.498899050961","30.5804703023703","79.8342886337237","98.0793693533312","0","0","0","0","0","0","0.240892180319295","1.07700537499294","50.5717158866657","30.5804703023703","68.8167966062732","81.152186189036","99.3972669086435","19.1804591869006","268.468571677105","349.620757866141","367.865838585749"
"Cifuentes_and_Torres_2024","Boca Zacate","1","4",2012,8.884530692456885,-83.56624815814574,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","38.5658411980421","53.1092658542879","25.0040215072093","63.5698627052514","78.1132873614973","31.4083403904996","42.6157155134247","24.5568891894342","55.9652295799338","67.1726047028589","0","0.00334719025781316","0.580513062570438","70.5580418413699","49.5609106966435","96.3088416205409","120.118952538013","145.869752317184","17.5548979621373","380.362604384134","500.481556922147","526.232356701318"
"Cifuentes_and_Torres_2024","Boca Zacate","1","5",2012,8.884445692753578,-83.56640109750565,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","35.0559741861153","48.1840555659959","21.9416631356648","56.9976373217801","70.1257187016607","22.0857018230892","29.8271441739236","16.7695793936074","38.8552812166966","46.596723567531","0","0.714910622092982","0.925377469127441","58.7819641004249","38.7112425292722","79.6514878311399","97.4932066296972","118.362730360412","15.6207653087506","313.909681628392","411.40288825809","432.272411988805"
"Cifuentes_and_Torres_2024","Boca Guarumal","1","5",2012,8.857793890823816,-83.56001792005385,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","60.6226150221892","82.615515659457","33.026404042184","93.6490190643732","115.641919701641","0","0","0","0","0","35.972700096548","0.44797801588753","2.25338022555432","99.2966733601791","33.026404042184","121.289573997447","132.323077402363","154.315978039631","9.11413265459467","447.364987821851","579.688065224214","601.680965861482"
"Cifuentes_and_Torres_2024","Boca Guarumal","1","4",2012,8.857553246412374,-83.55999093143566,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","22.7709724991232","31.3252273647214","14.7732415482744","37.5442140473975","46.0984689129958","0","0","0","0","0","12.6962470928993","0.256989485091794","1.24045041434984","36.9646594914641","14.7732415482744","45.5189143570623","51.7379010397385","60.2921559053367","21.9401530649159","410.388335073069","462.126236112807","470.680490978406"
"Cifuentes_and_Torres_2024","Boca Guarumal","1","3",2012,8.857346519050408,-83.55989453437839,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","57.3165918081019","78.5294410345381","29.2135266680315","86.5301184761335","107.74296770257","7.59358303381776","9.84256362555686","6.0376861710438","13.6312692048616","15.8802497966007","6.34812354644965","0.481903427000161","2.36219689565611","74.1023987110256","35.2512128390753","97.5642285292009","109.353611550101","132.815441368276","14.2434693901515","321.307724425887","430.661335975988","454.123165794163"
"Cifuentes_and_Torres_2024","Boca Guarumal","1","2",2012,8.857119508760123,-83.55985089221626,"handheld","Garmin Oregon 650","core depth limited by length of corer","natural","40.3317744735328","55.1848887048678","24.7186598510026","65.0504343245354","79.9035485558703","10.8261050838919","13.9537883466787","8.65487384574232","19.4809789296342","22.608662192421","4.23208236429977","0.297788210056628","0.827094624642984","56.5148447564241","33.3735336967449","74.4956422505459","89.888378453169","107.869175947291","11.7872959203505","422.741022964509","512.629401417678","530.6101989118"
