"study_id","site_id","transect_id","plot_id","tree_id","plot_radius","alive_or_dead","family","species","diameter","basal_area","basal_density","height","wood_density","plant_AGB_kg","plant_AGBK_kg","plant_BGB_kg","plant_AGB_MgHa","plant_AGBK_MgHa","plant_BGB_MgHa","plant_mass_total_MgHa","plant_mass_totalK_MgHa","plant_aboveground_carbon","plant_aboveground_carbon_K","plant_belowground_carbon","plant_total_carbon","plant_total_carbon_K","decay_reduction_factor","carbon_conversion_factor"
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","2",7,"alive","Theaceae","Pelliciera rhizophorae","12.7","0.0126676869774374","0.822908163403759",NA,"0.811","77.4554336791712","105.6943395286","45.731788344703","5.03159801691455","6.86603126352657","2.97079190723119","8.00238992414573","9.83682317075776","2.51579900845727","3.43301563176329","1.48539595361559","4.00119496207287","4.91841158537888",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","3",7,"alive","Rhizophoraceae","Rhizophora mangle","22.6","0.0401149965936881","2.60591836778538",NA,"0.898","356.943003135513","483.122004427748","164.397291914885","23.1874462696494","31.3841857690112","10.6794455688071","33.8668918384564","42.0636313378183","11.0186744673374","14.9137650774341","5.07487253429712","16.0935470016345","19.9886376117313",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","4",7,"alive","Rhizophoraceae","Rhizophora mangle","15.9","0.0198556509688509","1.28984693899253",NA,"0.898","149.895857925627","203.41687772401","75.3139698739968","9.73741499668483","13.21420473614","4.89248595564792","14.6299009523328","18.1066906917879","4.62721960642463","6.27939009061371","2.32490932612389","6.95212893254852","8.6042994167376",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","5",7,"alive","Theaceae","Pelliciera rhizophorae","15.8","0.0196066797510539","1.27367346960205",NA,"0.811","133.271719188143","180.880191695675","74.266448731422","8.65749097417005","11.7501945390285","4.82443772386747","13.4819286980375","16.574632262896","4.32874548708502","5.87509726951426","2.41221886193374","6.74096434901876","8.287316131448",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","6",7,"alive","Rhizophoraceae","Rhizophora mangle","14.3","0.0160606070433144","1.04331632670615",NA,"0.898","115.196121501249","156.702783295919","59.5141078245762","7.48327843470327","10.1796010457142","3.86610793697102","11.3493863716743","14.0457089826852","3.55605391217099","4.83734641692337","1.83717449164863","5.39322840381962","6.674520908572",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","7",7,"alive","Theaceae","Pelliciera rhizophorae","15.3","0.0183853856069709","1.19433673489482",NA,"0.811","123.051073243419","167.12272004965","69.1494771550353","7.99354553581552","10.8564926544244","4.49203310338597","12.4855786392015","15.3485257578104","3.99677276790776","5.42824632721222","2.24601655169298","6.24278931960074","7.67426287890521",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","8",7,"alive","Rhizophoraceae","Rhizophora mangle","20.7","0.0336535259034173","2.18617346975558",NA,"0.898","287.694940759644","389.257606573246","135.278285745884","18.6890089518903","25.2866417276228","8.78783994819503","27.4768489000853","34.0744816758178","8.88101705393826","12.0162121489663","4.17598154338228","13.0569985973205","16.1921936923486",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","9",7,"alive","Theaceae","Pelliciera rhizophorae","20.8","0.0339794661412272","2.20734693914689",NA,"0.811","262.921416460893","355.738098800847","136.733373195411","17.0796910536793","23.1091742366504","8.88236417687346","25.9620552305528","31.9915384135239","8.53984552683966","11.5545871183252","4.44118208843673","12.9810276152764","15.995769206762",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","10",7,"alive","Theaceae","Pelliciera rhizophorae","14.3","0.0160606070433144","1.04331632670615",NA,"0.811","104.035695476072","141.521110526715","59.5141078245762","6.75828375339015","9.19338134529419","3.86610793697102","10.6243916903612","13.0594892822652","3.37914187669507","4.5966906726471","1.93305396848551","5.31219584518058","6.5297446411326",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","11",7,"alive","Theaceae","Pelliciera rhizophorae","13.5","0.0143138815279185","0.929846938931956",NA,"0.811","90.1644364921117","122.833166097685","52.3738970703577","5.85719010662418","7.97939002586267","3.40227126903511","9.25946137565929","11.3816612948978","2.92859505331209","3.98969501293133","1.70113563451755","4.62973068782964","5.69083064744889",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","1","12",7,"alive","Theaceae","Pelliciera rhizophorae","12.8","0.0128679635091038","0.835918367487581",NA,"0.811","78.9814864355934","107.753429389684","46.5350362893385","5.13073223717759","6.99979221443146","3.02297185863471","8.15370409581231","10.0227640730662","2.5653661185888","3.49989610721573","1.51148592931736","4.07685204790615","5.01138203653309",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","1",7,"alive","Theaceae","Pelliciera rhizophorae","12.5","0.0122718463030851","0.797193877685147",NA,"0.811","74.4563760353815","101.646682219175","44.1483170926126","4.83677562968721","6.60309058236515","2.86792771251424","7.70470334220145","9.4710182948794","2.4183878148436","3.30154529118258","1.43396385625712","3.85235167110073","4.7355091474397",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","2",7,"alive","Theaceae","Pelliciera rhizophorae","10.5","0.00865901475145687","0.56250000009464",NA,"0.811","48.250816733396","66.1942477984145","29.9787947155034","3.13443101740129","4.30005785434286","1.9474585174336","5.08188953483488","6.24751637177646","1.56721550870064","2.15002892717143","0.973729258716798","2.54094476741744","3.12375818588823",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","3",7,"alive","Theaceae","Pelliciera rhizophorae","10.4","0.0084948665353068","0.551836734786723",NA,"0.811","47.1159104580034","64.654177377526","29.3486370582812","3.0607061424196","4.20001302975704","1.90652271902911","4.96722886144871","6.10653574878615","1.5303530712098","2.10000651487852","0.953261359514554","2.48361443072436","3.05326787439307",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","4",7,"alive","Rhizophoraceae","Rhizophora mangle","13","0.0132732289614169","0.862244898104255",NA,"0.898","90.8928091999712","123.951191207849","48.1646231280038","5.90450607270115","8.05201828007223","3.12883177725297","9.03333784995412","11.1808500573252","2.80582128574759","3.82631908669032","1.48682086055061","4.2926421462982","5.31313994724093",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","5",7,"alive","Rhizophoraceae","Rhizophora mangle","13","0.0132732289614169","0.862244898104255",NA,"0.898","90.8928091999712","123.951191207849","48.1646231280038","5.90450607270115","8.05201828007223","3.12883177725297","9.03333784995412","11.1808500573252","2.80582128574759","3.82631908669032","1.48682086055061","4.2926421462982","5.31313994724093",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","6",7,"alive","Theaceae","Pelliciera rhizophorae","10.5","0.00865901475145687","0.56250000009464",NA,"0.811","48.250816733396","66.1942477984145","29.9787947155034","3.13443101740129","4.30005785434286","1.9474585174336","5.08188953483488","6.24751637177646","1.56721550870064","2.15002892717143","0.973729258716798","2.54094476741744","3.12375818588823",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","7",7,"alive","Theaceae","Pelliciera rhizophorae","12.9","0.0130698108370969","0.849030612387746",NA,"0.811","80.5253008792318","109.836140266883","47.3459768232246","5.23102027797884","7.1350876149185","3.07565152987686","8.3066718078557","10.2107391447954","2.61551013898942","3.56754380745925","1.53782576493843","4.15333590392785","5.10536957239768",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","8",7,"alive","Theaceae","Pelliciera rhizophorae","10.5","0.00865901475145687","0.56250000009464",NA,"0.811","48.250816733396","66.1942477984145","29.9787947155034","3.13443101740129","4.30005785434286","1.9474585174336","5.08188953483488","6.24751637177646","1.56721550870064","2.15002892717143","0.973729258716798","2.54094476741744","3.12375818588823",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","9",7,"alive","Theaceae","Pelliciera rhizophorae","13","0.0132732289614169","0.862244898104255",NA,"0.811","82.0869357028693","111.94255687034","48.1646231280038","5.33246595207197","7.27192296786034","3.12883177725297","8.46129772932494","10.4007547451133","2.66623297603599","3.63596148393017","1.56441588862648","4.23064886466247","5.20037737255665",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","10",7,"alive","Theaceae","Pelliciera rhizophorae","7.5","0.00441786466911065","0.286989795966653",NA,"0.811","20.9375373595417","28.9297901665196","14.2039759744444","1.36012757857263","1.87931392179085","0.92270734215171","2.28283492072434","2.80202126394256","0.680063789286315","0.939656960895423","0.461353671075855","1.14141746036217","1.40101063197128",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","11",7,"alive","Theaceae","Pelliciera rhizophorae","9.1","0.00650388219109427","0.422500000071085",NA,"0.811","33.8090679337555","46.5517916893276","21.8195512899996","2.19627766689478","3.02406030954581","1.41742426303463","3.61370192992941","4.44148457258044","1.09813883344739","1.51203015477291","0.708712131517316","1.80685096496471","2.22074228629022",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","12",7,"alive","Theaceae","Pelliciera rhizophorae","12.3","0.01188228881404","0.77188775523191",NA,"0.811","71.5276486555558","97.692483415783","42.5954559817749","4.64652198089282","6.34622107802483","2.76705198934422","7.41357397023703","9.11327306736905","2.32326099044641","3.17311053901242","1.38352599467211","3.70678698511852","4.55663653368452",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","13",7,"alive","Theaceae","Pelliciera rhizophorae","10.5","0.00865901475145687","0.56250000009464",NA,"0.811","48.250816733396","66.1942477984145","29.9787947155034","3.13443101740129","4.30005785434286","1.9474585174336","5.08188953483488","6.24751637177646","1.56721550870064","2.15002892717143","0.973729258716798","2.54094476741744","3.12375818588823",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","14",7,"alive","Theaceae","Pelliciera rhizophorae","12.4","0.0120762821603992","0.784489796050357",NA,"0.811","72.9832513272632","99.6579435423698","43.3680670144485","4.74107967902301","6.47389972890196","2.81724173014341","7.55832140916642","9.29114145904536","2.37053983951151","3.23694986445098","1.4086208650717","3.77916070458321","4.64557072952268",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","15",7,"alive","Rhizophoraceae","Rhizophora mangle","9.4","0.00693977817177985","0.450816326606462",NA,"0.898","40.5766719634983","55.8270369441641","23.4486454102884","2.63590935440638","3.62659138340102","1.52325217407526","4.15916152848164","5.14984355747628","1.25258412521391","1.72335622539216","0.723849433120564","1.97643355833447","2.44720565851273",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","16",7,"alive","Rhizophoraceae","Rhizophora mangle","9","0.00636172512351933","0.41326530619198",NA,"0.898","36.4228152094089","50.1633615043816","21.290815439489","2.36606982974507","3.25867222321277","1.3830769470294","3.74914677677446","4.64174917024217","1.12435638309486","1.54852104047071","0.65723816522837","1.78159454832323","2.20575920569908",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","17",7,"alive","Rhizophoraceae","Rhizophora mangle","7","0.0038484510006475","0.250000000042062",NA,"0.898","19.552171996158","27.0328127761666","12.1868530143684","1.27013258036532","1.75608399172593","0.79167261154997","2.06180519191529","2.5477566032759","0.603567002189601","0.834491112868161","0.376202825008546","0.979769827198147","1.21069393787671",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","18",7,"alive","Rhizophoraceae","Rhizophora mangle","9.5","0.00708821842466197","0.460459183750941",NA,"0.898","41.6576709463217","57.2994069664618","24.0060290908433","2.7061323469054","3.72223830876772","1.55946048753403","4.26559283443942","5.28169879630175","1.28595409124944","1.76880764432642","0.74105562367617","2.02700971492561","2.50986326800259",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","19",7,"alive","Rhizophoraceae","Rhizophora mangle","13.6","0.0145267244301992","0.943673469546527",NA,"0.898","101.685710567306","138.501913250505","53.2390504396258","6.60562591074343","8.9972506633516","3.45847267118808","10.0640985819315","12.4557233345397","3.13899343278528","4.27549351522468","1.64346621334858","4.78245964613385","5.91895972857326",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","20",7,"alive","Theaceae","Pelliciera rhizophorae","10.2","0.00817128249198705","0.530816326619921",NA,"0.811","44.8946155859595","61.6383491022677","28.1103534050031","2.91640815915023","4.0041012021634","1.82608232539554","4.74249048454577","5.83018352755894","1.45820407957512","2.0020506010817","0.913041162697769","2.37124524227289","2.91509176377947",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","21",7,"alive","Theaceae","Pelliciera rhizophorae","10.3","0.00833228911548353","0.541275510295151",NA,"0.811","45.997200846821","63.1355762150555","28.7258284897715","2.98803342220162","4.10136287398849","1.86606432625565","4.85409774845727","5.96742720024414","1.49401671110081","2.05068143699424","0.933032163127824","2.42704887422863","2.98371360012207",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","22",7,"alive","Theaceae","Pelliciera rhizophorae","11.9","0.0111220233918713","0.72250000012156",NA,"0.811","65.8792275835745","90.0616917658372","39.5811290790593","4.27959376276159","5.85051568578093","2.5712376927145","6.8508314554761","8.42175337849543","2.1397968813808","2.92525784289046","1.28561884635725","3.42541572773805","4.21087668924772",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","23",7,"alive","Theaceae","Pelliciera rhizophorae","7.4","0.00430084034276443","0.279387755149048",NA,"0.811","20.2543511823432","27.9901100645227","13.7869544931656","1.31574698380876","1.81827117355286","0.895617125771228","2.21136410957999","2.71388829932409","0.657873491904379","0.909135586776431","0.447808562885614","1.10568205478999","1.35694414966204",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","24",7,"alive","Theaceae","Pelliciera rhizophorae","12.4","0.0120762821603992","0.784489796050357",NA,"0.811","72.9832513272632","99.6579435423698","43.3680670144485","4.74107967902301","6.47389972890196","2.81724173014341","7.55832140916642","9.29114145904536","2.37053983951151","3.23694986445098","1.4086208650717","3.77916070458321","4.64557072952268",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","25",7,"alive","Theaceae","Pelliciera rhizophorae","15.9","0.0198556509688509","1.28984693899253",NA,"0.811","135.373653427264","183.70945193115","75.3139698739968","8.79403514734009","11.9339866826386","4.89248595564792","13.686521102988","16.8264726382866","4.39701757367004","5.96699334131932","2.44624297782396","6.843260551494","8.41323631914329",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","26",7,"alive","Theaceae","Pelliciera rhizophorae","10.9","0.00933131557932508","0.606173469489743",NA,"0.811","52.9538333985074","72.5711091328848","32.5732242907647","3.43994462957352","4.71430642698093","2.11599577926058","5.55594040883411","6.83030220624152","1.71997231478676","2.35715321349047","1.05799788963029","2.77797020441705","3.41515110312076",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","27",7,"alive","Theaceae","Pelliciera rhizophorae","7.3","0.004185386812745","0.271887755147786",NA,"0.811","19.5848911770409","27.0687880522418","13.3767519472476","1.27225805766014","1.7584209888759","0.86896987562318","2.14122793328332","2.62739086449908","0.636129028830071","0.879210494437951","0.43448493781159","1.07061396664166","1.31369543224954",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","28",7,"alive","Rhizophoraceae","Rhizophora mangle","10.3","0.00833228911548353","0.541275510295151",NA,"0.898","50.9315491497475","69.9084432072994","28.7258284897715","3.30857461545876","4.54133644986642","1.86606432625565","5.17463894171441","6.40740077612206","1.572234657266","2.15804308097652","0.886753767836684","2.45898842510269","3.0447968488132",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","29",7,"alive","Theaceae","Pelliciera rhizophorae","9","0.00636172512351933","0.41326530619198",NA,"0.811","32.8941014864484","45.3034367261175","21.290815439489","2.13684034735328","2.94296567152066","1.3830769470294","3.51991729438268","4.32604261855006","1.06842017367664","1.47148283576033","0.691538473514699","1.75995864719134","2.16302130927503",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","30",7,"alive","Theaceae","Pelliciera rhizophorae","13.5","0.0143138815279185","0.929846938931956",NA,"0.811","90.1644364921117","122.833166097685","52.3738970703577","5.85719010662418","7.97939002586267","3.40227126903511","9.25946137565929","11.3816612948978","2.92859505331209","3.98969501293133","1.70113563451755","4.62973068782964","5.69083064744889",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","2","31",7,"alive","Rhizophoraceae","Rhizophora mangle","9.4","0.00693977817177985","0.450816326606462",NA,"0.898","40.5766719634983","55.8270369441641","23.4486454102884","2.63590935440638","3.62659138340102","1.52325217407526","4.15916152848164","5.14984355747628","1.25258412521391","1.72335622539216","0.723849433120564","1.97643355833447","2.44720565851273",NA,0.4752
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","1",7,"alive","Theaceae","Pelliciera rhizophorae","7.2","0.00407150407905237","0.264489795962867",NA,"0.811","18.9290628963688","26.1657095906301","12.9733479559836","1.22965466471892","1.6997559271659","0.842764267752377","2.0724189324713","2.54252019491828","0.614827332359462","0.84987796358295","0.421382133876189","1.03620946623565","1.27126009745914",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","2",7,"alive","Theaceae","Pelliciera rhizophorae","10.1","0.00801184666481737","0.520459183761036",NA,"0.811","43.8080817408551","60.1624003299422","27.5021960803767","2.84582561534856","3.90822179689583","1.78657569502487","4.63240131037343","5.6947974919207","1.42291280767428","1.95411089844791","0.893287847512436","2.31620065518672","2.84739874596035",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","3",7,"alive","Theaceae","Pelliciera rhizophorae","12.4","0.0120762821603992","0.784489796050357",NA,"0.811","72.9832513272632","99.6579435423698","43.3680670144485","4.74107967902301","6.47389972890196","2.81724173014341","7.55832140916642","9.29114145904536","2.37053983951151","3.23694986445098","1.4086208650717","3.77916070458321","4.64557072952268",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","4",7,"alive","Theaceae","Pelliciera rhizophorae","9.4","0.00693977817177985","0.450816326606462",NA,"0.811","36.6455244570124","50.4184041889945","23.4486454102884","2.38053729000398","3.2752401023811","1.52325217407526","3.90378946407924","4.79849227645636","1.19026864500199","1.63762005119055","0.76162608703763","1.95189473203962","2.39924613822818",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","5",7,"alive","Theaceae","Pelliciera rhizophorae","9.3","0.00679290871522453","0.441275510278326",NA,"0.811","35.6846995362377","49.1091739582537","22.8984491684442","2.31812094893749","3.19019093384934","1.48751076526921","3.8056317142067","4.67770169911855","1.15906047446874","1.59509546692467","0.743755382634604","1.90281585710335","2.33885084955927",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","6",7,"alive","Theaceae","Pelliciera rhizophorae","10.3","0.00833228911548353","0.541275510295151",NA,"0.811","45.997200846821","63.1355762150555","28.7258284897715","2.98803342220162","4.10136287398849","1.86606432625565","4.85409774845727","5.96742720024414","1.49401671110081","2.05068143699424","0.933032163127824","2.42704887422863","2.98371360012207",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","7",7,"alive","Theaceae","Pelliciera rhizophorae","8.4","0.0055417694409324","0.36000000006057",NA,"0.811","27.7190485126504","38.2315247943433","18.2672822584274","1.80066268952433","2.48356577713626","1.18666459949908","2.98732728902341","3.67023037663534","0.900331344762164","1.24178288856813","0.593332299749542","1.49366364451171","1.83511518831767",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","8",7,"alive","Theaceae","Pelliciera rhizophorae","10.8","0.00916088417786784","0.595102040916452",NA,"0.811","51.7534295117164","70.9442193456545","31.9135165318465","3.36196495107489","4.6086217120638","2.07314037075218","5.43510532182707","6.68176208281598","1.68098247553744","2.3043108560319","1.03657018537609","2.71755266091354","3.34088104140799",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","9",7,"alive","Theaceae","Pelliciera rhizophorae","11.4","0.0102070345315132","0.663061224601355",NA,"0.811","59.2054559843071","81.036469133942","35.9834412369977","3.84605754265203","5.2642263818574","2.33752756868918","6.18358511134121","7.60175395054658","1.92302877132602","2.6321131909287","1.16876378434459","3.09179255567061","3.80087697527329",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","10",7,"alive","Theaceae","Pelliciera rhizophorae","10.7","0.00899202357273739","0.584132653159504",NA,"0.811","50.5695054685652","69.3391747921347","31.2612191349142","3.28505582301588","4.50435608977058","2.03076634826026","5.31582217127615","6.53512243803084","1.64252791150794","2.25217804488529","1.01538317413013","2.65791108563807","3.26756121901542",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","11",7,"alive","Theaceae","Pelliciera rhizophorae","9.7","0.00738981131940659","0.480051020488931",NA,"0.811","39.6209797229687","54.469456514141","25.1424256413106","2.57382643841436","3.5384013278421","1.6332821725748","4.20710861098916","5.1716835004169","1.28691321920718","1.76920066392105","0.8166410862874","2.10355430549458","2.58584175020845",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","12",7,"alive","Theaceae","Pelliciera rhizophorae","7.9","0.00490166993776347","0.318418367400512",NA,"0.811","23.809402216193","32.8743534566427","15.9406514919438","1.5466873695542","2.13555749161434","1.03552386998976","2.58221123954396","3.1710813616041","0.773343684777102","1.06777874580717","0.51776193499488","1.29110561977198","1.58554068080205",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","13",7,"alive","Theaceae","Pelliciera rhizophorae","12.4","0.0120762821603992","0.784489796050357",NA,"0.811","72.9832513272632","99.6579435423698","43.3680670144485","4.74107967902301","6.47389972890196","2.81724173014341","7.55832140916642","9.29114145904536","2.37053983951151","3.23694986445098","1.4086208650717","3.77916070458321","4.64557072952268",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","14",7,"alive","Theaceae","Pelliciera rhizophorae","8.9","0.00622113885227119","0.404132653129219",NA,"0.811","31.9942602535885","44.0751695909962","20.7691985942539","2.07838557991179","2.86317596293913","1.34919209015873","3.42757767007053","4.21236805309786","1.0391927899559","1.43158798146956","0.674596045079367","1.71378883503526","2.10618402654893",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","15",7,"alive","Theaceae","Pelliciera rhizophorae","9.5","0.00708821842466197","0.460459183750941",NA,"0.811","37.6217941397181","51.7481281178179","24.0060290908433","2.44395694135888","3.36162056615882","1.55946048753403","4.00341742889291","4.92108105369285","1.22197847067944","1.68081028307941","0.779730243767014","2.00170871444645","2.46054052684643",NA,0.4669
"Cifuentes_and_Torres_2024","Boca Zacate","1","3","16",7,"alive","Theaceae","Pelliciera rhizophorae","9.6","0.00723822947387088","0.470204081711764",NA,"0.811","38.6135867368637","53.0984457475446","24.5706169626632","2.50838497988305","3.44933882148588","1.59613679391158","4.10452177379463","5.04547561539746","1.25419248994153","1.72466941074294","0.798068396955789","2.05226088689732","2.52273780769873",NA,0.4669
