Core,Collection_Date,Lat_Decimal_Deg,Long_Decimal_Deg,Grid_Reference,X_easting,Y_northing,Depth_cm,Mid_Point_Depth_cm,Sampling_Method,Simplified_Troels_Smith ,Water_Content_perc,Wet_Bulk_Density_g_cm_3,Dry_Bulk_Density_g_cm_3,Porosity,OC_perc_Rep1,OC_perc_Rep2,OC_perc_Rep3,Mean_OC_perc,Std_Dev
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 0-2,1,Hammer Core,Turfa herbacea,25.14,0.57,0.36,0.52,28.17,28.25,28.55,28.32,0.2
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 10-12,11,Hammer Core,Substantia humosa,27.33,0.74,0.51,0.57,23.98,24.36,24.21,24.18,0.19
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 20-22,21,Hammer Core,Substantia humosa,44.88,1.11,0.83,0.5,8.54,8.66,8.12,8.44,0.28
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 30-32,31,Hammer Core,Argilla granosa,42.01,0.88,0.62,0.46,3.25,3.27,3.38,3.3,0.07
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 40-42,41,Hammer Core,Argilla granosa,62.97,1.57,1.64,0.49,1.81,1.82,1.84,1.82,0.02
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 50-52,51,Hammer Core,Argilla granosa,55.67,1.05,0.97,0.44,0.5,0.55,0.55,0.53,0.03
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 60-62,61,Hammer Core,Argilla granosa,61.54,1.37,1.41,0.47,1.29,1.35,1.38,1.34,0.05
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 70-72,71,Hammer Core,Argilla granosa,72.04,1.26,1.52,0.37,0.98,1.02,1.08,1.03,0.05
KT18-2,25/11/2018,58.44707193,-4.47837872,NC5545153643,255451,953643, 80-82,81,Hammer Core,Argilla granosa,72.16,1.61,1.94,0.43,0.81,0.88,0.88,0.86,0.04
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 0-2,1,Hammer Core,Turfa herbacea,23.86,1.12,0.27,0.46,32.12,31.39,31.74,31.75,0.37
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 10-12,11,Hammer Core,Substantia humosa,24.39,0.83,0.34,0.51,30.68,30.82,31.02,30.84,0.17
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 20-22,21,Hammer Core,Substantia humosa,37.14,0.71,0.44,0.43,19.01,19.43,19.11,19.18,0.22
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 30-32,31,Hammer Core,Substantia humosa,27.27,1.05,0.48,0.56,22.21,23.23,22.89,22.78,0.52
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 40-42,41,Hammer Core,Argilla granosa,65.23,1.03,1.12,0.37,6.22,6.71,6.55,6.49,0.25
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 50-52,51,Hammer Core,Argilla granosa,57.33,1.16,1.11,0.45,1.3,1.39,1.42,1.37,0.06
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 60-62,61,Hammer Core,Argilla granosa,53.9,0.99,0.89,0.43,0.38,0.44,0.46,0.43,0.04
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 70-72,71,Hammer Core,Argilla granosa,67.38,1.4,0.95,0.31,0.79,0.82,0.86,0.82,0.04
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 80-82,81,Hammer Core,Argilla granosa,75.43,2.22,1.68,0.35,0.21,0.25,0.28,0.25,0.04
KT18-3,25/11/2018,58.44718915,-4.4781368,NC5546653655,255466,953655, 90-92,91,Hammer Core,Argilla granosa,73.74,1.36,1,0.26,1.08,1.01,0.95,1.01,0.07
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 0-2,1,Hammer Core,Turfa herbacea,42.78,1.39,0.59,0.44,8.42,8.57,8.63,8.54,0.11
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 10-12,11,Hammer Core,Substantia humosa,54.73,1.49,0.81,0.4,3.84,3.88,3.98,3.9,0.07
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 20-22,21,Hammer Core,Argilla granosa,60.09,1.38,0.83,0.36,2.38,2.41,2.56,2.45,0.1
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 30-32,31,Hammer Core,Argilla granosa,61.74,1.51,0.93,0.37,2.29,2.36,2.39,2.35,0.05
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 40-42,41,Hammer Core,Argilla granosa,64.8,1.52,0.99,0.35,1.35,1.25,1.18,1.26,0.09
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 50-52,51,Hammer Core,Argilla granosa,61.5,1.79,1.1,0.41,1.29,1.38,1.31,1.33,0.05
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 60-62,61,Hammer Core,Argilla granosa,63.01,2.09,1.32,0.44,1.14,1.16,1.23,1.18,0.05
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 70-72,71,Hammer Core,Argilla granosa,67.42,2.26,1.52,0.42,0.87,0.93,0.88,0.89,0.03
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 80-82,81,Hammer Core,Argilla granosa,63.55,1.76,1.12,0.39,1.15,1.25,1.21,1.2,0.05
KT18-5,25/11/2018,58.44733494,-4.47778609,NC5548753671,255487,953671, 90-92,91,Hammer Core,Argilla granosa,59.99,2.35,1.41,0.48,0.5,0.49,0.61,0.53,0.07
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 0-2,1,Hammer Core,Turfa herbacea,35.65,1.2,0.43,0.44,11.13,11.43,11.87,11.48,0.37
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 10-12,11,Hammer Core,Substantia humosa,39.94,1.49,0.59,0.47,11.12,10.94,10.89,10.98,0.12
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 20-22,21,Hammer Core,Substantia humosa,42.61,1.58,0.67,0.48,10.89,10.62,11.01,10.84,0.2
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 30-32,31,Hammer Core,Argilla granosa,45.12,1.2,0.54,0.4,10.01,9.78,9.98,9.92,0.13
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 40-42,41,Hammer Core,Argilla granosa,61.05,1.61,0.98,0.38,8.12,8.39,8.24,8.25,0.14
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 50-52,51,Hammer Core,Argilla granosa,67.04,1.64,1.1,0.35,4.11,4.51,4.45,4.36,0.22
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 60-62,61,Hammer Core,Argilla granosa,72.85,1.87,1.37,0.34,1.32,1.34,1.41,1.36,0.05
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 70-72,71,Hammer Core,Argilla granosa,67.64,2.08,1.4,0.4,2.18,2.28,2.36,2.27,0.09
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 80-82,81,Hammer Core,Argilla granosa,65.94,2.3,1.52,0.44,1.66,1.61,1.59,1.62,0.04
KT18-21,25/11/2018,58.44794998,-4.47833414,NC5545753740,255457,953740, 90-92,91,Hammer Core,Argilla granosa,72.77,1.75,1.28,0.32,1.55,1.48,1.52,1.52,0.04
