Source,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.022,0.043,CHN,,0.19,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.043,0.065,CHN,,0.23,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.065,0.087,CHN,,0.19,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.087,0.108,CHN,10.7,0.20,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.108,0.130,CHN,,0.21,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A1,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.130,0.151,CHN,6.6,0.17,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.000,0.020,CHN,5.6,0.48,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.020,0.041,CHN,,0.41,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.041,0.061,CHN,,0.47,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.061,0.082,CHN,,0.64,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.082,0.102,CHN,4.3,0.56,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.102,0.123,CHN,,0.58,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.123,0.143,CHN,,0.51,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.143,0.163,CHN,,0.59,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B2,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.163,0.184,CHN,2.7,0.60,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.000,0.020,CHN,5.1,0.65,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.020,0.040,CHN,,0.69,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.040,0.060,CHN,,0.81,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.060,0.080,CHN,,1.50,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.080,0.100,CHN,2.3,1.89,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.100,0.120,CHN,,1.74,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A2,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.120,0.140,CHN,1.7,2.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.000,0.020,CHN,7.0,0.79,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.020,0.040,CHN,,0.68,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.040,0.060,CHN,,0.66,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.060,0.080,CHN,,1.39,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.080,0.100,CHN,1.7,1.22,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.100,0.120,CHN,,1.51,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.120,0.140,CHN,,1.19,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.140,0.160,CHN,,0.83,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3A3,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.160,0.180,CHN,2.0,1.26,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.000,0.022,CHN,10.7,0.31,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.022,0.044,CHN,,0.29,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.044,0.065,CHN,,0.26,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.065,0.087,CHN,,0.28,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.087,0.109,CHN,9.0,0.26,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.109,0.131,CHN,,0.40,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.131,0.152,CHN,,0.36,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.152,0.174,CHN,,0.39,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.174,0.196,CHN,6.5,0.43,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.196,0.218,CHN,,0.49,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.218,0.272,CHN,6.5,0.42,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.272,0.326,CHN,,0.63,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS1A3,Saltmarsh, 43.368192° , -3.428633°,direct from dataset,Spain,2019,0.326,0.381,CHN,3.9,0.64,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.000,0.020,CHN,8.1,0.50,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.020,0.040,CHN,,0.48,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.040,0.060,CHN,,0.58,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.060,0.080,CHN,,0.51,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.080,0.100,CHN,4.4,0.82,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.100,0.120,CHN,,0.92,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.120,0.140,CHN,,1.06,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.140,0.160,CHN,,1.42,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.160,0.180,CHN,1.4,1.91,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.180,0.200,CHN,,1.83,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.200,0.250,CHN,0.9,1.74,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.250,0.300,CHN,,1.72,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2A2,Saltmarsh, 43.419143° ,-3.480078°,direct from dataset,Spain,2019,0.300,0.375,CHN,0.1,1.30,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.000,0.021,CHN,1.1,0.99,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.021,0.041,CHN,,1.07,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.041,0.062,CHN,,1.09,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.062,0.083,CHN,,1.15,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.083,0.103,CHN,1.3,1.34,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.103,0.124,CHN,,1.45,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.124,0.144,CHN,,1.59,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.144,0.165,CHN,,1.62,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.165,0.186,CHN,0.6,1.59,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B1,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.186,0.227,CHN,0.4,1.60,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.000,0.021,CHN,1.2,0.87,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.021,0.042,CHN,,0.86,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.042,0.063,CHN,,1.30,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.063,0.083,CHN,,1.23,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.083,0.104,CHN,0.9,1.34,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.104,0.125,CHN,,1.27,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.125,0.146,CHN,,1.71,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.146,0.167,CHN,,1.64,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.167,0.188,CHN,1.3,1.88,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.188,0.209,CHN,,2.18,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B2,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.209,0.240,CHN,0.7,2.75,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.000,0.022,CHN,5.3,0.36,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.022,0.043,CHN,,0.33,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.043,0.065,CHN,,0.62,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.065,0.087,CHN,,0.49,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.087,0.108,CHN,2.9,0.57,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.108,0.130,CHN,,0.67,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.130,0.152,CHN,,1.37,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.152,0.173,CHN,,0.98,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B3,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.173,0.195,CHN,1.2,1.02,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.000,0.022,CHN,8.8,0.40,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.022,0.043,CHN,,0.42,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.043,0.065,CHN,,0.46,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.065,0.087,CHN,,0.49,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.087,0.109,CHN,4.7,0.47,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.109,0.130,CHN,,0.60,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.130,0.152,CHN,,0.50,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.152,0.174,CHN,,0.76,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.174,0.195,CHN,3.0,0.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.195,0.217,CHN,,0.71,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.217,0.271,CHN,2.9,0.73,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.271,0.326,CHN,,0.79,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.326,0.380,CHN,0.9,0.87,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1A2,Saltmarsh,43.432096,-3.758772,direct from dataset,Spain,2019,0.380,0.434,CHN,,0.81,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.000,0.021,CHN,4.8,0.33,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.021,0.041,CHN,,0.60,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.041,0.062,CHN,,0.78,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.062,0.083,CHN,,1.05,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.083,0.103,CHN,1.7,1.09,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.103,0.124,CHN,,1.17,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.124,0.145,CHN,,1.65,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.145,0.166,CHN,,1.53,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.166,0.186,CHN,1.0,1.26,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B2,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.186,0.207,CHN,,1.50,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.000,0.020,CHN,4.5,0.62,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.020,0.040,CHN,,0.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.040,0.060,CHN,,0.69,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.060,0.080,CHN,,1.11,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.080,0.100,CHN,0.2,0.98,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.100,0.120,CHN,,0.95,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.120,0.140,CHN,,1.29,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.140,0.160,CHN,,1.35,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.160,0.180,CHN,0.8,1.28,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.180,0.230,CHN,0.7,1.53,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.230,0.280,CHN,,1.39,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2A2,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.280,0.350,CHN,1.1,1.29,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.000,0.011,CHN,,0.31,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.011,0.021,CHN,5.2,0.50,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.021,0.032,CHN,,0.45,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.032,0.043,CHN,4.3,0.54,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.043,0.053,CHN,,0.55,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.053,0.064,CHN,,0.67,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.064,0.075,CHN,4.7,0.72,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.075,0.085,CHN,,0.93,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.085,0.096,CHN,,0.81,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.096,0.107,CHN,2.4,0.99,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.107,0.117,CHN,,1.03,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.117,0.128,CHN,,1.14,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.128,0.139,CHN,0.8,1.29,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.139,0.149,CHN,,0.73,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.149,0.160,CHN,,1.93,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.160,0.171,CHN,1.1,1.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.171,0.181,CHN,,0.82,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.181,0.192,CHN,,0.94,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS1B1,Saltmarsh,43.43318,-3.758215,direct from dataset,Spain,2019,0.192,0.203,CHN,1.1,1.09,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.000,0.010,CHN,4.7,0.30,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.010,0.020,CHN,,0.48,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.020,0.030,CHN,,0.32,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.030,0.040,CHN,3.8,0.41,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.040,0.051,CHN,,0.44,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.051,0.061,CHN,,0.53,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.061,0.071,CHN,3.7,0.54,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.071,0.081,CHN,,0.60,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.081,0.091,CHN,,0.55,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.091,0.101,CHN,3.1,0.55,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.101,0.111,CHN,,0.61,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.111,0.121,CHN,,0.56,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3_B3,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.121,0.132,CHN,3.1,0.54,NA,NA
