study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,0,15,0.012936211,0.028197999999999997
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,0,15,0.012674589,0.028347999999999998
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,0,15,0.0146054,0.027118000000000003
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,15,30,0.0123764531,0.0299415956948994
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,15,30,0.0139742269,0.028939595694899397
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,15,30,0.01212534,0.0300135956948994
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,30,50,0.013432317499999999,0.033086449438202103
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,30,50,0.0158066825,0.0331644494382021
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,30,50,0.0125195,0.0320784494382021
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,50,70,0.014312204500000002,0.0231886740331491
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,50,70,0.0138503955,0.0234106740331491
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,50,70,0.0163313,0.0220366740331491
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,70,100,0.015130312200000001,0.025268353996307
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,70,100,0.0153278478,0.024842353996307
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,70,100,0.01657908,0.024764353996307
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,100,130,0.014911276499999999,0.0280748
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,100,130,0.0167929235,0.0267128
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,100,130,0.0146521,0.028506800000000002
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,130,160,0.01505262005,0.028524400000000002
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,130,160,0.01714451995,0.0275944
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,130,160,0.01459857,0.028524400000000002
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,160,190,0.014372766935000001,0.0240684
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,160,190,0.015315351065,0.023570400000000002
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,160,190,0.014994058999999999,0.023636400000000002
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,190,220,0.015092870199999999,0.0231996
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,190,220,0.0156876898,0.0235656
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,190,220,0.01614028,0.021903600000000002
Hamzeh_and_lahijani_2022,KM11,KM11_1,single set of methods,220,245,0.014960362962,0.02180312
Hamzeh_and_lahijani_2022,KM11,KM11_2,single set of methods,220,245,0.017245570638000002,0.02159312
Hamzeh_and_lahijani_2022,KM11,KM11_3,single set of methods,220,245,0.0143029668,0.02108312
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,0,15,0.0134210849,0.0266886964684794
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,0,15,0.0150946351,0.0253986964684794
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,0,15,0.01320786,0.0270486964684794
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,15,30,0.01143734,0.0339535795156937
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,15,30,0.0138726469,0.0343915795156937
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,15,30,0.0120020331,0.0325855795156937
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,30,50,0.0135495,0.0428656613191559
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,30,50,0.0128027325,0.043375661319155906
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,30,50,0.0124962675,0.0414256613191559
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,50,70,0.0149013,0.0123160951960679
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,50,70,0.0172543455,0.0127420951960679
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,50,70,0.0152482545,0.012238095196067899
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,70,100,0.01360908,0.010823517271913502
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,70,100,0.0163238978,0.0118255172719135
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,70,100,0.0141942622,0.0118975172719135
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,100,130,0.0154461,0.018043
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,100,130,0.0163937135,0.017965
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,100,130,0.0150984865,0.016957
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,130,160,0.01660157,0.0148314
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,130,160,0.01494412495,0.0148974
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,130,160,0.01495901505,0.0140334
Hamzeh_and_lahijani_2022,KM12,KM12_1,single set of methods,160,190,0.016384235,0.02136
Hamzeh_and_lahijani_2022,KM12,KM12_2,single set of methods,160,190,0.015940183225,0.021858
Hamzeh_and_lahijani_2022,KM12,KM12_3,single set of methods,160,190,0.015328286775,0.021425999999999997
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,0,15,0.013369943799999999,0.0352162237411075
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,0,15,0.014041391833000001,0.0349942237411075
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,0,15,0.012998495767,0.0338422237411075
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,15,30,0.011428339999999999,0.0296086136141008
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,15,30,0.014473831900000001,0.0302506136141008
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,15,30,0.012282848099999999,0.0299626136141008
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,30,50,0.0134195,0.0249078202247189
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,30,50,0.014906682499999999,0.025693820224718902
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,30,50,0.013432317499999999,0.0255498202247189
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,50,70,0.0164715,0.023026924488
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,50,70,0.015013002499999999,0.023236924488
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,50,70,0.0149299975,0.022516924488000002
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,70,100,0.01427908,0.0313669332592
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,70,100,0.0176278478,0.0317929332592
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,70,100,0.015130312200000001,0.0312889332592
Hamzeh_and_lahijani_2022,KM13,KM13_1,single set of methods,100,120,0.014004867999999998,0.020953416
Hamzeh_and_lahijani_2022,KM13,KM13_2,single set of methods,100,120,0.01754753838,0.021019416
Hamzeh_and_lahijani_2022,KM13,KM13_3,single set of methods,100,120,0.01496219762,0.020155416000000002
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,0,15,0.00957372,0.054243709419249005
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,0,15,0.010315800200000001,0.055101709419249
Hamzeh_and_lahijani_2022,KM21,KM21_3,single set of methods,0,15,0.0094316398,0.055029709419249
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,15,30,0.01581154,0.035323656693967
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,15,30,0.015143943900000002,0.035749656693967
Hamzeh_and_lahijani_2022,KM21,KM21_3,single set of methods,15,30,0.0146791361,0.035245656693966995
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,30,50,0.013520019999999999,0.0275228907142173
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,30,50,0.0158247207,0.0274448907142173
Hamzeh_and_lahijani_2022,KM21,KM21_3,single set of methods,30,50,0.0139153193,0.0264368907142173
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,50,70,0.014593020000000002,0.025591631771951603
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,50,70,0.016528275699999997,0.026089631771951602
Hamzeh_and_lahijani_2022,KM21,KM21_3,single set of methods,50,70,0.0147577643,0.0256576317719516
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,70,100,0.013741214,0.0316861598646875
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,70,100,0.0141396,0.0311881598646875
Hamzeh_and_lahijani_2022,KM21,KM21_3,single set of methods,70,100,0.014837986000000001,0.0319021598646875
Hamzeh_and_lahijani_2022,KM21,KM21_1,single set of methods,100,130,0.0144376352,0.0330678943911802
Hamzeh_and_lahijani_2022,KM21,KM21_2,single set of methods,100,130,0.01386128,0.0317058943911802
