study_id,site_id,core_id,impact_class
Costa_et_al_2023,Galapagos-Carthago Grande (CG)-I,Galapagos-Carthago Grande (CG)-I-1,natural
Costa_et_al_2023,Galapagos-Carthago Grande (CG)-I,Galapagos-Carthago Grande (CG)-I-2,natural
Costa_et_al_2023,Galapagos-Carthago Grande (CG)-I,Galapagos-Carthago Grande (CG)-I-3,natural
Costa_et_al_2023,Galapagos-Carthago Grande (CG)-II,Galapagos-Carthago Grande (CG)-II-1,natural
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-I,Galapagos-Carthago Chica (CC)-I-1,natural
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-II,Galapagos-Carthago Chica (CC)-II-1,natural
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-III,Galapagos-Carthago Chica (CC)-III-1,natural
Costa_et_al_2023,Galapagos-Norte (N)-I,Galapagos-Norte (N)-I-1,natural
Costa_et_al_2023,Galapagos-Norte (N)-III,Galapagos-Norte (N)-III-1,natural
Costa_et_al_2023,Galapagos-Norte (N)-IV,Galapagos-Norte (N)-IV-1,natural
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-I,Galapagos-Poza de Patillos (PP)-I-1,natural
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,natural
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,natural
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-1,natural
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,natural
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Cañones (CAN)-I-1,natural
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,natural
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-1,natural
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-2,natural
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,natural
Costa_et_al_2023,Galapagos-Punta Morena (PM)-II,Galapagos-Punta Morena (PM)-II-1,natural
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,natural
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,natural
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,natural
Costa_et_al_2023,Galapagos-Puerto Nuevo (PN)-I,Galapagos-Puerto Nuevo (PN)-I-1,natural
Costa_et_al_2023,Galapagos-Puerto Nuevo (PN)-I,Galapagos-Puerto Nuevo (PN)-I-2,natural
Costa_et_al_2023,Galapagos-Sarten (S)-I,Galapagos-Sarten (S)-I-1,natural
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-I,Galapagos-Tortuga Negra (TN)-I-1,natural
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-IV,Galapagos-Tortuga Negra (TN)-IV-1,natural
Costa_et_al_2023,Galapagos-Itabaca (I)-I,Galapagos-Itabaca (I)-I-1,natural
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-I,Galapagos-Puerto Grande (PG)-I-1,natural
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-II,Galapagos-Puerto Grande (PG)-II-1,natural
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,natural
Costa_et_al_2023,Galapagos-Baronesa (B)-I,Galapagos-Baronesa (B)-I-1,natural
Costa_et_al_2023,Galapagos-Roca Fuerte (RF)-I,Galapagos-Roca Fuerte (RF)-I-1,natural
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,natural
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-1,natural
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-2,natural
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-3,natural
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-4,natural
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-5,natural
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-1,natural
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-2,natural
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-3,natural
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-4,natural
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-5,natural
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-1,natural
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-2,natural
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,natural
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H2,natural
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,natural
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-2,natural
