study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,dating_notes,age_depth_model_reference,ra226_counting_method,method_id,age_depth_model_notes
Carlin_et_al_2021,push core,roots and rhizomes included,sediment not sieved,compaction qualified,60,8,1,time approximate,550,2,measured,TRUE,direct acid treatment,EA,organic carbon,gamma,gamma,mass accumulation,CRS,each sample,"PLUM dating model: Aquino-López, M.A., Blaauw, M., Christen, J.A., Sanderson, N.K., 2018. Bayesian Analysis of 210Pb Dating. Journal of Agricultural, Biological and Environmental Statistics 23, 317-333.",CE,gamma,single set of studies,PLUM software used
