study_id,site_id,core_id,species_code,code_type
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,Salicornia pacifica,Genus species
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,Spartina foliosa,Genus species
