study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,13.468,14.504,0.1998756283988517,0.4277210884353745,0,NA,microcuriesPerGram,2.770699e-6,5.421886e-7,microcuriesPerGram,3.166272e-7,3.401128e-8,microcuriesPerGram,4.197791e-7,4.18125e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,14.504,15.54,0.2403538553990151,0.3613826137614087,2.586133e-7,1.286743e-8,microcuriesPerGram,4.092506e-6,8.013703e-7,microcuriesPerGram,7.400462e-7,2.829873e-8,microcuriesPerGram,7.440836e-7,2.442364e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,15.54,16.576,0.415702685642015,0.29324349852024434,1.201629e-8,1.020697e-7,microcuriesPerGram,2.181709e-6,4.432728e-7,microcuriesPerGram,4.709418e-7,1.964175e-8,microcuriesPerGram,4.253307e-7,1.409081e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,16.576,17.612,0.3276636072933667,0.34021933180311154,7.27e-8,1.05885e-8,microcuriesPerGram,1.199854e-6,2.646122e-7,microcuriesPerGram,4.463317e-7,1.272563e-8,microcuriesPerGram,4.357626e-7,2.445941e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,17.612,18.648,0.3045467591109301,0.3497911445279869,7.804066e-8,3.034935e-8,microcuriesPerGram,8.409899e-7,1.736286e-7,microcuriesPerGram,4.612076e-7,1.766269e-8,microcuriesPerGram,4.44221e-7,2.652904e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,18.648,19.684,0.32882517229737196,0.3488142901139514,8.001286e-8,9.09525e-9,microcuriesPerGram,9.620934e-7,2.04037e-7,microcuriesPerGram,5.790578e-7,1.505858e-8,microcuriesPerGram,5.410508e-7,1.55573e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,19.684,20.72,0.4378345169604681,0.3643543700171374,9.021821e-8,1.174247e-8,microcuriesPerGram,7.643249e-7,1.657972e-7,microcuriesPerGram,5.347659e-7,2.016988e-8,microcuriesPerGram,3.032423e-7,3.586662e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,21.756,22.792,0.2792492370058799,0.4223234624145787,1.098849e-8,4.98355e-8,microcuriesPerGram,7.271887e-7,2.04367e-7,microcuriesPerGram,4.952283e-7,1.95252e-8,microcuriesPerGram,1.371544e-7,7.940496e-9,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,22.792,23.828,0.31247194423783836,0.2901313950237626,8.839987e-9,4.009151e-8,microcuriesPerGram,5.850066e-7,1.644086e-7,microcuriesPerGram,3.983997e-7,1.570758e-8,microcuriesPerGram,1.103376e-7,6.387947e-9,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,23.828,24.864,0.368945432723974,0.27045267489711966,5.221665e-8,9.920562e-9,microcuriesPerGram,7.75392e-7,1.902428e-7,microcuriesPerGram,0,0,microcuriesPerGram,4.699894e-7,1.691853e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,24.864,25.9,0.24534955897494143,0.4665978672170625,1.313338e-8,4.297994e-8,microcuriesPerGram,3.214822e-7,1.660566e-7,microcuriesPerGram,2.742176e-7,1.141374e-8,microcuriesPerGram,2.703553e-7,2.590589e-8,microcuriesPerGram
Weston_et_al_2023,Kennebec,KEN_8,single set of methods,25.9,26.936,0.338095776008584,0.2952718676122931,3.925263e-8,1.000062e-8,microcuriesPerGram,5.786803e-7,2.790403e-7,microcuriesPerGram,5.349444e-7,1.386077e-8,microcuriesPerGram,8.582627e-8,1.967828e-8,microcuriesPerGram
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,26.936,27.972,0.23523704236492193,0.16575006310399998,4.3249414519906334e-8,1.7581147540983612e-8,microcuriesPerGram,6.502990109547486e-6,2.760214473841523e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,27.972,29.008,0.1953647218456403,0.157122648859929,6.812284539909838e-8,1.8129236276849644e-8,microcuriesPerGram,5.57982654492201e-6,2.706777481538817e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,29.008,30.044,0.17885429628807,0.182085655798784,8.450000000000002e-8,1.658e-8,microcuriesPerGram,7.702435581649065e-6,2.755326956169653e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,30.044,31.08,0.14938375521163863,0.23143353607416792,1.2552891396332865e-7,2.253244005641749e-8,microcuriesPerGram,7.588159386466861e-6,3.2861625730102457e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,5.2,6.5,0.14938375521163863,0.23143353607416792,1.3244784422809458e-7,2.1971488178025033e-8,microcuriesPerGram,5.358522639468397e-6,2.9864108719289524e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,6.5,7.800000000000001,0.22428326425232037,0.28305964422188695,1.492952218430034e-7,2.5484982935153587e-8,microcuriesPerGram,4.2276544889599495e-6,3.088927237818023e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,7.800000000000001,9.1,0.22428326425232037,0.28305964422188695,1.6447093889716846e-7,2.4617585692995525e-8,microcuriesPerGram,3.847294574753591e-6,3.026753933516229e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,9.1,10.4,0.27139373115538057,0.29978145682158297,1.473103448275862e-7,2.3041793103448282e-8,microcuriesPerGram,2.4955084394739567e-6,2.414718597908253e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,10.4,11.7,0.22446047777530104,0.291912526217,2.091042584434655e-7,2.554992657856094e-8,microcuriesPerGram,2.3127064288958563e-6,2.745303581849103e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,11.7,13,0.3097612867565604,0.33957226837500004,2.3280350438047563e-7,2.3425156445556952e-8,microcuriesPerGram,1.992876011180142e-6,2.1628406410164853e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,13,14.3,0.20847050935757985,0.357346045190144,3.31883870967742e-7,2.6745935483870972e-8,microcuriesPerGram,2.4912614227130355e-6,2.480624576189092e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,15.6,16.900000000000002,0.2987226634680802,0.26621167784037497,6.885650887573965e-7,3.789082840236687e-8,microcuriesPerGram,3.401654243000397e-6,3.198838631530939e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,18.2,19.5,0.2741902788063187,0.202431026559839,7.843483870967743e-7,3.718477419354839e-8,microcuriesPerGram,1.998607478446188e-6,2.763900594142529e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,20.8,22.1,0.2741902788063187,0.16377224479687494,2.3535749265426055e-7,2.2480999020568072e-8,microcuriesPerGram,1.5468088068479837e-6,2.191879073000522e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,22.1,23.4,0.2741902788063187,0.16377224479687494,9.941055045871561e-8,2.1892775229357795e-8,microcuriesPerGram,1.6120908752789483e-6,2.4076875757638373e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,26,27.3,0.2741902788063187,0.142388746583,7.802520252025202e-8,1.4475517551755176e-8,microcuriesPerGram,1.2652954484637651e-6,1.7956260716161704e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,28.6,29.9,0.2741902788063187,0.15988832099495698,5.0955703211517174e-8,1.7041085271317832e-8,microcuriesPerGram,1.868015579255889e-6,2.1703178122751766e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,31.200000000000003,32.5,0.2741902788063187,0.15045652750968247,4.372832369942197e-8,1.7141502890173413e-8,microcuriesPerGram,1.5061014771997429e-6,2.217007469897643e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,33.800000000000004,35.1,0.2741902788063187,0.15045652750968247,2.3066188197767148e-08,1.1831180223285491e-8,microcuriesPerGram,1.1558583104635735e-6,1.5929376346043013e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,36.4,37.7,0.2741902788063187,0.15045652750968247,0,1.4363008130081305e-8,microcuriesPerGram,1.7828136825850236e-6,1.9815222997387626e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,39,40.3,0.2741902788063187,0.141024734024408,1.0648214285714287e-8,1.3636071428571429e-8,microcuriesPerGram,9.529674764049764e-7,1.727737782425283e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,52,53.3,0.2741902788063187,0.117237725679552,8.959731543624161e-9,1.2103104026845638e-8,microcuriesPerGram,1.2302728483517072e-6,1.657592470826531e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,65,67.60000000000001,0.2741902788063187,0.124160776709784,0,1.2115720164609052e-8,microcuriesPerGram,1.0034391387272043e-6,1.5744352891986637e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,78,80.60000000000001,0.2741902788063187,0.119245598010368,0,1.1557142857142856e-8,microcuriesPerGram,1.0829373715609668e-6,1.5516298802815657e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,91,93.6,0.2741902788063187,0.11883126175583898,0,1.1470167064439141e-8,microcuriesPerGram,1.087267159761193e-6,1.5080222923798898e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_2,single set of methods,104,106.6,0.2741902788063187,0.110266012971528,1.7437659033078882e-9,1.2523409669211197e-8,microcuriesPerGram,5.777591628948711e-7,1.6188296545060753e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,0,1.351351351351351,0.23523704236492193,0.147465855124547,5.303641207815276e-8,1.3768916518650093e-8,microcuriesPerGram,6.280731219674381e-6,2.229852243451266e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,1.351351351351351,2.702702702702702,0.1953647218456403,0.141472508724389,6.10983981693364e-8,1.7270480549199086e-8,microcuriesPerGram,6.900242633938285e-6,2.643934695565131e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,2.702702702702702,4.054054054054054,0.17885429628807,0.14289976504671198,4.385773195876289e-8,1.6148453608247423e-8,microcuriesPerGram,6.083145000670773e-6,2.462331855050928e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,4.054054054054054,5.405405405405405,0.14938375521163863,0.140576755859375,7.883156654888104e-8,1.8156419316843343e-8,microcuriesPerGram,6.387976610296987e-6,2.628780134669416e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,5.405405405405405,6.756756756756756,0.3215647195646254,0.157521217636328,7.5027e-8,1.5931e-8,microcuriesPerGram,4.946133633633633e-6,2.3047247247247246e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,6.756756756756756,8.108108108108109,0.22428326425232037,0.122423677993304,1.031744312026002e-7,1.7443228602383534e-8,microcuriesPerGram,4.117782462852885e-6,2.2581994236923815e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,8.108108108108109,9.45945945945946,0.254945259487864,0.16890631463014402,1.3228161668839636e-7,2.2000521512385925e-8,microcuriesPerGram,3.4110096080435063e-6,2.662058244685363e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,9.45945945945946,10.81081081081081,0.27139373115538057,0.18396573164499197,1.7488683127572017e-7,1.8633230452674897e-8,microcuriesPerGram,3.14244285437701e-6,2.0327677214251286e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,10.81081081081081,12.16216216216216,0.22446047777530104,0.17242436125586397,2.3123556581986146e-7,2.227055427251732e-8,microcuriesPerGram,2.880785664417304e-6,2.347214058746969e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,12.16216216216216,13.513513513513512,0.3097612867565604,0.190294696622625,2.234008097165992e-7,1.998896761133603e-8,microcuriesPerGram,2.362578925078925e-6,1.9133376164626162e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,13.513513513513512,14.864864864864863,0.20847050935757985,0.18020197442399996,2.3124454148471617e-7,2.0569104803493452e-8,microcuriesPerGram,2.174093443880561e-6,2.194460768082493e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,16.216216216216218,17.56756756756757,0.2987226634680802,0.14977269477533597,8.766087962962962e-8,1.8531365740740738e-8,microcuriesPerGram,2.244681747719942e-6,2.0739453284302813e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,18.91891891891892,20.27027027027027,0.2741902788063187,0.15571587891199998,6.471826280623609e-8,1.6620601336302893e-8,microcuriesPerGram,1.5315949301194288e-6,1.9200499218594989e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,21.62162162162162,22.972972972972972,0.2556051432823938,0.153338698993749,5.399271592091573e-8,1.6123725286160255e-8,microcuriesPerGram,1.273170933680819e-6,1.796435157842546e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,24.324324324324323,25.675675675675674,0.27840279889833286,0.147825993392088,9.204336947456214e-9,1.2670809007506256e-8,microcuriesPerGram,9.336014496564954e-7,1.4579380777775272e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,27.027027027027025,28.37837837837838,0.25967719955876073,0.129483329243136,3.2323012552301264e-8,1.2482343096234312e-8,microcuriesPerGram,9.91187317024137e-7,1.590256574566198e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,29.72972972972973,31.08108108108108,0.27362832844788665,0.192483034807101,2.842658092175777e-9,1.5062272240085745e-8,microcuriesPerGram,8.55652007849221e-7,1.8205856580052717e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,32.432432432432435,33.78378378378378,0.27362832844788665,0.204112626156803,1.3591628959276018e-8,1.5595135746606337e-8,microcuriesPerGram,7.705634084310554e-7,1.8606406887656885e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,35.13513513513514,36.48648648648648,0.27362832844788665,0.165188351134271,5.391346153846154e-9,1.2074125874125876e-8,microcuriesPerGram,6.674944174944174e-7,1.5162742506492504e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,37.83783783783784,39.189189189189186,0.27362832844788665,0.133080345828125,5.438888888888889e-9,1.424e-8,microcuriesPerGram,1.1701379409712745e-6,1.740306278500723e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,40.54054054054054,41.89189189189189,0.27362832844788665,0.133080345828125,0,1.4315821501014198e-8,microcuriesPerGram,1.1748849508737947e-6,1.9026975758720185e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,54.05405405405405,55.4054054054054,0.27362832844788665,0.174343621021125,5.1086337760910834e-9,1.3223339658444024e-8,microcuriesPerGram,9.426617081977612e-7,1.730134130810127e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,67.56756756756756,70.27027027027027,0.27362832844788665,0.184047392500736,0,1.0880177993527508e-8,microcuriesPerGram,2.3202991624310394e-7,1.523464200446401e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,81.08108108108108,83.78378378378378,0.27362832844788665,0.184047392500736,0,1.3569804287045666e-8,microcuriesPerGram,6.429221626099537e-7,1.71526780741599e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_4,single set of methods,94.5945945945946,97.29729729729728,0.27362832844788665,0.119463600180408,1.318860103626943e-9,1.3981761658031088e-8,microcuriesPerGram,8.003015969337212e-7,1.951297152074354e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,0,1.163,0.23523704236492193,0.145450889773592,6.108290598290598e-8,1.3920512820512825e-8,microcuriesPerGram,5.339955339955339e-6,2.10112409417965e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,1.163,2.326,0.1953647218456403,0.12294512768184798,3.521925133689839e-8,1.2826470588235294e-8,microcuriesPerGram,5.80041940336058e-6,2.06688278073082e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,2.326,3.489,0.1953647218456403,0.12294512768184798,4.0154296875000015e-8,1.4114843749999998e-8,microcuriesPerGram,5.63524339769457e-6,2.3083312804992494e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,3.489,4.652,0.14938375521163863,0.136492918545512,5.5457706766917294e-8,1.4203195488721802e-8,microcuriesPerGram,5.015618296868296e-6,2.022558272558272e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,4.652,5.815,0.3215647195646254,0.125548264210328,3.669749518304431e-8,1.4241714836223506e-8,microcuriesPerGram,4.305274687018424e-6,2.160997100183035e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,5.815,6.978,0.3215647195646254,0.125548264210328,3.108333333333333e-8,1.3300000000000002e-8,microcuriesPerGram,3.2662226833575144e-6,1.8472033011475897e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,6.978,8.141,0.254945259487864,0.14570563929168798,2.966666666666667e-8,1.5729306487695753e-8,microcuriesPerGram,4.299888535067506e-6,2.3683358974186714e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,8.141,9.304,0.27139373115538057,0.10830601617455898,6.577289836888333e-8,1.8704516938519453e-8,microcuriesPerGram,3.788889265677221e-6,2.3843872102968716e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,9.304,10.467,0.22446047777530104,0.17335350364110902,5.912760055478502e-8,2.0750208044382803e-8,microcuriesPerGram,2.701917416723242e-6,2.691085676522569e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,10.467,11.63,0.3097612867565604,0.16262537003900002,5.25813679245283e-8,1.8209316037735853e-8,microcuriesPerGram,2.696346848027272e-6,2.16731029378435e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,11.63,12.793,0.20847050935757985,0.13824826062028797,9.483103448275865e-8,1.8158045977011497e-8,microcuriesPerGram,3.0021904087996044e-6,2.341907999953977e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,12.793,13.956,0.25359658641283,0.10723867099533148,9.646216768916157e-8,1.5952658486707568e-8,microcuriesPerGram,2.644042304062754e-6,2.045140104316996e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,13.956,15.119,0.2987226634680802,0.076229081370375,9.82529474812433e-8,1.9726902465166133e-8,microcuriesPerGram,2.608808567409853e-6,2.364203699948609e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,15.119,16.282,0.2864564711371994,0.091716139453192,1.1125000000000003e-7,1.6026691729323312e-8,microcuriesPerGram,1.9491589804089803e-6,1.8659731159731157e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,16.282,17.445,0.2741902788063187,0.107203197536009,1.1441760138050046e-7,1.6340983606557377e-8,microcuriesPerGram,1.826826826826827e-6,1.9473674494166297e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,17.445,18.608,0.2741902788063187,0.107203197536009,9.65566037735849e-8,1.5684150943396228e-8,microcuriesPerGram,1.3957560154494116e-6,1.8206225093017546e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,18.608,19.771,0.2556051432823938,0.098514520994625,5.9486254295532656e-8,1.6836597938144332e-8,microcuriesPerGram,1.2002283641029346e-6,1.856999288807708e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,19.771,20.934,0.2556051432823938,0.07591883998881249,9.709090909090909e-8,1.4515090909090912e-8,microcuriesPerGram,1.6723769223769225e-6,1.6897317772317775e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,20.934,22.097,0.2556051432823938,0.053323158983,3.386171875e-8,1.392015625e-8,microcuriesPerGram,7.457164195445445e-7,1.6653203496465214e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,22.097,23.26,0.2556051432823938,0.0654016916555,2.7326547921967777e-8,1.2425275657336731e-8,microcuriesPerGram,9.3103865103441e-7,1.653053604919593e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,23.26,24.423,0.2556051432823938,0.07748022432799999,0,1.4492994923857869e-8,microcuriesPerGram,8.369092442696503e-7,1.886569628003638e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,24.423,25.586,0.2556051432823938,0.0969109130795405,1.9893177737881507e-8,1.250314183123878e-8,microcuriesPerGram,1.3748347764281335e-6,1.749506463375404e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,25.586,26.749,0.2556051432823938,0.116341601831081,2.0806098514464425e-8,1.3736200156372166e-8,microcuriesPerGram,6.988076818022088e-7,1.6852798850453268e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,26.749,27.912,0.2556051432823938,0.09103418551294452,8.403433476394851e-9,1.264334763948498e-8,microcuriesPerGram,9.385028805629662e-7,1.6248762174191358e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,27.912,29.075,0.2556051432823938,0.09103418551294452,0,1.4411675126903556e-8,microcuriesPerGram,5.322449141188566e-7,1.8386308791871394e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,29.075,30.238,0.2556051432823938,0.09103418551294452,1.4923544743701134e-8,1.2085751520417033e-8,microcuriesPerGram,6.144312209690141e-7,1.645770988190623e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,30.238,31.401,0.2556051432823938,0.09103418551294452,3.5450733752620546e-8,1.7893291404612158e-8,microcuriesPerGram,5.321063988516819e-7,2.178452692734663e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,31.401,32.564,0.2556051432823938,0.09103418551294452,2.691928632115549e-8,1.2325403568394224e-8,microcuriesPerGram,7.372495690252699e-7,1.5924590690945832e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,32.564,33.727000000000004,0.2556051432823938,0.06572676919480801,1.6473199329983253e-8,1.444572864321608e-8,microcuriesPerGram,7.449215337615671e-7,1.7507472925186492e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,33.727000000000004,34.89,0.2556051432823938,0.08305476754886248,1.8948387096774192e-8,1.178532258064516e-8,microcuriesPerGram,7.592748998998997e-7,1.5524897377215928e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,34.89,36.053,0.2556051432823938,0.10038276590291698,1.3260744985673353e-8,1.3923782234957021e-8,microcuriesPerGram,7.293348745115697e-7,1.7653219121700493e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,46.52,47.683,0.2556051432823938,0.05806180874583201,0,1.2574311926605504e-8,microcuriesPerGram,6.328949362206242e-7,1.6666233320476434e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,58.15,60.476,0.2556051432823938,0.045681111543161,1.7972337482710933e-8,1.0340248962655605e-8,microcuriesPerGram,7.201184587076701e-7,1.3280184576000618e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Cape Fear,CPF_6,single set of methods,69.78,72.10600000000001,0.2556051432823938,0.03122345655053299,0,8.280918953414168e-9,microcuriesPerGram,2.907242756476963e-7,1.1565288565527877e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
