study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,carbon_profile_notes,cs137_counting_method,pb210_counting_method,dating_notes
Weston_et_al_2020,single set of methods,push core,roots and rhizomes included,sediment not sieved,compaction quantified,80,48,not specified,500,4,10.2 cm inner diameter pvc pipe driven to depth,gamma,gamma,CRC model used to determine age-dependent rates of soil accretion for each section of soil cores. CIC model used to calculate a whole-core accretion rate using Pb210 activities.
