"study_id","coring_method","sediment_sieved_flag","sediment_sieve_size","dry_bulk_density_flag","carbon_measured_or_modeled","carbonates_removed","carbonate_removal_method","fraction_carbon_method","fraction_carbon_type"
"Nahlik_and_Fennessey_2016","push core","sediment sieved",2,"modeled","measured",TRUE,"direct acid treatment","EA","organic carbon"
