"study_id","site_id","core_id","core_date","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_RSTUDY","SANDT_COAST_REG","STATE_NAME","HIGH_TABLE","HIGH_TABLE_COMMENT","ESTCHANNEL_PRESENT","ESTCHANNEL_PRESENT_COMMENT","ESTSURGE_PRESENT","ESTSURGE_PRESENT_COMMENT","TIDAL_STAGE","inundation_notes"
"Nahlik_and_Fennessey_2016","NWCA11-1179","NWCA11-1179-4692",2011-09-24,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Outlet Naugatuck River","New England","Coastal Watersheds","North East Coast Region","Connecticut",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1179","NWCA11-1179-4693",2011-09-12,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Outlet Naugatuck River","New England","Coastal Watersheds","North East Coast Region","Connecticut",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1547","NWCA11-1547-4720",2011-08-16,"palustrine","field observation","forested","field observation","Midwest","PFO","DPRSS","Brandywine Creek-Saint Joseph River","Great Lakes","Coastal Watersheds","Great Lakes Region","Indiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1539","NWCA11-1539-4722",2011-07-28,"palustrine","field observation","emergent","field observation","Midwest","PEM","DPRSS","Galien River","Great Lakes","Coastal Watersheds","Great Lakes Region","Indiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1539","NWCA11-1539-4723",2011-09-22,"palustrine","field observation","emergent","field observation","Midwest","PEM","DPRSS","Galien River","Great Lakes","Coastal Watersheds","Great Lakes Region","Indiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R080","NWCA11-R080-4739",2011-09-04,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","San Antonio Bay-Espiritu Santo Bay","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R079","NWCA11-R079-4740",2011-09-11,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FRINGE","Lower Atchafalaya River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R072","NWCA11-R072-4741",2011-09-25,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Cedar Creek-Tensaw River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1709","NWCA11-1709-4754",2011-09-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Freshwater Bayou-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1708","NWCA11-1708-4755",2011-09-18,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Colyell Creek-Amite River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1707","NWCA11-1707-4756",2011-09-24,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou La Loutre-Frontal Chandeleur Sound","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1658","NWCA11-1658-4757",2011-09-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1554","NWCA11-1554-4758",2011-08-17,"palustrine","field observation","forested","field observation","Midwest","PFO","DPRSS","Pigeon Creek","Great Lakes","Coastal Watersheds","Great Lakes Region","Indiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R001","NWCA11-R001-4770",2011-09-10,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Cocohatchee River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R003","NWCA11-R003-4771",2011-09-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bogue Banks-Shackleford Banks","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R007","NWCA11-R007-4772",2011-06-13,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Combahee River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","South Carolina","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R012","NWCA11-R012-4773",2011-09-13,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cape Fear River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,"Y","WATER LEVEL DROPPED APPROXIMATELY 40CM DURING SAMPLING","OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R023","NWCA11-R023-4779",2011-09-07,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Wekiva River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2555","NWCA11-2555-4794",2011-09-22,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","San Antonio Bay-Espiritu Santo Bay","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2178","NWCA11-2178-4813",2011-08-11,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Salmon Falls River","New England","Coastal Watersheds","North East Coast Region","New Hampshire",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1704","NWCA11-1704-4856",2011-07-14,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Lower Bayou Boeuf","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1700","NWCA11-1700-4860",2011-07-11,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Upper Atchafalaya River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1696","NWCA11-1696-4862",2011-08-09,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Mermentau River-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1695","NWCA11-1695-4863",2011-07-07,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","RIVERINE","Upper Atchafalaya River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1663","NWCA11-1663-4867",2011-06-03,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou Des Glaises-Bayou Rouge","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-OH-3019","NWCA11-OH-3019-4881",2011-06-15,"palustrine","field observation","scrub shrub","field observation","Midwest","PSS","DPRSS","Marsh Run-West Branch Huron River","Great Lakes","Coastal Watersheds","Great Lakes Region","Ohio",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1001","NWCA11-WI-1001-4887",2011-06-29,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","FRINGE","Door Peninsula-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1006","NWCA11-WI-1006-4888",2011-08-04,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","SLOPE","Upper Milwaukee River","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1009","NWCA11-WI-1009-4890",2011-09-09,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Manitowoc River-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y","MASSIVE SILTY CLAY OR SILTY CLAY LOAM SOIL @ 63 CM W/FLUID BANDS OF SAND ABOVE.",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1010","NWCA11-WI-1010-4891",2011-09-19,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Mullet River","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1011","NWCA11-WI-1011-4892",2011-09-13,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Manitowoc River-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y","68CM IN HOLE B HIGHEST H2O OBSERVED",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1018","NWCA11-WI-1018-4893",2011-09-20,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Pensaukee River-Frontal Green Bay","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1037","NWCA11-WI-1037-4894",2011-09-08,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","East Twin River-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1045","NWCA11-WI-1045-4895",2011-09-07,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Kewaunee River","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1050","NWCA11-WI-1050-4896",2011-09-06,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FLATS","Upper Milwaukee River","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y","SURFACE WATER IN NORTH END - SEDGE TUSSOCKS",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1054","NWCA11-WI-1054-4897",2011-09-12,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Mullet River","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1065","NWCA11-WI-1065-4898",2011-09-21,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Duck Creek-Frontal Green Bay","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-WI-1070","NWCA11-WI-1070-4899",2011-09-14,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Manitowoc River-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1245","NWCA11-1245-4911",2011-10-10,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","Middle Myakka River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1278","NWCA11-1278-4912",2011-05-16,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Turtle Creek-Vassey Creek Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1280","NWCA11-1280-4913",2011-06-24,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Thomas Creek","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1291","NWCA11-1291-4915",2011-07-27,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Apalachicola Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1292","NWCA11-1292-4916",2011-06-02,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Tolomato River-Moses Creek Frontal","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida","Y",NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1300","NWCA11-1300-4917",2011-06-06,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marks River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1305","NWCA11-1305-4918",2011-05-11,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Indian River Lagoon","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1316","NWCA11-1316-4921",2011-06-14,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Okaloacoochee Slough","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1308","NWCA11-1308-4922",2011-06-07,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO",NA,"Ochlockonee Bay-Apalachee Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1321","NWCA11-1321-4923",2011-05-18,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Lake Washington-St. Johns River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1322","NWCA11-1322-4924",2011-06-22,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Tates Hell Swamp-Cash Creek Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1324","NWCA11-1324-4925",2011-10-09,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Big Cypress Swamp","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1325","NWCA11-1325-4926",2011-07-07,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Crystal River-Homosassa River Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1329","NWCA11-1329-4927",2011-07-13,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Upper Florida Keys","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1336","NWCA11-1336-4928",2011-05-24,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Rocky Creek-Bumblebee Creek Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1342","NWCA11-1342-4929",2011-06-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Sopchoppy River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida","Y",NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1608","NWCA11-1608-4950",2011-05-07,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1608","NWCA11-1608-4951",2011-06-21,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1610","NWCA11-1610-4952",2011-06-06,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou Perot-Little Lake","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1612","NWCA11-1612-4953",2011-05-11,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Mermentau River-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1613","NWCA11-1613-4954",2011-06-05,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou La Loutre-Frontal Chandeleur Sound","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1626","NWCA11-1626-4955",2011-06-18,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Grand Caillou-Frontal Caillou Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1629","NWCA11-1629-4956",2011-07-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1631","NWCA11-1631-4957",2011-04-29,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Middle Mississippi River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1637","NWCA11-1637-4958",2011-05-25,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1345","NWCA11-1345-4962",2011-06-28,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Upper Myakka River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1346","NWCA11-1346-4963",2011-07-06,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Rocky Creek-Bumblebee Creek Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1348","NWCA11-1348-4964",2011-07-14,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","South Biscayne Bay","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1357","NWCA11-1357-4965",2011-06-29,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","SLOPE","Bowlegs Creek","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1359","NWCA11-1359-4966",2011-09-24,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Estero Bay Frontal","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1363","NWCA11-1363-4967",2011-09-24,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Rooker Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1365","NWCA11-1365-4968",2011-08-01,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Tomoka River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1366","NWCA11-1366-4969",2011-07-26,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Perdido Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1368","NWCA11-1368-4970",2011-06-23,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","South Newport River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1368","NWCA11-1368-4971",2011-08-23,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","South Newport River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1369","NWCA11-1369-4972",2011-08-18,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1370","NWCA11-1370-4973",2011-06-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Brunswick River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1372","NWCA11-1372-4974",2011-08-30,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1373","NWCA11-1373-4975",2011-07-07,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1374","NWCA11-1374-4976",2011-07-26,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Doboy Sound-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"FLOOD","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1376","NWCA11-1376-4977",2011-08-03,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1377","NWCA11-1377-4978",2011-06-02,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","RIVERINE","Lower Satilla River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
