study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_sample_volume,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_volume,cs137_counting_method,pb210_counting_method,excess_pb210_model,ra226_assumption,method_id
Smith_et_al_2015,other shallow corer,roots and rhizomes included,sediment sieved,compaction quantified,60,30,650,4,30,gamma,alpha,CRS,at asymptote,single set of methods
