"study_id","site_id","plot_id","family","species","alive_or_dead","plot_radius","decay_class","diameter","diameter_flag","diameter_crown","height","height_canopy","basal_area","basal_density","plant_notes","wood_density","plant_BGB_kg","plant_AGB_kg","carbon_conversion_factor","plant_belowground_carbon","plant_aboveground_carbon","plant_AGB_MgHa","plant_BGB_MgHa","plant_mass_total_MgHa","plant_total_carbon"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"6.2","DBH",NA,NA,NA,"0.00301907054009979","0.196122449012589",NA,"0.898","10.3742821119561","16.9889763623929",0.4752,"0.320249553625701","0.524442273489328","1.10362431289842","0.673925828336912","1.77755014123533","0.844691827115029"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","dead",7,"3","23.2","DBH",NA,15,NA,"0.0422732707467042","2.74612244944162",NA,"0.898","194.192221307061","83.4001638284298",0.4752,"5.99462897962812","2.57452659857627","5.41777482865378","12.6149599739649","18.0327348026187","8.56915557820439"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","dead",7,"3","14.7","DBH",NA,10,NA,"0.0169716689128555","1.10250000018549",NA,"0.898","70.5168633411073","37.855894128124",0.4752,"2.1768247445332","1.16859490283782","2.45916435782371","4.58086015263721","7.04002451046092","3.34541964737103"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"32.2","DBH",NA,20,NA,"0.081433223173701","5.29000000089004","cut for firewood","0.898","402.057842869359","294.195287279729",0.4752,"12.4113498477387","9.0816799093536","19.1112792705253","26.1181604539956","45.2294397245208","21.4930297570923"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"46.5","DBH",NA,20,NA,"0.169822717880613","11.0318877569581","cut for firewood","0.898","909.063160532981","555.774042356957",0.4752,"28.062382364052","17.1565017280996","36.103749427819","59.0538349411868","95.1575843690058","45.2188840921515"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"36.5","DBH",NA,20,NA,"0.104634670318625","6.79719387869464","cut for firewood","0.898","531.053972842338","365.48212887562",0.4752,"16.3934039886879","11.2822735460121","23.7421581355472","34.497904016599","58.2400621521463","27.6756775346999"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"7.3","DBH",NA,NA,NA,"0.004185386812745","0.271887755147786",NA,"0.898","14.9082014476003","22.53974863429",0.4752,"0.460209661491056","0.695792186974357","1.46420914767331","0.968454674854915","2.43266382252823","1.15600184846541"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"16","DBH",NA,16,NA,"0.0201061929829747","1.30612244919935","cut for firewood","0.898","85.112797375451","87.6736096680202",0.4752,"2.62739484748632","2.70644600348577","5.69538300396836","5.52902956120859","11.224412565177","5.33384085097209"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"2.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","1.5069170112792","3.77447073888963",0.4752,"2.27937752462885","5.70930164381843","12.0145236612341","4.79666987506071","16.8111935362948","7.98867916844727"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"2.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","1.77639414330315","4.29109124926494",0.4752,"2.68699129070839","6.49074692003317","13.658979208824","5.65444295182742","19.3134221606514","9.17773821074155"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"3.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","3.10341642820057","6.62974502974022",0.4752,"4.69425827902721","10.0282176800046","21.1031516835113","9.87848964441753","30.9816413279288","14.7224759590318"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"52","DBH",NA,20,NA,"0.21237166338267","13.7959183696681","cut for firewood","0.898","1165.13413486112","674.433269031582",0.4752,"35.9671813988279","20.8194601830586","43.8119953347192","75.6885130446715","119.500508379391","56.7866415818865"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"42","DBH",NA,20,NA,"0.13854423602331","9.00000000151424","cut for firewood","0.898","725.206900346707","465.995496147401",0.4752,"22.3868199858044","14.3850772537604","30.2716272175092","47.1103114179385","77.3819386354476","36.7718972395647"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","dead",7,"3","9.3","DBH",NA,5,NA,"0.00679290871522453","0.441275510278326",NA,"0.898","25.5199987550821","17.1376467171289",0.4752,"0.787791205371656","0.529031662348022","1.11328211773574","1.65780977561375","2.77109189334949","1.31682286771968"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"56.1","DBH",NA,NA,NA,"0.247181295382608","16.0571938802526",NA,"0.898","1378.94217610373","769.116113840379",0.4752,"42.5673421647107","23.7422782112172","49.9627066734368","89.5777402456032","139.54044691904","66.3096203759278"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.444396979226988","1.45663642892069",0.4752,"0.672199251107448","2.20332262014812","4.63662167539588","1.41456071360995","6.05118238900583","2.87552187125557"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.9","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.142977228391612","0.601632074348938",0.4752,"0.216268764961991","0.910034605822578","1.91505598868388","0.455111037377928","2.3701670260618","1.12630337078457"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.9","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.142977228391612","0.601632074348938",0.4752,"0.216268764961991","0.910034605822578","1.91505598868388","0.455111037377928","2.3701670260618","1.12630337078457"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"40.6","DBH",NA,20,NA,"0.129461891661782","8.41000000141497","cut for firewood","0.898","672.630099458892","439.436130384962",0.4752,"20.7637971266144","13.5652012432362","28.546298912534","43.6948592731785","72.2411581857125","34.3289983698506"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"5.3","DBH",NA,6,NA,"0.00220618344098343","0.143316326554725","cut for firewood","0.898","7.32387517203643","12.9496707912422",0.4752,"0.226084824891346","0.399750676310957","0.841226170688041","0.475767729148456","1.3169938998365","0.625835501202304"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8","DBH",NA,3,NA,"0.00502654824574367","0.326530612299836","cut for firewood","0.898","18.2687265062731","26.4110681014059",0.4752,"0.5639476009816","0.815298126557157","1.71569471076843","1.18675841957407","2.9024531303425","1.37924572753876"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.2","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.270788907004782","0.989919625731595",0.4752,"0.409597969845436","1.49736218331372","3.1510146955255","0.861948589742079","4.01296328526758","1.90696015315915"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.7","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.081840100101501","0.389405341824586",0.4752,"0.123792142094396","0.589018358331429","1.23951674733045","0.260505349525243","1.50002209685569","0.712810500425824"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.444396979226988","1.45663642892069",0.4752,"0.672199251107448","2.20332262014812","4.63662167539588","1.41456071360995","6.05118238900583","2.87552187125557"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.1","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.223223680316798","0.851506437391045",0.4752,"0.337650339116633","1.28799703031976","2.7104314611106","0.710543642922208","3.42097510403281","1.62564736943639"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.9","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.142977228391612","0.601632074348938",0.4752,"0.216268764961991","0.910034605822578","1.91505598868388","0.455111037377928","2.3701670260618","1.12630337078457"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.180654383115271","0.722",0.4752,"0.273259600572885","1.09210431660401","2.29819931945289","0.575041246996812","2.8732405664497","1.3653639171769"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.7","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.081840100101501","0.389405341824586",0.4752,"0.123792142094396","0.589018358331429","1.23951674733045","0.260505349525243","1.50002209685569","0.712810500425824"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.180654383115271","0.722",0.4752,"0.273259600572885","1.09210431660401","2.29819931945289","0.575041246996812","2.8732405664497","1.3653639171769"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.1","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.223223680316798","0.851506437391045",0.4752,"0.337650339116633","1.28799703031976","2.7104314611106","0.710543642922208","3.42097510403281","1.62564736943639"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
