"study_id","site_id","plot_id","family","species","alive_or_dead","plot_radius","decay_class","diameter","diameter_flag","diameter_crown","height","height_canopy","basal_area","basal_density","plant_notes","wood_density","plant_BGB_kg","plant_AGB_kg","carbon_conversion_factor","plant_belowground_carbon","plant_aboveground_carbon","plant_AGB_MgHa","plant_BGB_MgHa","plant_mass_total_MgHa","plant_total_carbon"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8.2","DBH",NA,NA,NA,"0.00528101725068444","0.343061224547515",NA,"0.898","19.298131231145","27.5644274508717",0.4752,"0.595724874828868","0.850901825478239","1.79061831960909","1.25362978709779","3.04424810670687","1.44662670030711"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"6.7","DBH",NA,8,NA,"0.00352565235549115","0.229030612283432","cut for firewood","0.898","12.3235140644978","19.4299946512017",0.4752,"0.380421491883966","0.59979544096125","1.26219579326862","0.800550277533598","2.06274607080222","0.980216932845216"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8.5","DBH",NA,8,NA,"0.00567450173054657","0.368622449041612","cut for firewood","0.898","20.9005886637297","29.333329317971",0.4752,"0.64519203525031","0.905507052831113","1.90552830982978","1.35772734690722","3.263255656737","1.55069908808142"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"6","DBH",NA,NA,NA,"0.00282743338823081","0.183673469418658",NA,"0.898","9.64593384198409","16.0515513326414",0.4752,"0.29776576093283","0.495504372621037","1.04272805686245","0.626611449774473","1.66933950663692","0.793270133553866"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"7.4","DBH",NA,NA,NA,"0.00430084034276443","0.279387755149048",NA,"0.898","15.3653664016176","23.0768913018623",0.4752,"0.474322143769576","0.712373546307654","1.49910258061375","0.998152659447762","2.49725524006151","1.18669569007723"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","dead",7,"3","11","DBH",NA,3,NA,"0.00950331777710912","0.617346938879378",NA,"0.898","37.0459097283785","22.9170092432849",0.4752,"1.1435910385065","0.707438057052628","1.48871645002657","2.40654679820391","3.89526324823048","1.85102909555913"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8.6","DBH",NA,NA,NA,"0.00580880481648753","0.377346938838998",NA,"0.898","21.4503836839374","29.9332599103324",0.4752,"0.662163967178421","0.92402664795459","1.94450052178996","1.39344269187378","3.33794321366374","1.58619061513301"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8","DBH",NA,NA,NA,"0.00502654824574367","0.326530612299836",NA,"0.898","18.2687265062731","26.4110681014059",0.4752,"0.5639476009816","0.815298126557157","1.71569471076843","1.18675841957407","2.9024531303425","1.37924572753876"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"5.6","DBH",NA,NA,NA,"0.0024630086404144","0.16000000002692",NA,"0.898","8.27610368604415","14.2446135761501",0.4752,"0.255479702847209","0.439724993990214","0.925347209575367","0.537625637304733","1.4629728468801","0.695204696837423"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"8.3","DBH",NA,NA,NA,"0.00541060794764502","0.351479591895871",NA,"0.898","19.8244829049614","28.1488965823934",0.4752,"0.611973120902258","0.86894413206465","1.82858613649968","1.28782222412091","3.1164083606206","1.48091725296691"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"7.4","DBH",NA,NA,NA,"0.00430084034276443","0.279387755149048",NA,"0.898","15.3653664016176","23.0768913018623",0.4752,"0.474322143769576","0.712373546307654","1.49910258061375","0.998152659447762","2.49725524006151","1.18669569007723"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"12.6","DBH",NA,20,NA,"0.0124689812420979","0.810000000136281","cut for firewood","0.898","50.0807833341864","57.9800534214917",0.4752,"1.54597188845625","1.78981890284512","3.76645392012863","3.25330784607797","7.0197617662066","3.33579079130137"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"4.9","DBH",NA,NA,NA,NA,NA,NA,"0.898","6.15295587663556","11.3048970598243",0.4752,"9.30702170740681","17.099898722712","35.9846353592425","19.5854833910076","55.5701187502501","26.4069204301188"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.9","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.142977228391612","0.601632074348938",0.4752,"0.216268764961991","0.910034605822578","1.91505598868388","0.455111037377928","2.3701670260618","1.12630337078457"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"1.3","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.3234467153661","1.13703318602998",0.4752,"0.489248689809843","1.71988760468886","3.61929209740921","1.02956374118233","4.64885583859154","2.2091362944987"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.3","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0124754921869079","0.0898326248137721",0.4752,"0.0188705524502517","0.135881713754833","0.285946367329194","0.039710758523257","0.325657125852451","0.154752266205085"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.6","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0581224990312657","0.298206435769143",0.4752,"0.0879166649360911","0.451069994103294","0.949221368062488","0.185009816784703","1.13423118484719","0.538986659039385"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.4","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0236277128298121","0.147809736424657",0.4752,"0.0357395113198308","0.223578464245802","0.470493401190662","0.0752094093430783","0.54570281053374","0.259317975565633"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.8","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.110079962817255","0.490665999825221",0.4752,"0.166508036792706","0.742186227728459","1.56183970481578","0.350395700321351","1.91223540513713","0.908694264521166"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophoraceae","Rhizophora mangle","alive",2,NA,"0.5","DBH",NA,NA,NA,NA,NA,NA,"0.898","0.0387759023209391","0.217497502856559",0.4752,"0.0586528120566663","0.328988866648534","0.692316638570147","0.123427634799382","0.815744273369529","0.3876416787052"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"39.6","DBH",NA,20,NA,"0.123162998391334","8.00081632787674","cut for firewood","0.898","636.402410315869","420.869607000494",0.4752,"19.6454641998885","12.9920607828081","27.3401952500171","41.3414650671055","68.6816603171226","32.6375249826967"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"34","DBH",NA,20,NA,"0.090792027688745","5.89795918466579","cut for firewood","0.898","453.661264438712","323.241566636888",0.4752,"14.0043249128855","9.97832585537981","20.9981604700754","29.4703807089341","50.4685411790094","23.9826507682653"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Acanthaceae","Avicennia germinans","alive",7,NA,"33","DBH",NA,20,NA,"0.0855298599939821","5.5561224499144","cut for firewood","0.811","387.40370591319","677.760586772366",0.5,"12.5831050568524","22.0140709460886","44.0281418921773","25.1662101137048","69.1943520058821","34.5971760029411"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"13","DBH",NA,NA,NA,"0.0132732289614169","0.862244898104255",NA,"0.898","53.6787934075262","61.203060575816",0.4752,"1.65704088653178","1.88931172474508","3.97582433658477","3.48703890263422","7.46286323921899","3.54635261127686"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"31.1","DBH",NA,NA,NA,"0.0759644957619646","4.93474489878945",NA,"0.898","372.200169620534","277.016368062596",0.4752,"11.4896565269817","8.55137418297294","17.9953160416097","24.1785701325373","42.1738861741471","20.0410307099547"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Acanthaceae","Avicennia germinans","dead",7,"3","30.7","DBH",NA,12,NA,"0.0740229915020461","4.80862244978864",NA,"0.811","329.997019890192","282.067065816381",0.5,"10.7185014142765","9.16170771748105","18.3234154349621","21.4370028285531","39.7604182635152","19.8802091317576"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"37.5","DBH",NA,NA,NA,"0.110446616727766","7.17474489916632",NA,"0.898","563.894576286725","382.988137031471",0.4752,"17.4071790605786","11.8226763649423","24.879369454845","36.6312690668742","61.5106385217192","29.229855425521"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophoraceae","Rhizophora mangle","alive",7,NA,"42.6","DBH",NA,NA,NA,"0.142530917100715","9.25897959339455",NA,"0.898","748.406952078834","477.578990958395",0.4752,"23.1029954407541","14.7426546747918","31.02410495537","48.6174146480515","79.6415196034215","37.8456501155459"
