"study_id","site_id","plot_id","year","latitude","longitude","position_method","habitat","land_use_class","land_use_status","plot_basal_density","AGC_trees","BGC_trees","total_C_trees","AGC_saplings","BGC_saplings","total_C_saplings","debris_carbon","soil_carbon_50cm","soil_carbon_100cm","soil_carbon_300cm","AGC_total","root_carbon","BGC_50cm","BGC_100cm","BGC_300cm","TEC_50cm","TEC_100cm","TEC_300cm"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1",2012,10.252984775955259,-85.24869036819523,"handheld","mangrove","low disturbance",NA,"4.3258673476666","9.82170664497131","7.65087576930736","17.4725824142787","22.2695039330015","10.4975323638475","32.767036296849","3.29526480361246","53.1495389700765","104.088996172582","351.064987821851","35.3864753815852","18.1484081331549","71.2979471032314","122.237404305737","369.213395955006","124.832830617972","175.772287820477","422.748279469746"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2",2012,10.25315845728881,-85.24854438327802,"handheld","mangrove","low disturbance",NA,"46.6903571507127","91.6766245226992","110.928517052375","202.605141575074","0","0","0","0.450990351638378","82.5559933890049","142.012673973556","422.363404662491","92.1276148743376","110.928517052375","193.48451044138","252.941191025931","533.291921714866","396.540642368092","455.997322952643","736.348053641579"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3",2012,10.25333213857375,-85.24839839820515,"handheld","mangrove","low disturbance",NA,"27.2395918413177","41.9593688718537","65.4987995861309","107.458168457985","0","0","0","6.95778915153735","86.007124217119","158.900652400835","443.284786012526","48.917158023391","65.4987995861309","151.50592380325","224.399451986966","508.783585598657","265.921881412772","338.815409596488","623.199543208179"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4",2012,10.253505819810066,-85.24825241297667,"handheld","mangrove","low disturbance",NA,"1.30612244919935","2.70644600348577","2.62739484748632","5.33384085097209","22.2282662438562","9.66062709436445","31.8888933382206","29.6764741347443","77.0415970772443","158.39754697286","375.853705636743","54.6111863820862","12.2880219418508","89.329619019095","170.685568914711","388.141727578594","156.228827343032","237.584777238648","455.040935902531"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5",2012,10.253679500997768,-85.24810642759255,"handheld","mangrove","low disturbance",NA,"39.2943877617133","101.709134754715","101.709134754715","203.418269509429","7.06788200875385","1.73089180860236","8.79877381735621","2.92892155715733","80.7057933194154","182.297129436326","622.426565762004","111.705938320626","103.440026563317","184.145819882732","285.737155999643","725.866592325321","399.291784766675","500.883120883585","941.012557209264"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6",2012,10.253853182136838,-85.24796044205277,"handheld","mangrove","low disturbance",NA,"8.87984694026953","14.7802500461043","21.5538295524874","36.3340795985916","19.8844784519667","5.02017939547135","24.904657847438","11.9517720078081","66.2107776617954","109.215213987474","330.812291231733","46.616500505879","26.5740089479587","92.7847866097541","135.789222935433","357.386300179691","165.975296063592","208.97973238927","430.576809633529"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_1",2012,10.177661732303662,-85.14309627750517,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","4.33530793319416","7.52424321503132","111.866623173278","0","0","4.33530793319416","7.52424321503132","111.866623173278","4.33530793319416","7.52424321503132","111.866623173278"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_2",2012,10.177661732303662,-85.14309627750517,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","6.54126652748782","12.6029401530967","109.044485038274","0","0","6.54126652748782","12.6029401530967","109.044485038274","6.54126652748782","12.6029401530967","109.044485038274"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_3",2012,10.177661732303662,-85.14309627750517,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","6.98710855949896","12.5281663187196","64.1412491301322","0","0","6.98710855949896","12.5281663187196","64.1412491301322","6.98710855949896","12.5281663187196","64.1412491301322"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_1",2012,10.172186453095783,-85.15767652623805,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","10.3385177453027","29.0211899791232","29.0211899791232","0","0","10.3385177453027","29.0211899791232","29.0211899791232","10.3385177453027","29.0211899791232","29.0211899791232"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_2",2012,10.172186453095783,-85.15767652623805,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","37.6217292971468","66.6520006958942","66.6520006958942","0","0","37.6217292971468","66.6520006958942","66.6520006958942","37.6217292971468","66.6520006958942","66.6520006958942"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_3",2012,10.172186453095783,-85.15767652623805,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","21.8817501739736","45.9936151704941","45.9936151704941","0","0","21.8817501739736","45.9936151704941","45.9936151704941","21.8817501739736","45.9936151704941","45.9936151704941"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_1",2012,10.178700705461655,-85.15869463068648,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","5.58560368823939","8.47426061238692","8.47426061238692","0","0","5.58560368823939","8.47426061238692","8.47426061238692","5.58560368823939","8.47426061238692","8.47426061238692"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_2",2012,10.178700705461655,-85.15869463068648,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","8.01689283228949","21.8715379262352","21.8715379262352","0","0","8.01689283228949","21.8715379262352","21.8715379262352","8.01689283228949","21.8715379262352","21.8715379262352"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_3",2012,10.178700705461655,-85.15869463068648,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","6.41778879610299","9.71737125956855","9.71737125956855","0","0","6.41778879610299","9.71737125956855","9.71737125956855","6.41778879610299","9.71737125956855","9.71737125956855"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_1",2012,10.177621759893476,-85.13118797382789,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","3.5517397355602","8.58175017397356","8.58175017397356","0","0","3.5517397355602","8.58175017397356","8.58175017397356","3.5517397355602","8.58175017397356","8.58175017397356"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_2",2012,10.177621759893476,-85.13118797382789,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","2.59710334029228","15.853888308977","15.853888308977","0","0","2.59710334029228","15.853888308977","15.853888308977","2.59710334029228","15.853888308977","15.853888308977"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_3",2012,10.177621759893476,-85.13118797382789,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","6.80558455114823","6.80558455114823","6.80558455114823","0","0","6.80558455114823","6.80558455114823","6.80558455114823","6.80558455114823","6.80558455114823","6.80558455114823"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_1",2012,10.175411899471,-85.13236643766851,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","31.5691805845511","65.3760699373695","65.3760699373695","0","0","31.5691805845511","65.3760699373695","65.3760699373695","31.5691805845511","65.3760699373695","65.3760699373695"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_2",2012,10.175411899471,-85.13236643766851,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","31.3973816979819","62.1502522616562","62.1502522616562","0","0","31.3973816979819","62.1502522616562","62.1502522616562","31.3973816979819","62.1502522616562","62.1502522616562"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_3",2012,10.175411899471,-85.13236643766851,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","32.165605427975","60.1555149617258","60.1555149617258","0","0","32.165605427975","60.1555149617258","60.1555149617258","32.165605427975","60.1555149617258","60.1555149617258"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1",2012,10.165461146801222,-85.1463881303272,"handheld","mangrove","low disturbance",NA,"10.1439795935434","22.3104964191779","18.3759086866817","40.6864051058596","13.2716440990419","15.605036082589","28.8766801816309","0.526043981880343","58.4361256089075","77.5587769659012","279.489883437717","36.1081845001001","33.9809447692707","92.4170703781782","111.539721735172","313.470828206988","162.506199647549","181.628851004543","383.559957476359"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2",2012,10.165332173166759,-85.14620080853696,"handheld","mangrove","low disturbance",NA,"0","0.340613954635801","0.340613954635801","0.681227909271601","0","0","0","0","14.8316805845511","22.4778183716075","123.018528183716","0.340613954635801","0.340613954635801","15.172294539187","22.8184323262433","123.359142138352","15.8535224484586","23.4996602355149","124.040370047623"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3",2012,10.165203199407722,-85.14601348689085,"handheld","mangrove","low disturbance",NA,"0","0.490415384504182","0.490415384504182","0.980830769008364","0","0","0","0","13.8807759220598","77.5237821851079","288.992814892136","0.490415384504182","0.490415384504182","14.371191306564","78.0141975696121","289.483230276641","15.3520220755724","78.9950283386204","290.464061045649"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_4",2012,10.165074225524112,-85.14582616538885,"handheld","mangrove","low disturbance",NA,"7.45137755227409","15.1943114616031","11.817979695282","27.0122911568851","2.45843276884007","2.8991373857985","5.35757015463857","0","57.0422755741127","157.235212247738","594.956506610995","17.6527442304432","14.7171170810805","71.7593926551932","171.952329328819","609.673623692076","104.129253966717","204.322190640342","642.043485003599"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_5",2012,10.16494525151594,-85.14563884403096,"handheld","mangrove","low disturbance",NA,"3.33739795974519","5.7546458146593","4.34687622690783","10.1015220415671","18.5832991190117","19.8912164437139","38.4745155627256","0.453960138443725","168.096581419624","325.36032533055","765.083359429367","24.7919050721147","24.2380926706217","192.334674090246","349.598418001171","789.321452099989","241.364671832982","398.628415743908","838.351449842725"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_6",2012,10.164816277383206,-85.14545152281717,"handheld","mangrove","low disturbance",NA,"14.5026530636645","50.0790201004852","11.2985248751075","61.3775449755926","8.00107177273522","2.73419292881259","10.7352647015478","3.31339850183298","110.650417536534","110.650417536534","110.650417536534","61.3934903750534","14.0327178039201","124.683135340454","124.683135340454","124.683135340454","200.109343519428","200.109343519428","200.109343519428"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_1",2012,10.142826427036614,-85.07769105553321,"handheld","mangrove","low disturbance",NA,"12.2706122469625","22.1857597177954","18.6035841462973","40.7893438640928","20.2168841540606","17.8034434384047","38.0203275924653","0.388512909487816","245.030541057759","442.877357341684","1111.59273660404","42.7911567813439","36.407027584702","281.437568642461","479.284384926386","1147.99976418874","360.635753008507","558.482569292432","1227.19794855478"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_2",2012,10.142601217440228,-85.07771018303961,"handheld","mangrove","low disturbance",NA,"10.2041326547781","16.7770453059223","15.0184735185937","31.795518824516","12.506554384418","11.1305002884026","23.6370546728206","1.28404582109231","238.870311412665","443.69703375087","1119.8076809325","30.5676455114326","26.1489738069963","265.019285219662","469.846007557866","1145.95665473949","321.73590453809","526.562626876295","1202.67327405792"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_3",2012,10.142376007842453,-85.07772931053574,"handheld","mangrove","low disturbance",NA,"9.26061224645604","14.8282806592011","14.243281143789","29.0715618029902","9.05120371901043","8.13364558156566","17.1848493005761","0.622337028299063","184.60981210856","411.534307585247","1046.13625608907","24.5018214065106","22.3769267253547","206.986738833914","433.911234310602","1068.51318281443","253.86548696578","480.789982442467","1115.39193094629"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_4",2012,10.142150798243296,-85.07774843802156,"handheld","mangrove","low disturbance",NA,"7.08183673588539","13.7083622063311","11.3200011408983","25.0283633472294","2.9749985383462","3.37245091323101","6.34744945157722","0.749422673273793","262.917118997912","506.895894224078","1097.08517745303","17.4327834179511","14.6924520541293","277.609571052042","521.588346278207","1111.77762950716","309.734806524122","553.713581750288","1143.90286497924"
