"study_id","site_id","plot_id","year","latitude","longitude","position_method","habitat","land_use_class","land_use_status","plot_basal_density","AGC_trees","BGC_trees","total_C_trees","AGC_saplings","BGC_saplings","total_C_saplings","debris_carbon","soil_carbon_50cm","soil_carbon_100cm","soil_carbon_300cm","AGC_total","root_carbon","BGC_50cm","BGC_100cm","BGC_300cm","TEC_50cm","TEC_100cm","TEC_300cm"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_5",2012,10.141925588642758,-85.07776756549706,"handheld","mangrove","low disturbance",NA,"7.35790816450326","15.1047715685785","12.0349364353477","27.1397080039262","0.0909384341866873","0.145007720776294","0.235946154962981","0.853831868869676","145.660360125261","298.346076896312","630.934803409882","16.0495418716348","12.179944156124","157.840304281385","310.526021052436","643.114747566006","186.069790309144","338.755507080194","671.344233593765"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_6",2012,10.14170037904084,-85.07778669296225,"handheld","mangrove","low disturbance",NA,"11.0795408181906","44.7565825319053","22.9704665390897","67.7270490709949","0","0","0","0","144.137386917189","293.092849686848","995.156176061239","44.7565825319053","22.9704665390897","167.107853456278","316.063316225937","1018.12664260033","234.834902527273","383.790365296932","1085.85369167132"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_1",2012,10.114049557415736,-85.19073055341973,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","7.04358037578288","15.3697807933194","15.3697807933194","0","0","7.04358037578288","15.3697807933194","15.3697807933194","7.04358037578288","15.3697807933194","15.3697807933194"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_2",2012,10.114049557415736,-85.19073055341973,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","4.37485212247738","12.737413013222","12.737413013222","0","0","4.37485212247738","12.737413013222","12.737413013222","4.37485212247738","12.737413013222","12.737413013222"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_3",2012,10.114049557415736,-85.19073055341973,"handheld",NA,"shrimp pond","inactive","0","0","0","0","0","0","0","0","6.82844467640919","14.6141962421712","14.6141962421712","0","0","6.82844467640919","14.6141962421712","14.6141962421712","6.82844467640919","14.6141962421712","14.6141962421712"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_1",2012,10.10645927214201,-85.14926495060175,"handheld","mangrove","low disturbance",NA,"12.7513775531658","27.8977655689194","24.0464188721252","51.9441844410446","35.7714225785368","16.7066564552033","52.4780790337401","1.39188507954222","102.699060542797","219.994467640919","676.157306889353","65.0610732269984","40.7530753273285","143.452135870126","260.747542968247","716.910382216681","249.266284424453","366.561691522574","822.724530771008"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_2",2012,10.106605151259586,-85.14909075376282,"handheld","mangrove","low disturbance",NA,"16.931938778359","35.2912028812593","33.0031801415879","68.2943830228471","12.0380741078996","8.74494265072422","20.7830167586238","1.00590687900215","129.962447807933","261.465057411274","761.711751913709","48.335183868161","41.7481227923121","171.710570600245","303.213180203586","803.459874706021","261.793877260718","393.296486864059","893.543181366494"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3",2012,10.106751030301119,-85.14891655676377,"handheld","mangrove","low disturbance",NA,"13.9486734717346","31.191726284592","24.3981423330944","55.5898686176864","0","0","0","0.662168373437302","144.802435629784","309.109324982603","1016.17091162143","31.8538946580293","24.3981423330944","169.200577962879","333.507467315697","1040.56905395453","225.452614954002","389.759504306821","1096.82109094565"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4",2012,10.10689690926662,-85.1487423596046,"handheld","mangrove","low disturbance",NA,"6.11010204184434","15.2571501502775","10.6536569889274","25.9108071392049","32.4969583224144","14.4071506290225","46.9041089514369","0.15707963267949","199.578801322199","361.827061586639","1006.31905880306","47.9111881053714","25.0608076179499","224.639608940149","386.887869204589","1031.37986642101","297.61160466347","459.85986492791","1104.35186214433"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5",2012,10.107042788156075,-85.14856816228534,"handheld","mangrove","low disturbance",NA,"8.46607142999583","20.4356978155047","15.3119825317354","35.7476803472401","1.23511801675795","1.31537652684627","2.55049454360422","1.04456319485687","180.574530271399","296.720494084899","790.198573416841","22.7153790271195","16.6273590585817","197.20188932998","313.347853143481","806.825932475422","236.544627415682","352.690591229182","846.168670561124"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6",2012,10.107188666969483,-85.14839396480595,"handheld","mangrove","low disturbance",NA,"10.310714287449","23.8598681172986","19.1002048397616","42.9600729570602","21.4790781120448","14.0781887877968","35.5572668998416","0","120.469311064718","227.310821155184","769.177209464161","45.3389462293434","33.1783936275584","153.647704692277","260.489214782743","802.35560309172","232.165044549178","339.006554639645","880.872942948622"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1",2012,10.101113622249434,-85.1276758818348,"handheld","mangrove","low disturbance",NA,"20.2775000034117","49.1311580435887","38.5640144779387","87.6951725215274","5.10983205659383","4.64324240999715","9.75307446659098","3.66842301538124","91.7606732776618","190.119667710508","553.200043493389","57.9094131155638","43.2072568879359","134.967930165598","233.326924598444","596.407300381325","236.084600169097","334.443594601944","697.523970384825"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2",2012,10.101326260723056,-85.12759861748444,"handheld","mangrove","low disturbance",NA,"9.83035714451109","25.2622199811845","18.2381331109524","43.5003530921369","1.11321127947169","1.78560543120115","2.89881671067285","0","105.153383785665","213.158342032011","643.480193110647","26.3754312606562","20.0237385421535","125.177122327818","233.182080574165","663.503931652801","171.576292130628","279.581250376974","709.90310145561"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3",2012,10.101538899186892,-85.12752135304598,"handheld","mangrove","low disturbance",NA,"11.1639795937151","29.7313339741856","21.6497261131309","51.3810600873165","0.299848166056042","0.524702723559755","0.824550889615797","0.409061543436171","152.851113430759","294.483420320111","747.805967292971","30.4402436836778","22.1744288366907","175.025542267449","316.657849156802","769.980396129662","227.640214787818","369.27252167717","822.59506865003"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4",2012,10.10175153764094,-85.12744408851938,"handheld","mangrove","low disturbance",NA,"11.7569897978965","30.0091582980302","21.6989622724523","51.7081205704825","21.1982037099089","14.913093769717","36.1112974796259","1.18316960823478","109.962099860821","222.857976687543","838.974886917189","52.3905316161739","36.6120560421693","146.57415590299","259.470032729713","875.586942959358","235.576743561334","348.472620388056","964.589530617701"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5",2012,10.101964176085204,-85.12736682390468,"handheld","mangrove","low disturbance",NA,"15.5164285740392","30.7599464000402","32.8862370560512","63.6461834560914","24.4754522463528","11.9106054187914","36.3860576651442","1.19436153206319","80.1037317327766","169.506480514962","511.891657967989","56.4297601784561","44.7968424748426","124.900574207619","214.303322989804","556.688500442831","226.127176860918","315.529925643103","657.91510309613"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6",2012,10.102176814519666,-85.12728955920186,"handheld","mangrove","low disturbance",NA,"17.1985714314651","41.5338058738742","30.5607547585144","72.0945606323886","0","0","0","1.37690115520615","97.8664057063326","187.442780097425","478.442780097425","42.9107070290803","30.5607547585144","128.427160464847","218.00353485594","509.00353485594","201.898622252442","291.474996643534","582.474996643534"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1",2012,10.082453609111019,-85.17595496390098,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","22.2211290883786","49.4760873347251","49.4760873347251","0","0","22.2211290883786","49.4760873347251","49.4760873347251","22.2211290883786","49.4760873347251","49.4760873347251"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2",2012,10.082453609111019,-85.17595496390098,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","14.5272181628392","36.8866475295755","36.8866475295755","0","0","14.5272181628392","36.8866475295755","36.8866475295755","14.5272181628392","36.8866475295755","36.8866475295755"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3",2012,10.082453609111019,-85.17595496390098,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","17.709351078636","48.4623086290884","48.4623086290884","0","0","17.709351078636","48.4623086290884","48.4623086290884","17.709351078636","48.4623086290884","48.4623086290884"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1",2012,10.109181036669943,-85.12796447625328,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","5.98465553235908","9.95386221294363","9.95386221294363","0","0","5.98465553235908","9.95386221294363","9.95386221294363","5.98465553235908","9.95386221294363","9.95386221294363"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2",2012,10.109181036669943,-85.12796447625328,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","10.4614822546973","17.2052192066806","17.2052192066806","0","0","10.4614822546973","17.2052192066806","17.2052192066806","10.4614822546973","17.2052192066806","17.2052192066806"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3",2012,10.109181036669943,-85.12796447625328,"handheld",NA,"salt pond","inactive","0","0","0","0","0","0","0","0","13.6446764091858","19.4473903966597","19.4473903966597","0","0","13.6446764091858","19.4473903966597","19.4473903966597","13.6446764091858","19.4473903966597","19.4473903966597"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1",2012,10.13380450121516,-85.24459889402941,"handheld","mangrove","low disturbance",NA,"15.6093877577283","34.7970147724273","28.5021192364002","63.2991340088275","4.02434426064004","1.22515784491944","5.24950210555949","3.31432298092115","142.051774530271","272.242797494781","828.00201809325","42.1356820139885","29.7272770813196","171.779051611591","301.9700745761","857.729295174569","243.642010706899","373.833033671409","929.592254269878"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2",2012,10.133581793447373,-85.2446376413812,"handheld","mangrove","low disturbance",NA,"12.3608163286103","30.7533985012072","21.6662812536826","52.4196797548898","0.691420772539999","0.801511685844545","1.49293245838454","0.863708905272869","135.320459290188","266.316022964509","753.172320807237","32.30852817902","22.4677929395272","157.788252229715","288.783815904037","775.640113746765","212.564573348262","343.560137022584","830.416434865312"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3",2012,10.133359085678466,-85.2446763886976,"handheld","mangrove","low disturbance",NA,"9.55637755262826","23.9007335220831","15.5509889855486","39.4517225076317","0.63707344778326","0.870101752037485","1.50717519982074","0.330358102479052","153.596424843424","280.789796450939","653.241779749478","24.8681650723454","16.4210907375861","170.01751558101","297.210887188526","669.662870487064","211.306771390941","338.500142998457","710.952126296996"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4",2012,10.133136377908418,-85.24471513597861,"handheld","mangrove","low disturbance",NA,"11.5638265325578","28.8014961023826","19.0942003725011","47.8956964748838","9.55588398656272","8.62838607857266","18.1842700651354","0","178.530549756437","341.745842032011","787.458437717467","38.3573800889454","27.7225864510738","206.253136207511","369.468428483085","815.181024168541","272.33310274753","435.548395023104","881.26099070856"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5",2012,10.13291367013725,-85.24475388322423,"handheld","mangrove","low disturbance",NA,"4.46061224564845","9.5220818335037","6.57324232648495","16.0953241599886","19.2809550326141","16.2801158105031","35.5610708431172","0","149.432533054976","280.856506610995","889.762212943632","28.8030368661178","22.853358136988","172.285891191964","303.709864747983","912.61557108062","223.94228619507","355.366259751089","964.271966083726"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6",2012,10.132690962364958,-85.2447926304345,"handheld","mangrove","low disturbance",NA,"8.92188775660314","17.9601967962531","12.9978443629142","30.9580411591673","4.89358441854708","4.72314711784902","9.6167315363961","0.165129963854313","151.951878914405","342.906558803062","749.495285316632","23.0189111786545","17.7209914807633","169.672870395168","360.627550283825","767.216276797395","210.412773054586","401.367452943243","807.956179456813"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1",2012,9.96677907531132,-85.10665234760737,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","12.4622129436326","28.9079331941545","28.9079331941545","0","0","12.4622129436326","28.9079331941545","28.9079331941545","12.4622129436326","28.9079331941545","28.9079331941545"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2",2012,9.96677907531132,-85.10665234760737,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","7.05255741127349","19.9787056367432","19.9787056367432","0","0","7.05255741127349","19.9787056367432","19.9787056367432","7.05255741127349","19.9787056367432","19.9787056367432"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3",2012,9.96677907531132,-85.10665234760737,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","14.0387526096033","40.8280706332637","40.8280706332637","0","0","14.0387526096033","40.8280706332637","40.8280706332637","14.0387526096033","40.8280706332637","40.8280706332637"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1",2012,9.964893875573926,-85.11354004868552,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","13.9890657620042","18.8784185803758","18.8784185803758","0","0","13.9890657620042","18.8784185803758","18.8784185803758","13.9890657620042","18.8784185803758","18.8784185803758"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2",2012,9.964893875573926,-85.11354004868552,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","20.5948329853862","55.3064718162839","55.3064718162839","0","0","20.5948329853862","55.3064718162839","55.3064718162839","20.5948329853862","55.3064718162839","55.3064718162839"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3",2012,9.964893875573926,-85.11354004868552,"handheld",NA,"shrimp pond","active","0","0","0","0","0","0","0","0","24.7832985386221","60.6174147529576","60.6174147529576","0","0","24.7832985386221","60.6174147529576","60.6174147529576","24.7832985386221","60.6174147529576","60.6174147529576"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1",2012,9.97441122528924,-85.11858458886034,"handheld","mangrove","low disturbance",NA,"3.37857142913987","6.85021168223374","4.69096937209712","11.5411810543309","78.9134237659446","54.456829664387","133.370253430332","0","170.572886221294","304.445537578288","806.101417884482","85.7636354481783","59.1477990364842","229.720685257779","363.593336614772","865.249216920966","374.632119742441","508.504771099435","1010.16065140563"
