study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,carbonates_removed,carbonate_removal_method,carbon_measured_or_modeled,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_model,age_depth_model_reference
Breithaupt_et_al_2020,pvc and hammer,roots and rhizomes included,sediment not sieved,no obvious compaction,105,24,air dried to constant mass,550,3,TRUE,acid fumigation,measured,EA,organic carbon,gamma,gamma,CRS,core collection date
