study_id,bibliography_id,publication_type,bibtype,author,title,year,url,doi,version,publisher
Holmquist_et_al_2022,Holmquist_et_al_2022_database,database,Misc,James Holmquist and Dave Klinges and Michael Lonneman and Jaxine Wolfe and J Patrick Megonigal,Database: Coastal Carbon Network Data Library,2022,https://github.com/Smithsonian/CCRCN-Data-Library,10.25573/serc.21565671,2.1.1,Figshare
