study_id,bibliography_id,publication_type,key,bibtype,title,author,doi,publisher,year,url
Thorne_et_al_2015,Thorne_et_al_2015,data release,Thorne_et_al_2015,Misc,Marshes to Mudflats: Climate Change Effects Along a Latitudinal Gradient in the Pacific Northwest,U.S. Geological Survey {Karen Thorne},10.5066/f7sj1hnc,U.S. Geological Survey,2015,https://www.sciencebase.gov/catalog/item/5006e99ee4b0abf7ce733f58
