study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_sample_mass,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_flag,loss_on_ignition_sample_volume,loss_on_ignition_sample_mass,cs137_counting_method
Thorne_et_al_2015,none specified,NA,NA,not specified,550,8,NA,NA,to constant mass,550,8,FALSE,NA,NA,gamma
