core_id,study_id,depth_min,depth_max,fraction_organic_matter,dry_bulk_density,cs137_peak_present
BM01,Thorne_et_al_2015,3,4,0.1376146788990826,0.27714285714285714,FALSE
BM01,Thorne_et_al_2015,2,3,0.11764705882352942,0.3971428571428572,FALSE
BM01,Thorne_et_al_2015,24,25,0.12195121951219505,0.4585714285714286,FALSE
BM01,Thorne_et_al_2015,17,18,0.14136125654450254,0.35999999999999993,FALSE
BM01,Thorne_et_al_2015,4,5,0.13807531380753132,0.15571428571428572,FALSE
BM01,Thorne_et_al_2015,5,6,0.13565891472868216,0.17714285714285713,FALSE
BM01,Thorne_et_al_2015,28,29,0.06314580941446621,1.06,FALSE
BM01,Thorne_et_al_2015,30,31,0.06017925736235597,0.9299999999999999,FALSE
BM01,Thorne_et_al_2015,31,32,0.05245153933865439,1.0699999999999998,FALSE
BM01,Thorne_et_al_2015,18,19,0.1334894613583137,0.42571428571428566,FALSE
BM01,Thorne_et_al_2015,19,20,0.1299559471365639,0.4614285714285714,FALSE
BM01,Thorne_et_al_2015,20,21,0.14164305949008507,0.3185714285714285,FALSE
BM01,Thorne_et_al_2015,21,22,0.12181303116147305,0.3171428571428571,FALSE
BM01,Thorne_et_al_2015,22,23,0.1252955082742318,0.41857142857142865,FALSE
BM01,Thorne_et_al_2015,23,24,0.11718750000000014,0.5485714285714286,FALSE
BM01,Thorne_et_al_2015,9,10,0.1263858093126386,0.45428571428571424,FALSE
BM01,Thorne_et_al_2015,25,26,0.09738372093023244,0.7985714285714286,FALSE
BM01,Thorne_et_al_2015,26,27,0.07402234636871512,0.8371428571428572,FALSE
BM01,Thorne_et_al_2015,27,28,0.05585392051557477,1.1471428571428572,FALSE
BM01,Thorne_et_al_2015,0,1,0.13777777777777772,0.13285714285714284,FALSE
BM01,Thorne_et_al_2015,1,2,0.10679611650485427,0.39999999999999997,FALSE
BM01,Thorne_et_al_2015,15,16,0.0874587458745873,0.6757142857142856,FALSE
BM01,Thorne_et_al_2015,16,17,0.11090573012939003,0.5857142857142856,FALSE
BM01,Thorne_et_al_2015,32,33,0.04856512141280362,1.1085714285714288,FALSE
BM01,Thorne_et_al_2015,33,34,0.04121687929342485,1.2714285714285711,FALSE
BM01,Thorne_et_al_2015,6,7,0.13200000000000003,0.17285714285714285,FALSE
BM01,Thorne_et_al_2015,7,8,0.15044247787610615,0.29571428571428576,FALSE
BM01,Thorne_et_al_2015,8,9,0.13895781637717122,0.3885714285714286,FALSE
BM01,Thorne_et_al_2015,13,14,0.06291390728476813,0.6714285714285715,FALSE
BM01,Thorne_et_al_2015,10,11,0.1118012422360249,0.5042857142857143,FALSE
BM01,Thorne_et_al_2015,11,12,0.09808612440191382,0.4071428571428571,FALSE
BM01,Thorne_et_al_2015,12,13,0.10333333333333343,0.6728571428571428,TRUE
BM01,Thorne_et_al_2015,36,37,0.03407407407407419,0.7785714285714286,FALSE
BM01,Thorne_et_al_2015,14,15,0.10450819672131147,0.5114285714285715,FALSE
BM01,Thorne_et_al_2015,29,30,0.06337135614702148,0.9385714285714285,FALSE
BM01,Thorne_et_al_2015,35,36,0.0394036208732696,1.1557142857142857,FALSE
BM01,Thorne_et_al_2015,34,35,0.04446460980036306,1.3885714285714283,FALSE
BM03,Thorne_et_al_2015,2,3,0.1209964412811388,0.15,FALSE
BM03,Thorne_et_al_2015,12,13,0.032998565279770416,0.567,FALSE
BM03,Thorne_et_al_2015,10,11,0.08192771084337352,0.28300000000000003,TRUE
BM03,Thorne_et_al_2015,11,12,0.0347349177330895,0.413,FALSE
BM03,Thorne_et_al_2015,0,1,0.11403508771929821,0.09799999999999998,FALSE
BM03,Thorne_et_al_2015,1,2,0.1467576791808874,0.159,FALSE
BM03,Thorne_et_al_2015,3,4,0.11842105263157904,0.09599999999999997,FALSE
BM03,Thorne_et_al_2015,4,5,0.10139860139860148,0.15399999999999997,FALSE
BM03,Thorne_et_al_2015,5,6,0.10204081632653043,0.16199999999999998,FALSE
BM03,Thorne_et_al_2015,6,7,0.09057971014492751,0.14499999999999996,FALSE
BM03,Thorne_et_al_2015,9,10,0.09917355371900811,0.10899999999999999,FALSE
BM03,Thorne_et_al_2015,8,9,0.07627118644067793,0.10499999999999998,FALSE
BM03,Thorne_et_al_2015,14,15,0.025,0.671,FALSE
BM03,Thorne_et_al_2015,15,16,0.025993883792048963,0.521,FALSE
BM03,Thorne_et_al_2015,16,17,0.02099447513812166,0.774,FALSE
BM03,Thorne_et_al_2015,13,14,0.02997275204359667,0.6,FALSE
BM03,Thorne_et_al_2015,17,18,0.02275600505688999,0.657,FALSE
BM03,Thorne_et_al_2015,7,8,0.1330645161290323,0.11399999999999999,FALSE
BM05,Thorne_et_al_2015,6,7,0.21145374449339202,0.096,FALSE
