study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,2,3,0.062422634836430096,0.8470254957507177
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,7,8,0.08797524314765609,0.8321608040200972
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,12,13,0.08205128205128087,0.7844827586206911
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,17,18,0.10601237842617262,0.7731442869057524
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,22,23,0.06312997347480157,0.7492997198879443
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,27,28,0.08479221927497818,0.7393117831073822
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,32,33,0.0784261715296208,0.6527621195039385
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,37,38,0.11653404067197183,0.5432473444613053
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,42,43,0.2991158267020307,0.17114986698197052
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed01,single set of methods,47,48,1.0378426171529604,0.019850059635371464
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,2,3,0.09213085764809949,0.831094049904033
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,7,8,0.1283819628647207,0.8409090909090938
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,12,13,0.098320070733864,0.805755395683459
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,17,18,0.10415561450044121,0.7903225806451657
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,22,23,0.08311229000883964,0.741489361702119
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,27,28,0.09036251105216608,0.7084148727984183
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,32,33,0.10380194518125548,0.7010221465076667
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,37,38,0.2500442086648983,0.23656294200848177
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,42,43,0.2435897435897413,0.2188747731397408
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed02,single set of methods,47,48,0.7605658709106976,0.060451057893512745
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,2,3,0.1572944297082222,0.3535694210230428
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,7,8,0.2486295313881506,0.17211948790896575
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,12,13,0.5677276746242272,0.06291854851269262
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,17,18,1.159328028293545,0.020057962172055455
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,22,23,1.4470380194518138,0.018025174141514284
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed05,single set of methods,27,28,1.0054818744473917,0.014861062258177711
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,2,3,0.0955791335101667,0.8131359851988956
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,7,8,0.08355437665782496,0.8010582010582137
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,12,13,0.07374005305039878,0.6906474820143891
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,17,18,0.13669319186560436,0.3816300129366211
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,22,23,0.12944297082228104,0.5075136612021804
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,27,28,0.1354553492484527,0.5078328981723229
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,32,33,0.16640141467727687,0.4123273113708835
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,37,38,0.527320954907161,0.09054325955734167
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,42,43,1.158001768346597,0.02023364129190056
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed10,single set of methods,47,48,1.5267020335985861,0.014768054670759803
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed15,single set of methods,2,3,0.14571175950486262,0.4957524271844651
Radabaugh_et_al_2021,Mangrove_Bay,MBStressed15,single set of methods,7,8,0.4619805481874455,0.13110047846889974
