method_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,total_pb210_activity,total_pb210_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,pb214_activity,pb214_activity_sd,depth_interval_notes,study_id,pb210_unit,pb214_unit
Poppe_and_Rybczyk_2019,R1,25B,70,72,1.54,0.025829923,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R1,25B,72,74,1.34,0.026137464,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R1,25B,74,76,1.09,0.024141133,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,0,2,0.82,0.042857143,NA,1.498279353,31.22,5.009989965,9.402609627,5.561122155,22.18726069,1.857776007,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,2,4,0.94,0.051075269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,4,6,0.79,0.062583222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,6,8,0.88,0.052341598,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,8,10,0.75,0.063802083,NA,3.388975888,51.44,8.545298259,31.14317819,9.178208276,21.53029392,2.166935004,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,10,12,0.82,0.053701016,NA,1.561454027,29.64,5.047660422,11.8270642,5.651818359,18.50275635,1.683648111,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,12,14,0.84,0.054901961,NA,4.797241546,31.77,6.142874223,2.754028144,6.997872894,29.13057059,2.721294221,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,14,16,0.63,0.08125,NA,2.382115927,42.88,6.664977458,26.29592959,7.276842379,18.13268319,1.577893512,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,16,18,0.49,0.108312343,NA,2.372247607,46.97,7.242296399,30.34959441,7.881095155,18.41732495,1.59296017,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,18,20,0.45,0.138763198,NA,3.346867143,52.2,7.810238337,37.92254522,8.427530451,16.53509747,1.354666524,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,20,22,1.15,0.046717172,NA,3.110214128,21.89,3.672534927,4.429530857,4.225231485,17.72514568,1.51258958,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,22,24,1.34,0.040567951,NA,2.418249601,23.73,4.1809703560000004,3.204044786,4.74396362,20.65745023,1.810741837,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,24,26,1.4,0.038391225,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,26,28,1.45,0.039272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,28,30,1.42,0.038221529,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,30,32,1.45,0.03968254,NA,3.118137365,20.66,3.993281798,1.789997435,4.548310284,18.93683202,1.769024447,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,32,34,1.38,0.035205365,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,34,36,1.4,0.034405385,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,36,38,1.55,0.038834951,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,38,40,1.37,0.042084168,NA,4.208262266,24.52,3.87755746,5.703864141,4.484329432,19.20430826,1.561606644,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,40,42,1.39,0.041170098,NA,4.303476216,24.21,3.923233086,5.872273208,4.53813463,18.73536477,1.586316782,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,42,44,1.48,0.03451582,NA,3.968889979,19.62,3.237383076,2.286923801,3.774719214,17.46608227,1.450374855,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,44,46,1.57,0.036538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,46,48,1.36,0.029480324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,48,50,1.39,0.030864198,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,50,52,1.44,0.029590949,NA,0.3182043,21.93,3.636165393,1.77970686,4.30095601,20.26615733,1.700303989,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,52,54,1.48,0.026465028,NA,0.429913738,19.24,3.264934918,1.332344779,3.868632041,17.99602668,1.536518175,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,54,56,1.51,0.025833333,NA,0,22.16,3.559384541,2.029655291,4.210370242,20.26544146,1.662532115,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,56,58,1.51,0.027179007,NA,0,18.9,3.511173018,1.053818194,4.11109392,17.91423675,1.608864993,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R2,26A,58,60,1.54,0.027675277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,60,62,1.43,0.028542304,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,62,64,1.52,0.030271399,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,64,66,1.43,0.025252525,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,66,68,1.49,0.025738799,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,68,70,1.57,0.023589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,70,72,1.43,0.025477707,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,72,74,1.35,0.027538726,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,74,76,1.18,0.025083612,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,76,78,1.03,0.026165117,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,0,2,0.79,0.050988554,0.015222889,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,2,4,0.82,0.054766734,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,4,6,0.86,0.054487179,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,6,8,0.81,0.059652928,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,8,10,0.8,0.063805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,10,12,0.81,0.06088993,0.01723093,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,12,14,0.65,0.088652482,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,14,16,0.44,0.199011125,0.099353973,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,16,18,0.31,0.288,0.147417264,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,18,20,0.34,0.245049505,0.123582166,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,20,22,1.11,0.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,22,24,1.35,0.040930979,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,24,26,1.4,0.039130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,26,28,1.48,0.038277512,0.011505732,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,28,30,1.41,0.035639413,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,30,32,1.49,0.03429878,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,32,34,1.5,0.029382958,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,34,36,1.44,0.03187251,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,36,38,1.52,0.032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,38,40,1.54,0.031468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,40,42,1.58,0.034261242,0.010338285,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,42,44,1.63,0.03413674,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,44,46,1.61,0.028888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,46,48,1.62,0.027327935,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,48,50,1.56,0.023957409,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,50,52,1.71,0.019083969,0.004847958,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,52,54,1.62,0.024679171,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,54,56,1.49,0.023232323,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,56,58,1.61,0.027386541,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,58,60,1.47,0.024779385,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,60,62,1.47,0.025777104,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,62,64,1.58,0.025806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,64,66,1.45,0.025177026,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,66,68,1.43,0.028776978,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,68,70,1.47,0.026407328,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,70,72,1.5,0.024651661,0.008145434,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,72,74,1.39,0.023007395,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,74,76,1.45,0.023701002999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,76,78,1.49,0.023350254,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,78,80,1.34,0.023195876,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,80,82,1.19,0.024350649,0.007295114,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,0,2,1.07,0.044579534,NA,2.378743143,30.67,2.904042546,11.38869829,3.073228728,19.28736776,0.996751794,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,2,4,0.8,0.057411273,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,4,6,0.86,0.052447552,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,6,8,0.76,0.060869565,NA,2.392002795,37.04,3.412321969,19.48896828,3.554546167,17.57520375,0.976812778,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,8,10,0.36,0.105095541,NA,3.021887486,46.33,3.812221872,33.58321572,4.151134852,14.91434422,0.7390458,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,10,12,0.53,0.101431981,NA,3.407841486,41.72,3.85729382,32.62326257,4.234051548,11.18728381,0.906834669,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,12,14,0.88,0.056994819,NA,3.707264627,25.95,2.499550573,8.866708296,2.660902585,17.10878446,0.886320671,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,14,16,0.86,0.064590614,NA,2.543936495,28.15,3.001083763,10.79840476,3.408229484,18.04513238,1.077901568,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,16,18,0.89,0.056352459,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,18,20,0.99,0.051359517,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,20,22,1.16,0.04392237,NA,2.822899859,27.24,3.113367589,9.860578132,3.322014675,17.41456187,1.122480112,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,22,24,1.15,0.043269231,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,24,26,1.21,0.04620462,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,26,28,1.05,0.045215563,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,28,30,1.07,0.042203986,NA,3.428512614,23.4,2.417566231,6.240020681,2.601097566,17.18461724,0.931689755,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,30,32,1.32,0.041860465,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,32,34,1.12,0.041289023,NA,3.273130913,22.07,2.454266466,5.762339016,2.823106705,16.69072711,0.966529813,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,34,36,1.38,0.040047114,NA,3.73029338,23.01,2.740671032,6.942807716,3.140578552,16.52650708,1.049805121,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,36,38,1.2,0.038539554,NA,3.497664924,25.33,2.863411679,7.121326716,3.105509548,18.27700663,1.119070622,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,38,40,1.34,0.040836653,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,40,42,1.35,0.04109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,42,44,1.44,0.039370079,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,44,46,1.39,0.037411527,NA,2.320307909,17.88,2.253814326,0.233454985,2.532960265,17.65264213,1.000839206,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,46,48,1.25,0.037865749,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,48,50,1.42,0.042857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,50,52,1.48,0.029576339,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,52,54,1.55,0.021538462,NA,0.650669393,12.11,1.84150565,-1.805137352,2.122007663,13.85215133,0.891777209,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,54,56,1.53,0.017570665,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,56,58,1.55,0.015446608,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,58,60,1.58,0.015447154,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,60,62,1.34,0.015793252,NA,0,10.45,1.212749027,0.0017386910000000001,1.392143525,10.45281883,0.564614656,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,R3,27A,62,64,1.11,0.030561478,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,64,66,1.17,0.024213075,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,66,68,1.05,0.034602006,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,0,2,0.78,0.059492563,0.018215332,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,2,4,0.78,0.053986711,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,4,6,0.72,0.060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,6,8,0.8,0.059617548,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,8,10,0.76,0.054393305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,10,12,0.67,0.07,0.02636432,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,12,14,0.37,0.103535354,0.052779066,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,14,16,0.37,0.133910342,0.064186309,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,16,18,0.49,0.099785408,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,18,20,0.63,0.071753986,0.029993929,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,20,22,0.88,0.049283154,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,22,24,1,0.04192229,0.016671978,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,24,26,1.02,0.038793103,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,26,28,1.06,0.035460993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,28,30,1.12,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,30,32,1.25,0.042415346,0.014683586,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,32,34,1.27,0.040145985,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,34,36,1.34,0.03982684,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,36,38,1.3,0.040582726,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,38,40,1.36,0.037649219,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
