method_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,total_pb210_activity,total_pb210_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,pb214_activity,pb214_activity_sd,depth_interval_notes,study_id,pb210_unit,pb214_unit
Poppe_and_Rybczyk_2018,Mud,Mud_1G,26,28,0.83,0.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,28,30,0.9,0.0437,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,30,32,0.97,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,32,34,1.02,0.0407,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,34,36,0.95,0.0411,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,36,38,0.92,0.0434,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,38,40,1,0.0426,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,40,42,0.97,0.0409,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,Mud,Mud_1G,42,44,0.94,0.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,0,2,1.12,0.018473505,0.004971,NA,30.88028158,5.363479909,11.31572034,5.629170765,19.5964592,1.655974028,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,2,4,1.35,0.012112403,0.003234,NA,26.94537065,4.809073771,9.215953967,5.067537032,17.75775369,1.54759934,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,4,6,1.26,0.014219992,0.002701,NA,21.38797763,4.014898783,1.750033544,4.375519055,19.64362351,1.703435354,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,6,8,1.3,0.014063285,0.003211,NA,24.41965548,4.36112616,4.965102671,4.678220851,19.47151278,1.64835315,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,8,10,1.48,0.012440191,0.003776,NA,22.40560201,4.123891439,3.332272622,4.458461961,19.085564,1.650970953,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,10,12,1.41,0.012248469,0.003234,NA,19.07236488,3.420333344,0.798773366,3.811729019,18.28801374,1.520088383,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,12,14,1.52,0.010808796,0.002575,NA,19.48881052,3.551237181,1.983442822,3.927005593,17.54184599,1.499353975,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,14,16,1.39,0.011059908,NA,NA,16.88192236,3.099720882,-2.014916332,3.539829066,18.85927406,1.568202959,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,16,18,1.53,0.011161847,NA,NA,17.5374359,3.095350927,-0.948485026,3.515564715,18.46664697,1.510233224,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,1,1_2J,18,20,1.46,0.011398964,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,20,22,1.21,0.011707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,22,24,1.44,0.014164306,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,24,26,1.29,0.016318538,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,26,28,1.33,0.016412661,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,28,30,1.36,0.015033073,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,30,32,1.09,0.017116524,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,32,34,1.14,0.011970075,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,34,36,1.27,0.011639185,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,0,2,0.95,0.033419023,0.009777769,NA,40.99,7.326836901,21.21546782,7.555143353,19.80584111,1.795032941,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,2,4,1.2,0.023536512,0.006360479,NA,33.36,6.120113727,14.70293913,6.372153591,18.6841414,1.732896193,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,4,6,1.21,0.020712909,0.00527513,NA,32.02,5.814407519,12.91924793,6.082020538,19.12602909,1.743091502,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,6,8,1.32,0.017650303,0.003433395,NA,22.57,4.266552886,4.794001744,4.577642227,17.78431602,1.631533136,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,8,10,1.25,0.018102372,0.004012365,NA,26.06,4.7582242,7.524194025,5.054413983,18.55594957,1.669930044,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,10,12,1.38,0.01529745,NA,NA,18.37,3.608946719,-0.586584256,4.009123451,18.95484401,1.722292184,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,12,14,1.48,0.015330189,NA,NA,16.56,3.304550726,-2.498820191,3.748017862,19.04668287,1.723326715,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,14,16,1.49,0.015673981,NA,NA,16.98,3.400446561,-0.551922517,3.83609897,17.51903099,1.612247539,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,2,2_3F,16,18,1.56,0.018172378,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,18,20,1.48,0.018068536,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,20,22,1.46,0.016514806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,22,24,1.47,0.016189962,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,24,26,1.53,0.016052319,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,26,28,1.5,0.017985612,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,28,30,1.39,0.019032083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,30,32,1.42,0.018497758,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,32,34,1.38,0.017396521,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,34,36,1.51,0.018963338,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,36,38,1.44,0.019323671,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,38,40,1.39,0.019886364,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,40,42,1.32,0.019687319000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,42,44,1.32,0.018696884,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,0,2,0.89,0.034027425,0.010717482,NA,40.81,7.063841301,21.3967572,7.354734292,19.58769149,1.820193848,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,2,4,1.05,0.025,0.007327243,NA,30.63,5.496756973,10.73402396,5.864030047,19.99342562,1.885345889,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,4,6,1.32,0.016244625,0.00384182,NA,26.15,4.749962767,5.189067619,5.180419732,21.00821308,1.955476239,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,6,8,1.42,0.014322251,0.003297096,NA,21.1,4.001632784,1.954659241,4.431374122,19.1604188,1.806794768,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,8,10,1.45,0.014443909,0.002630848,NA,18.7,3.570551451,-2.810770139,4.119753485,21.48199389,1.983122909,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,10,12,1.38,0.014465702,NA,NA,17.56,3.641992019,-4.16621698,4.234749732,21.68360677,2.074749306,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,12,14,1.39,0.013993003,NA,NA,20.84,3.862034753,-0.334059966,4.365472804,21.16689604,1.950886092,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,14,16,1.36,0.014772727,NA,NA,20.3,3.865832766,0.363085666,4.338287967,19.94427337,1.870811953,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,3,3_4F,16,18,1.51,0.014602488,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,18,20,1.52,0.015025907,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,20,22,1.55,0.013930951,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,22,24,1.44,0.013580247,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,24,26,1.44,0.01416613,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,26,28,1.53,0.01459854,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,28,30,1.48,0.014066496,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,30,32,1.44,0.014142605,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,32,34,1.54,0.014585764,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,34,36,1.57,0.012202563,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,36,38,1.68,0.011627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,38,40,1.54,0.009253904,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,40,42,NA,0.011735639,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,0,2,1.17,0.019269777,0.005282437,NA,33.66128216,5.661486864,13.06448697,5.958912204,20.64810208,1.782652408,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,2,4,1.25,0.016489988,0.005160748,NA,28.82563396,5.072642835,9.082502001,5.403130576,19.78189579,1.792609791,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,4,6,1.35,0.015330189,0.003730067,NA,28.36049774,4.905331932,7.811238571,5.255906212,20.58924782,1.811118975,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,6,8,1.41,0.01439206,0.003118235,NA,24.5157919,4.395707761,4.730724447,4.766613473,19.80686956,1.785894366,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,8,10,1.42,0.012879959,0.002378514,NA,25.91249547,4.56292369,4.987605147,4.95002124,20.94872558,1.857095934,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,10,12,1.56,0.011587486,NA,NA,18.95092702,3.507451288,-2.88202323,4.022630829,21.81868668,1.928618846,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,12,14,1.58,0.011722732,NA,NA,16.56090275,3.195363178,-4.313406615,3.715678968,20.85075933,1.856227043,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,14,16,1.66,0.01162115,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,16,18,1.53,0.012802926,NA,NA,17.80186779,3.196346768,-0.196233122,3.632513113,17.99434367,1.574187291,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,4,4_5B,18,20,1.56,0.013409962,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,20,22,1.57,0.012861736,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,22,24,1.54,0.012691698,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,24,26,1.59,0.011859838,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,26,28,1.52,0.01194354,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,28,30,1.5,0.011965812,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,30,32,1.58,0.012993763,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,32,34,1.5,0.014100395,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,34,36,1.19,0.013962766,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,0,2,1.23,0.017765311,0.005349417,NA,27.54038247,4.89,7.474530689,5.205317506,20.07160404,1.77580286,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,2,4,1.24,0.01526286,0.0034748,NA,24.07367807,4.32,4.276042831,4.666582609,19.80275311,1.74555858,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,4,6,1.39,0.013576779,0.003155935,NA,27.42042581,4.87,7.389925059,5.193506397,20.03492447,1.784280814,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,6,8,1.39,0.01163311,0.002067995,NA,20.40792258,3.85,-0.707059454,4.282070184,21.11431704,1.862023101,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,8,10,1.38,0.012317518,0.004469118,NA,22.67506468,4.17,0.261052182,4.609643552,22.41436955,1.958089972,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,10,12,1.43,0.012127337,NA,NA,25.8282192,4.56,5.080106629,4.933659596,20.77757705,1.813507681,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,12,14,1.4,0.013110846,0.002140496,NA,23.45666397,4.25,5.850927076,4.625838727,17.71923615,1.592630219,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,14,16,1.5,0.010620458,0.001825064,NA,20.13177499,3.51,0.273312882,3.970259045,19.86380982,1.677591447,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,16,18,1.53,0.009929665,NA,NA,20.01188221,3.44,-0.57111531,3.927597467,20.57163137,1.718955325,excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2018,5,5_5F,18,20,1.49,0.012020607,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,20,22,1.52,0.010869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,22,24,1.52,0.011253197,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,24,26,1.34,0.012600229,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,26,28,1.47,0.012322859,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,28,30,1.42,0.013808976,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,30,32,1.45,0.012591815,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,32,34,1.31,0.015335801,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,34,36,0.98,0.01336074,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,36,38,1.25,0.011641444,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
