"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample/Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
 Standard Deviation 
(µm)","Skewness
 (µm)","Skewness 
Standard Deviation 
(µm)","Kurtosis 
(µm)","Kurtosis
 Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size 
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting 
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
 Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB244M,0-1,Muddy Sand,N=6,73.40,3.15,3.528,0.143,-0.220,0.009,1.640,0.074,3.769,0.062,1.818,0.058,0.220,0.009,1.640,0.074,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,10.00,0.51,82.23,1.09,313.22,15.84,63.9,0.9,36.1,0.9,0.0,2.8,10.4,16.9,33.8,17.3,5.4,4.9,3.6,2.1,2.6,,,,,,,
16CCT03-GB244M,1-2,Muddy Sand,N=7,102.52,4.32,3.577,0.061,-0.140,0.008,1.559,0.063,3.287,0.061,1.838,0.024,0.140,0.008,1.559,0.063,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,14.79,1.64,98.01,2.95,392.46,14.13,70.5,0.9,29.5,0.9,0.0,4.6,15.5,19.1,31.2,15.2,4.1,2.7,2.4,2.0,3.2,,,,,,,
16CCT03-GB244M,2-3,Muddy Sand,N=6,79.40,3.12,4.287,0.084,-0.230,0.014,1.468,0.053,3.656,0.057,2.100,0.028,0.230,0.014,1.468,0.053,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,7.48,0.34,88.32,1.73,385.24,5.11,64.5,0.7,35.5,0.7,0.0,4.3,14.4,17.2,28.5,15.7,5.3,4.3,3.8,2.8,3.7,,,,,,,
16CCT03-GB244M,3-4,Muddy Sand,N=7,75.99,11.84,4.304,0.231,-0.208,0.040,1.401,0.094,3.735,0.222,2.104,0.078,0.208,0.040,1.401,0.094,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,7.99,1.32,84.33,5.31,389.95,19.47,62.5,3.2,37.5,3.2,0.0,4.8,13.2,15.9,28.6,16.1,6.1,5.2,4.2,2.6,3.3,,,,,,,
16CCT03-GB244M,4-5,Muddy Sand,N=7,103.09,4.40,3.793,0.053,-0.158,0.016,1.448,0.033,3.279,0.062,1.923,0.020,0.158,0.016,1.448,0.033,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,11.94,1.35,100.49,2.20,416.30,15.94,70.2,0.9,29.8,0.9,0.0,5.4,16.9,18.6,29.3,14.3,4.2,3.1,2.8,2.2,3.2,,,,,,,
16CCT03-GB244M,5-6,Muddy Sand,N=7,111.09,3.73,3.838,0.058,-0.175,0.012,1.394,0.054,3.171,0.048,1.940,0.022,0.175,0.012,1.394,0.054,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,12.56,1.08,109.53,2.07,441.88,17.66,72.5,0.5,27.5,0.5,0.1,6.6,18.4,19.5,27.9,12.5,4.0,3.0,2.7,2.3,3.1,,,,,,,
16CCT03-GB244M,6-7,Muddy Sand,N=8,117.68,3.93,3.421,0.104,-0.114,0.020,1.408,0.073,3.088,0.048,1.774,0.044,0.114,0.020,1.408,0.073,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,23.51,3.38,109.39,2.15,426.94,7.62,74.5,0.9,25.5,0.9,0.0,5.7,18.3,20.0,30.4,13.5,3.9,2.1,1.5,1.5,3.1,,,,,,,
16CCT03-GB244M,7-8,Muddy Sand,N=8,125.03,1.43,3.472,0.137,-0.124,0.015,1.325,0.036,3.000,0.017,1.795,0.057,0.124,0.015,1.325,0.036,Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,24.68,2.79,116.29,0.93,448.04,5.80,76.0,0.4,24.0,0.4,0.0,6.7,20.6,19.7,29.0,12.4,3.5,1.9,1.5,1.5,3.1,,,,,,,
16CCT03-GB244M,8-9,Muddy Sand,N=8,122.89,3.82,3.379,0.077,-0.107,0.015,1.315,0.062,3.025,0.045,1.756,0.033,0.107,0.015,1.315,0.062,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,25.83,2.23,113.57,2.80,441.15,11.56,75.6,0.8,24.4,0.8,0.0,6.3,19.9,19.7,29.7,13.0,3.8,1.9,1.3,1.3,3.1,,,,,,,
16CCT03-GB244M,9-10,Muddy Sand,N=7,115.03,5.61,3.692,0.184,-0.142,0.028,1.420,0.046,3.122,0.071,1.883,0.071,0.142,0.028,1.420,0.046,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,18.24,5.50,108.53,2.46,437.04,6.00,73.4,1.3,26.6,1.3,0.0,6.2,18.6,19.2,29.5,13.2,3.8,2.3,2.0,1.9,3.3,,,,,,,
16CCT03-GB244M, 10-11,Muddy Sand,N=8,119.96,1.61,3.746,0.077,-0.137,0.005,1.341,0.017,3.059,0.020,1.905,0.030,0.137,0.005,1.341,0.017,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,18.63,1.37,112.31,1.63,459.31,3.21,73.9,0.5,26.1,0.5,0.0,7.5,19.8,18.4,28.2,13.0,3.9,2.3,1.8,1.9,3.3,,,,,,,
16CCT03-GB244M,11-12,Muddy Sand,N=7,108.92,9.10,3.876,0.243,-0.140,0.038,1.422,0.111,3.204,0.122,1.952,0.090,0.140,0.038,1.422,0.111,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,16.42,5.90,102.88,4.42,440.65,14.17,71.1,1.9,28.9,1.9,0.0,6.6,17.6,17.7,29.2,14.5,4.5,2.4,1.9,1.9,3.8,,,,,,,
16CCT03-GB244M,12-13,Muddy Sand,N=8,88.88,7.47,4.761,0.230,-0.226,0.028,1.374,0.060,3.497,0.123,2.250,0.070,0.226,0.028,1.374,0.060,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,7.25,1.62,95.31,2.30,442.59,9.58,65.9,1.4,34.1,1.4,0.0,6.6,16.8,16.4,26.1,14.3,5.7,3.5,3.1,2.8,4.8,,,,,,,
16CCT03-GB244M,13-14,Muddy Sand,N=8,86.65,16.76,4.990,0.561,-0.259,0.054,1.402,0.071,3.556,0.284,2.310,0.162,0.259,0.054,1.402,0.071,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,7.10,2.80,98.47,5.83,443.08,12.80,67.2,2.9,32.8,2.9,0.1,6.7,16.3,17.4,26.6,12.7,5.0,3.5,3.4,3.2,4.9,,,,,,,
16CCT03-GB244M,14-15,Muddy Sand,N=7,73.14,4.17,5.494,0.103,-0.297,0.003,1.091,0.045,3.776,0.082,2.458,0.027,0.297,0.003,1.091,0.045,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Mesokurtic,5.34,0.33,97.31,3.78,457.34,9.27,64.5,1.1,35.5,1.1,0.1,7.4,17.5,16.1,23.5,11.1,5.3,5.8,5.7,3.9,3.7,,,,,,,
16CCT03-GB244M,15-16,Muddy Sand,N=6,102.28,9.16,4.369,0.118,-0.221,0.014,1.407,0.087,3.295,0.129,2.127,0.039,0.221,0.014,1.407,0.087,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,8.17,0.34,108.04,6.81,464.11,40.24,71.1,1.5,28.9,1.5,0.6,7.5,17.6,18.2,27.1,11.6,4.2,3.3,3.2,2.8,3.7,,,,,,,
16CCT03-GB244M,16-17,Muddy Sand,N=7,106.74,6.51,4.424,0.119,-0.215,0.028,1.364,0.030,3.230,0.089,2.145,0.039,0.215,0.028,1.364,0.030,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,7.84,1.25,110.23,1.68,476.65,17.24,71.9,0.6,28.1,0.6,0.0,8.5,18.9,17.6,26.8,11.4,3.8,2.9,3.1,3.0,3.9,,,,,,,
16CCT03-GB244M,17-18,Muddy Sand,N=6,107.80,4.00,4.354,0.082,-0.320,0.008,1.392,0.041,3.215,0.054,2.122,0.027,0.320,0.008,1.392,0.041,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,7.31,0.55,126.20,3.23,445.89,7.03,73.2,0.5,26.8,0.5,0.0,6.7,21.5,22.0,22.9,9.8,3.7,3.0,3.3,3.1,3.9,,,,,,,
16CCT03-GB244M,18-19,Muddy Sand,N=8,194.12,8.56,3.874,0.146,-0.628,0.003,1.350,0.029,2.366,0.064,1.953,0.055,0.628,0.003,1.350,0.029,Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,19.79,4.17,294.02,8.37,549.64,4.21,81.2,1.2,18.8,1.2,0.0,15.1,40.8,12.9,12.4,6.8,2.8,1.8,2.1,2.3,3.1,,,,,,,
16CCT03-GB244M,19-20,Muddy Sand,N=7,172.97,8.45,4.317,0.098,-0.566,0.025,1.231,0.020,2.533,0.070,2.110,0.033,0.566,0.025,1.231,0.020,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,12.62,2.28,259.11,16.41,569.80,4.09,77.7,1.0,22.3,1.0,0.0,16.9,33.9,12.2,14.6,8.2,3.3,2.2,2.4,2.6,3.6,,,,,,,
16CCT03-GB244M,20-21,Muddy Sand,N=7,159.98,4.24,3.734,0.175,-0.420,0.033,0.956,0.023,2.645,0.038,1.899,0.068,0.420,0.033,0.956,0.023,Fine Sand,Poorly Sorted,Very Fine Skewed,Mesokurtic,21.07,2.97,214.56,8.87,564.43,10.34,75.3,1.0,24.7,1.0,0.4,15.5,31.5,12.2,15.8,11.3,5.3,3.1,2.0,1.4,1.8,,,,,,,
16CCT03-GB244M,21-22,Muddy Sand,N=6,125.54,20.47,4.937,0.463,-0.435,0.031,1.073,0.077,3.013,0.237,2.297,0.136,0.435,0.031,1.073,0.077,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,8.10,1.49,179.03,23.89,555.73,7.96,72.1,2.9,27.9,2.9,0.4,14.5,29.6,12.2,15.4,9.3,4.5,4.0,3.8,2.9,3.4,,,,,,,
16CCT03-GB244M,22-23,Muddy Sand,N=6,136.79,5.05,4.857,0.096,-0.461,0.021,1.112,0.014,2.871,0.054,2.280,0.028,0.461,0.021,1.112,0.014,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,7.82,0.48,196.63,10.58,573.73,9.58,73.0,0.5,27.0,0.5,0.2,16.4,29.6,11.3,15.5,9.6,4.2,3.2,3.3,3.0,3.7,,,,,,,
16CCT03-GB244M,23-24,Muddy Sand,N=6,130.42,4.52,4.888,0.117,-0.480,0.021,1.075,0.042,2.940,0.050,2.289,0.034,0.480,0.021,1.075,0.042,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,7.89,0.67,197.29,9.28,561.08,6.42,72.5,0.6,27.5,0.6,0.0,15.5,30.5,11.3,15.0,9.3,4.5,3.8,3.7,2.9,3.3,,,,,,,
16CCT03-GB244M,24-25,Muddy Sand,N=8,133.32,5.23,4.787,0.102,-0.423,0.005,1.141,0.014,2.908,0.057,2.259,0.031,0.423,0.005,1.141,0.014,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,8.43,0.96,178.63,5.67,553.26,3.63,72.5,0.6,27.5,0.6,0.2,14.4,29.7,12.2,16.0,10.4,4.4,2.9,2.8,2.8,4.1,,,,,,,
16CCT03-GB244M,25-26,Muddy Sand,N=6,115.06,2.69,5.056,0.082,-0.385,0.004,1.102,0.011,3.120,0.034,2.338,0.023,0.385,0.004,1.102,0.011,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,6.51,0.32,151.26,2.38,530.95,9.26,69.9,0.3,30.1,0.3,0.0,12.7,28.3,12.7,16.2,11.2,4.8,3.2,3.2,3.2,4.4,,,,,,,
16CCT03-GB244M,26-27,Muddy Sand,N=8,111.48,30.63,5.059,0.822,-0.327,0.040,1.063,0.047,3.222,0.408,2.320,0.236,0.327,0.040,1.063,0.047,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,10.44,5.93,137.21,35.59,524.33,17.05,68.1,5.1,31.9,5.1,0.0,12.0,26.1,12.7,17.2,12.6,5.5,3.5,3.0,2.8,4.4,,,,,,,
16CCT03-GB244M,27-28,Muddy Sand,N=7,106.94,6.53,5.290,0.196,-0.333,0.008,1.065,0.010,3.228,0.089,2.402,0.053,0.333,0.008,1.065,0.010,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,6.63,0.94,134.52,7.22,545.16,8.72,67.4,0.9,32.6,0.9,0.3,13.1,26.2,11.7,16.0,12.4,5.7,3.7,3.2,3.0,4.7,,,,,,,
16CCT03-GB244M,28-28.5,Muddy Sand,N=7,107.77,5.08,5.305,0.121,-0.368,0.008,1.058,0.016,3.216,0.068,2.407,0.033,0.368,0.008,1.058,0.016,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,6.22,0.50,142.16,5.51,540.49,7.48,68.0,0.7,32.0,0.7,0.0,13.4,27.2,11.8,15.7,11.7,5.4,3.7,3.4,3.2,4.6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB254M,0-1,Muddy Sand,N=8,92.37,0.95,2.241,0.038,-0.330,0.005,1.690,0.023,3.436,0.015,1.164,0.024,0.330,0.005,1.690,0.023,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,31.31,1.13,98.75,0.84,190.06,0.66,75.9,0.6,24.1,0.6,0.0,0.6,2.6,30.1,42.5,14.1,3.4,1.8,1.1,1.1,2.6,,,,,,,
16CCT03-GB254M,1-2,Muddy Sand,N=8,103.66,0.32,1.872,0.036,-0.184,0.021,1.324,0.063,3.270,0.004,0.904,0.027,0.184,0.021,1.324,0.063,Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic,46.92,0.49,106.28,0.49,201.83,1.26,82.1,0.1,17.9,0.1,0.0,0.4,4.0,33.5,44.2,12.0,1.8,0.9,0.7,0.7,1.9,,,,,,,
16CCT03-GB254M,2-3,Muddy Sand,N=8,96.78,0.83,2.029,0.024,-0.207,0.008,1.378,0.019,3.369,0.012,1.020,0.017,0.207,0.008,1.378,0.019,Very Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,39.54,0.97,99.71,0.71,201.11,0.79,77.4,0.5,22.6,0.5,0.0,0.5,3.9,30.4,42.6,15.1,2.7,1.1,0.7,0.8,2.3,,,,,,,
16CCT03-GB254M,3-4,Muddy Sand,N=7,82.55,2.16,2.837,0.037,-0.422,0.007,1.728,0.028,3.599,0.038,1.504,0.019,0.422,0.007,1.728,0.028,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.45,1.08,96.65,1.34,200.51,1.71,70.4,0.8,29.6,0.8,0.0,0.8,3.8,29.7,36.1,14.4,4.7,3.1,2.2,1.8,3.3,,,,,,,
16CCT03-GB254M,4-5,Muddy Sand,N=8,83.49,3.15,2.723,0.030,-0.442,0.023,1.785,0.014,3.583,0.055,1.445,0.016,0.442,0.023,1.785,0.014,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,17.63,2.09,96.70,2.56,189.19,8.45,71.1,1.2,28.9,1.2,0.0,0.4,2.3,30.5,37.8,14.8,4.7,2.5,1.8,1.7,3.5,,,,,,,
16CCT03-GB254M,5-6,Muddy Sand,N=8,92.96,0.42,2.506,0.009,-0.385,0.003,1.766,0.007,3.427,0.006,1.325,0.005,0.385,0.003,1.766,0.007,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,25.00,0.30,103.82,0.22,204.29,0.63,75.3,0.2,24.7,0.2,0.0,0.8,4.2,32.4,37.9,13.0,4.0,2.1,1.4,1.3,2.9,,,,,,,
16CCT03-GB254M,6-7,Muddy Sand,N=8,99.12,1.13,2.493,0.050,-0.367,0.013,1.752,0.033,3.335,0.016,1.318,0.029,0.367,0.013,1.752,0.033,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,27.53,1.70,110.11,0.55,220.88,1.15,77.3,0.4,22.7,0.4,0.0,0.8,5.9,34.7,35.9,11.8,3.7,1.9,1.3,1.3,2.7,,,,,,,
16CCT03-GB254M,7-8,Muddy Sand,N=8,92.19,0.43,2.622,0.008,-0.376,0.004,1.763,0.015,3.439,0.007,1.390,0.004,0.376,0.004,1.763,0.015,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,23.45,0.28,103.27,0.40,212.53,1.40,74.3,0.2,25.7,0.2,0.0,0.9,5.1,31.7,36.6,13.5,4.2,2.1,1.4,1.4,3.0,,,,,,,
16CCT03-GB254M,8-9,Muddy Sand,N=8,81.52,3.90,3.020,0.177,-0.417,0.027,1.770,0.018,3.618,0.069,1.592,0.085,0.417,0.027,1.770,0.018,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.15,3.56,95.93,1.69,207.70,2.43,69.6,1.3,30.4,1.3,0.0,1.0,4.7,28.7,35.3,14.8,5.0,2.8,2.0,1.9,3.9,,,,,,,
16CCT03-GB254M,9-10,Muddy Sand,N=8,74.86,2.01,3.139,0.123,-0.443,0.015,1.730,0.017,3.740,0.039,1.649,0.056,0.443,0.015,1.730,0.017,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.69,1.58,90.58,0.82,196.39,0.81,66.7,0.6,33.3,0.6,0.0,0.7,3.8,26.9,35.3,15.9,5.9,3.2,2.1,2.0,4.3,,,,,,,
16CCT03-GB254M,10-11,Muddy Sand,N=8,72.28,1.21,3.140,0.073,-0.437,0.009,1.697,0.011,3.790,0.024,1.650,0.033,0.437,0.009,1.697,0.011,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.47,0.91,87.76,0.47,192.61,0.58,65.5,0.4,34.5,0.4,0.0,0.8,3.6,25.5,35.6,16.5,6.3,3.4,2.2,1.9,4.2,,,,,,,
16CCT03-GB254M,11-12,Muddy Sand,N=8,66.71,4.59,3.388,0.264,-0.441,0.010,1.623,0.057,3.909,0.099,1.756,0.113,0.441,0.010,1.623,0.057,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.13,2.20,83.39,2.70,192.57,2.77,62.6,2.1,37.4,2.1,0.0,0.9,3.6,24.1,34.0,17.2,6.9,3.8,2.5,2.2,4.7,,,,,,,
16CCT03-GB254M,12-13,Muddy Sand,N=8,77.75,2.92,2.985,0.090,-0.416,0.013,1.741,0.015,3.686,0.054,1.577,0.043,0.416,0.013,1.741,0.015,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.85,1.76,91.22,1.96,197.36,2.73,67.8,1.3,32.2,1.3,0.0,0.9,3.8,26.9,36.2,16.0,5.6,3.0,2.0,1.9,3.8,,,,,,,
16CCT03-GB254M,13-14,Muddy Sand,N=8,72.08,2.47,3.134,0.064,-0.424,0.009,1.711,0.010,3.795,0.049,1.648,0.029,0.424,0.009,1.711,0.010,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.33,1.00,86.30,1.86,192.06,3.56,65.0,1.1,35.0,1.1,0.0,0.8,3.6,24.8,35.8,17.1,6.2,3.3,2.2,2.0,4.2,,,,,,,
16CCT03-GB254M,14-15,Muddy Sand,N=8,70.40,3.31,3.207,0.072,-0.422,0.014,1.687,0.014,3.830,0.068,1.681,0.033,0.422,0.014,1.687,0.014,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.58,1.28,84.82,2.54,192.86,6.09,63.9,1.4,36.1,1.4,0.0,0.8,3.7,24.3,35.1,17.5,6.4,3.4,2.3,2.1,4.3,,,,,,,
16CCT03-GB254M,15-16,Muddy Sand,N=8,70.01,2.20,3.401,0.105,-0.408,0.010,1.646,0.013,3.837,0.045,1.765,0.044,0.408,0.010,1.646,0.013,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.46,1.09,85.61,1.08,207.93,0.83,63.6,0.7,36.4,0.7,0.0,1.1,5.1,24.4,33.1,17.0,6.5,3.7,2.5,2.2,4.5,,,,,,,
16CCT03-GB254M,16-17,Muddy Sand,N=8,56.78,4.46,3.739,0.205,-0.452,0.020,1.509,0.074,4.143,0.114,1.900,0.079,0.452,0.020,1.509,0.074,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.18,1.22,75.54,2.16,186.68,3.04,58.0,1.5,42.0,1.5,0.0,0.8,3.3,21.4,32.4,18.3,7.6,4.7,3.3,2.7,5.4,,,,,,,
16CCT03-GB254M,17-18,Muddy Sand,N=8,57.50,0.80,3.534,0.052,-0.414,0.008,1.583,0.003,4.120,0.020,1.821,0.021,0.414,0.008,1.583,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.95,0.46,71.62,0.22,180.60,0.68,56.2,0.2,43.8,0.2,0.0,0.7,3.1,19.5,32.9,20.8,8.1,4.3,2.9,2.5,5.2,,,,,,,
16CCT03-GB254M,18-19,Muddy Sand,N=8,63.28,1.74,3.435,0.048,-0.384,0.004,1.586,0.024,3.983,0.040,1.780,0.020,0.384,0.004,1.586,0.024,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.60,0.47,75.97,1.49,194.65,1.65,58.7,0.9,41.3,0.9,0.0,0.8,4.2,21.2,32.5,20.0,7.8,4.0,2.6,2.3,4.7,,,,,,,
16CCT03-GB254M,19-20,Muddy Sand,N=8,64.89,0.16,3.589,0.007,-0.369,0.003,1.591,0.002,3.946,0.003,1.844,0.003,0.369,0.003,1.591,0.002,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.22,0.06,78.01,0.29,210.45,1.02,59.6,0.2,40.4,0.2,0.0,1.0,5.6,21.8,31.3,19.1,7.5,4.0,2.6,2.3,4.8,,,,,,,
16CCT03-GB254M,20-21,Muddy Sand,N=8,57.31,0.17,3.481,0.009,-0.408,0.006,1.554,0.007,4.125,0.004,1.800,0.004,0.408,0.006,1.554,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.45,0.17,70.94,0.10,179.15,1.66,55.8,0.1,44.2,0.1,0.0,0.4,3.1,19.4,32.9,21.0,8.4,4.6,2.9,2.4,5.0,,,,,,,
16CCT03-GB254M,21-22,Muddy Sand,N=8,62.67,1.09,3.304,0.013,-0.393,0.006,1.596,0.006,3.996,0.025,1.724,0.005,0.393,0.006,1.596,0.006,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.22,0.27,74.99,0.85,184.73,2.88,58.5,0.6,41.5,0.6,0.0,0.6,3.2,20.9,33.7,20.5,7.8,4.0,2.6,2.2,4.5,,,,,,,
16CCT03-GB254M,22-23,Muddy Sand,N=8,67.43,0.19,3.225,0.032,-0.347,0.002,1.621,0.002,3.891,0.004,1.689,0.014,0.347,0.002,1.621,0.002,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.04,0.26,77.47,0.14,198.92,1.84,60.3,0.1,39.7,0.1,0.0,0.8,4.6,21.2,33.7,20.3,7.4,3.7,2.3,2.0,4.1,,,,,,,
16CCT03-GB254M,23-24,Muddy Sand,N=8,62.52,1.34,3.336,0.008,-0.365,0.012,1.606,0.002,4.000,0.031,1.738,0.003,0.365,0.012,1.606,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.50,0.32,73.74,0.91,190.79,5.80,57.9,0.5,42.1,0.5,0.0,0.8,4.0,19.6,33.5,20.8,8.1,4.1,2.5,2.1,4.4,,,,,,,
16CCT03-GB254M,24-25,Muddy Sand,N=8,67.82,0.94,3.352,0.015,-0.337,0.003,1.592,0.009,3.882,0.020,1.745,0.006,0.337,0.003,1.592,0.009,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.74,0.07,78.42,1.15,210.65,2.56,60.4,0.6,39.6,0.6,0.0,1.1,5.5,21.3,32.5,19.6,7.7,3.8,2.3,2.0,4.2,,,,,,,
16CCT03-GB254M,25-26,Muddy Sand,N=8,60.25,0.63,3.446,0.008,-0.353,0.006,1.577,0.006,4.053,0.015,1.785,0.003,0.353,0.006,1.577,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.71,0.18,71.19,0.44,192.84,2.82,56.0,0.3,44.0,0.3,0.0,0.8,4.4,18.7,32.1,21.5,8.6,4.3,2.6,2.2,4.6,,,,,,,
16CCT03-GB254M,26-27,Muddy Sand,N=8,50.49,0.13,3.615,0.039,-0.382,0.004,1.504,0.002,4.308,0.004,1.854,0.016,0.382,0.004,1.504,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.31,0.11,62.65,0.12,170.78,2.57,50.1,0.1,49.9,0.1,0.0,0.8,2.9,15.5,30.9,23.3,10.2,5.3,3.2,2.6,5.3,,,,,,,
16CCT03-GB254M,27-28,Muddy Sand,N=8,50.81,0.38,3.598,0.013,-0.388,0.001,1.493,0.003,4.299,0.011,1.847,0.005,0.388,0.001,1.493,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,6.35,0.14,63.14,0.33,170.19,1.05,50.5,0.2,49.5,0.2,0.0,0.8,2.6,16.0,31.0,23.0,10.1,5.3,3.2,2.6,5.3,,,,,,,
16CCT03-GB254M,28-29,Muddy Sand,N=8,52.11,0.93,3.496,0.018,-0.382,0.011,1.499,0.019,4.263,0.026,1.806,0.007,0.382,0.011,1.499,0.019,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.02,0.39,63.66,0.44,169.16,3.57,50.8,0.3,49.2,0.3,0.0,0.6,2.6,16.3,31.4,23.2,10.2,5.1,3.0,2.5,5.1,,,,,,,
16CCT03-GB254M,29-30,Muddy Sand,N=8,52.79,0.19,3.554,0.011,-0.385,0.001,1.483,0.008,4.244,0.005,1.829,0.005,0.385,0.001,1.483,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,6.90,0.05,64.96,0.19,174.39,1.13,51.7,0.1,48.3,0.1,0.0,0.6,2.9,16.9,31.2,22.4,10.1,5.1,3.0,2.5,5.1,,,,,,,
