"","study_id","bibliography_id","publication_type","bibtype","title","author","doi","url","year","publisher"
"1","Everhart_et_al_2020","Everhart_et_al_2020_data","primary dataset","Misc","Sediment Radiochemical Data from Georgia, Massachusetts, and Virginia Coastal Marshes","Everhart,Cheyenne S., Smith, Christopher G., Ellis, Alisha M., Marot, Marci E., Coleman, Daniel J., Guntenspergen, Glenn R., Kirwan, Matthew L.","10.5066/P926MS6T.","https://doi.org/10.5066/P926MS6T.",2020,"U.S. Geological Survey data release"
