study_id,site_id,core_id,species_code,code_type,habitat
Shaw_et_al_2020,GCREW,CB109,Spartina patens,Genus species,marsh
Shaw_et_al_2020,GCREW,CB109,Distichlis spicata,Genus species,marsh
