study_id,site_id,core_id,core_notes,latitude,longitude,position_method,position_notes,elevation,elevation_datum,elevation_method,salinity_class,vegetation_class,core_length_flag,habitat,year,month,day
Shaw_et_al_2020,GCREW,CB109,Highly organic salt marsh peats,38.874708,-76.547196,handheld,accuracy < 1 meter,0.25,"NAVD88",RTK,brackish,emergent,core depth represents deposit depth,marsh,2014,7,2
