study_id,coring_method,compaction_flag,dry_bulk_density_temperature,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method,pb210_counting_method,c14_counting_method,age_depth_model_reference,age_depth_model_notes,method_id
Shaw_et_al_2020,Eijkelkamp peat core sampler,compaction quantified,50,450,5,gamma,alpha,AMS,CE,Methodology citations: 10.1111/j.1467-9876.2008.00623.x; 10.1016/j.quascirev.2008.07.009,single set of methods
