study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,26,27,1.194518126,0.028127313,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,27,28,1.325375774,0.031354236,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,28,29,1.293545535,0.044429255,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,29,30,1.025641026,0.049137931,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,30,31,1.216622458,0.03997093,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,31,32,1.211317418,0.03649635,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,32,33,1.328028294,0.023302264,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,33,34,1.305923961,0.025050779,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,34,35,1.286472149,0.026116838,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,35,36,0.849690539,0.056191467,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,36,37,1.3244916,0.029372497,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,37,38,1.142351901,0.040247678,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,38,39,1.229000884,0.025899281,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,39,40,1.297082228,0.024539877,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,40,41,1.41821397,0.024314214,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,41,42,1.436781609,0.028307692,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,42,43,1.41556145,0.021236727,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,43,44,1.594164456,0.019412091,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,44,45,1.209549072,0.022660819,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,45,46,1.116710875,0.034045922,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,46,47,1.347480106,0.023622047,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,47,48,1.232537577,0.019368723,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH1,LOI methods,48,49,1.128205128,0.032915361,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,0,1,0.1688771,0.528795812,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,1,2,0.159151194,0.511111111,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,2,3,0.110521662,0.552,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,3,4,0.125552608,0.535211268,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,4,5,0.132625995,0.62,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,5,6,0.146772767,0.554216867,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,6,7,0.175066313,0.429292929,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,7,8,0.165340407,0.529411765,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,8,9,0.143236074,0.549382716,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,9,10,0.16357206,0.567567568,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,10,11,0.119363395,0.555555556,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,11,12,0.134394341,0.572368421,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,12,13,0.16622458,0.446808511,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,13,14,0.173297966,0.423469388,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,14,15,0.137046861,0.425806452,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,15,16,0.152077807,0.552325581,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,16,17,0.201591512,0.434210526,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,17,18,0.199823165,0.402654867,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,18,19,0.211317418,0.347280335,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,19,20,0.847922193,0.082377477,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,20,21,0.737400531,0.097122302,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,21,22,0.685234306,0.07483871,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,22,23,0.835543767,0.073015873,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,23,24,0.895667551,0.066140178,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,24,25,0.977011494,0.060633484,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,25,26,0.789566755,0.064949608,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,26,27,0.834659593,0.05720339,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,27,28,1.079575597,0.05978706,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,28,29,0.896551724,0.068047337,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,29,30,1.050397878,0.057239057,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,30,31,0.923076923,0.066091954,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,31,32,0.946949602,0.063492063,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,32,33,1.134394341,0.053780203,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,33,34,0.925729443,0.064947469,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,34,35,0.867374005,0.068297655,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,35,36,1.076038904,0.065735415,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,36,37,1.076923077,0.062397373,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,37,38,1.109637489,0.058167331,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,38,39,1.059239611,0.057595993,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,39,40,1.143236074,0.053364269,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,40,41,1.061007958,0.056666667,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,41,42,1.368700265,0.039405685,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,42,43,1.749778957,0.039413845,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,43,44,1.134394341,0.053000779,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,44,45,1.392572944,0.043174603,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,45,46,1.299734748,0.036054422,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,46,47,1.305039788,0.04403794,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,47,48,1.34305924,0.034891376,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,48,49,1.392572944,0.034920635,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH2,LOI methods,49,50,1.633068081,0.037357878,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,0,1,0.194518126,0.590909091,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,1,2,0.152961981,0.595375723,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,2,3,0.117595049,0.631578947,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,3,4,0.147656941,0.574850299,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,4,5,0.149425287,0.473372781,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,5,6,0.189213086,0.439252336,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,6,7,0.188328912,0.483568075,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,7,8,0.16622458,0.468085106,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,8,9,0.182139699,0.490291262,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,9,10,0.225464191,0.380392157,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,10,11,0.169761273,0.453125,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,11,12,0.380194518,0.21627907,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,12,13,0.253757737,0.306620209,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,13,14,0.467727675,0.164461248,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,14,15,0.782493369,0.075706215,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,15,16,0.495137047,0.158928571,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,16,17,0.830238727,0.089456869,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,17,18,1.039787798,0.06377551,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,18,19,1.026525199,0.053402239,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,19,20,0.845269673,0.077405858,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,20,21,0.970822281,0.041894353,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,21,22,1.149425287,0.042307692,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,22,23,1.139699381,0.024825446,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,23,24,1.247568523,0.024805103,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,24,25,1.126436782,0.03610675,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,25,26,0.656056587,0.102425876,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,26,27,1.185676393,0.041014169,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,27,28,1.221927498,0.030390738,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,28,29,1.148541114,0.032332564,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,29,30,1.148541114,0.046959199,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,30,31,0.881520778,0.05115346,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,31,32,1.232537577,0.037302726,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,32,33,1.215738285,0.037090909,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,33,34,1.299734748,0.040136054,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,34,35,1.084880637,0.047269764,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,35,36,1.208664898,0.047549378,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,36,37,0.955791335,0.094357077,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,37,38,1.15826702,0.045801527,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,38,39,1.357206012,0.04495114,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,39,40,1.273209549,0.05,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,40,41,1.239610964,0.044935806,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,41,42,1.15826702,0.064122137,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,42,43,0.971706454,0.060054595,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,43,44,1.09106985,0.054294976,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,44,45,1.084880637,0.071719641,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,45,46,0.951370469,0.058550186,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,46,47,1.212201592,0.070021882,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,47,48,1.211317418,0.064233577,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,48,49,1.393457118,0.044416244,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH3,LOI methods,49,50,1.134394341,0.043647701,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,0,1,0.377541998,0.409836066,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,1,2,0.247568523,0.225,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,2,3,0.698496905,0.07721519,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,3,4,0.507515473,0.104529617,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,4,5,0.449160035,0.135826772,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,5,6,0.533156499,0.126036484,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,6,7,0.362511052,0.173170732,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,7,8,0.455349248,0.133980583,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,8,9,0.3244916,0.220708447,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,9,10,0.276746242,0.357827476,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,10,11,0.710875332,0.075870647,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,11,12,0.717948718,0.054187192,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,12,13,0.827586207,0.061965812,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,13,14,0.622458002,0.046875,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,14,15,0.528735632,0.068561873,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,15,16,0.690539346,0.087067862,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,16,17,1.004420866,0.029929577,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,17,18,1.104332449,0.012810248,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,18,19,1.309460654,0.016205267,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,19,20,1.353669319,0.010450686,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,20,21,0.685234306,0.094193548,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,21,22,1.043324492,0.03220339,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,22,23,1.060123784,0.045037531,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,23,24,0.961980548,0.055147059,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,24,25,0.91423519,0.052224371,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,25,26,1.073386384,0.032125206,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,26,27,1.278514589,0.024204703,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,27,28,1.395225464,0.016476553,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,28,29,1.435897436,0.01908867,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,29,30,1.58974359,0.017797553,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,30,31,1.016799293,0.029565217,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,31,32,1.529619805,0.017919075,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,32,33,1.421750663,0.016791045,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,33,34,1.465959328,0.01628468,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,34,35,1.50397878,0.017048795,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,35,36,1.263483643,0.013995801,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,36,37,1.336870027,0.013227513,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,37,38,1.449160035,0.010982306,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,38,39,1.341290893,0.01252472,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH4,LOI methods,39,40,1.711759505,0.010330579,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,0,1,0.513704686,0.084337349,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,1,2,0.448275862,0.118343195,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,2,3,0.205128205,0.349137931,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,3,4,0.310344828,0.202279202,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,4,5,0.298850575,0.224852071,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,5,6,0.549071618,0.14331723,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,6,7,0.334217507,0.21957672,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,7,8,0.275862069,0.211538462,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,8,9,0.433244916,0.151020408,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,9,10,0.334217507,0.164021164,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,10,11,0.774535809,0.073059361,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,11,12,0.716180371,0.077777778,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,12,13,0.656056587,0.080862534,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,13,14,0.644562334,0.101508916,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,14,15,0.609195402,0.101596517,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,15,16,0.972590628,0.042727273,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,16,17,0.534040672,0.132450331,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,17,18,0.552608311,0.1408,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,18,19,0.617152962,0.136103152,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,19,20,0.511052166,0.117647059,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,20,21,1.373121132,0.012234385,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,21,22,0.74270557,0.089285714,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,22,23,0.832007073,0.059511158,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,23,24,0.572944297,0.067901235,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,24,25,0.357206012,0.123762376,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,25,26,0.928381963,0.04,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,26,27,0.328912467,0.153225806,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,27,28,0.607427056,0.107714702,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,28,29,0.770114943,0.065442021,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,29,30,0.778956676,0.080590238,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,30,31,0.870910698,0.05786802,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,31,32,0.648099027,0.094133697,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,32,33,0.746242263,0.079383886,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,33,34,0.824049514,0.056866953,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,34,35,0.920424403,0.048991354,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,35,36,1.419982317,0.0124533,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,36,37,0.923961096,0.024880383,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,37,38,1.102564103,0.019246191,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,38,39,1.070733864,0.015689513,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,39,40,1.252873563,0.014114326,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,40,41,1.003536693,0.014977974,NA
Radabaugh_et_al_2018,Bishop_Harbor_Mangroves,BISH5,LOI methods,41,42,1.012378426,0.013100437,NA
