study_id,site_id,core_id,impact_class
Royna_et_al_2024,BAN,BAN_Fringe_1,natural
Royna_et_al_2024,BAN,BAN_Fringe_2,natural
Royna_et_al_2024,BAN,BAN_Fringe_3,natural
Royna_et_al_2024,BAN,BAN_Interior_1,natural
Royna_et_al_2024,BAN,BAN_Interior_2,natural
Royna_et_al_2024,BAN,BAN_Interior_3,natural
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,farmed
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,farmed
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,farmed
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,farmed
Royna_et_al_2024,BAN,BAN_Pond_1,natural
Royna_et_al_2024,BAN,BAN_Pond_2,natural
Royna_et_al_2024,BAN,BAN_Pond_3,natural
Royna_et_al_2024,BAN,BAN_Pond_4,natural
Royna_et_al_2024,BAN,BAN_Pond_5,natural
Royna_et_al_2024,BAN,BAN_Pond_6,natural
