study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Royna_et_al_2024,BAN,BAN_Fringe_1,single set of methods,0,15,1.1761572569579848,0.08708862
Royna_et_al_2024,BAN,BAN_Fringe_1,single set of methods,15,30,0.7805306411311871,0.02710579
Royna_et_al_2024,BAN,BAN_Fringe_1,single set of methods,30,50,0.7753542181203692,0.02944496
Royna_et_al_2024,BAN,BAN_Fringe_1,single set of methods,50,100,0.6684980573970566,0.03538568
Royna_et_al_2024,BAN,BAN_Fringe_1,single set of methods,100,300,0.6940104279503734,0.02794121
Royna_et_al_2024,BAN,BAN_Fringe_2,single set of methods,0,15,0.8825801233444545,0.014070450000000002
Royna_et_al_2024,BAN,BAN_Fringe_2,single set of methods,15,30,0.830631020985889,0.005378387
Royna_et_al_2024,BAN,BAN_Fringe_2,single set of methods,30,50,0.8106648179441627,0.007738224
Royna_et_al_2024,BAN,BAN_Fringe_2,single set of methods,50,100,0.8202781749642531,0.028898100000000003
Royna_et_al_2024,BAN,BAN_Fringe_2,single set of methods,100,300,0.7936565709086182,0.01049137
Royna_et_al_2024,BAN,BAN_Fringe_3,single set of methods,0,15,0.8868321851033407,0.04180212
Royna_et_al_2024,BAN,BAN_Fringe_3,single set of methods,15,30,0.6921617054465098,0.02011145
Royna_et_al_2024,BAN,BAN_Fringe_3,single set of methods,30,50,0.6858760489333738,0.001311704
Royna_et_al_2024,BAN,BAN_Fringe_3,single set of methods,50,100,0.7779424296257782,0.019293789999999998
Royna_et_al_2024,BAN,BAN_Fringe_3,single set of methods,100,300,0.7306151335268715,0.01921629
Royna_et_al_2024,BAN,BAN_Interior_1,single set of methods,0,15,0.5359446538700406,0.06570199
Royna_et_al_2024,BAN,BAN_Interior_1,single set of methods,15,30,0.5973222409983101,0.03794763
Royna_et_al_2024,BAN,BAN_Interior_1,single set of methods,30,50,0.5769862934558112,0.05283659
Royna_et_al_2024,BAN,BAN_Interior_1,single set of methods,50,100,0.7165648424975085,0.03156134
Royna_et_al_2024,BAN,BAN_Interior_1,single set of methods,100,300,0.6633216343862386,0.03072593
Royna_et_al_2024,BAN,BAN_Interior_2,single set of methods,0,15,0.1896789288963993,0.10675309999999999
Royna_et_al_2024,BAN,BAN_Interior_2,single set of methods,15,30,0.6102632985253549,0.018711469999999997
Royna_et_al_2024,BAN,BAN_Interior_2,single set of methods,30,50,0.6307841183182402,0.011435299999999999
Royna_et_al_2024,BAN,BAN_Interior_2,single set of methods,50,100,0.7999422274217544,0.011179650000000001
Royna_et_al_2024,BAN,BAN_Interior_2,single set of methods,100,300,0.72358998801219,0.01011773
Royna_et_al_2024,BAN,BAN_Interior_3,single set of methods,0,15,0.40080303883761575,0.01634457
Royna_et_al_2024,BAN,BAN_Interior_3,single set of methods,15,30,0.5792047604604474,0.0047524690000000005
Royna_et_al_2024,BAN,BAN_Interior_3,single set of methods,30,50,0.6648006123893294,0.007742656
Royna_et_al_2024,BAN,BAN_Interior_3,single set of methods,50,100,0.7093548247324408,0.0012912239999999999
Royna_et_al_2024,BAN,BAN_Interior_3,single set of methods,100,300,0.8165807299565262,0.020421830000000002
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,single set of methods,0,15,0.693270938948828,0.00863784
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,single set of methods,15,30,0.8267487037277756,0.0069423029999999995
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,single set of methods,30,50,0.717304331499054,0.011786689999999999
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,single set of methods,50,100,0.7931019541574593,0.011392290000000001
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_1,single set of methods,100,300,0.9347140979534063,0.018383689999999998
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,single set of methods,0,15,0.560162918670653,0.034884439999999996
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,single set of methods,15,30,0.6367000303306037,0.03089301
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,single set of methods,30,50,0.6768173086644425,0.033287870000000004
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,single set of methods,50,100,0.7369007900400075,0.03074449
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_2,single set of methods,100,300,0.7139766309920997,0.028702359999999996
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,single set of methods,0,15,0.5194910235856551,0.021761140000000002
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,single set of methods,15,30,0.5906668399844015,0.0189176565
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,single set of methods,30,50,0.6056414922656962,0.022537280000000003
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,single set of methods,50,100,0.6779265421667606,0.02106839
Royna_et_al_2024,BAN,BAN_Sparse_Silvofishery_3,single set of methods,100,300,0.8517064575299335,0.01066597
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,single set of methods,0,15,0.45423111919927206,0.034420320000000004
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,single set of methods,15,30,0.6416915810910352,0.03029894
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,single set of methods,30,50,0.7444805523058481,0.02955634
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,single set of methods,50,100,0.7374554067911666,0.02961204
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_1,single set of methods,100,300,0.7357915565376895,0.0316356
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,single set of methods,0,15,0.423357453384751,0.0062633260000000005
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,single set of methods,15,30,0.6503805768591938,0.0074235790000000005
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,single set of methods,30,50,0.7167497147478948,0.007325253
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,single set of methods,50,100,0.782009619134278,0.008623164
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_2,single set of methods,100,300,0.7295059000245534,0.007816886
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,single set of methods,0,15,0.5788350159596748,0.017356441200000003
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,single set of methods,15,30,0.6015743027571963,0.0156841818
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,single set of methods,30,50,0.682363476176033,0.0154931886
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,single set of methods,50,100,0.7555728873290294,0.016543726800000002
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_3,single set of methods,100,300,0.6095238095238095,0.0175246232
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,single set of methods,0,15,0.542415182633563,0.015529520000000002
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,single set of methods,15,30,0.8971850311249766,0.013103789999999999
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,single set of methods,30,50,0.8737062553259095,0.01345032
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,single set of methods,50,100,0.7274723052703035,0.014547669999999999
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_4,single set of methods,100,300,0.850966968528388,0.015394749999999999
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,single set of methods,0,15,0.5529529009055851,0.01657984
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,single set of methods,15,30,0.553877262157517,0.013854869999999998
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,single set of methods,30,50,0.542415182633563,0.012799419999999999
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,single set of methods,50,100,0.7274723052703034,0.0151214
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_5,single set of methods,100,300,0.7008507012146685,0.01611928
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,single set of methods,0,15,0.5951037739936739,0.0139892
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,single set of methods,15,30,0.696413767205396,0.01373973
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,single set of methods,30,50,0.6459436428499212,0.014334610000000001
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,single set of methods,50,100,0.6831029651775784,0.01481436
Royna_et_al_2024,BAN,BAN_Dense_Silvofishery_6,single set of methods,100,300,0.6762626919132834,0.0166566
Royna_et_al_2024,BAN,BAN_Pond_1,single set of methods,0,15,0.6524141716134437,0.0116674056
Royna_et_al_2024,BAN,BAN_Pond_1,single set of methods,15,30,0.7171194592486676,0.0115858076
Royna_et_al_2024,BAN,BAN_Pond_1,single set of methods,30,50,0.6733047359071017,0.00946643
Royna_et_al_2024,BAN,BAN_Pond_1,single set of methods,50,100,0.666649334893193,0.008483439
Royna_et_al_2024,BAN,BAN_Pond_1,single set of methods,100,300,0.637439519332149,0.01187376
Royna_et_al_2024,BAN,BAN_Pond_2,single set of methods,0,15,0.6605485506304433,0.01023226
Royna_et_al_2024,BAN,BAN_Pond_2,single set of methods,15,30,0.6089691927726504,0.01099437
Royna_et_al_2024,BAN,BAN_Pond_2,single set of methods,30,50,0.6598090616288979,0.01136565
Royna_et_al_2024,BAN,BAN_Pond_2,single set of methods,50,100,0.712127908488236,0.01505894
Royna_et_al_2024,BAN,BAN_Pond_2,single set of methods,100,300,0.6302295015670811,0.01240134
Royna_et_al_2024,BAN,BAN_Pond_3,single set of methods,0,15,0.6574057223738753,0.009232787999999999
Royna_et_al_2024,BAN,BAN_Pond_3,single set of methods,15,30,0.684951687681442,0.005752028
Royna_et_al_2024,BAN,BAN_Pond_3,single set of methods,30,50,0.6246833340554906,0.006066673
Royna_et_al_2024,BAN,BAN_Pond_3,single set of methods,50,100,0.738194895792712,0.0134492918
Royna_et_al_2024,BAN,BAN_Pond_3,single set of methods,100,300,0.6394731140863988,0.012994882000000001
Royna_et_al_2024,BAN,BAN_Pond_4,single set of methods,0,15,0.5801291217123793,0.013161540000000001
Royna_et_al_2024,BAN,BAN_Pond_4,single set of methods,15,30,0.5122810058205873,0.013565830000000001
Royna_et_al_2024,BAN,BAN_Pond_4,single set of methods,30,50,0.5954735184944466,0.01329631
Royna_et_al_2024,BAN,BAN_Pond_4,single set of methods,50,100,0.7603795658390745,0.01685789
Royna_et_al_2024,BAN,BAN_Pond_4,single set of methods,100,300,0.6659098458916475,0.01339257
Royna_et_al_2024,BAN,BAN_Pond_5,single set of methods,0,15,0.881840634342909,0.01283426
Royna_et_al_2024,BAN,BAN_Pond_5,single set of methods,15,30,0.9899909008189263,0.01487496
Royna_et_al_2024,BAN,BAN_Pond_5,single set of methods,30,50,0.9495038779843148,0.015279240000000001
Royna_et_al_2024,BAN,BAN_Pond_5,single set of methods,50,100,0.670901396652079,0.012856989999999999
Royna_et_al_2024,BAN,BAN_Pond_5,single set of methods,100,300,0.7435561910539162,0.0132216
Royna_et_al_2024,BAN,BAN_Pond_6,single set of methods,0,15,0.44092031717145463,0.01287618
Royna_et_al_2024,BAN,BAN_Pond_6,single set of methods,15,30,0.5612721521729712,0.012741849999999999
Royna_et_al_2024,BAN,BAN_Pond_6,single set of methods,30,50,0.5573898349148576,0.01310646
Royna_et_al_2024,BAN,BAN_Pond_6,single set of methods,50,100,0.7864465531435504,0.0139892
Royna_et_al_2024,BAN,BAN_Pond_6,single set of methods,100,300,0.6751534584109653,0.014085140000000001
