study_id,bibliography_id,title,author,publication_type,doi,url,bibtype,year,month,day
McGlathery_et_al_2014,McGlathery_et_al_2014_data,"Lead 210 profiles in sediment cores in South Bay, Virginia","McGlathery, Karen; Greiner, Jill; Gunnell, John; McKee, Brent; Oreska, Matthew; Bost, Molly",primary dataset,10.6073/pasta/b43fe3f3341ff2266dc50cfb8f47d026,https://doi.org/10.6073/pasta/b43fe3f3341ff2266dc50cfb8f47d026,Misc,2014,jun,17
