study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type
Gerlach_et_al_2017,LI_15_5D,141,142,1.008,0.039,NA,NA
Gerlach_et_al_2017,LI_15_5D,142,143,1.083,0.034999999999999996,NA,NA
Gerlach_et_al_2017,LI_15_5D,143,144,1.3760000000000001,0.027,NA,NA
Gerlach_et_al_2017,LI_15_5D,144,145,1.163,0.03,NA,NA
Gerlach_et_al_2017,LI_15_5D,145,146,1.059,0.036,NA,NA
Gerlach_et_al_2017,LI_15_5D,146,147,1.287,0.018000000000000002,NA,NA
Gerlach_et_al_2017,LI_15_5D,147,148,1.139,0.037,NA,NA
Gerlach_et_al_2017,LI_15_5D,148,149,1.06,0.045,NA,NA
Gerlach_et_al_2017,LI_15_5D,149,150,0.997,0.047,NA,NA
Gerlach_et_al_2017,LI_15_5D,150,151,0.985,0.034999999999999996,NA,NA
Gerlach_et_al_2017,LI_15_5D,151,152,1.294,0.026000000000000002,NA,NA
Gerlach_et_al_2017,LI_15_5D,152,153,1.034,0.054000000000000006,NA,NA
Gerlach_et_al_2017,LI_15_5D,153,154,0.932,0.052000000000000005,NA,NA
Gerlach_et_al_2017,LI_15_5D,154,155,0.9410000000000001,0.054000000000000006,NA,NA
Gerlach_et_al_2017,LI_15_5D,155,156,0.8610000000000001,0.082,NA,NA
Gerlach_et_al_2017,LI_15_5D,156,157,0.8780000000000001,0.08,NA,NA
Gerlach_et_al_2017,LI_15_5D,157,158,0.8470000000000001,0.063,NA,NA
Gerlach_et_al_2017,LI_15_5D,158,159,1.167,0.044,NA,NA
Gerlach_et_al_2017,LI_15_5D,159,160,0.591,0.127,NA,NA
Gerlach_et_al_2017,LI_15_5D,160,161,1.4089999999999998,0.034,NA,NA
Gerlach_et_al_2017,LMR_14_9B,0,1,0.265,0.6729999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,1,2,0.133,0.72,NA,NA
Gerlach_et_al_2017,LMR_14_9B,2,3,0.279,0.6709999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,3,4,0.21300000000000002,0.697,NA,NA
Gerlach_et_al_2017,LMR_14_9B,4,5,0.21600000000000003,0.705,NA,NA
Gerlach_et_al_2017,LMR_14_9B,5,6,0.326,0.599,NA,NA
Gerlach_et_al_2017,LMR_14_9B,6,7,0.281,0.635,NA,NA
Gerlach_et_al_2017,LMR_14_9B,7,8,0.252,0.607,NA,NA
Gerlach_et_al_2017,LMR_14_9B,8,9,0.24800000000000003,0.629,NA,NA
Gerlach_et_al_2017,LMR_14_9B,9,10,0.227,0.6649999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,10,11,0.276,0.641,NA,NA
Gerlach_et_al_2017,LMR_14_9B,11,12,0.33299999999999996,0.658,NA,NA
Gerlach_et_al_2017,LMR_14_9B,12,13,0.21300000000000002,0.693,NA,NA
Gerlach_et_al_2017,LMR_14_9B,13,14,0.23700000000000002,0.6789999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,14,15,0.232,0.775,NA,NA
Gerlach_et_al_2017,LMR_14_9B,15,16,0.21500000000000002,0.7819999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,16,17,0.17800000000000002,0.8210000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,17,18,0.165,0.807,NA,NA
Gerlach_et_al_2017,LMR_14_9B,18,19,0.183,0.763,NA,NA
Gerlach_et_al_2017,LMR_14_9B,19,20,0.167,0.725,NA,NA
Gerlach_et_al_2017,LMR_14_9B,20,21,0.188,0.6709999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,21,22,0.185,0.708,NA,NA
Gerlach_et_al_2017,LMR_14_9B,22,23,0.17200000000000001,0.738,NA,NA
Gerlach_et_al_2017,LMR_14_9B,23,24,0.221,0.76,NA,NA
Gerlach_et_al_2017,LMR_14_9B,24,25,0.269,0.76,NA,NA
Gerlach_et_al_2017,LMR_14_9B,25,26,0.19,0.656,NA,NA
Gerlach_et_al_2017,LMR_14_9B,26,27,0.224,0.6839999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,27,28,0.22,0.727,NA,NA
Gerlach_et_al_2017,LMR_14_9B,28,29,0.181,0.6629999999999999,NA,NA
Gerlach_et_al_2017,LMR_14_9B,29,30,0.203,0.613,NA,NA
Gerlach_et_al_2017,LMR_14_9B,30,31,0.23500000000000001,0.42500000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,31,32,0.32,0.373,NA,NA
Gerlach_et_al_2017,LMR_14_9B,32,33,0.17900000000000002,0.5740000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,33,34,0.24100000000000002,0.40700000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,34,35,0.231,0.444,NA,NA
Gerlach_et_al_2017,LMR_14_9B,35,36,0.224,0.42700000000000005,NA,NA
Gerlach_et_al_2017,LMR_14_9B,36,37,0.181,0.48300000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,37,38,0.223,0.42500000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,38,39,0.269,0.385,NA,NA
Gerlach_et_al_2017,LMR_14_9B,39,40,0.29500000000000004,0.33499999999999996,NA,NA
Gerlach_et_al_2017,LMR_14_9B,40,41,0.301,0.365,NA,NA
Gerlach_et_al_2017,LMR_14_9B,41,42,0.358,0.316,NA,NA
Gerlach_et_al_2017,LMR_14_9B,42,43,0.312,0.462,NA,NA
Gerlach_et_al_2017,LMR_14_9B,43,44,0.24900000000000003,0.5670000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,44,45,0.28700000000000003,0.5690000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,45,46,0.276,0.529,NA,NA
Gerlach_et_al_2017,LMR_14_9B,46,47,0.29900000000000004,0.373,NA,NA
Gerlach_et_al_2017,LMR_14_9B,47,48,0.24000000000000002,0.46900000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,48,49,0.20500000000000002,0.47000000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,49,50,0.33099999999999996,0.455,NA,NA
Gerlach_et_al_2017,LMR_14_9B,50,51,0.14100000000000001,0.581,NA,NA
Gerlach_et_al_2017,LMR_14_9B,51,52,0.14500000000000002,0.43900000000000006,NA,NA
Gerlach_et_al_2017,LMR_14_9B,52,53,0.169,0.539,NA,NA
Gerlach_et_al_2017,LMR_14_9B,53,54,0.135,0.549,NA,NA
Gerlach_et_al_2017,LMR_14_9B,54,55,0.17,0.349,NA,NA
Gerlach_et_al_2017,LMR_14_9B,55,56,0.113,0.586,NA,NA
Gerlach_et_al_2017,LMR_14_9B,56,57,0.14500000000000002,0.445,NA,NA
Gerlach_et_al_2017,LMR_14_9B,57,58,0.14100000000000001,0.538,NA,NA
Gerlach_et_al_2017,LMR_14_9B,58,59,0.134,0.52,NA,NA
Gerlach_et_al_2017,LMR_14_9B,59,60,0.14,0.462,NA,NA
Gerlach_et_al_2017,LMR_14_9B,60,61,0.129,0.493,NA,NA
Gerlach_et_al_2017,LMR_14_9B,61,62,0.15600000000000003,0.514,NA,NA
Gerlach_et_al_2017,LMR_14_9B,62,63,0.128,0.545,NA,NA
Gerlach_et_al_2017,LMR_14_9B,63,64,0.134,0.43700000000000006,NA,NA
Gerlach_et_al_2017,LMR_14_9B,64,65,0.17300000000000001,0.43400000000000005,NA,NA
Gerlach_et_al_2017,LMR_14_9B,65,66,0.182,0.519,NA,NA
Gerlach_et_al_2017,LMR_14_9B,66,67,0.134,0.642,NA,NA
Gerlach_et_al_2017,LMR_14_9B,67,68,0.131,0.649,NA,NA
Gerlach_et_al_2017,LMR_14_9B,68,69,0.171,0.5700000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,69,70,0.15200000000000002,0.512,NA,NA
Gerlach_et_al_2017,LMR_14_9B,70,71,0.131,0.541,NA,NA
Gerlach_et_al_2017,LMR_14_9B,71,72,0.14200000000000002,0.47800000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,72,73,0.15600000000000003,0.41200000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,73,74,0.195,0.371,NA,NA
Gerlach_et_al_2017,LMR_14_9B,74,75,0.15900000000000003,0.517,NA,NA
Gerlach_et_al_2017,LMR_14_9B,75,76,0.16,0.541,NA,NA
Gerlach_et_al_2017,LMR_14_9B,76,77,0.253,0.29700000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,77,78,0.20700000000000002,0.449,NA,NA
Gerlach_et_al_2017,LMR_14_9B,78,79,0.17500000000000002,0.42400000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,79,80,0.14900000000000002,0.47300000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,80,81,0.17800000000000002,0.448,NA,NA
Gerlach_et_al_2017,LMR_14_9B,81,82,0.15000000000000002,0.41800000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,82,83,0.14500000000000002,0.42100000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,83,84,0.169,0.366,NA,NA
Gerlach_et_al_2017,LMR_14_9B,84,85,0.135,0.516,NA,NA
Gerlach_et_al_2017,LMR_14_9B,85,86,0.134,0.526,NA,NA
Gerlach_et_al_2017,LMR_14_9B,86,87,0.139,0.5670000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,87,88,0.187,0.495,NA,NA
Gerlach_et_al_2017,LMR_14_9B,88,89,0.183,0.372,NA,NA
Gerlach_et_al_2017,LMR_14_9B,89,90,0.187,0.384,NA,NA
Gerlach_et_al_2017,LMR_14_9B,90,91,0.24100000000000002,0.328,NA,NA
Gerlach_et_al_2017,LMR_14_9B,91,92,0.29200000000000004,0.266,NA,NA
Gerlach_et_al_2017,LMR_14_9B,92,93,0.309,0.198,NA,NA
Gerlach_et_al_2017,LMR_14_9B,93,94,0.311,0.24100000000000002,NA,NA
Gerlach_et_al_2017,LMR_14_9B,94,95,0.321,0.251,NA,NA
Gerlach_et_al_2017,LMR_14_9B,95,96,0.279,0.259,NA,NA
Gerlach_et_al_2017,LMR_14_9B,96,97,0.389,0.19,NA,NA
Gerlach_et_al_2017,LMR_14_9B,97,98,0.383,0.182,NA,NA
Gerlach_et_al_2017,LMR_14_9B,98,99,0.46,0.15300000000000002,NA,NA
Gerlach_et_al_2017,LMR_14_9B,99,100,0.42800000000000005,0.167,NA,NA
Gerlach_et_al_2017,LMR_14_9B,100,101,0.349,0.257,NA,NA
Gerlach_et_al_2017,LMR_14_9B,101,102,0.275,0.318,NA,NA
Gerlach_et_al_2017,LMR_14_9B,102,103,0.363,0.17700000000000002,NA,NA
Gerlach_et_al_2017,LMR_14_9B,103,104,0.396,0.20800000000000002,NA,NA
Gerlach_et_al_2017,LMR_14_9B,104,105,0.325,0.23900000000000002,NA,NA
Gerlach_et_al_2017,LMR_14_9B,105,106,0.495,0.14100000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,106,107,0.81,0.07100000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,107,108,0.48700000000000004,0.066,NA,NA
Gerlach_et_al_2017,LMR_14_9B,108,109,0.318,0.22,NA,NA
Gerlach_et_al_2017,LMR_14_9B,109,110,0.301,0.181,NA,NA
Gerlach_et_al_2017,LMR_14_9B,110,111,0.502,0.117,NA,NA
Gerlach_et_al_2017,LMR_14_9B,111,112,0.774,0.059000000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,112,113,0.647,0.07,NA,NA
Gerlach_et_al_2017,LMR_14_9B,113,114,0.695,0.07500000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,114,115,0.812,0.051000000000000004,NA,NA
Gerlach_et_al_2017,LMR_14_9B,115,116,0.766,0.058,NA,NA
Gerlach_et_al_2017,LMR_14_9B,116,117,0.5710000000000001,0.12100000000000001,NA,NA
Gerlach_et_al_2017,LMR_14_9B,117,118,0.392,0.15500000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,118,119,0.607,0.09,NA,NA
Gerlach_et_al_2017,LMR_14_9B,119,120,0.6599999999999999,0.084,NA,NA
Gerlach_et_al_2017,LMR_14_9B,120,121,0.587,0.113,NA,NA
Gerlach_et_al_2017,LMR_14_9B,121,122,0.41800000000000004,0.16,NA,NA
Gerlach_et_al_2017,LMR_14_9B,122,123,0.384,0.15900000000000003,NA,NA
Gerlach_et_al_2017,LMR_14_9B,123,124,0.521,0.15300000000000002,NA,NA
Gonneea_et_al_2018,EP_A,0,2,0.056401982999999996,NA,0.30388973700000005,fraction_total_carbon
Gonneea_et_al_2018,EP_A,2,4,0.103282967,NA,0.34077905499999994,fraction_total_carbon
Gonneea_et_al_2018,EP_A,4,6,0.115379974,NA,0.33303797799999996,fraction_total_carbon
Gonneea_et_al_2018,EP_A,6,8,0.09758532,NA,0.36574413999999994,fraction_total_carbon
Gonneea_et_al_2018,EP_A,8,10,0.117654311,NA,0.355443906,fraction_total_carbon
Gonneea_et_al_2018,EP_A,10,12,0.115153065,NA,0.2963841570000001,fraction_total_carbon
Gonneea_et_al_2018,EP_A,12,14,0.19798929700000004,NA,0.2924186660000001,fraction_total_carbon
Gonneea_et_al_2018,EP_A,14,16,0.134290811,NA,0.27647554300000005,fraction_total_carbon
Gonneea_et_al_2018,EP_A,16,18,0.15358726200000003,NA,0.24079873400000004,fraction_total_carbon
Gonneea_et_al_2018,EP_A,18,20,0.15256682700000002,NA,0.32729979,fraction_total_carbon
Gonneea_et_al_2018,EP_A,22,24,0.078442328,NA,0.4095788490000001,fraction_total_carbon
Gonneea_et_al_2018,EP_A,26,28,0.08226174500000002,NA,0.382903559,fraction_total_carbon
Gonneea_et_al_2018,EP_A,30,32,0.14123317400000002,NA,0.35174113099999993,fraction_total_carbon
Gonneea_et_al_2018,EP_A,34,36,0.090843785,NA,0.404563074,fraction_total_carbon
Gonneea_et_al_2018,EP_A,38,40,0.096138945,NA,0.4271549170000001,fraction_total_carbon
Gonneea_et_al_2018,EP_A,42,44,0.08324512400000002,NA,0.451732272,fraction_total_carbon
Gonneea_et_al_2018,EP_A,46,48,0.136324118,NA,0.370463612,fraction_total_carbon
Gonneea_et_al_2018,EP_A,50,52,0.09306323500000001,NA,0.45335272200000004,fraction_total_carbon
Gonneea_et_al_2018,EP_A,54,56,0.090736096,NA,0.4010966630000001,fraction_total_carbon
Gonneea_et_al_2018,EP_A,58,60,0.705439622,NA,0.06691579,fraction_total_carbon
Gonneea_et_al_2018,EP_A,62,64,0.6478849560000001,NA,0.09109753699999999,fraction_total_carbon
Gonneea_et_al_2018,EP_A,66,68,0.96964607,NA,0.10777490900000002,fraction_total_carbon
Gonneea_et_al_2018,EP_B,0,2,0.07529052200000003,NA,0.276361316,fraction_total_carbon
Gonneea_et_al_2018,EP_B,2,4,0.20047873900000002,NA,0.24842814800000004,fraction_total_carbon
Gonneea_et_al_2018,EP_B,4,6,0.16571705900000003,NA,0.27422227700000007,fraction_total_carbon
Gonneea_et_al_2018,EP_B,6,8,0.197392513,NA,0.233326129,fraction_total_carbon
Gonneea_et_al_2018,EP_B,8,10,0.34247003,NA,0.17444069400000004,fraction_total_carbon
Gonneea_et_al_2018,EP_B,10,12,0.24865822,NA,0.24721759100000004,fraction_total_carbon
Gonneea_et_al_2018,EP_B,12,14,0.18851420500000002,NA,0.227271054,fraction_total_carbon
Gonneea_et_al_2018,EP_B,14,16,0.17459930200000004,NA,0.242629051,fraction_total_carbon
Gonneea_et_al_2018,EP_B,16,18,0.17768552799999998,NA,0.272223219,fraction_total_carbon
Gonneea_et_al_2018,EP_B,18,20,0.13984549200000004,NA,0.41335685200000005,fraction_total_carbon
Gonneea_et_al_2018,EP_B,22,24,0.12277353700000002,NA,0.43340442200000007,fraction_total_carbon
Gonneea_et_al_2018,EP_B,26,28,0.127619947,NA,0.3819822950000001,fraction_total_carbon
Gonneea_et_al_2018,EP_B,30,32,0.27006636800000006,NA,0.2859941690000001,fraction_total_carbon
Gonneea_et_al_2018,EP_B,34,36,0.29560085,NA,0.304554426,fraction_total_carbon
Gonneea_et_al_2018,EP_B,38,40,0.27489048000000005,NA,0.29750542100000005,fraction_total_carbon
Gonneea_et_al_2018,EP_B,42,44,0.20249468800000003,NA,0.360950834,fraction_total_carbon
Gonneea_et_al_2018,EP_B,46,48,0.193116655,NA,0.40945243000000003,fraction_total_carbon
Gonneea_et_al_2018,EP_B,50,52,0.2583877650000001,NA,0.329764057,fraction_total_carbon
Gonneea_et_al_2018,EP_B,54,56,0.181044569,NA,0.36324763499999996,fraction_total_carbon
Gonneea_et_al_2018,EP_B,58,60,0.15917998000000003,NA,0.440554406,fraction_total_carbon
Gonneea_et_al_2018,EP_B,62,64,0.15345872400000002,NA,0.333468106,fraction_total_carbon
Gonneea_et_al_2018,EP_B,66,68,0.600844679,NA,0.17349895000000004,fraction_total_carbon
Gonneea_et_al_2018,EP_B,70,72,0.38171086800000004,NA,0.207876701,fraction_total_carbon
Gonneea_et_al_2018,EP_B,74,76,0.23258833700000003,NA,0.311521202,fraction_total_carbon
Gonneea_et_al_2018,EP_B,78,80,0.28572965,NA,0.24373363100000003,fraction_total_carbon
Gonneea_et_al_2018,EP_B,82,84,0.7446263209999999,NA,0.21277544200000004,fraction_total_carbon
Gonneea_et_al_2018,EP_B,86,88,2.167367068000001,NA,0.05915055700000001,fraction_total_carbon
Gonneea_et_al_2018,EP_B,90,92,2.5983158889999998,NA,0.011514483999999998,fraction_total_carbon
Gonneea_et_al_2018,GP_A,0,2,0.16032106699999998,NA,0.23483969400000002,fraction_total_carbon
Gonneea_et_al_2018,GP_A,2,4,0.191078031,NA,0.22190146400000002,fraction_total_carbon
Gonneea_et_al_2018,GP_A,4,6,0.20161240900000002,NA,0.21864343100000005,fraction_total_carbon
Gonneea_et_al_2018,GP_A,6,8,0.20657673000000001,NA,0.22785272199999998,fraction_total_carbon
Gonneea_et_al_2018,GP_A,8,10,0.20539579100000002,NA,0.223822933,fraction_total_carbon
Gonneea_et_al_2018,GP_A,10,12,0.230520069,NA,0.256960356,fraction_total_carbon
Gonneea_et_al_2018,GP_A,12,14,0.21651520000000005,NA,0.23467001199999998,fraction_total_carbon
Gonneea_et_al_2018,GP_A,14,16,0.118748673,NA,0.27721536100000005,fraction_total_carbon
Gonneea_et_al_2018,GP_A,16,18,0.103387683,NA,0.35098506300000004,fraction_total_carbon
Gonneea_et_al_2018,GP_A,18,20,0.111769562,NA,0.3299765090000001,fraction_total_carbon
Gonneea_et_al_2018,GP_A,22,24,0.105659678,NA,0.328859457,fraction_total_carbon
Gonneea_et_al_2018,GP_A,26,28,0.09665581799999999,NA,0.31020122599999994,fraction_total_carbon
Gonneea_et_al_2018,GP_A,30,32,0.17124338300000005,NA,0.2854123810000001,fraction_total_carbon
Gonneea_et_al_2018,GP_A,34,36,0.13668107599999998,NA,0.21397046800000002,fraction_total_carbon
Gonneea_et_al_2018,GP_A,38,40,0.14962419700000001,NA,0.214574677,fraction_total_carbon
Gonneea_et_al_2018,GP_A,42,44,0.09750628100000001,NA,0.2823640690000001,fraction_total_carbon
Gonneea_et_al_2018,GP_A,46,48,0.11711571900000001,NA,0.261583255,fraction_total_carbon
Gonneea_et_al_2018,GP_A,50,52,0.11167409,NA,0.302507943,fraction_total_carbon
Gonneea_et_al_2018,GP_A,54,56,0.103302525,NA,0.32842707700000007,fraction_total_carbon
Gonneea_et_al_2018,GP_A,58,60,0.06764633,NA,0.4108837930000001,fraction_total_carbon
Gonneea_et_al_2018,GP_A,62,64,0.07929418100000002,NA,0.46001637400000006,fraction_total_carbon
Gonneea_et_al_2018,GP_A,66,68,0.09175543,NA,0.426131357,fraction_total_carbon
Gonneea_et_al_2018,GP_A,70,72,0.08111527300000002,NA,0.42564460600000004,fraction_total_carbon
Gonneea_et_al_2018,GP_A,74,76,0.08419595000000002,NA,0.49756418700000005,fraction_total_carbon
Gonneea_et_al_2018,GP_A,78,80,0.17374156300000002,NA,0.28499908900000004,fraction_total_carbon
Gonneea_et_al_2018,GP_A,82,84,0.8678582060000002,NA,0.044046719,fraction_total_carbon
Gonneea_et_al_2018,GP_A,86,88,1.480632089,NA,0.016832931,fraction_total_carbon
Gonneea_et_al_2018,GP_A,90,92,1.033335913,NA,0.011585426999999999,fraction_total_carbon
Gonneea_et_al_2018,GP_B,0,2,0.06557194300000001,NA,0.31911606800000003,fraction_total_carbon
Gonneea_et_al_2018,GP_B,2,4,0.103789802,NA,0.32562625700000003,fraction_total_carbon
Gonneea_et_al_2018,GP_B,4,6,0.10702392300000002,NA,0.29627762900000004,fraction_total_carbon
Gonneea_et_al_2018,GP_B,6,8,0.12279502500000003,NA,0.27116558900000004,fraction_total_carbon
Gonneea_et_al_2018,GP_B,8,10,0.12308537900000001,NA,0.286150153,fraction_total_carbon
Gonneea_et_al_2018,GP_B,10,12,0.135477577,NA,0.23535351799999998,fraction_total_carbon
Gonneea_et_al_2018,GP_B,12,14,0.14799647800000004,NA,0.24041109700000005,fraction_total_carbon
Gonneea_et_al_2018,GP_B,14,16,0.12796623700000004,NA,0.24540097300000002,fraction_total_carbon
Gonneea_et_al_2018,GP_B,16,18,0.136461978,NA,0.243875207,fraction_total_carbon
Gonneea_et_al_2018,GP_B,18,20,0.14284740900000004,NA,0.23578441400000003,fraction_total_carbon
Gonneea_et_al_2018,GP_B,22,24,0.11536505200000001,NA,0.34860031799999996,fraction_total_carbon
Gonneea_et_al_2018,GP_B,26,28,0.093280451,NA,0.2930208810000001,fraction_total_carbon
Gonneea_et_al_2018,GP_B,30,32,0.121345517,NA,0.32571888600000004,fraction_total_carbon
Gonneea_et_al_2018,GP_B,34,36,0.093619684,NA,0.327539291,fraction_total_carbon
Gonneea_et_al_2018,GP_B,38,40,0.107501886,NA,0.28436245300000007,fraction_total_carbon
Gonneea_et_al_2018,GP_B,42,44,0.09692404600000001,NA,0.30189610100000003,fraction_total_carbon
Gonneea_et_al_2018,GP_B,46,48,0.125291019,NA,0.24802236500000002,fraction_total_carbon
Gonneea_et_al_2018,GP_B,50,52,0.13582097399999998,NA,0.224887832,fraction_total_carbon
Gonneea_et_al_2018,GP_B,54,56,0.094974385,NA,0.362955296,fraction_total_carbon
Gonneea_et_al_2018,GP_B,58,60,0.116304289,NA,0.23236651,fraction_total_carbon
Gonneea_et_al_2018,GP_B,62,64,0.404395232,NA,0.08943042899999999,fraction_total_carbon
Gonneea_et_al_2018,GP_C,0,2,0.049435931999999995,NA,0.35597157500000004,fraction_total_carbon
Gonneea_et_al_2018,GP_C,2,4,0.112256062,NA,0.37685635300000003,fraction_total_carbon
Gonneea_et_al_2018,GP_C,4,6,0.14043312000000002,NA,0.34276142499999995,fraction_total_carbon
Gonneea_et_al_2018,GP_C,6,8,0.127829446,NA,0.34444781799999996,fraction_total_carbon
Gonneea_et_al_2018,GP_C,8,10,0.10031276,NA,0.328244705,fraction_total_carbon
Gonneea_et_al_2018,GP_C,10,12,0.10988461799999999,NA,0.30099668500000004,fraction_total_carbon
Gonneea_et_al_2018,GP_C,12,14,0.12489865100000001,NA,0.304163706,fraction_total_carbon
Gonneea_et_al_2018,GP_C,14,16,0.101882978,NA,0.33530466100000006,fraction_total_carbon
Gonneea_et_al_2018,GP_C,16,18,0.12346653500000002,NA,0.31983732,fraction_total_carbon
Gonneea_et_al_2018,GP_C,18,20,0.148303866,NA,0.235954524,fraction_total_carbon
Gonneea_et_al_2018,GP_C,22,24,0.16283703200000002,NA,0.293171136,fraction_total_carbon
Gonneea_et_al_2018,GP_C,26,28,0.099731789,NA,0.37689649300000005,fraction_total_carbon
Gonneea_et_al_2018,GP_C,30,32,0.088816572,NA,0.374197411,fraction_total_carbon
Gonneea_et_al_2018,GP_C,34,36,0.094891208,NA,0.33111063399999996,fraction_total_carbon
Gonneea_et_al_2018,GP_C,38,40,0.15675270700000002,NA,0.284105368,fraction_total_carbon
Gonneea_et_al_2018,GP_C,42,44,0.38300183,NA,0.14637782,fraction_total_carbon
Gonneea_et_al_2018,GP_C,46,48,0.741490879,NA,0.10998281399999998,fraction_total_carbon
Gonneea_et_al_2018,HB_A,0,2,0.123609034,NA,0.32180485100000006,fraction_total_carbon
Gonneea_et_al_2018,HB_A,2,4,0.140734766,NA,0.35728500799999996,fraction_total_carbon
Gonneea_et_al_2018,HB_A,4,6,0.160475853,NA,0.32038030800000006,fraction_total_carbon
Gonneea_et_al_2018,HB_A,6,8,0.14599958000000005,NA,0.32659167,fraction_total_carbon
Gonneea_et_al_2018,HB_A,8,10,0.2018297,NA,0.31310635,fraction_total_carbon
Gonneea_et_al_2018,HB_A,10,12,0.15543663600000004,NA,0.28497500500000006,fraction_total_carbon
Gonneea_et_al_2018,HB_A,12,14,0.19835786,NA,0.2984164880000001,fraction_total_carbon
Gonneea_et_al_2018,HB_A,14,16,0.16723590700000002,NA,0.28674426500000005,fraction_total_carbon
Gonneea_et_al_2018,HB_A,16,18,0.128113114,NA,0.313501602,fraction_total_carbon
Gonneea_et_al_2018,HB_A,18,20,0.11336664800000001,NA,0.36663862599999997,fraction_total_carbon
Gonneea_et_al_2018,HB_A,22,24,0.12556333800000002,NA,0.320723153,fraction_total_carbon
Gonneea_et_al_2018,HB_A,26,28,0.104494898,NA,0.314491186,fraction_total_carbon
Gonneea_et_al_2018,HB_A,38,40,0.087010309,NA,0.276699335,fraction_total_carbon
Gonneea_et_al_2018,HB_A,48,50,0.086869788,NA,0.194491921,fraction_total_carbon
Gonneea_et_al_2018,HB_A,58,60,0.06622102600000002,NA,0.42127976200000006,fraction_total_carbon
Gonneea_et_al_2018,HB_A,68,70,0.08622233900000001,NA,0.4618366970000001,fraction_total_carbon
Gonneea_et_al_2018,HB_A,78,80,0.10272769100000001,NA,0.4678288760000001,fraction_total_carbon
Gonneea_et_al_2018,HB_A,88,90,0.09931840599999997,NA,0.46410114799999996,fraction_total_carbon
Gonneea_et_al_2018,HB_A,98,100,0.078009062,NA,0.496163968,fraction_total_carbon
Gonneea_et_al_2018,HB_A,108,110,0.099129293,NA,0.48256250200000006,fraction_total_carbon
Gonneea_et_al_2018,HB_A,118,120,0.09205725899999999,NA,0.4870257810000001,fraction_total_carbon
Gonneea_et_al_2018,HB_A,128,130,0.095084378,NA,0.5228185439999999,fraction_total_carbon
Gonneea_et_al_2018,HB_A,138,140,0.07675618900000002,NA,0.490528318,fraction_total_carbon
Gonneea_et_al_2018,HB_A,148,150,0.052461751,NA,0.5528254210000001,fraction_total_carbon
Gonneea_et_al_2018,HB_B,0,2,0.109942027,NA,0.410758518,fraction_total_carbon
Gonneea_et_al_2018,HB_B,2,4,0.11247081699999999,NA,0.41327272000000004,fraction_total_carbon
Gonneea_et_al_2018,HB_B,4,6,0.08885915899999998,NA,0.41631709000000006,fraction_total_carbon
Gonneea_et_al_2018,HB_B,6,8,0.10028986599999999,NA,0.4298192070000001,fraction_total_carbon
Gonneea_et_al_2018,HB_B,8,10,0.096117625,NA,0.43314822900000005,fraction_total_carbon
Gonneea_et_al_2018,HB_B,10,12,0.09092888399999999,NA,0.46763881700000004,fraction_total_carbon
Gonneea_et_al_2018,HB_B,12,14,0.105315968,NA,0.44610498900000006,fraction_total_carbon
Gonneea_et_al_2018,HB_B,14,16,0.08087143599999999,NA,0.47008603400000004,fraction_total_carbon
Gonneea_et_al_2018,HB_B,16,18,0.11968731099999998,NA,0.362981906,fraction_total_carbon
Gonneea_et_al_2018,HB_B,18,20,0.11623252300000002,NA,0.3201410539999999,fraction_total_carbon
Gonneea_et_al_2018,HB_B,22,24,0.13151019100000003,NA,0.30682441400000005,fraction_total_carbon
Gonneea_et_al_2018,HB_B,26,28,0.11026337200000001,NA,0.44533647400000004,fraction_total_carbon
