study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,c14_age,c14_age_se,c14_material
Rodriguez_et_al_2022,LB,LB_3,single set of methods,0,2,0.10352854166666625,0.4089451982846937,0.20538712311390436,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,2,4,0.11792854166666625,0.38572087263296956,0.19148349694937272,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,4,6,0.18866604166666626,0.278136963792946,0.13059482817416806,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,6,8,0.09826604166666625,0.4939397087413655,0.25856999246442247,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,8,10,0.14921604166666627,0.39221654284824836,0.1953450712602573,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,10,12,0.18309104166666626,0.3702393048995444,0.1823650076829422,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,12,14,0.19326604166666625,0.26362624059882966,0.1228251949225999,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,14,16,0.24607854166666623,0.23798296106341435,0.1093521568644934,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,16,18,0.21970354166666625,0.2907326823930359,0.13742444611007684,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,18,20,0.40689104166666623,0.16619928451361624,0.073385264348656,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,20,22,0.21774104166666622,0.31792352727867734,0.1524382532107999,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,22,24,0.23482854166666625,0.399919444772206,0.19995166848560977,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,24,26,0.17117854166666627,0.40885673705694825,0.20533365268199297,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,26,28,0.12839104166666623,0.42088216824577385,0.21263831718512552,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,28,30,0.12841604166666623,0.37767867137575417,0.18673176325334037,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,30,32,0.16636604166666627,0.4029518243531782,0.20177327292865993,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,32,34,0.34962854166666624,0.20343018811035785,0.09171803560279702,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,34,36,0.22455354166666622,0.33794835493020015,0.1637316146220872,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,36,38,0.32919104166666624,0.377288517242711,0.18650206320788526,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,38,40,0.32956604166666625,0.37636614310358935,0.18595932566010365,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,40,42,0.20556604166666623,0.49272486437347385,0.2577843937423541,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,42,44,0.19871604166666626,0.3752213428499847,0.18528630117253034,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,44,46,0.16382854166666624,0.4797698813673352,0.24945273731374087,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,46,48,0.15001604166666624,0.4148722983792023,0.2089786753422914,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,48,50,0.14686604166666625,0.4662412033641782,0.24084169627429047,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,50,52,0.14515354166666625,0.46476647572900676,0.23990855953199308,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,52,54,0.17055354166666623,0.40778983139458985,0.20468906920504296,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,54,56,0.23047854166666623,0.5028667708580977,0.26436545565155173,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,56,58,0.3278160416666662,0.38378994316553344,0.19033965738496422,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,58,60,0.3024285416666662,0.25700285949091306,0.11931376124299171,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,60,62,0.19094104166666623,0.46382118389511695,0.23931099621551374,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,62,64,0.16175354166666625,0.5083350828227627,0.2679351722362114,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,64,66,0.15304104166666624,0.4482457728523271,0.22952937736092585,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,66,68,0.22970354166666626,0.398829288113212,0.19929791550950768,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,68,70,0.29174104166666626,0.3037368328219166,0.14455874903193888,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,70,72,0.6235535416666663,0.12717432377666057,0.05491305666767696,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,72,74,0.8586410416666663,0.1598456087465733,0.07032589815751997,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,74,76,0.5383035416666663,0.2092685469822829,0.09465574998193216,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,76,78,0.7204035416666663,0.1523451699669486,0.06674033068984406,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,78,80,0.40240354166666625,0.2075652705591455,0.09379694360923102,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,80,82,0.6513035416666663,0.08884106457018741,0.03750960951656602,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,82,84,0.6519785416666662,0.10370356641977929,0.044170033989957114,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,84,86,0.49424104166666627,0.14453979734078828,0.06303885719014436,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,86,88,0.42240354166666627,0.15618950480311844,0.06857459227390822,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,88,90,0.5925410416666663,0.11153235869386,0.047722810236497964,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,90,92,0.7428910416666663,0.09558938796823342,0.04052008796032873,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,92,94,0.9697785416666663,0.0673865188723285,0.028089843280364075,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,94,96,1.1790785416666663,0.050781180289622474,0.020957154183750774,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,96,98,1.2729285416666662,0.04279501811521567,0.017575860639956677,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,98,100,0.9560410416666664,0.0568882481291664,0.023564367445467967,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,100,102,0.7043785416666662,0.07229777312566016,0.030225851249996424,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,102,104,0.6013660416666663,0.0915623699791829,0.038720864890724356,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,104,106,1.0843160416666662,0.07180793883702033,0.03001227055481345,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,106,108,1.0672410416666662,0.07480737423227368,0.03132198550279133,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,108,110,0.8963660416666662,0.07683802910687755,0.032211232322008364,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,110,112,0.9406160416666663,0.07049901028957753,0.029442131728783502,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,112,114,0.9322785416666662,0.0726311901150787,0.030371298490414658,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,114,116,1.2462035416666661,0.07228955542809429,0.030222267127235594,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,116,118,1.2622160416666661,0.06782713669757728,0.028280984797178877,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,118,120,1.4341535416666662,0.05684537787025077,0.02354600039440321,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,120,122,1.073591041666666,0.05740081428430311,0.02378403908384651,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_3,single set of methods,122,124,1.638003541666666,0.057760864121045745,0.02393842500442078,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,0,2,0.10250354166666625,0.8268006999758174,0.5016201293604524,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,2,4,0.05266604166666625,0.761876129859142,0.44986426125594287,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,4,6,0.12244104166666622,0.7415814073780435,0.4341183088934173,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,6,8,0.08889104166666625,0.6443281451777372,0.3615209477381407,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,8,10,0.12194104166666622,0.715612223803514,0.4142701032356582,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,10,12,0.10100354166666625,0.6556700775756653,0.36974384368728586,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,12,14,0.13634104166666625,0.5333133670620719,0.28443113369659984,565,20,plant fragment
