study_id,site_id,core_id,Class,Sedimentar
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_6_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF2_6_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_1_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_1_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_2_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_2_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_3_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_3_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_4_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_4_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_5_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_5_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_6_1",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Etna_Bay_West_Papua_2017_Indonesia,"Etna, Kaimana","Etna, Kaimana_EF1_6_2",OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Fambine_2014_Senegal,FAM,FAM_Fambine_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_1_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_1_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_2_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_2_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_3_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_3_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_4_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_4_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_5_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_5_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_6_1,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,MAN_C,MAN_C_Mangizal Cauassu_6_2,Lagoon,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,MAN,MAN_Mangue Sul_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_1_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_1_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_2_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_2_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_3_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_3_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_4_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_4_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_5_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_5_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_6_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,MANG,MANG_Manguinho_6_2,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,MAR,MAR_Marisma High_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,MAR,MAR_Marisma Low_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,MAR,MAR_Marisma Low_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,MAR,MAR_Marisma Low_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,MAR,MAR_Marisma Low_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,MAR,MAR_Marisma Low_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,MAR,MAR_Marisma Medium_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,MAR,MAR_Maruipe_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal,MOU,MOU_Mounde_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal,MOU,MOU_Mounde_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal,MOU,MOU_Mounde_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal,MOU,MOU_Mounde_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal,MOU,MOU_Mounde_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_1_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_2_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_3_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_4_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_5_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,POR_C,POR_C_Porto Ceu Mangrove_6_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,SAL,SAL_Salino_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 1_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 2_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 4_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 5_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia,SEM,SEM_Sembilang 6_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 6_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia,TEM,TEM_Teminabuan 8_6_1,Estuary,Terrigenous
Thimdee_et_al_2003,WT03 Mangrove Sediment,M1321,OpenCoast,Carbonate
Trettin_et_al_2017,1001,1001_1,Delta,Terrigenous
Trettin_et_al_2017,1001,1001_2,Delta,Terrigenous
Trettin_et_al_2017,1001,1001_3,Delta,Terrigenous
Trettin_et_al_2017,1001,1001_4,Delta,Terrigenous
Trettin_et_al_2017,1001,1001_5,Delta,Terrigenous
Trettin_et_al_2017,1079,1079_1,Delta,Terrigenous
Trettin_et_al_2017,1079,1079_2,Delta,Terrigenous
Trettin_et_al_2017,1079,1079_3,Delta,Terrigenous
Trettin_et_al_2017,1079,1079_4,Delta,Terrigenous
Trettin_et_al_2017,1079,1079_5,Delta,Terrigenous
Trettin_et_al_2017,1113,1113_1,Delta,Terrigenous
Trettin_et_al_2017,1113,1113_2,Delta,Terrigenous
Trettin_et_al_2017,1113,1113_3,Delta,Terrigenous
Trettin_et_al_2017,1113,1113_4,Delta,Terrigenous
Trettin_et_al_2017,1130,1130_1,Delta,Terrigenous
Trettin_et_al_2017,1130,1130_2,Delta,Terrigenous
Trettin_et_al_2017,1130,1130_3,Delta,Terrigenous
Trettin_et_al_2017,1130,1130_4,Delta,Terrigenous
Trettin_et_al_2017,1130,1130_5,Delta,Terrigenous
Trettin_et_al_2017,1216,1216_1,Delta,Terrigenous
Trettin_et_al_2017,1216,1216_2,Delta,Terrigenous
Trettin_et_al_2017,1216,1216_3,Delta,Terrigenous
Trettin_et_al_2017,1216,1216_4,Delta,Terrigenous
Trettin_et_al_2017,1216,1216_5,Delta,Terrigenous
Trettin_et_al_2017,1219,1219_1,Delta,Terrigenous
Trettin_et_al_2017,1219,1219_2,Delta,Terrigenous
Trettin_et_al_2017,1219,1219_3,Delta,Terrigenous
Trettin_et_al_2017,1219,1219_4,Delta,Terrigenous
Trettin_et_al_2017,1219,1219_5,Delta,Terrigenous
Trettin_et_al_2017,1254,1254_1,Delta,Terrigenous
Trettin_et_al_2017,1254,1254_2,Delta,Terrigenous
Trettin_et_al_2017,1254,1254_3,Delta,Terrigenous
Trettin_et_al_2017,1254,1254_4,Delta,Terrigenous
Trettin_et_al_2017,1254,1254_5,Delta,Terrigenous
Trettin_et_al_2017,1285,1285_1,Delta,Terrigenous
Trettin_et_al_2017,1285,1285_2,Delta,Terrigenous
Trettin_et_al_2017,1285,1285_3,Delta,Terrigenous
Trettin_et_al_2017,1285,1285_4,Delta,Terrigenous
Trettin_et_al_2017,1285,1285_5,Delta,Terrigenous
Trettin_et_al_2017,1305,1305_1,Delta,Terrigenous
Trettin_et_al_2017,1305,1305_4,Delta,Terrigenous
Trettin_et_al_2017,1314,1314_1,Delta,Terrigenous
Trettin_et_al_2017,1314,1314_2,Delta,Terrigenous
Trettin_et_al_2017,1314,1314_3,Delta,Terrigenous
Trettin_et_al_2017,1314,1314_4,Delta,Terrigenous
Trettin_et_al_2017,1314,1314_5,Delta,Terrigenous
Trettin_et_al_2017,1317,1317_1,Delta,Terrigenous
Trettin_et_al_2017,1317,1317_2,Delta,Terrigenous
Trettin_et_al_2017,1317,1317_3,Delta,Terrigenous
Trettin_et_al_2017,1317,1317_4,Delta,Terrigenous
Trettin_et_al_2017,1317,1317_5,Delta,Terrigenous
Trettin_et_al_2017,1359,1359_1,Delta,Terrigenous
Trettin_et_al_2017,1359,1359_2,Delta,Terrigenous
Trettin_et_al_2017,1359,1359_3,Delta,Terrigenous
Trettin_et_al_2017,1359,1359_4,Delta,Terrigenous
Trettin_et_al_2017,1359,1359_5,Delta,Terrigenous
Trettin_et_al_2017,1361,1361_1,Delta,Terrigenous
Trettin_et_al_2017,1361,1361_2,Delta,Terrigenous
Trettin_et_al_2017,1361,1361_3,Delta,Terrigenous
Trettin_et_al_2017,1361,1361_4,Delta,Terrigenous
Trettin_et_al_2017,1361,1361_5,Delta,Terrigenous
Trettin_et_al_2017,1382,1382_1,Delta,Terrigenous
Trettin_et_al_2017,1382,1382_2,Delta,Terrigenous
Trettin_et_al_2017,1382,1382_3,Delta,Terrigenous
Trettin_et_al_2017,1382,1382_4,Delta,Terrigenous
Trettin_et_al_2017,1382,1382_5,Delta,Terrigenous
Trettin_et_al_2017,806,806_1,Delta,Terrigenous
Trettin_et_al_2017,806,806_2,Delta,Terrigenous
Trettin_et_al_2017,806,806_3,Delta,Terrigenous
Trettin_et_al_2017,806,806_4,Delta,Terrigenous
Trettin_et_al_2017,806,806_5,Delta,Terrigenous
Trettin_et_al_2017,864,864_1,Delta,Terrigenous
Trettin_et_al_2017,864,864_2,Delta,Terrigenous
Trettin_et_al_2017,864,864_3,Delta,Terrigenous
Trettin_et_al_2017,864,864_4,Delta,Terrigenous
Trettin_et_al_2017,864,864_5,Delta,Terrigenous
Trettin_et_al_2017,9001,9001_1,Delta,Terrigenous
Trettin_et_al_2017,9001,9001_2,Delta,Terrigenous
Trettin_et_al_2017,9001,9001_3,Delta,Terrigenous
Trettin_et_al_2017,9001,9001_4,Delta,Terrigenous
Trettin_et_al_2017,9001,9001_5,Delta,Terrigenous
Trettin_et_al_2017,9002,9002_1,Delta,Terrigenous
Trettin_et_al_2017,9002,9002_2,Delta,Terrigenous
