study_id,coring_method,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_flag,carbonates_removed,carbonate_removal_method,carbon_measured_or_modeled,fraction_carbon_method,fraction_carbon_type,pb210_counting_method,ra226_assumption,excess_pb210_model,excess_pb210_rate,method_id
Drexler_et_al_2019,hargas corer,sediment sieved,2,corer limits compaction,80,time approximate,TRUE,acid fumigation,measured,EA,organic carbon,gamma,each sample,CRS,mass accumulation,single set of methods
