study_id,site_id,core_id,impact_class
Drexler_et_al_2013,Hasty_Point_Managed_Shallow,Hasty_Point_Managed_Shallow_1,managed impounded
Drexler_et_al_2013,Hasty_Point_Managed_Shallow,Hasty_Point_Managed_Shallow_2,managed impounded
Drexler_et_al_2013,Coastal_EDU_Field,Coastal_EDU_Field_1,natural
Drexler_et_al_2013,Coastal_EDU_Field,Coastal_EDU_Field_2,natural
Drexler_et_al_2013,Bird_Field,Bird_Field_1,impounded
Drexler_et_al_2013,Bird_Field,Bird_Field_2,impounded
Drexler_et_al_2013,Sandy_Island_Natural,Sandy_Island_Natural_2,natural
Drexler_et_al_2013,Sandy_Island_Natural,Sandy_Island_Natural_3,natural
Drexler_et_al_2013,Sandy_Island_Deeply_Flooded,Sandy_Island_Deeply_Flooded_1,impounded
Drexler_et_al_2013,Sandy_Island_Deeply_Flooded,Sandy_Island_Deeply_Flooded_2,impounded
Drexler_et_al_2013,Wardlaw_Shallow_Managed,Wardlaw_Shallow_Managed_1,managed impounded
Drexler_et_al_2013,Wardlaw_Shallow_Managed,Wardlaw_Shallow_Managed_2,managed impounded
Drexler_et_al_2013,Wardlaw_II_New_Field,Wardlaw_II_New_Field_1,managed impounded
Drexler_et_al_2013,Wardlaw_II_New_Field,Wardlaw_II_New_Field_2,managed impounded
